#Depth	SP	GR	RI	RT	RXO	DEN
126.125	-15.636	75.423	5.664	6.944	7.067	2.208
126.250	-16.594	74.377	5.964	7.331	7.439	2.194
126.375	-18.003	75.141	6.071	7.465	7.422	2.180
126.500	-19.406	74.674	5.979	7.323	7.243	2.169
126.625	-20.437	71.459	5.769	7.044	7.111	2.160
126.750	-20.751	67.927	5.585	6.819	7.115	2.153
126.875	-20.444	67.710	5.517	6.757	7.095	2.148
127.000	-19.931	69.329	5.587	6.898	7.221	2.144
127.125	-19.480	68.799	5.733	7.128	7.636	2.141
127.250	-19.080	66.626	5.834	7.303	7.820	2.138
127.375	-18.785	66.648	5.870	7.366	7.611	2.133
127.500	-18.784	67.853	5.801	7.284	7.292	2.128
127.625	-19.018	65.846	5.703	7.155	7.042	2.123
127.750	-19.400	63.506	5.646	7.081	6.960	2.122
127.875	-19.855	64.419	5.660	7.104	6.979	2.126
128.000	-20.238	68.769	5.750	7.224	7.118	2.133
128.125	-20.537	73.174	5.894	7.421	7.340	2.140
128.250	-20.896	73.526	6.053	7.638	7.468	2.145
128.375	-21.248	71.317	6.182	7.807	7.491	2.149
128.500	-21.594	69.801	6.243	7.875	7.537	2.153
128.625	-21.977	70.290	6.221	7.812	7.592	2.154
128.750	-22.151	69.781	6.116	7.644	7.556	2.149
128.875	-21.888	68.906	5.995	7.459	7.419	2.142
129.000	-21.190	70.767	5.899	7.324	7.358	2.134
129.125	-20.369	73.812	5.853	7.278	7.495	2.130
129.250	-19.747	74.349	5.860	7.294	7.530	2.129
129.375	-19.616	72.536	5.881	7.328	7.289	2.126
129.500	-20.065	70.018	5.873	7.306	7.101	2.123
129.625	-20.778	68.680	5.832	7.231	7.133	2.121
129.750	-21.551	70.497	5.770	7.144	7.129	2.121
129.875	-22.114	73.846	5.718	7.058	7.079	2.123
130.000	-22.156	75.299	5.700	7.043	7.093	2.125
130.125	-21.917	74.990	5.715	7.056	7.081	2.126
130.250	-21.727	74.849	5.755	7.107	7.069	2.128
130.375	-21.642	75.113	5.801	7.164	7.120	2.130
130.500	-21.691	73.847	5.848	7.196	7.100	2.132
130.625	-21.910	71.024	5.870	7.196	6.898	2.132
130.750	-22.269	69.496	5.867	7.160	6.743	2.131
130.875	-22.662	71.026	5.853	7.116	6.798	2.130
131.000	-23.126	75.159	5.839	7.086	6.949	2.131
131.125	-23.631	77.866	5.839	7.073	7.174	2.134
131.250	-24.147	76.946	5.856	7.091	7.450	2.137
131.375	-24.645	74.729	5.882	7.114	7.609	2.139
131.500	-25.101	74.908	5.915	7.141	7.585	2.139
131.625	-25.526	77.254	5.962	7.182	7.500	2.139
131.750	-25.912	78.667	6.011	7.223	7.549	2.140
131.875	-26.265	78.465	6.050	7.239	7.870	2.143
132.000	-26.253	79.508	6.069	7.236	8.150	2.146
132.125	-25.841	81.436	6.067	7.218	7.892	2.148
132.250	-25.218	79.678	6.040	7.188	7.438	2.144
132.375	-24.633	74.474	5.983	7.147	7.221	2.138
132.500	-24.396	70.994	5.908	7.085	7.138	2.132
132.625	-24.585	69.820	5.810	6.987	7.132	2.129
132.750	-24.977	68.166	5.706	6.855	7.235	2.130
132.875	-25.341	67.003	5.616	6.728	7.354	2.134
133.000	-25.463	69.413	5.647	6.751	7.276	2.139
133.125	-25.002	73.677	5.868	7.022	7.044	2.144
133.250	-23.877	74.542	6.377	7.653	6.961	2.154
133.375	-22.397	71.409	7.253	8.739	8.473	2.175
133.500	-20.340	68.619	8.459	10.222	12.942	2.212
133.625	-17.395	69.382	9.693	11.694	17.947	2.258
133.750	-14.404	70.588	10.433	12.494	20.231	2.294
133.875	-13.350	70.156	10.465	12.386	19.029	2.302
134.000	-13.772	70.255	9.689	11.306	14.644	2.275
134.125	-14.512	71.302	8.549	9.871	9.944	2.228
134.250	-15.365	71.266	7.439	8.561	7.953	2.180
134.375	-16.187	69.691	6.538	7.549	7.772	2.146
134.500	-16.897	68.418	6.015	7.001	7.896	2.131
134.625	-17.506	67.960	5.796	6.807	8.005	2.127
134.750	-17.968	66.879	5.778	6.821	7.935	2.126
134.875	-18.407	67.134	5.833	6.878	7.900	2.126
135.000	-18.856	69.427	5.904	6.915	8.033	2.129
135.125	-19.102	71.558	5.973	6.938	8.055	2.135
135.250	-18.890	69.932	6.035	6.969	7.726	2.141
135.375	-18.335	66.900	6.105	7.012	7.365	2.145
135.500	-17.738	65.836	6.187	7.071	7.422	2.144
135.625	-17.375	66.312	6.280	7.137	7.814	2.141
135.750	-17.433	65.100	6.382	7.195	8.113	2.136
135.875	-17.694	61.604	6.456	7.238	8.205	2.130
136.000	-18.111	58.890	6.482	7.225	8.301	2.125
136.125	-18.622	58.641	6.477	7.178	8.361	2.122
136.250	-18.783	61.288	6.441	7.118	8.367	2.121
136.375	-18.520	66.009	6.402	7.039	8.199	2.123
136.500	-18.086	70.159	6.359	6.965	7.822	2.126
136.625	-17.733	71.676	6.321	6.904	7.781	2.132
136.750	-17.382	69.288	6.344	6.934	8.077	2.143
136.875	-17.170	65.531	6.441	7.061	8.324	2.162
137.000	-17.209	63.793	6.555	7.208	9.246	2.194
137.125	-17.404	65.578	6.658	7.337	10.744	2.232
137.250	-17.680	69.133	6.691	7.379	10.569	2.265
137.375	-17.946	71.160	6.666	7.365	8.840	2.279
137.500	-18.102	70.485	6.617	7.317	7.817	2.266
137.625	-18.240	68.640	6.561	7.273	7.556	2.235
137.750	-18.478	67.239	6.514	7.226	7.457	2.201
137.875	-18.752	67.281	6.479	7.195	7.616	2.173
138.000	-19.091	69.040	6.439	7.159	7.794	2.155
138.125	-19.504	72.524	6.374	7.088	7.804	2.146
138.250	-19.716	73.742	6.297	7.022	7.805	2.144
138.375	-19.511	71.549	6.262	6.992	7.871	2.144
138.500	-18.866	68.207	6.291	7.039	7.868	2.144
138.625	-18.137	66.476	6.360	7.129	7.784	2.141
138.750	-17.555	64.743	6.419	7.197	7.896	2.136
138.875	-17.509	63.623	6.434	7.214	8.205	2.132
139.000	-17.937	65.420	6.392	7.162	8.377	2.129
139.125	-18.540	68.639	6.304	7.043	8.191	2.129
139.250	-19.092	70.166	6.210	6.931	7.668	2.128
139.375	-19.306	69.720	6.139	6.854	7.215	2.127
139.500	-19.016	67.559	6.119	6.840	7.127	2.123
139.625	-18.573	64.542	6.141	6.880	7.256	2.119
139.750	-18.283	62.177	6.160	6.912	7.333	2.115
139.875	-18.078	61.067	6.149	6.899	7.285	2.113
140.000	-17.908	60.699	6.101	6.838	7.295	2.115
140.125	-17.891	61.773	6.035	6.752	7.095	2.120
140.250	-18.023	63.511	5.969	6.671	6.724	2.126
140.375	-18.240	66.079	5.922	6.603	6.554	2.129
140.500	-18.473	68.688	5.912	6.585	6.596	2.126
140.625	-18.646	70.046	5.939	6.611	6.994	2.121
140.750	-18.709	68.745	6.009	6.684	7.411	2.115
140.875	-18.826	66.430	6.111	6.806	7.601	2.114
141.000	-19.022	66.308	6.202	6.908	7.932	2.117
141.125	-19.239	66.470	6.248	6.940	8.416	2.125
141.250	-19.539	65.586	6.225	6.875	8.601	2.136
141.375	-19.750	65.847	6.161	6.753	8.480	2.146
141.500	-19.611	68.996	6.067	6.615	8.182	2.150
141.625	-19.079	72.176	5.983	6.508	7.663	2.145
141.750	-18.307	72.329	5.937	6.466	7.276	2.132
141.875	-17.556	70.503	5.954	6.504	7.140	2.115
142.000	-17.291	67.957	6.086	6.670	7.194	2.103
142.125	-17.637	67.217	6.290	6.923	7.465	2.100
142.250	-18.230	67.810	6.510	7.183	7.657	2.104
142.375	-18.806	66.828	6.689	7.384	7.609	2.111
142.500	-18.966	64.755	6.758	7.452	7.537	2.112
142.625	-18.538	64.292	6.720	7.394	7.468	2.108
142.750	-17.633	65.182	6.644	7.310	7.304	2.103
142.875	-16.761	65.095	6.677	7.398	7.192	2.103
143.000	-16.037	64.678	6.896	7.740	7.388	2.118
143.125	-15.343	66.787	7.153	8.132	9.016	2.151
143.250	-14.756	70.509	7.045	8.033	11.590	2.201
143.375	-14.231	73.009	6.493	7.349	11.354	2.252
143.500	-13.673	76.082	5.678	6.316	7.932	2.286
143.625	-13.145	83.099	4.874	5.309	5.224	2.300
143.750	-12.804	91.140	4.468	4.840	4.660	2.301
143.875	-12.582	94.717	4.372	4.768	5.327	2.308
144.000	-12.619	94.803	4.571	5.068	6.287	2.325
144.125	-12.883	95.919	4.881	5.468	7.078	2.340
144.250	-13.239	95.380	5.061	5.656	7.499	2.338
144.375	-13.710	92.877	5.003	5.541	6.683	2.316
144.500	-14.168	92.453	4.762	5.198	5.576	2.286
144.625	-14.208	96.406	4.493	4.866	5.686	2.262
144.750	-13.562	100.001	4.420	4.795	6.375	2.250
144.875	-12.669	100.667	4.487	4.907	6.446	2.246
145.000	-12.007	100.024	4.685	5.177	6.530	2.244
145.125	-11.888	99.044	4.841	5.386	7.470	2.242
145.250	-12.363	96.845	4.845	5.392	7.584	2.235
145.375	-13.095	94.610	4.712	5.228	6.491	2.227
145.500	-13.829	94.170	4.564	5.051	5.949	2.224
145.625	-14.298	95.518	4.569	5.072	6.113	2.226
145.750	-14.224	97.874	4.773	5.359	6.300	2.232
145.875	-13.871	97.802	5.151	5.872	7.137	2.234
146.000	-13.689	94.437	5.579	6.424	8.115	2.226
146.125	-13.762	90.200	5.856	6.753	7.781	2.212
146.250	-14.077	88.400	5.914	6.799	7.001	2.200
146.375	-14.545	87.010	5.773	6.602	6.898	2.192
146.500	-15.108	84.075	5.508	6.298	7.209	2.187
146.625	-15.616	82.657	5.290	6.050	7.248	2.180
146.750	-15.997	83.060	5.115	5.834	6.777	2.172
146.875	-16.284	83.796	5.007	5.689	6.517	2.171
147.000	-16.394	85.825	5.117	5.819	6.897	2.182
147.125	-16.480	89.547	5.472	6.283	7.379	2.209
147.250	-16.809	89.749	6.046	7.032	10.669	2.247
147.375	-17.256	83.455	6.683	7.834	15.791	2.279
147.500	-17.868	75.010	7.177	8.412	14.924	2.286
147.625	-18.514	69.387	7.414	8.630	10.163	2.264
147.750	-18.892	68.507	7.346	8.491	7.853	2.221
147.875	-18.727	70.187	7.112	8.190	7.481	2.174
148.000	-18.116	71.449	6.848	7.892	7.862	2.137
148.125	-17.448	71.756	6.678	7.719	8.206	2.115
148.250	-17.043	72.394	6.582	7.612	8.023	2.106
148.375	-17.160	74.253	6.482	7.502	7.798	2.106
148.500	-17.787	76.329	6.381	7.396	7.914	2.113
148.625	-18.573	79.432	6.324	7.352	8.077	2.122
148.750	-19.253	82.390	6.353	7.402	7.962	2.129
148.875	-19.549	82.579	6.443	7.520	7.955	2.132
149.000	-19.349	79.029	6.575	7.689	8.377	2.132
149.125	-18.962	75.272	6.717	7.869	8.792	2.131
149.250	-18.618	74.355	6.828	8.018	8.978	2.129
149.375	-18.328	73.346	6.851	8.051	9.097	2.124
149.500	-18.209	69.689	6.756	7.928	9.052	2.117
149.625	-18.192	66.391	6.595	7.737	8.614	2.108
149.750	-18.305	67.496	6.439	7.550	7.998	2.099
149.875	-18.517	71.622	6.342	7.444	7.878	2.093
150.000	-18.742	74.162	6.273	7.363	8.422	2.093
150.125	-18.954	72.775	6.275	7.368	9.144	2.100
150.250	-19.176	70.290	6.546	7.720	9.148	2.120
150.375	-19.408	69.062	7.025	8.307	9.730	2.157
150.500	-19.627	69.081	7.460	8.814	26.437	2.215
150.625	-19.784	67.505	7.793	9.177	55.354	2.279
150.750	-20.037	64.612	8.016	9.355	53.883	2.322
150.875	-20.153	63.608	8.233	9.546	24.907	2.324
151.000	-19.887	64.234	8.541	9.912	9.117	2.283
151.125	-19.258	65.569	8.918	10.484	7.449	2.223
151.250	-18.527	66.646	9.223	10.986	6.872	2.165
151.375	-17.993	66.892	9.206	11.026	6.869	2.121
151.500	-18.059	67.145	8.690	10.366	7.612	2.094
151.625	-18.603	67.642	7.702	9.042	8.032	2.080
151.750	-19.259	68.507	6.681	7.777	7.889	2.077
151.875	-19.877	69.949	5.983	6.983	7.775	2.080
152.000	-20.142	72.532	5.729	6.766	7.832	2.082
152.125	-19.965	74.657	5.672	6.801	7.917	2.083
152.250	-19.605	73.870	5.726	6.907	7.835	2.082
152.375	-19.337	71.848	5.780	6.982	7.673	2.083
152.500	-19.251	72.578	5.800	6.988	7.688	2.086
152.625	-19.239	74.930	5.801	6.967	7.675	2.089
152.750	-19.435	74.789	5.785	6.931	7.544	2.092
152.875	-19.828	72.204	5.753	6.885	7.469	2.095
153.000	-20.235	71.406	5.720	6.824	7.417	2.100
153.125	-20.676	73.475	5.680	6.761	7.482	2.105
153.250	-21.055	74.727	5.654	6.733	7.646	2.110
153.375	-21.428	73.188	5.656	6.744	7.658	2.110
153.500	-21.826	71.711	5.679	6.789	7.438	2.107
153.625	-22.292	74.246	5.712	6.841	7.194	2.102
153.750	-22.823	79.653	5.730	6.885	7.188	2.098
153.875	-23.428	81.559	5.731	6.898	7.335	2.096
154.000	-23.950	78.267	5.717	6.882	7.421	2.097
154.125	-24.014	75.052	5.701	6.868	7.404	2.098
154.250	-23.532	74.486	5.683	6.852	7.363	2.100
154.375	-22.807	74.516	5.660	6.847	7.354	2.105
154.500	-22.030	74.539	5.632	6.850	7.264	2.112
154.625	-21.321	75.056	5.569	6.791	7.063	2.123
154.750	-20.482	76.422	5.432	6.643	6.898	2.139
154.875	-18.903	79.415	5.253	6.437	6.814	2.160
155.000	-15.797	84.788	5.042	6.169	6.630	2.185
155.125	-12.650	88.421	4.866	5.945	6.314	2.208
155.250	-11.407	89.650	4.789	5.853	6.263	2.221
155.375	-10.591	89.724	4.829	5.916	6.712	2.222
155.500	-10.145	88.160	5.004	6.161	7.258	2.208
155.625	-10.082	84.929	5.251	6.487	7.403	2.186
155.750	-10.223	81.627	5.512	6.808	7.284	2.163
155.875	-10.496	79.311	5.698	7.016	7.353	2.148
156.000	-10.785	76.482	5.788	7.096	7.596	2.143
156.125	-11.092	72.959	5.798	7.081	7.637	2.146
156.250	-11.424	71.302	5.779	7.023	7.456	2.152
156.375	-11.702	72.447	5.801	7.030	7.381	2.155
156.500	-11.875	75.141	5.890	7.126	7.564	2.153
156.625	-12.014	74.738	6.024	7.286	8.011	2.149
156.750	-12.174	72.693	6.196	7.495	8.631	2.146
156.875	-12.308	73.229	6.391	7.736	8.974	2.144
157.000	-12.457	75.289	6.608	8.009	8.733	2.143
157.125	-12.545	73.920	6.861	8.348	8.465	2.142
157.250	-12.269	69.232	7.084	8.662	8.587	2.141
157.375	-11.531	65.862	7.108	8.693	8.803	2.143
157.500	-10.342	66.977	6.747	8.210	8.807	2.153
157.625	-9.069	71.549	6.070	7.300	8.247	2.174
157.750	-8.075	77.333	5.281	6.252	6.853	2.209
157.875	-7.583	81.296	4.670	5.471	5.349	2.249
158.000	-7.512	82.346	4.420	5.178	5.289	2.283
158.125	-7.756	83.020	4.486	5.329	6.554	2.300
158.250	-8.241	84.475	4.893	5.925	8.262	2.300
158.375	-8.552	83.365	5.268	6.411	12.393	2.291
158.500	-8.533	79.268	5.397	6.529	15.045	2.282
158.625	-8.413	75.952	5.166	6.128	11.104	2.279
158.750	-8.301	76.044	4.671	5.409	6.552	2.282
158.875	-8.124	78.840	4.303	4.905	5.626	2.283
159.000	-8.143	81.095	4.261	4.848	6.145	2.271
159.125	-8.534	80.315	4.599	5.283	6.948	2.244
159.250	-9.334	75.935	5.285	6.124	8.159	2.206
159.375	-10.355	72.026	6.185	7.162	8.718	2.166
159.500	-11.323	71.218	6.979	7.983	8.610	2.136
159.625	-12.040	70.269	7.496	8.441	8.591	2.119
159.750	-12.516	68.291	7.681	8.534	8.395	2.116
159.875	-12.907	67.614	7.666	8.442	8.315	2.121
160.000	-13.211	67.786	7.600	8.338	8.378	2.128
160.125	-13.375	66.448	7.552	8.281	8.465	2.133
160.250	-13.500	63.451	7.523	8.280	8.664	2.134
160.375	-13.374	61.984	7.491	8.302	8.833	2.137
160.500	-12.703	64.144	7.410	8.276	8.805	2.143
160.625	-11.608	66.662	7.190	8.065	8.728	2.154
160.750	-10.390	67.186	6.837	7.678	8.768	2.169
160.875	-9.457	67.922	6.621	7.438	8.600	2.192
161.000	-9.130	71.277	6.752	7.608	7.968	2.223
161.125	-9.267	75.250	7.424	8.448	9.190	2.261
161.250	-9.677	76.489	8.850	10.236	19.085	2.299
161.375	-10.250	76.018	11.223	13.203	29.663	2.330
161.500	-10.645	74.714	14.302	16.705	26.995	2.349
161.625	-10.629	73.491	16.781	19.233	20.530	2.359
161.750	-10.417	73.516	18.031	20.158	20.048	2.365
161.875	-10.259	73.399	17.860	19.440	23.905	2.371
162.000	-10.129	71.896	17.224	18.492	25.071	2.376
162.125	-10.161	70.343	16.976	18.133	20.122	2.375
162.250	-10.459	70.611	17.096	18.286	18.715	2.369
162.375	-10.845	71.170	17.158	18.373	22.660	2.362
162.500	-11.177	70.698	16.566	17.675	23.908	2.358
162.625	-11.523	70.851	15.262	16.173	21.045	2.358
162.750	-11.737	71.581	13.839	14.506	16.903	2.357
162.875	-11.940	71.110	12.768	13.280	14.161	2.357
163.000	-12.191	69.938	12.738	13.340	15.887	2.364
163.125	-12.462	68.820	13.992	14.968	22.749	2.383
163.250	-12.868	68.647	16.792	18.358	38.239	2.412
163.375	-13.431	70.755	20.100	22.185	52.764	2.439
163.500	-13.865	74.776	22.460	24.644	46.563	2.450
163.625	-13.678	75.608	22.888	24.820	29.954	2.440
163.750	-12.988	73.242	21.170	22.673	21.138	2.415
163.875	-12.227	73.452	19.033	20.218	19.319	2.389
164.000	-11.740	77.656	17.345	18.449	19.261	2.370
164.125	-11.772	79.104	16.565	17.701	19.028	2.361
164.250	-12.251	76.314	16.529	17.732	18.940	2.362
164.375	-12.945	73.598	16.993	18.262	20.417	2.369
164.500	-13.631	73.646	17.763	19.096	23.074	2.378
164.625	-14.043	75.455	18.550	19.926	24.441	2.387
164.750	-13.855	75.619	19.209	20.560	24.978	2.393
164.875	-13.405	72.210	19.753	21.016	25.186	2.394
165.000	-12.949	67.764	20.115	21.250	24.901	2.390
165.125	-12.482	66.754	20.269	21.298	23.599	2.384
165.250	-12.048	69.305	20.251	21.264	22.099	2.376
165.375	-11.756	72.132	20.065	21.094	21.812	2.371
165.500	-11.646	73.768	19.031	19.923	22.211	2.368
165.625	-11.590	74.571	17.186	17.941	22.984	2.368
165.750	-11.546	75.606	15.069	15.679	21.783	2.369
165.875	-11.461	77.640	13.318	13.889	16.856	2.370
166.000	-11.352	80.341	12.879	13.618	14.551	2.372
166.125	-11.321	80.868	13.875	15.032	19.920	2.378
166.250	-11.467	78.677	15.912	17.538	25.835	2.389
166.375	-11.772	76.505	18.689	20.845	25.978	2.401
166.500	-12.238	76.233	21.628	24.120	24.212	2.411
166.625	-12.592	77.339	23.964	26.687	28.682	2.418
166.750	-12.460	75.799	25.555	28.485	41.355	2.424
166.875	-11.856	73.891	26.325	29.386	48.655	2.430
167.000	-11.064	75.241	26.023	29.064	46.022	2.438
167.125	-10.401	78.029	24.758	27.509	42.175	2.442
167.250	-10.287	78.369	22.787	25.160	35.190	2.440
167.375	-10.709	75.896	20.836	22.875	27.378	2.430
167.500	-11.314	74.943	19.619	21.496	24.551	2.418
167.625	-11.933	73.960	19.235	21.170	25.004	2.410
167.750	-12.216	70.615	19.857	21.967	26.190	2.411
167.875	-12.044	66.648	21.099	23.432	25.245	2.425
168.000	-11.544	64.311	22.421	24.962	27.859	2.450
168.125	-11.125	65.215	23.480	26.188	39.382	2.477
168.250	-10.877	68.258	23.830	26.563	45.339	2.492
168.375	-10.670	72.121	22.471	24.832	37.054	2.488
168.500	-10.684	74.140	19.501	21.315	27.128	2.465
168.625	-10.833	71.996	15.800	16.991	23.526	2.432
168.750	-10.988	67.697	11.944	12.627	20.404	2.394
168.875	-11.161	65.879	9.461	9.917	14.246	2.351
169.000	-11.251	69.623	8.227	8.563	9.773	2.307
169.125	-11.290	74.584	7.932	8.255	8.715	2.273
169.250	-11.452	75.004	8.622	9.066	8.824	2.265
169.375	-11.744	72.593	9.988	10.639	14.429	2.284
169.500	-11.977	72.527	12.207	13.269	24.989	2.322
169.625	-12.245	75.513	14.681	15.988	28.251	2.358
169.750	-12.486	76.343	15.800	17.007	24.951	2.378
169.875	-12.435	74.733	15.210	16.136	22.430	2.378
170.000	-11.814	76.112	12.873	13.326	17.967	2.359
170.125	-10.908	80.634	10.083	10.319	11.662	2.328
170.250	-10.094	84.232	8.222	8.443	8.410	2.289
170.375	-9.758	84.691	7.247	7.528	8.676	2.249
170.500	-10.216	83.486	6.985	7.395	9.820	2.217
170.625	-11.104	81.878	7.323	7.902	10.388	2.204
170.750	-11.989	81.424	8.290	9.086	13.130	2.219
170.875	-12.484	82.068	9.616	10.683	36.255	2.258
171.000	-12.285	82.097	11.639	13.156	66.743	2.313
171.125	-11.571	80.273	14.771	16.831	60.682	2.369
171.250	-10.864	76.638	18.495	21.136	38.369	2.415
171.375	-10.333	71.853	21.979	25.067	36.126	2.449
171.500	-9.904	68.761	24.354	27.770	45.510	2.472
171.625	-9.777	69.728	25.340	28.937	55.145	2.486
171.750	-9.948	71.930	24.826	28.324	52.832	2.490
171.875	-10.261	71.686	23.311	26.519	36.917	2.483
172.000	-10.724	71.309	21.105	23.901	24.974	2.466
172.125	-11.156	73.726	19.039	21.563	21.507	2.443
172.250	-11.500	74.474	18.012	20.568	20.042	2.421
172.375	-11.773	71.537	17.707	20.397	19.564	2.406
172.500	-12.063	69.711	17.805	20.629	22.856	2.402
172.625	-12.278	71.730	17.977	20.892	27.150	2.403
172.750	-12.593	73.510	17.974	20.852	26.042	2.404
172.875	-12.864	72.877	17.625	20.324	23.508	2.403
173.000	-12.847	73.280	17.025	19.497	23.095	2.405
173.125	-12.277	75.717	16.231	18.468	21.838	2.410
173.250	-11.334	79.141	15.569	17.681	19.473	2.415
173.375	-10.432	81.123	15.148	17.217	17.923	2.414
173.500	-10.057	79.212	14.915	16.982	18.052	2.400
173.625	-10.472	73.389	14.799	16.887	18.998	2.378
173.750	-11.410	69.429	14.709	16.818	18.531	2.356
173.875	-12.425	70.507	14.575	16.666	17.182	2.344
174.000	-12.988	74.374	14.286	16.291	16.534	2.346
174.125	-12.845	77.168	13.880	15.766	15.782	2.356
174.250	-12.177	77.181	13.520	15.298	15.186	2.364
174.375	-11.356	77.295	13.315	15.032	15.500	2.368
174.500	-10.705	79.419	13.460	15.226	15.684	2.370
174.625	-10.162	81.860	14.010	15.939	16.802	2.377
174.750	-9.818	82.039	14.667	16.786	21.099	2.392
174.875	-9.667	81.462	15.294	17.608	25.138	2.409
175.000	-9.601	80.620	15.698	18.124	23.917	2.419
175.125	-9.701	78.872	15.770	18.187	19.146	2.418
175.250	-9.890	76.001	15.518	17.851	18.960	2.411
175.375	-10.171	73.894	15.085	17.295	23.417	2.404
175.500	-10.439	73.322	14.578	16.657	23.005	2.402
175.625	-10.615	72.915	14.173	16.149	18.448	2.405
175.750	-10.658	73.033	13.958	15.853	16.095	2.412
175.875	-10.788	74.869	13.969	15.876	16.143	2.426
176.000	-10.822	77.501	14.274	16.307	20.557	2.444
176.125	-10.398	79.549	14.802	17.003	27.707	2.460
176.250	-9.507	79.925	15.065	17.312	29.684	2.463
176.375	-8.400	81.374	14.790	16.882	26.005	2.451
176.500	-7.500	83.937	13.903	15.689	20.322	2.430
176.625	-7.182	84.430	12.640	14.091	16.289	2.407
176.750	-7.558	83.323	11.602	12.838	15.286	2.390
176.875	-8.213	83.802	10.905	12.043	14.528	2.378
177.000	-8.957	83.848	10.759	11.915	13.618	2.369
177.125	-9.613	82.182	11.012	12.228	15.439	2.363
177.250	-9.841	79.461	11.601	12.926	21.431	2.361
177.375	-9.765	78.545	12.368	13.807	23.552	2.361
177.500	-9.653	78.558	13.158	14.694	18.803	2.359
177.625	-9.558	78.206	13.810	15.402	16.344	2.354
177.750	-9.527	79.246	14.277	15.881	17.515	2.347
177.875	-9.581	81.783	14.625	16.206	18.400	2.340
178.000	-9.686	84.956	14.827	16.368	18.413	2.333
178.125	-9.784	85.737	14.976	16.506	18.607	2.327
178.250	-9.830	84.002	15.238	16.815	19.149	2.326
178.375	-9.794	82.513	15.735	17.441	19.418	2.336
178.500	-9.672	80.560	16.351	18.209	21.220	2.357
178.625	-9.665	78.415	16.889	18.900	25.015	2.385
178.750	-9.760	79.811	17.013	19.037	26.140	2.405
178.875	-9.878	83.640	16.564	18.476	22.838	2.410
179.000	-10.169	82.809	15.628	17.333	19.295	2.402
179.125	-10.373	76.163	14.404	15.882	17.691	2.390
179.250	-10.147	71.180	13.350	14.712	16.788	2.381
179.375	-9.467	72.298	12.662	13.984	14.834	2.375
179.500	-8.628	75.917	12.396	13.724	13.467	2.369
179.625	-8.080	77.557	12.463	13.824	13.653	2.362
179.750	-8.251	77.310	12.785	14.168	13.596	2.358
179.875	-8.958	76.810	13.198	14.589	13.456	2.358
180.000	-9.820	75.530	13.629	15.018	13.882	2.361
180.125	-10.585	72.370	13.998	15.394	14.812	2.362
180.250	-10.900	70.117	14.393	15.829	15.882	2.361
180.375	-10.669	71.289	14.958	16.511	17.231	2.361
180.500	-10.220	75.668	15.723	17.445	19.007	2.363
180.625	-9.845	78.662	16.341	18.211	20.223	2.366
180.750	-9.497	78.274	16.541	18.457	21.222	2.366
180.875	-9.234	76.564	16.254	18.111	20.874	2.359
181.000	-9.119	77.453	15.558	17.284	17.618	2.349
181.125	-9.146	78.547	14.755	16.377	15.093	2.340
181.250	-9.137	77.314	14.376	16.047	16.335	2.341
181.375	-9.071	75.336	14.608	16.495	19.258	2.354
181.500	-8.899	75.769	15.522	17.827	20.800	2.383
181.625	-8.646	78.653	16.898	19.714	22.658	2.422
181.750	-8.443	79.153	18.157	21.439	25.029	2.458
181.875	-8.226	77.336	18.799	22.231	25.577	2.482
182.000	-8.080	75.605	18.504	21.790	24.525	2.489
182.125	-8.117	74.453	17.397	20.319	21.966	2.487
182.250	-8.049	72.041	15.783	18.309	19.608	2.480
182.375	-7.581	69.045	14.302	16.570	17.980	2.474
182.500	-6.768	67.244	13.069	15.166	16.557	2.467
182.625	-5.946	66.299	12.156	14.154	15.418	2.458
182.750	-5.540	66.844	11.397	13.342	13.968	2.448
182.875	-5.715	68.544	10.704	12.600	13.033	2.436
183.000	-6.222	69.068	9.736	11.471	13.585	2.424
183.125	-6.789	66.733	8.545	10.059	13.811	2.409
183.250	-7.203	64.646	7.120	8.322	11.769	2.387
183.375	-7.142	67.232	5.835	6.792	8.619	2.357
183.500	-6.660	72.071	4.953	5.763	6.058	2.326
183.625	-6.161	73.597	4.357	5.092	5.133	2.305
183.750	-5.778	71.825	4.075	4.824	5.393	2.297
183.875	-5.479	72.852	3.941	4.724	5.586	2.297
184.000	-5.408	78.839	3.852	4.644	5.328	2.295
184.125	-5.560	85.584	3.751	4.531	4.952	2.288
184.250	-5.828	90.370	3.626	4.378	4.806	2.276
184.375	-6.160	93.148	3.503	4.234	4.698	2.263
184.500	-6.443	92.756	3.406	4.138	4.566	2.254
184.625	-6.648	89.110	3.341	4.070	4.470	2.248
184.750	-6.906	84.139	3.293	4.024	4.535	2.246
184.875	-7.194	81.889	3.256	3.997	4.615	2.247
185.000	-7.541	83.398	3.241	4.006	4.495	2.249
185.125	-7.960	84.689	3.229	4.030	4.419	2.252
185.250	-8.249	82.682	3.235	4.079	4.625	2.257
185.375	-8.227	80.700	3.249	4.123	4.858	2.259
185.500	-7.723	80.520	3.281	4.194	4.842	2.256
185.625	-6.962	81.769	3.331	4.272	4.966	2.247
185.750	-6.280	82.520	3.372	4.328	5.349	2.238
185.875	-6.029	82.421	3.411	4.370	5.568	2.234
186.000	-6.336	81.607	3.476	4.445	5.637	2.236
186.125	-6.917	81.696	3.589	4.590	5.515	2.244
