#Depth	GR	RT	RI	RXO	DEN	SP
111.625	68.730	8.053	6.914	7.795	2.271	2.644
111.750	66.933	7.543	6.508	7.931	2.276	2.675
111.875	65.846	7.386	6.384	7.931	2.278	2.707
112.000	64.308	7.592	6.579	7.733	2.277	2.737
112.125	61.726	8.175	7.102	7.762	2.270	2.763
112.250	61.404	9.276	8.045	9.050	2.262	2.784
112.375	61.082	11.027	9.437	11.739	2.251	2.800
112.500	62.608	13.132	10.941	15.125	2.242	2.813
112.625	61.147	15.258	12.412	17.220	2.239	2.826
112.750	58.012	16.524	13.266	16.625	2.237	2.841
112.875	55.419	16.187	13.005	14.071	2.233	2.860
113.000	52.843	14.205	11.629	13.429	2.228	2.883
113.125	54.131	11.727	9.607	13.625	2.230	2.914
113.250	58.322	9.819	8.034	10.471	2.247	2.951
113.375	63.799	8.550	6.966	8.475	2.265	2.992
113.500	68.422	7.860	6.351	8.290	2.272	3.038
113.625	70.255	7.643	6.104	9.054	2.262	3.089
113.750	68.330	7.805	6.176	9.958	2.242	3.143
113.875	66.721	8.247	6.503	9.006	2.233	3.202
114.000	70.921	8.532	6.793	8.452	2.227	3.268
114.125	73.896	8.862	7.135	8.395	2.222	3.339
114.250	74.736	9.290	7.534	8.756	2.215	3.418
114.375	74.168	9.774	7.935	9.389	2.208	3.505
114.500	71.589	10.191	8.233	10.171	2.200	3.601
114.625	68.854	9.904	8.043	10.858	2.200	3.705
114.750	67.835	9.048	7.444	9.722	2.211	3.816
114.875	66.991	7.811	6.553	8.306	2.233	3.929
115.000	68.734	6.547	5.569	7.163	2.262	4.041
115.125	73.851	5.562	4.700	6.255	2.294	4.149
115.250	77.720	4.942	4.097	5.212	2.332	4.247
115.375	81.904	4.759	3.912	4.862	2.337	4.328
115.500	83.975	4.846	3.983	5.374	2.332	4.388
115.625	84.435	5.246	4.364	6.300	2.322	4.425
115.750	82.398	6.102	5.187	7.298	2.321	4.439
115.875	77.251	7.533	6.479	8.428	2.344	4.429
116.000	69.867	9.528	8.013	10.535	2.402	4.395
116.125	63.349	11.502	9.194	22.280	2.462	4.336
116.250	61.390	11.669	9.255	25.364	2.476	4.259
116.375	62.424	10.380	8.431	17.439	2.436	4.168
116.500	65.762	8.579	7.219	8.673	2.365	4.068
116.625	69.949	7.172	6.131	7.116	2.294	3.961
116.750	71.856	6.521	5.481	8.096	2.253	3.849
116.875	72.661	6.691	5.591	8.789	2.237	3.738
117.000	69.632	7.502	6.157	8.625	2.222	3.631
117.125	65.569	8.524	6.799	8.947	2.208	3.532
117.250	61.589	9.370	7.282	9.905	2.199	3.444
117.375	59.706	9.707	7.446	10.556	2.200	3.370
117.500	64.172	9.319	7.199	9.047	2.216	3.313
117.625	66.827	8.598	6.757	7.745	2.241	3.281
117.750	70.739	8.089	6.412	7.822	2.254	3.270
117.875	71.121	7.965	6.332	7.973	2.254	3.281
118.000	68.749	8.265	6.549	8.196	2.251	3.312
118.125	65.647	8.937	7.023	8.679	2.259	3.359
118.250	62.218	9.864	7.682	9.060	2.297	3.421
118.375	63.828	10.531	8.143	9.377	2.366	3.494
118.500	65.966	10.869	8.384	12.332	2.407	3.572
118.625	69.821	10.885	8.391	13.885	2.399	3.649
118.750	71.797	10.630	8.208	12.533	2.349	3.724
118.875	70.508	10.110	7.852	9.651	2.286	3.792
119.000	71.460	9.228	7.259	9.584	2.254	3.853
119.125	71.782	8.368	6.624	9.021	2.268	3.901
119.250	75.544	7.708	6.142	7.827	2.283	3.937
119.375	77.647	7.455	5.982	7.394	2.283	3.963
119.500	77.883	7.638	6.142	7.943	2.271	3.979
119.625	77.275	8.155	6.524	8.883	2.255	3.989
119.750	75.716	8.814	6.979	9.103	2.245	3.992
119.875	76.359	9.112	7.229	9.467	2.242	3.994
120.000	74.621	8.884	7.137	9.511	2.240	3.996
120.125	72.568	8.420	6.864	9.110	2.243	4.003
120.250	71.997	7.926	6.545	8.707	2.248	4.016
120.375	73.320	7.547	6.297	8.579	2.252	4.036
120.500	74.758	7.368	6.211	8.346	2.251	4.065
120.625	75.723	7.588	6.473	8.552	2.242	4.106
120.750	74.306	8.037	6.915	8.495	2.234	4.157
120.875	74.078	8.754	7.536	8.782	2.228	4.216
121.000	73.998	9.529	8.162	9.660	2.223	4.282
121.125	72.998	9.972	8.525	10.676	2.221	4.356
121.250	72.961	9.587	8.335	10.534	2.227	4.434
121.375	71.352	8.460	7.525	11.136	2.245	4.519
121.500	75.039	7.414	6.660	9.186	2.265	4.607
121.625	79.466	6.610	5.976	7.282	2.281	4.699
121.750	82.698	6.186	5.615	6.933	2.295	4.794
121.875	83.122	6.235	5.684	8.015	2.306	4.894
122.000	78.346	6.788	6.282	8.399	2.316	4.997
122.125	75.771	8.215	7.526	8.808	2.314	5.106
122.250	72.666	10.402	9.324	11.469	2.296	5.217
122.375	70.851	12.719	11.193	14.432	2.269	5.328
122.500	67.297	15.206	13.224	15.501	2.240	5.438
122.625	61.366	17.808	15.437	14.191	2.216	5.543
122.750	59.362	19.888	17.369	13.170	2.199	5.639
122.875	54.292	21.197	18.791	16.461	2.190	5.718
123.000	53.131	22.698	20.198	20.125	2.187	5.777
123.125	53.211	24.004	21.229	21.418	2.186	5.814
123.250	53.771	24.473	21.460	21.172	2.184	5.826
123.375	54.602	23.699	20.648	20.299	2.181	5.811
123.500	55.216	21.906	18.961	17.543	2.176	5.770
123.625	54.572	20.629	17.773	15.629	2.174	5.697
123.750	55.254	20.610	17.745	16.129	2.186	5.599
123.875	58.227	22.103	19.064	20.487	2.225	5.481
124.000	60.025	25.528	21.856	27.418	2.304	5.346
124.125	58.252	31.052	26.110	39.137	2.420	5.198
124.250	55.302	38.257	31.613	64.417	2.555	5.042
124.375	50.152	44.542	36.816	72.710	2.655	4.881
124.500	48.847	47.458	39.206	65.009	2.699	4.723
124.625	49.870	43.707	36.291	58.173	2.695	4.570
124.750	51.392	34.540	29.192	60.206	2.657	4.427
124.875	52.357	23.807	20.839	63.698	2.594	4.295
125.000	53.362	16.356	14.545	42.477	2.510	4.179
125.125	55.937	12.185	10.759	14.326	2.424	4.084
125.250	60.501	9.648	8.378	9.095	2.362	4.007
125.375	65.791	8.364	7.059	9.688	2.328	3.948
125.500	70.307	7.899	6.501	10.215	2.316	3.904
125.625	73.346	7.900	6.455	9.752	2.318	3.873
125.750	75.764	8.220	6.750	8.823	2.323	3.851
125.875	78.339	8.306	6.995	8.766	2.320	3.833
126.000	78.261	8.534	7.319	9.039	2.308	3.811
126.125	75.406	8.971	7.701	9.409	2.291	3.782
126.250	71.495	9.322	7.938	9.678	2.271	3.741
126.375	68.749	9.175	7.796	9.745	2.251	3.687
126.500	68.781	8.208	7.129	9.638	2.241	3.618
126.625	70.068	7.056	6.198	8.766	2.250	3.533
126.750	72.417	6.389	5.582	7.061	2.267	3.436
126.875	74.590	6.193	5.341	6.357	2.285	3.331
127.000	75.428	6.505	5.514	7.419	2.293	3.222
127.125	73.989	7.336	6.082	9.811	2.291	3.113
127.250	69.820	8.629	6.958	11.797	2.284	3.006
127.375	66.280	10.030	7.830	11.798	2.277	2.910
127.500	66.190	10.860	8.399	10.639	2.265	2.826
127.625	66.633	11.202	8.662	10.116	2.250	2.757
127.750	67.604	11.458	8.837	10.310	2.234	2.706
127.875	69.111	11.849	9.055	10.697	2.220	2.672
128.000	69.417	12.066	9.135	10.876	2.210	2.657
128.125	69.095	11.328	8.665	11.264	2.211	2.662
128.250	70.699	10.229	7.904	11.391	2.225	2.683
128.375	72.861	9.246	7.177	10.334	2.245	2.715
128.500	76.619	8.691	6.753	8.953	2.263	2.756
128.625	81.471	8.779	6.845	8.638	2.272	2.803
128.750	83.040	9.656	7.580	10.363	2.274	2.852
128.875	83.040	11.407	8.771	12.876	2.282	2.901
129.000	78.790	13.688	10.031	14.784	2.298	2.947
129.125	76.256	14.964	10.721	14.395	2.305	2.989
129.250	73.648	14.792	10.640	12.711	2.301	3.027
129.375	70.706	13.498	9.920	11.346	2.287	3.060
129.500	74.214	11.974	8.947	11.034	2.271	3.089
129.625	76.467	10.388	7.796	10.067	2.266	3.112
129.750	76.860	10.042	7.530	10.345	2.263	3.132
129.875	75.652	10.000	7.488	10.651	2.257	3.147
130.000	75.056	9.994	7.480	10.725	2.249	3.158
130.125	76.064	9.982	7.482	10.547	2.243	3.165
130.250	76.419	9.904	7.465	9.925	2.246	3.167
130.375	78.028	9.888	7.509	9.500	2.252	3.165
130.500	78.375	9.922	7.591	10.323	2.266	3.159
130.625	76.592	10.014	7.713	11.672	2.300	3.149
130.750	73.969	10.121	7.844	12.498	2.348	3.135
130.875	72.661	10.170	7.938	12.095	2.391	3.118
131.000	74.543	10.087	7.950	10.658	2.398	3.098
131.125	74.543	9.984	7.937	10.622	2.347	3.076
131.250	75.673	9.980	7.990	10.293	2.291	3.056
131.375	74.169	9.974	8.054	10.245	2.257	3.039
131.500	70.813	9.822	8.035	10.719	2.251	3.027
131.625	68.128	9.446	7.873	11.160	2.265	3.023
131.750	68.380	8.914	7.588	10.022	2.289	3.028
131.875	69.024	8.331	7.213	8.782	2.302	3.045
132.000	71.529	7.856	6.864	8.626	2.299	3.074
132.125	71.704	7.518	6.581	8.920	2.282	3.109
132.250	70.599	7.279	6.375	9.026	2.262	3.149
132.375	71.048	7.097	6.245	8.778	2.253	3.190
132.500	75.160	6.967	6.194	8.806	2.264	3.226
132.625	76.609	7.226	6.527	9.075	2.279	3.252
132.750	74.732	8.050	7.400	9.266	2.286	3.263
132.875	68.729	9.708	8.934	14.353	2.282	3.258
133.000	61.918	12.306	11.196	21.748	2.267	3.237
133.125	58.226	15.963	14.278	26.682	2.252	3.198
133.250	59.497	20.896	18.337	26.072	2.252	3.144
133.375	60.141	26.431	23.189	25.727	2.305	3.075
133.500	56.261	29.852	26.633	35.928	2.401	2.997
133.625	51.786	30.961	27.997	47.886	2.496	2.912
133.750	48.242	30.019	27.480	47.475	2.544	2.824
133.875	46.835	27.682	25.711	32.509	2.515	2.736
134.000	49.438	24.924	23.439	23.553	2.408	2.649
134.125	53.059	23.335	21.907	22.949	2.292	2.566
134.250	56.614	23.383	21.940	21.951	2.217	2.488
134.375	59.246	25.373	23.773	24.949	2.178	2.417
134.500	60.583	29.375	27.327	31.742	2.163	2.351
134.625	60.466	35.272	32.388	40.546	2.158	2.293
134.750	58.844	42.773	38.741	50.008	2.155	2.243
134.875	56.751	50.425	45.729	61.746	2.152	2.203
135.000	53.727	56.335	51.470	70.196	2.150	2.171
135.125	51.770	60.951	56.064	76.216	2.148	2.147
135.250	50.529	64.330	59.403	80.760	2.145	2.131
135.375	49.095	66.465	61.409	83.648	2.140	2.122
135.500	47.223	67.453	62.172	82.891	2.130	2.120
135.625	47.465	66.935	61.453	81.168	2.118	2.125
135.750	49.704	65.275	59.892	73.147	2.112	2.135
135.875	51.299	63.452	58.450	64.122	2.111	2.150
136.000	52.677	62.360	57.827	57.646	2.111	2.167
136.125	54.224	62.748	58.492	55.782	2.110	2.188
136.250	54.432	65.017	60.579	59.052	2.104	2.210
136.375	53.466	66.785	62.067	70.750	2.098	2.233
136.500	50.303	63.858	59.575	74.144	2.099	2.256
136.625	48.955	56.544	53.333	66.922	2.109	2.277
136.750	50.745	47.848	45.793	52.160	2.125	2.296
136.875	54.141	40.937	39.592	36.243	2.139	2.310
137.000	54.782	37.275	36.050	27.001	2.147	2.319
137.125	52.529	37.150	35.705	28.280	2.143	2.319
137.250	50.276	39.649	37.768	35.803	2.140	2.295
137.375	48.983	43.915	41.501	43.199	2.140	2.267
137.500	49.395	48.139	45.175	47.481	2.139	2.234
137.625	50.519	50.385	46.943	48.683	2.134	2.196
137.750	48.957	49.338	45.607	49.533	2.128	2.153
137.875	49.038	45.777	42.085	43.831	2.132	2.106
138.000	47.519	42.086	38.566	37.934	2.148	2.057
138.125	47.033	39.047	35.638	34.399	2.173	2.008
138.250	46.803	36.974	33.559	33.487	2.200	1.959
138.375	46.407	35.927	32.398	36.516	2.223	1.912
138.500	47.884	35.806	32.089	47.008	2.241	1.866
138.625	47.562	35.640	31.838	42.807	2.243	1.821
138.750	49.839	34.059	30.441	35.647	2.230	1.779
138.875	48.661	31.571	28.322	30.090	2.211	1.738
139.000	48.017	28.603	25.831	25.139	2.194	1.698
139.125	50.150	25.553	23.270	20.267	2.182	1.658
139.250	48.716	22.758	20.867	18.906	2.176	1.617
139.375	50.486	20.525	18.824	20.193	2.173	1.575
139.500	53.723	19.103	17.497	17.944	2.175	1.530
139.625	57.264	18.561	16.995	15.346	2.184	1.481
139.750	61.287	18.921	17.310	14.475	2.197	1.427
139.875	63.267	20.176	18.368	17.054	2.211	1.369
140.000	56.362	22.301	20.066	24.398	2.221	1.305
140.125	55.396	25.234	22.301	27.405	2.232	1.234
140.250	51.763	27.732	24.139	26.780	2.239	1.157
140.375	51.829	29.069	25.064	26.205	2.239	1.077
140.500	52.195	29.123	24.997	25.991	2.232	0.994
140.625	50.265	28.341	24.282	25.539	2.221	0.911
140.750	50.462	27.686	23.647	24.774	2.214	0.829
140.875	49.175	27.466	23.307	23.833	2.214	0.754
141.000	50.289	27.423	23.047	23.329	2.217	0.686
141.125	51.139	27.002	22.490	23.827	2.220	0.628
141.250	51.783	25.987	21.523	24.034	2.221	0.581
141.375	52.011	24.383	20.184	22.488	2.220	0.546
141.500	49.927	22.372	18.598	18.789	2.219	0.522
141.625	53.468	20.592	17.229	16.077	2.222	0.510
141.750	54.072	19.784	16.579	15.943	2.232	0.508
141.875	56.908	19.907	16.664	16.541	2.255	0.511
142.000	58.927	20.758	17.279	18.334	2.297	0.519
142.125	57.750	21.925	18.087	24.388	2.354	0.530
142.250	56.998	22.809	18.704	39.202	2.411	0.542
142.375	57.963	23.204	18.996	29.754	2.428	0.554
142.500	56.526	23.289	19.064	21.608	2.387	0.568
142.625	58.749	23.341	19.081	19.294	2.322	0.584
142.750	60.581	23.474	19.132	20.160	2.267	0.603
142.875	59.463	23.725	19.265	21.066	2.239	0.628
143.000	60.938	24.068	19.498	22.485	2.235	0.661
143.125	58.042	23.805	19.344	22.618	2.239	0.705
143.250	58.417	23.119	18.847	21.635	2.239	0.759
143.375	57.182	22.340	18.241	20.328	2.237	0.824
143.500	56.682	21.596	17.648	19.376	2.233	0.898
143.625	58.029	20.963	17.154	18.859	2.227	0.983
143.750	56.409	20.537	16.844	17.988	2.214	1.078
143.875	57.053	20.310	16.744	17.460	2.203	1.183
144.000	54.758	20.534	17.026	17.551	2.200	1.299
144.125	52.266	21.051	17.541	18.817	2.197	1.426
144.250	50.498	21.827	18.249	20.523	2.190	1.564
144.375	49.705	22.760	19.063	21.554	2.182	1.714
144.500	50.105	23.571	19.765	21.106	2.182	1.876
144.625	53.001	23.790	19.986	21.093	2.198	2.055
144.750	53.894	23.334	19.630	20.841	2.209	2.247
144.875	53.667	22.572	19.009	19.729	2.211	2.451
145.000	52.469	21.946	18.494	18.428	2.206	2.666
145.125	51.650	21.824	18.399	17.671	2.205	2.890
145.250	54.397	22.386	18.875	17.578	2.218	3.121
145.375	52.386	23.804	20.009	21.165	2.234	3.357
145.500	51.777	25.529	21.403	25.062	2.239	3.593
145.625	48.817	27.153	22.776	25.876	2.238	3.826
145.750	46.702	28.479	23.947	25.901	2.236	4.055
145.875	47.581	29.099	24.544	27.756	2.235	4.277
146.000	48.021	28.211	23.891	31.034	2.232	4.492
146.125	52.206	26.020	22.221	33.391	2.220	4.696
146.250	56.256	23.309	20.137	30.798	2.205	4.892
146.375	58.757	20.864	18.231	24.821	2.202	5.080
146.500	59.673	18.915	16.635	20.800	2.221	5.261
146.625	58.967	17.565	15.427	21.104	2.260	5.437
146.750	56.033	17.007	14.842	21.006	2.308	5.610
146.875	56.999	17.167	14.933	18.109	2.356	5.782
147.000	58.232	17.654	15.413	17.135	2.404	5.958
147.125	60.332	18.296	16.090	30.776	2.438	6.270
147.250	60.722	19.082	16.942	40.894	2.443	6.588
147.375	58.209	20.011	17.937	33.115	2.413	6.819
147.500	55.553	21.003	18.944	18.289	2.345	7.071
147.625	50.403	21.628	19.664	19.150	2.277	7.351
147.750	48.397	21.542	19.722	20.344	2.233	7.655
147.875	46.470	21.593	19.863	20.778	2.204	7.981
148.000	44.495	22.097	20.350	20.568	2.186	8.326
148.125	43.630	23.303	21.370	21.189	2.175	8.686
148.250	45.235	25.625	23.232	25.339	2.168	9.055
148.375	46.683	29.472	26.252	31.660	2.170	9.428
148.500	50.406	33.899	29.799	34.447	2.185	9.791
148.625	52.355	38.184	33.272	42.426	2.204	10.140
148.750	52.373	41.629	36.134	50.340	2.220	10.468
148.875	51.233	43.791	38.011	51.080	2.233	10.768
149.000	49.011	44.690	38.823	44.094	2.251	11.036
149.125	47.723	45.536	39.457	59.801	2.294	11.261
149.250	47.373	45.475	39.314	72.711	2.323	11.446
149.375	47.517	45.286	39.039	64.868	2.311	11.594
149.500	47.283	45.190	38.815	51.947	2.257	11.705
149.625	46.056	45.322	38.765	48.311	2.181	11.780
149.750	44.051	45.962	39.142	46.288	2.121	11.821
149.875	44.695	47.106	39.945	44.389	2.108	11.822
150.000	43.464	48.648	41.135	46.616	2.105	11.790
150.125	44.092	49.976	42.211	48.743	2.104	11.726
150.250	44.668	50.973	43.046	48.295	2.103	11.631
150.375	44.040	51.457	43.464	45.402	2.102	11.505
150.500	45.296	50.896	43.034	43.303	2.103	11.349
150.625	45.618	49.208	41.747	42.621	2.109	11.158
150.750	47.748	47.023	39.999	41.627	2.123	10.941
150.875	48.462	44.747	38.154	43.728	2.143	10.700
151.000	48.279	42.492	36.321	46.233	2.161	10.439
151.125	48.055	40.358	34.587	45.660	2.170	10.161
151.250	47.089	38.582	33.145	41.260	2.167	9.868
151.375	46.123	37.479	32.265	40.634	2.151	9.562
151.500	46.765	36.769	31.724	39.925	2.151	9.249
151.625	47.680	36.347	31.397	39.493	2.162	8.930
151.750	48.461	36.109	31.157	39.512	2.172	8.610
151.875	48.580	35.893	30.850	39.458	2.175	8.289
152.000	46.953	35.433	30.293	38.058	2.173	7.972
152.125	44.780	33.997	29.019	39.784	2.170	7.661
152.250	45.489	31.965	27.453	38.849	2.171	7.359
152.375	47.794	30.570	26.447	34.986	2.173	7.068
152.500	51.318	30.355	26.337	31.116	2.174	6.788
152.625	54.427	31.377	27.131	32.282	2.172	6.522
152.750	53.461	33.261	28.564	43.954	2.164	6.271
152.875	52.496	34.524	29.516	52.118	2.151	6.040
153.000	51.932	33.217	28.715	45.044	2.146	5.830
153.125	53.181	30.538	26.744	33.266	2.150	5.643
153.250	54.772	27.526	24.320	24.223	2.159	5.480
153.375	55.928	25.096	22.210	20.727	2.169	5.344
153.500	58.556	23.923	21.079	19.602	2.176	5.235
153.625	62.740	23.901	20.960	19.038	2.176	5.162
153.750	62.031	24.446	21.373	18.702	2.169	5.116
153.875	56.723	25.276	22.076	18.595	2.159	5.096
154.000	50.993	26.232	22.909	18.903	2.150	5.096
154.125	48.729	27.207	23.749	19.928	2.145	5.114
154.250	50.714	28.124	24.509	21.973	2.147	5.145
154.375	54.255	28.778	25.047	23.395	2.155	5.185
154.500	54.912	29.110	25.347	22.815	2.163	5.229
154.625	54.941	29.114	25.383	22.753	2.167	5.274
154.750	54.244	28.986	25.298	23.065	2.166	5.318
154.875	53.067	28.982	25.289	23.103	2.164	5.362
155.000	53.289	29.303	25.523	22.979	2.162	5.405
155.125	52.967	29.635	25.739	24.878	2.171	5.448
155.250	55.865	29.496	25.611	27.428	2.179	5.493
155.375	57.927	28.877	25.184	26.610	2.183	5.541
155.500	59.727	27.942	24.574	23.561	2.180	5.594
155.625	61.625	26.916	23.910	20.946	2.174	5.652
155.750	61.219	26.003	23.293	20.654	2.166	5.717
155.875	58.403	25.454	22.889	20.601	2.155	5.791
156.000	55.251	25.380	22.839	19.795	2.146	5.873
156.125	52.644	25.548	22.992	19.426	2.144	5.963
156.250	50.496	25.842	23.276	19.581	2.150	6.058
156.375	48.955	26.301	23.738	20.223	2.160	6.158
156.500	48.911	27.168	24.583	21.739	2.167	6.260
156.625	47.623	29.191	26.419	25.223	2.170	6.362
156.750	48.551	32.692	29.382	30.725	2.174	6.460
156.875	49.460	37.461	33.247	40.698	2.180	6.551
157.000	49.824	42.397	37.107	51.379	2.184	6.634
157.125	49.956	46.109	39.941	56.298	2.186	6.706
157.250	50.456	47.409	41.027	49.283	2.183	6.765
157.375	49.168	45.888	39.926	39.776	2.176	6.805
157.500	49.760	44.109	38.554	42.734	2.172	6.828
157.625	50.165	42.954	37.544	48.044	2.174	6.834
157.750	49.930	42.446	37.011	48.622	2.181	6.823
157.875	48.683	42.147	36.706	43.478	2.190	6.795
158.000	45.542	41.398	36.115	39.548	2.197	6.752
158.125	44.576	39.773	34.902	38.268	2.191	6.692
158.250	45.894	38.579	34.027	36.326	2.179	6.619
158.375	48.379	38.319	33.917	34.030	2.172	6.534
158.500	50.017	39.033	34.613	31.289	2.170	6.439
158.625	48.997	40.580	35.981	28.444	2.172	6.333
158.750	44.814	42.750	37.805	26.682	2.176	6.218
158.875	45.136	44.364	39.047	26.928	2.178	6.092
159.000	47.876	44.359	38.891	27.567	2.179	5.958
159.125	50.891	42.630	37.340	26.892	2.177	5.818
159.250	52.107	40.008	35.097	25.197	2.174	5.673
159.375	51.444	37.551	32.999	23.202	2.173	5.527
159.500	51.834	36.055	31.624	21.270	2.176	5.381
159.625	54.087	36.035	31.316	22.192	2.187	5.241
159.750	55.534	36.870	31.662	23.527	2.191	5.108
159.875	53.704	37.986	32.337	23.705	2.184	4.984
160.000	50.678	38.794	32.934	23.541	2.166	4.870
160.125	48.046	39.010	33.213	24.387	2.143	4.767
160.250	44.414	38.860	33.246	26.973	2.121	4.673
160.375	47.069	38.206	32.804	30.057	2.117	4.589
160.500	47.238	37.002	31.864	31.441	2.127	4.510
160.625	48.040	35.049	30.313	31.001	2.142	4.434
160.750	47.737	32.499	28.305	28.567	2.158	4.359
160.875	45.844	29.809	26.196	24.930	2.171	4.283
161.000	46.240	27.674	24.487	22.226	2.180	4.206
161.125	48.654	26.800	23.809	20.693	2.180	4.124
161.250	51.203	27.026	24.033	20.775	2.170	4.040
161.375	52.141	28.128	24.934	23.193	2.157	3.952
161.500	52.562	29.599	26.114	26.377	2.145	3.862
161.625	53.452	30.901	27.150	28.062	2.139	3.768
161.750	54.090	31.656	27.715	26.506	2.142	3.671
161.875	54.572	31.550	27.621	24.305	2.151	3.568
162.000	50.347	31.203	27.375	23.487	2.162	3.461
162.125	46.425	31.124	27.391	22.778	2.181	3.348
162.250	44.820	31.745	28.002	22.267	2.216	3.230
162.375	45.797	33.274	29.340	22.245	2.265	3.108
162.500	48.290	35.612	31.254	22.702	2.319	2.983
162.625	48.612	38.947	33.722	26.295	2.351	2.857
162.750	47.252	41.411	35.329	30.668	2.361	2.733
162.875	49.504	41.106	34.764	31.107	2.369	2.616
163.000	52.887	38.267	32.408	28.112	2.379	2.507
163.125	55.141	34.110	29.287	23.806	2.385	2.410
163.250	58.228	30.166	26.458	20.057	2.378	2.326
163.375	55.653	28.825	25.597	21.784	2.360	2.261
163.500	54.087	29.859	26.657	22.781	2.348	2.214
163.625	51.132	33.199	29.541	23.410	2.347	2.182
163.750	48.814	37.843	33.457	27.558	2.344	2.164
163.875	48.207	41.319	36.453	34.509	2.329	2.159
164.000	46.804	39.837	35.509	35.102	2.295	2.166
164.125	48.736	34.713	31.593	30.819	2.251	2.180
164.250	48.513	30.075	27.926	22.607	2.218	2.199
164.375	51.711	27.018	25.414	21.105	2.207	2.218
164.500	54.327	26.276	24.811	23.894	2.228	2.236
164.625	53.285	28.086	26.414	27.119	2.280	2.250
164.750	51.776	32.159	29.916	31.895	2.353	2.259
164.875	44.453	39.886	36.318	42.592	2.420	2.261
165.000	41.709	46.994	42.492	44.812	2.471	2.256
165.125	42.267	52.399	47.272	44.852	2.512	2.245
165.250	43.917	55.342	49.925	54.920	2.538	2.228
165.375	45.033	55.442	50.120	72.286	2.544	2.207
165.500	45.468	52.777	47.963	69.685	2.518	2.182
165.625	42.571	47.999	43.842	51.914	2.473	2.155
165.750	41.022	43.666	39.997	45.213	2.444	2.128
165.875	39.734	40.041	36.695	36.785	2.438	2.100
166.000	39.713	37.782	34.515	29.906	2.450	2.074
166.125	41.131	37.232	33.787	29.097	2.474	2.048
166.250	41.870	38.069	34.300	32.234	2.501	2.023
166.375	40.905	41.071	36.696	35.343	2.535	1.999
166.500	40.208	46.172	40.766	43.724	2.578	1.974
166.625	38.642	53.153	46.313	55.219	2.621	1.949
166.750	37.253	61.749	53.045	70.076	2.659	1.922
166.875	36.885	71.777	60.737	86.090	2.694	1.892
167.000	36.969	83.204	69.322	97.263	2.725	1.860
167.125	39.223	94.967	77.998	119.151	2.752	1.825
167.250	39.791	105.309	85.218	179.727	2.765	1.786
167.375	37.826	111.607	89.258	231.265	2.750	1.718
167.500	36.579	111.119	88.176	261.128	2.715	1.653
167.625	37.695	102.004	80.710	276.296	2.672	1.614
167.750	38.276	84.355	67.087	289.310	2.626	1.578
167.875	39.322	66.814	53.475	159.257	2.579	1.550
168.000	38.953	53.250	42.985	79.376	2.526	1.530
168.125	39.951	43.250	35.357	45.483	2.475	1.519
168.250	42.834	36.296	30.127	37.327	2.429	1.517
168.375	45.828	31.956	26.904	36.067	2.391	1.525
168.500	45.310	30.064	25.585	35.824	2.368	1.541
168.625	45.954	29.988	25.793	37.013	2.386	1.566
168.750	45.249	30.649	26.605	34.755	2.445	1.598
168.875	46.080	29.529	25.883	40.522	2.503	1.636
169.000	47.649	26.021	23.218	45.440	2.526	1.680
169.125	49.182	20.605	19.044	38.850	2.500	1.730
169.250	51.880	14.506	14.213	19.606	2.440	1.785
169.375	57.673	10.724	10.610	11.459	2.368	1.849
169.500	59.487	8.520	8.262	9.509	2.333	1.919
169.625	60.534	7.623	7.263	8.705	2.336	1.996
169.750	59.992	7.754	7.423	8.484	2.373	2.079
169.875	59.182	8.757	8.482	10.122	2.440	2.166
170.000	63.741	10.701	10.264	15.255	2.523	2.254
170.125	61.569	13.707	12.857	22.022	2.600	2.343
170.250	59.329	16.670	15.392	24.010	2.642	2.428
170.375	53.582	17.468	16.130	22.762	2.640	2.507
170.500	49.456	15.584	14.610	24.422	2.600	2.578
170.625	50.515	12.058	11.599	27.174	2.533	2.641
170.750	53.561	9.300	8.961	16.304	2.455	2.694
170.875	60.320	7.541	7.278	8.843	2.398	2.736
171.000	63.030	6.876	6.594	7.928	2.375	2.768
171.125	60.233	8.677	8.589	12.282	2.376	2.793
171.250	55.326	13.086	12.649	21.139	2.401	2.809
171.375	50.911	20.252	18.211	34.577	2.452	2.819
171.500	45.902	30.711	25.838	53.607	2.522	2.823
171.625	44.373	39.540	32.266	75.119	2.580	2.820
171.750	41.967	39.215	32.009	66.630	2.600	2.812
171.875	42.065	33.407	27.991	47.215	2.573	2.801
172.000	44.205	26.468	23.102	31.318	2.513	2.786
172.125	47.387	21.552	19.411	24.957	2.447	2.767
172.250	51.612	19.200	17.458	22.721	2.398	2.746
172.375	52.900	19.164	17.345	19.444	2.376	2.720
172.500	52.296	20.760	18.235	26.077	2.373	2.690
172.625	50.611	21.794	18.618	31.888	2.379	2.656
172.750	49.473	20.157	17.386	32.310	2.385	2.617
172.875	50.150	15.852	14.469	26.579	2.383	2.574
173.000	52.928	11.989	11.204	17.044	2.368	2.527
173.125	60.653	10.185	9.343	10.375	2.370	2.473
173.250	65.744	9.928	9.197	8.555	2.413	2.415
173.375	64.928	11.265	10.752	16.273	2.484	2.353
173.500	59.792	14.883	14.192	31.127	2.561	2.289
173.625	53.225	22.015	19.923	47.417	2.623	2.223
173.750	47.519	33.888	28.369	58.444	2.655	2.158
173.875	47.841	42.277	35.143	55.182	2.656	2.097
