#Depth	TVD	DX	DY	GR	RT	RI	RXO	DEN	SP	R2M	R025
44.500	44.419	0.695	-1.817	86.239	10.806	7.416	8.108	2.229	-19.596	9.594	8.355
44.625	44.543	0.699	-1.828	80.888	13.250	8.769	10.622	2.297	-19.632	9.280	8.594
44.750	44.668	0.703	-1.840	74.926	16.355	10.792	16.890	2.364	-19.726	9.378	9.356
44.875	44.792	0.707	-1.851	71.316	18.844	12.753	24.582	2.405	-19.888	10.037	10.685
45.000	44.916	0.712	-1.862	70.778	19.618	13.818	26.410	2.405	-20.109	11.212	12.284
45.125	45.041	0.716	-1.873	70.801	18.464	13.578	19.853	2.359	-20.394	12.596	13.518
45.250	45.165	0.720	-1.884	68.939	16.307	12.410	13.029	2.276	-20.709	13.575	13.735
45.375	45.289	0.724	-1.895	65.336	14.492	11.242	10.660	2.194	-21.055	13.778	13.309
45.500	45.414	0.729	-1.906	61.448	13.444	10.450	10.454	2.136	-21.433	13.204	12.763
45.625	45.538	0.733	-1.917	59.178	13.117	10.101	10.907	2.107	-21.814	12.175	12.344
45.750	45.662	0.737	-1.928	59.821	13.274	10.123	11.293	2.102	-22.150	11.221	12.076
45.875	45.787	0.742	-1.939	61.170	13.531	10.267	11.506	2.109	-22.406	10.690	11.924
46.000	45.911	0.746	-1.950	61.201	13.712	10.394	11.446	2.114	-22.580	10.585	11.837
46.125	46.036	0.750	-1.961	59.082	13.765	10.451	11.232	2.108	-22.674	10.705	11.767
46.250	46.160	0.754	-1.972	55.740	13.713	10.459	11.133	2.094	-22.738	10.804	11.667
46.375	46.284	0.759	-1.983	52.748	13.642	10.473	10.931	2.083	-22.792	10.774	11.542
46.500	46.409	0.763	-1.994	51.941	13.597	10.510	10.652	2.076	-22.865	10.639	11.442
46.625	46.533	0.767	-2.005	54.604	13.581	10.564	10.612	2.071	-22.953	10.485	11.397
46.750	46.657	0.771	-2.016	59.314	13.564	10.611	11.058	2.067	-23.046	10.413	11.355
46.875	46.782	0.776	-2.028	61.610	13.520	10.635	11.596	2.068	-23.145	10.495	11.302
47.000	46.906	0.780	-2.039	60.084	13.430	10.620	11.920	2.073	-23.212	10.826	11.240
47.125	47.030	0.784	-2.050	57.469	13.274	10.540	12.059	2.080	-23.215	11.458	11.080
47.250	47.155	0.788	-2.061	56.567	13.014	10.352	11.880	2.089	-23.118	12.362	10.844
47.375	47.279	0.793	-2.072	57.147	12.662	10.068	11.944	2.097	-22.973	13.302	10.677
47.500	47.403	0.797	-2.083	58.479	12.227	9.712	11.932	2.103	-22.823	14.049	10.583
47.625	47.528	0.801	-2.094	60.791	11.739	9.321	11.647	2.103	-22.694	14.447	10.504
47.750	47.652	0.806	-2.105	63.353	11.292	8.967	11.037	2.094	-22.601	14.436	10.388
47.875	47.777	0.810	-2.116	63.896	11.078	8.762	10.982	2.083	-22.495	14.177	10.299
48.000	47.901	0.814	-2.127	62.566	11.370	8.871	11.035	2.071	-22.372	13.806	10.354
48.125	48.025	0.818	-2.138	60.911	12.438	9.481	11.277	2.066	-22.278	13.456	10.609
48.250	48.150	0.823	-2.149	60.479	14.527	10.832	11.875	2.100	-22.240	13.335	11.091
48.375	48.274	0.827	-2.160	59.964	17.163	12.729	14.666	2.185	-22.244	13.737	11.798
48.500	48.398	0.831	-2.171	58.635	19.552	14.726	24.908	2.309	-22.239	15.062	12.649
48.625	48.523	0.835	-2.182	58.037	20.629	16.034	35.252	2.410	-22.210	17.553	13.429
48.750	48.647	0.840	-2.193	57.848	19.467	15.719	39.630	2.386	-22.188	20.974	13.979
48.875	48.771	0.844	-2.205	57.519	17.059	14.269	23.472	2.278	-22.212	24.080	14.282
49.000	48.896	0.848	-2.216	58.124	14.550	12.482	14.992	2.174	-22.337	25.659	14.193
49.125	49.020	0.852	-2.227	59.738	12.737	10.994	12.691	2.112	-22.526	24.995	13.623
49.250	49.144	0.857	-2.238	60.092	11.994	10.162	12.313	2.094	-22.715	22.075	12.759
49.375	49.269	0.861	-2.249	58.587	11.946	9.838	12.195	2.093	-22.855	18.360	12.002
49.500	49.393	0.865	-2.260	57.247	12.247	9.840	12.230	2.099	-22.954	14.947	11.559
49.625	49.518	0.870	-2.271	57.374	12.587	9.963	12.491	2.103	-23.025	12.470	11.367
49.750	49.642	0.874	-2.282	58.279	12.757	10.050	12.816	2.101	-23.052	11.103	11.229
49.875	49.766	0.878	-2.293	58.820	12.752	10.058	12.427	2.097	-23.079	10.359	11.137
50.000	49.891	0.882	-2.304	59.143	12.638	10.013	11.683	2.092	-23.120	9.943	11.119
50.125	50.015	0.887	-2.315	59.146	12.545	9.980	11.278	2.090	-23.140	9.680	11.124
50.250	50.139	0.891	-2.326	56.960	12.697	10.088	11.515	2.098	-23.117	9.556	11.162
50.375	50.264	0.895	-2.337	53.503	13.186	10.390	11.482	2.115	-23.066	9.619	11.268
50.500	50.388	0.899	-2.348	53.119	13.991	10.875	11.196	2.141	-23.020	9.982	11.427
50.625	50.512	0.904	-2.359	57.029	14.939	11.446	11.513	2.178	-22.980	10.826	11.627
50.750	50.637	0.908	-2.370	61.063	15.648	11.884	11.904	2.227	-22.960	12.570	11.765
50.875	50.761	0.912	-2.381	62.799	15.831	12.015	12.013	2.255	-22.958	15.212	11.807
51.000	50.885	0.916	-2.393	63.418	15.447	11.795	11.872	2.229	-22.947	18.431	11.835
51.125	51.010	0.921	-2.404	63.154	14.715	11.335	11.703	2.163	-22.930	21.468	11.845
51.250	51.134	0.925	-2.415	62.199	14.017	10.841	11.514	2.118	-22.951	23.143	11.715
51.375	51.258	0.929	-2.426	61.206	13.582	10.474	11.615	2.111	-23.009	23.169	11.449
51.500	51.383	0.933	-2.437	60.916	13.376	10.238	11.755	2.122	-23.062	21.804	11.123
51.625	51.507	0.938	-2.448	61.936	13.192	10.026	11.612	2.132	-23.087	19.727	10.804
51.750	51.632	0.942	-2.459	63.234	12.751	9.665	11.820	2.132	-23.063	17.739	10.544
51.875	51.756	0.946	-2.470	64.373	12.062	9.137	11.831	2.125	-22.943	16.201	10.296
52.000	51.880	0.951	-2.481	65.909	11.296	8.537	11.439	2.118	-22.774	15.103	9.933
52.125	52.005	0.955	-2.492	67.640	10.686	8.013	10.870	2.120	-22.653	14.322	9.410
52.250	52.129	0.959	-2.503	67.541	10.462	7.728	10.501	2.125	-22.591	13.706	8.878
52.375	52.253	0.963	-2.514	65.333	10.576	7.685	10.509	2.116	-22.585	13.113	8.579
52.500	52.378	0.968	-2.525	63.306	10.909	7.838	10.508	2.095	-22.633	12.566	8.600
52.625	52.502	0.972	-2.536	63.813	11.300	8.090	10.572	2.077	-22.731	12.139	8.784
52.750	52.626	0.976	-2.547	65.531	11.572	8.312	10.687	2.074	-22.866	11.953	8.924
52.875	52.751	0.980	-2.558	66.553	11.667	8.427	10.790	2.078	-23.023	12.022	9.021
53.000	52.875	0.985	-2.569	66.165	11.615	8.442	10.910	2.082	-23.116	12.335	9.057
53.125	52.999	0.989	-2.581	65.689	11.498	8.412	11.067	2.086	-23.151	12.848	9.055
53.250	53.124	0.993	-2.592	65.374	11.417	8.404	11.228	2.092	-23.181	13.514	9.072
53.375	53.248	0.997	-2.603	63.811	11.438	8.465	11.363	2.099	-23.168	14.191	9.087
53.500	53.373	1.002	-2.614	61.640	11.594	8.614	11.521	2.102	-23.105	14.754	9.098
53.625	53.497	1.006	-2.625	59.280	11.885	8.850	12.592	2.099	-22.991	15.111	9.132
53.750	53.621	1.010	-2.636	57.367	12.240	9.136	14.567	2.093	-22.789	15.219	9.179
53.875	53.746	1.015	-2.647	57.950	12.461	9.344	15.196	2.091	-22.505	15.221	9.204
54.000	53.870	1.019	-2.658	60.213	12.331	9.310	13.244	2.094	-22.193	15.232	9.198
54.125	53.994	1.023	-2.669	62.884	11.700	8.905	11.687	2.106	-21.848	15.287	9.102
54.250	54.119	1.027	-2.680	66.257	10.548	8.085	10.991	2.131	-21.408	15.302	8.771
54.375	54.243	1.032	-2.691	72.578	9.211	7.089	9.742	2.167	-20.862	15.174	8.181
54.500	54.367	1.036	-2.702	82.215	7.970	6.116	8.092	2.210	-20.219	14.818	7.384
54.625	54.492	1.040	-2.713	92.201	7.009	5.311	6.925	2.251	-19.509	14.201	6.564
54.750	54.616	1.044	-2.724	97.946	6.430	4.770	6.512	2.272	-18.851	13.327	5.911
54.875	54.740	1.049	-2.735	98.884	6.109	4.429	6.476	2.274	-18.340	12.310	5.382
55.000	54.865	1.053	-2.746	96.263	5.946	4.232	6.367	2.274	-17.952	11.255	4.988
55.125	54.989	1.057	-2.757	92.916	5.844	4.119	6.326	2.288	-17.567	10.305	4.769
55.250	55.114	1.061	-2.769	91.311	5.743	4.057	6.371	2.314	-17.193	9.608	4.670
55.375	55.238	1.066	-2.780	91.614	5.678	4.041	6.419	2.335	-16.929	9.159	4.612
55.500	55.362	1.070	-2.791	92.990	5.725	4.101	6.349	2.342	-16.792	8.896	4.583
55.625	55.487	1.074	-2.802	92.139	5.938	4.263	6.269	2.333	-16.778	8.711	4.562
55.750	55.611	1.078	-2.813	86.971	6.331	4.539	6.434	2.320	-16.824	8.556	4.602
55.875	55.735	1.083	-2.824	80.908	6.780	4.868	7.133	2.314	-16.888	8.437	4.793
56.000	55.860	1.087	-2.835	77.631	7.147	5.170	7.899	2.310	-16.979	8.370	5.145
56.125	55.984	1.091	-2.846	77.468	7.311	5.359	8.088	2.297	-17.070	8.351	5.565
56.250	56.108	1.096	-2.857	76.201	7.200	5.359	7.600	2.280	-17.167	8.343	5.850
56.375	56.233	1.100	-2.868	74.068	6.951	5.235	7.302	2.272	-17.298	8.276	5.906
56.500	56.357	1.104	-2.879	73.440	6.711	5.080	7.194	2.271	-17.416	8.114	5.824
56.625	56.481	1.108	-2.890	73.510	6.596	4.981	7.203	2.272	-17.496	7.858	5.739
56.750	56.606	1.113	-2.901	72.529	6.672	4.998	6.974	2.280	-17.555	7.534	5.686
56.875	56.730	1.117	-2.912	70.130	6.861	5.101	7.156	2.289	-17.611	7.209	5.696
57.000	56.855	1.121	-2.923	67.967	7.078	5.242	7.729	2.285	-17.690	6.926	5.785
57.125	56.979	1.125	-2.934	66.215	7.241	5.362	8.323	2.269	-17.849	6.693	5.912
57.250	57.103	1.130	-2.945	64.596	7.268	5.399	8.027	2.251	-18.012	6.506	6.028
57.375	57.228	1.134	-2.957	63.681	7.189	5.363	7.718	2.236	-18.135	6.342	6.096
57.500	57.352	1.138	-2.968	64.218	7.078	5.288	7.450	2.222	-18.300	6.196	6.114
57.625	57.476	1.142	-2.979	66.398	7.028	5.227	7.477	2.204	-18.537	6.076	6.108
57.750	57.601	1.147	-2.990	67.143	7.120	5.230	7.332	2.185	-18.821	5.979	6.072
57.875	57.725	1.151	-3.001	65.804	7.276	5.273	7.664	2.178	-19.059	5.889	6.043
58.000	57.849	1.155	-3.012	64.667	7.353	5.294	8.080	2.185	-19.246	5.825	6.122
58.125	57.974	1.160	-3.023	65.315	7.230	5.232	8.601	2.199	-19.470	5.831	6.328
58.250	58.098	1.164	-3.034	67.744	6.936	5.098	8.839	2.210	-19.734	5.939	6.573
58.375	58.222	1.168	-3.045	70.887	6.784	5.045	8.666	2.220	-19.933	6.098	6.712
58.500	58.347	1.172	-3.056	73.797	7.139	5.268	8.022	2.234	-20.073	6.237	6.694
58.625	58.471	1.177	-3.067	74.137	8.334	5.976	8.228	2.254	-20.195	6.307	6.679
58.750	58.596	1.181	-3.078	71.128	10.718	7.467	10.721	2.289	-20.333	6.354	7.109
58.875	58.720	1.185	-3.089	66.869	13.862	9.631	16.618	2.347	-20.484	6.535	8.171
59.000	58.844	1.189	-3.100	62.716	16.923	12.044	24.260	2.419	-20.612	6.986	9.871
59.125	58.969	1.194	-3.111	58.920	18.628	13.779	26.484	2.464	-20.737	7.773	11.894
59.250	59.093	1.198	-3.122	54.872	17.782	13.667	19.281	2.409	-20.967	8.809	13.262
59.375	59.217	1.202	-3.134	51.062	15.456	12.248	13.778	2.283	-21.283	9.757	13.414
59.500	59.342	1.206	-3.145	49.517	12.909	10.425	11.967	2.155	-21.603	10.329	12.624
59.625	59.466	1.211	-3.156	51.753	10.953	8.848	11.827	2.075	-21.895	10.353	11.519
59.750	59.590	1.215	-3.167	54.542	9.894	7.825	11.555	2.063	-22.118	9.817	10.539
59.875	59.715	1.219	-3.178	55.337	9.423	7.239	11.003	2.089	-22.276	9.067	9.791
60.000	59.839	1.224	-3.189	56.403	9.333	6.988	10.409	2.126	-22.407	8.335	9.265
60.125	59.960	1.237	-3.216	58.635	9.470	6.976	10.017	2.154	-22.498	7.762	8.914
60.250	60.081	1.251	-3.244	59.548	9.752	7.145	9.869	2.158	-22.506	7.409	8.702
60.375	60.202	1.265	-3.271	58.775	10.104	7.417	10.388	2.147	-22.498	7.209	8.591
60.500	60.323	1.279	-3.299	59.816	10.479	7.755	10.963	2.133	-22.517	7.141	8.626
60.625	60.444	1.293	-3.326	63.536	10.813	8.112	11.113	2.128	-22.521	7.185	8.827
60.750	60.565	1.307	-3.354	65.892	11.010	8.396	10.738	2.137	-22.514	7.322	9.116
60.875	60.686	1.321	-3.381	66.478	11.047	8.544	10.382	2.152	-22.564	7.543	9.387
61.000	60.807	1.335	-3.409	65.507	10.947	8.537	10.051	2.166	-22.636	7.897	9.559
61.125	60.928	1.349	-3.436	62.520	10.792	8.419	9.773	2.172	-22.630	8.415	9.560
61.250	61.049	1.363	-3.464	58.855	10.707	8.279	9.538	2.164	-22.549	9.060	9.440
61.375	61.170	1.377	-3.491	58.889	10.748	8.189	9.444	2.151	-22.495	9.689	9.335
61.500	61.290	1.391	-3.519	62.533	10.900	8.162	9.387	2.145	-22.451	10.182	9.218
61.625	61.411	1.405	-3.546	64.788	11.086	8.170	9.337	2.151	-22.421	10.489	9.119
61.750	61.532	1.418	-3.574	64.425	11.171	8.152	9.450	2.164	-22.453	10.637	9.182
61.875	61.653	1.432	-3.601	64.970	11.098	8.071	9.423	2.169	-22.485	10.689	9.351
62.000	61.774	1.446	-3.629	64.966	10.923	7.950	8.959	2.162	-22.471	10.643	9.543
62.125	61.895	1.460	-3.656	62.420	10.818	7.885	8.787	2.146	-22.444	10.491	9.734
62.250	62.016	1.474	-3.684	59.292	11.159	8.101	9.272	2.136	-22.456	10.231	9.941
62.375	62.137	1.488	-3.711	58.348	12.274	8.809	10.068	2.145	-22.459	9.943	10.304
62.500	62.258	1.502	-3.738	57.824	14.545	10.289	12.172	2.189	-22.457	9.720	10.996
62.625	62.379	1.516	-3.766	56.960	18.356	12.879	17.156	2.282	-22.449	9.678	12.118
62.750	62.500	1.530	-3.793	57.011	24.266	17.204	26.650	2.425	-22.426	10.044	14.013
62.875	62.621	1.544	-3.821	57.097	31.486	22.946	33.590	2.573	-22.433	10.908	16.727
63.000	62.742	1.558	-3.848	57.004	38.130	28.858	42.113	2.674	-22.532	12.304	19.918
63.125	62.863	1.572	-3.876	58.118	41.064	32.342	50.752	2.701	-22.735	14.147	22.822
63.250	62.984	1.586	-3.903	59.217	37.314	30.410	48.643	2.660	-22.986	16.221	24.266
63.375	63.105	1.599	-3.931	57.975	29.991	25.124	36.793	2.585	-23.250	18.167	23.897
63.500	63.226	1.613	-3.958	56.657	22.459	19.208	23.078	2.478	-23.546	19.697	21.861
63.625	63.347	1.627	-3.986	58.068	16.678	14.394	14.427	2.350	-23.881	20.517	18.844
63.750	63.468	1.641	-4.013	60.125	13.320	11.347	10.677	2.241	-24.232	20.180	15.850
63.875	63.588	1.655	-4.041	58.827	11.541	9.520	9.385	2.175	-24.588	18.843	13.536
64.000	63.709	1.669	-4.068	54.394	10.830	8.571	9.224	2.146	-24.941	16.816	11.962
64.125	63.830	1.683	-4.096	50.268	10.771	8.233	9.277	2.135	-25.271	14.580	10.913
64.250	63.951	1.697	-4.123	49.342	11.029	8.312	9.366	2.123	-25.560	12.735	10.290
64.375	64.072	1.711	-4.151	51.978	11.285	8.531	9.466	2.112	-25.793	11.500	9.926
64.500	64.193	1.725	-4.178	56.897	11.413	8.745	9.580	2.116	-25.957	10.824	9.726
64.625	64.314	1.739	-4.206	61.036	11.384	8.868	9.846	2.140	-26.076	10.557	9.639
64.750	64.435	1.753	-4.233	61.384	11.207	8.849	9.758	2.168	-26.150	10.620	9.554
64.875	64.556	1.767	-4.261	60.244	10.968	8.733	9.282	2.180	-26.191	10.910	9.400
65.000	64.677	1.780	-4.288	59.983	10.725	8.568	8.922	2.177	-26.246	11.406	9.242
65.125	64.798	1.794	-4.316	60.663	10.526	8.404	8.925	2.171	-26.331	12.043	9.100
65.250	64.919	1.808	-4.343	59.170	10.411	8.289	8.773	2.164	-26.433	12.712	8.902
65.375	65.040	1.822	-4.371	56.578	10.369	8.232	8.392	2.149	-26.513	13.314	8.703
65.500	65.161	1.836	-4.398	54.832	10.387	8.229	8.168	2.124	-26.571	13.786	8.573
65.625	65.282	1.850	-4.426	53.165	10.448	8.276	8.481	2.103	-26.617	14.088	8.498
65.750	65.403	1.864	-4.453	52.190	10.546	8.368	9.051	2.098	-26.657	14.182	8.495
65.875	65.524	1.878	-4.481	52.310	10.659	8.480	9.191	2.109	-26.677	14.101	8.545
66.000	65.645	1.892	-4.508	52.578	10.761	8.585	9.153	2.128	-26.660	13.868	8.622
66.125	65.766	1.906	-4.536	51.445	10.821	8.660	9.151	2.143	-26.597	13.537	8.710
66.250	65.886	1.920	-4.563	50.170	10.806	8.685	8.768	2.140	-26.517	13.171	8.759
66.375	66.007	1.934	-4.591	50.869	10.732	8.671	8.041	2.123	-26.477	12.815	8.744
66.500	66.128	1.947	-4.618	51.013	10.626	8.634	7.616	2.099	-26.465	12.490	8.698
66.625	66.249	1.961	-4.645	49.750	10.517	8.586	7.705	2.071	-26.437	12.187	8.641
66.750	66.370	1.975	-4.673	50.447	10.391	8.514	8.006	2.048	-26.371	11.885	8.582
66.875	66.491	1.989	-4.700	53.371	10.199	8.396	8.340	2.043	-26.269	11.587	8.556
67.000	66.612	2.003	-4.728	56.819	9.915	8.216	8.403	2.060	-26.070	11.294	8.508
67.125	66.733	2.017	-4.755	58.709	9.565	7.989	8.244	2.086	-25.771	11.020	8.390
67.250	66.854	2.031	-4.783	60.340	9.257	7.773	8.045	2.108	-25.398	10.815	8.258
67.375	66.975	2.045	-4.810	62.579	9.107	7.643	7.614	2.134	-25.022	10.665	8.139
67.500	67.096	2.059	-4.838	63.818	9.192	7.647	7.127	2.162	-24.715	10.533	8.070
67.625	67.217	2.073	-4.865	62.992	9.524	7.807	7.105	2.175	-24.500	10.394	8.103
67.750	67.338	2.087	-4.893	60.924	10.050	8.121	7.809	2.161	-24.379	10.234	8.237
67.875	67.459	2.101	-4.920	60.270	10.585	8.487	8.652	2.136	-24.316	10.075	8.472
68.000	67.580	2.115	-4.948	60.664	10.954	8.799	8.961	2.115	-24.281	9.953	8.874
68.125	67.701	2.128	-4.975	61.110	11.024	8.961	9.077	2.099	-24.254	9.878	9.368
68.250	67.822	2.142	-5.003	60.356	10.802	8.949	9.708	2.090	-24.268	9.840	9.779
68.375	67.943	2.156	-5.030	58.001	10.662	8.962	10.058	2.095	-24.299	9.841	10.125
68.500	68.064	2.170	-5.058	57.603	11.113	9.290	9.824	2.123	-24.244	9.905	10.493
68.625	68.185	2.184	-5.085	61.149	12.792	10.321	9.352	2.174	-24.027	10.095	10.976
68.750	68.305	2.198	-5.113	64.748	16.642	12.793	10.379	2.257	-23.595	10.621	11.768
68.875	68.426	2.212	-5.140	63.817	22.351	16.873	15.055	2.370	-23.044	11.747	12.922
69.000	68.547	2.226	-5.168	60.344	28.556	22.072	26.911	2.492	-22.488	13.823	14.542
69.125	68.668	2.240	-5.195	58.921	32.107	26.192	42.821	2.567	-21.951	17.062	16.732
69.250	68.789	2.254	-5.223	62.115	28.873	25.090	47.193	2.542	-21.342	21.370	18.780
69.375	68.910	2.268	-5.250	68.779	21.603	19.942	29.328	2.457	-20.632	25.776	19.109
69.500	69.031	2.282	-5.278	75.695	14.398	14.119	13.653	2.364	-19.908	29.187	17.069
69.625	69.152	2.296	-5.305	80.373	9.445	9.735	7.881	2.306	-19.270	30.488	13.679
69.750	69.273	2.309	-5.333	83.769	7.042	7.317	6.257	2.297	-18.791	28.643	10.875
69.875	69.394	2.323	-5.360	86.604	6.012	6.092	5.735	2.308	-18.391	24.559	9.188
70.000	69.515	2.337	-5.388	87.625	5.780	5.656	5.986	2.310	-18.018	19.338	8.219
70.125	69.636	2.351	-5.415	86.369	5.990	5.738	6.848	2.285	-17.737	14.261	7.757
70.250	69.757	2.365	-5.443	83.102	6.483	6.199	7.274	2.242	-17.567	10.541	7.850
70.375	69.878	2.379	-5.470	79.544	7.196	6.907	7.251	2.206	-17.434	8.194	8.168
70.500	69.999	2.393	-5.498	77.820	8.234	7.904	7.060	2.184	-17.333	6.893	8.507
70.625	70.120	2.407	-5.525	77.958	9.717	9.284	7.632	2.170	-17.284	6.242	8.824
70.750	70.241	2.421	-5.552	77.179	11.624	11.093	9.563	2.156	-17.259	6.025	9.337
70.875	70.362	2.435	-5.580	74.425	13.388	12.886	11.001	2.146	-17.228	6.091	10.329
71.000	70.483	2.449	-5.607	72.238	14.277	13.938	11.528	2.146	-17.170	6.461	11.689
71.125	70.603	2.463	-5.635	72.177	13.780	13.640	11.696	2.152	-17.106	7.160	12.844
71.250	70.724	2.477	-5.662	73.284	12.100	12.103	11.239	2.157	-17.105	8.210	13.157
71.375	70.845	2.490	-5.690	75.543	10.482	10.505	9.752	2.168	-17.148	9.424	12.800
71.500	70.966	2.504	-5.717	78.528	9.769	9.558	7.963	2.188	-17.190	10.574	12.123
71.625	71.087	2.518	-5.745	79.344	10.429	9.618	7.115	2.204	-17.196	11.421	11.532
71.750	71.208	2.532	-5.772	75.128	12.939	11.102	9.262	2.195	-17.151	11.785	11.533
71.875	71.329	2.546	-5.800	69.281	16.975	13.963	16.993	2.170	-17.089	11.886	12.456
72.000	71.450	2.560	-5.827	64.936	22.000	18.060	23.341	2.144	-17.007	12.025	14.600
72.125	71.571	2.574	-5.855	61.787	26.761	22.567	26.802	2.127	-16.853	12.465	17.780
72.250	71.692	2.588	-5.882	60.634	29.192	25.568	24.003	2.114	-16.671	13.291	20.978
72.375	71.813	2.602	-5.910	61.725	29.170	26.373	21.030	2.101	-16.504	14.237	23.275
72.500	71.934	2.616	-5.937	63.396	27.823	25.717	20.176	2.094	-16.338	15.070	24.571
72.625	72.055	2.630	-5.965	63.047	26.523	24.775	20.048	2.100	-16.144	15.666	25.104
72.750	72.176	2.644	-5.992	61.015	26.255	24.451	19.633	2.117	-15.951	16.064	25.234
72.875	72.297	2.658	-6.020	58.813	27.007	24.905	19.570	2.132	-15.829	16.447	25.395
73.000	72.418	2.671	-6.047	57.806	28.535	26.046	19.691	2.134	-15.821	16.920	25.789
73.125	72.539	2.685	-6.075	57.545	30.432	27.616	20.057	2.122	-15.849	17.550	26.509
73.250	72.660	2.699	-6.102	57.932	32.181	29.221	20.179	2.108	-15.793	18.365	27.423
73.375	72.781	2.713	-6.130	57.900	33.419	30.471	20.050	2.099	-15.705	19.246	28.189
73.500	72.901	2.727	-6.157	56.778	33.988	31.150	19.739	2.098	-15.641	20.123	28.657
73.625	73.022	2.741	-6.185	55.279	33.920	31.218	19.193	2.105	-15.604	20.959	28.824
73.750	73.143	2.755	-6.212	55.010	33.280	30.720	18.248	2.114	-15.631	21.780	28.706
73.875	73.264	2.769	-6.240	55.713	32.245	29.862	17.592	2.123	-15.701	22.767	28.417
74.000	73.385	2.783	-6.267	55.946	30.895	28.740	17.328	2.129	-15.702	24.158	27.985
74.125	73.506	2.797	-6.295	55.435	29.424	27.511	17.542	2.132	-15.652	26.132	27.369
74.250	73.627	2.811	-6.322	56.290	28.210	26.464	17.788	2.131	-15.633	28.772	26.578
74.375	73.748	2.825	-6.350	57.870	27.493	25.794	17.647	2.128	-15.633	31.658	25.759
74.500	73.869	2.839	-6.377	58.455	27.328	25.569	17.428	2.127	-15.619	34.332	25.031
74.625	73.990	2.852	-6.404	57.365	27.565	25.709	17.324	2.127	-15.614	36.435	24.507
74.750	74.111	2.866	-6.432	56.003	27.840	25.965	16.760	2.129	-15.569	37.798	24.189
74.875	74.232	2.880	-6.459	55.287	27.752	25.984	16.075	2.132	-15.491	38.778	23.920
75.000	74.353	2.894	-6.487	55.392	27.119	25.550	15.817	2.134	-15.509	39.719	23.617
75.125	74.474	2.908	-6.514	56.606	25.982	24.618	16.122	2.135	-15.637	40.806	23.144
75.250	74.595	2.922	-6.542	59.089	24.545	23.304	16.467	2.132	-15.798	41.938	22.397
75.375	74.716	2.936	-6.569	61.058	23.117	21.919	16.741	2.126	-15.981	42.850	21.577
75.500	74.837	2.950	-6.597	60.586	21.857	20.653	16.479	2.119	-16.173	43.268	20.831
75.625	74.958	2.964	-6.624	59.230	20.866	19.635	15.444	2.114	-16.350	43.039	20.211
75.750	75.079	2.978	-6.652	58.851	20.300	19.025	14.263	2.116	-16.499	42.166	19.750
75.875	75.200	2.992	-6.679	58.741	20.197	18.844	13.669	2.122	-16.584	40.940	19.369
76.000	75.320	3.006	-6.707	57.819	20.607	19.131	14.430	2.127	-16.596	39.569	19.077
76.125	75.441	3.020	-6.734	56.761	21.505	19.879	16.878	2.131	-16.574	38.289	18.964
76.250	75.562	3.033	-6.762	57.332	22.779	21.031	19.978	2.132	-16.534	37.321	19.092
76.375	75.683	3.047	-6.789	57.413	24.063	22.282	20.824	2.128	-16.504	36.678	19.411
76.500	75.804	3.061	-6.817	56.179	25.054	23.339	18.873	2.123	-16.491	36.357	19.916
76.625	75.925	3.075	-6.844	56.395	25.550	23.973	15.659	2.120	-16.469	36.264	20.505
76.750	76.046	3.089	-6.872	59.793	25.482	24.049	13.987	2.121	-16.439	36.267	21.017
76.875	76.167	3.103	-6.899	61.877	25.121	23.777	13.527	2.125	-16.411	36.335	21.345
77.000	76.288	3.117	-6.927	60.613	24.673	23.336	14.109	2.129	-16.360	36.509	21.385
77.125	76.409	3.131	-6.954	58.787	24.293	22.877	15.247	2.134	-16.273	36.804	21.190
77.250	76.530	3.145	-6.982	59.890	24.073	22.502	16.586	2.141	-16.190	37.177	21.033
77.375	76.651	3.159	-7.009	61.757	23.969	22.222	17.584	2.150	-16.123	37.448	21.033
77.500	76.772	3.173	-7.037	61.993	23.948	22.047	17.535	2.153	-16.078	37.494	21.119
77.625	76.893	3.187	-7.064	61.392	24.009	22.005	16.800	2.148	-16.070	37.321	21.222
77.750	77.014	3.201	-7.092	62.257	24.217	22.169	15.855	2.136	-16.082	36.993	21.323
77.875	77.135	3.214	-7.119	62.717	24.602	22.527	15.177	2.128	-16.127	36.653	21.483
78.000	77.256	3.228	-7.147	60.585	25.149	23.048	15.105	2.126	-16.191	36.382	21.718
78.125	77.377	3.242	-7.174	57.637	25.757	23.642	16.109	2.125	-16.246	36.205	21.946
78.250	77.498	3.256	-7.202	56.349	26.207	24.145	17.576	2.119	-16.233	36.227	22.132
78.375	77.618	3.270	-7.229	55.204	26.352	24.443	17.881	2.113	-16.166	36.555	22.320
78.500	77.739	3.284	-7.257	52.341	26.146	24.484	17.146	2.111	-16.089	37.210	22.438
78.625	77.860	3.298	-7.284	50.564	25.639	24.268	16.273	2.113	-16.037	38.090	22.448
78.750	77.981	3.312	-7.311	53.333	24.943	23.815	14.961	2.118	-16.018	38.961	22.365
78.875	78.102	3.326	-7.339	57.139	24.245	23.263	14.052	2.125	-15.997	39.523	22.177
79.000	78.223	3.340	-7.366	59.718	23.641	22.707	13.917	2.135	-15.993	39.653	21.926
79.125	78.344	3.354	-7.394	60.593	23.173	22.223	14.223	2.143	-16.042	39.423	21.671
79.250	78.465	3.368	-7.421	59.905	22.865	21.868	14.693	2.139	-16.182	38.942	21.313
