#Depth	TVD	DX	DY	GR	RT	RI	RXO	DEN	SP	R2M	R025
114.250	110.950	9.160	-18.604	56.872	34.560	31.131	33.043	2.561	-17.744	18.549	28.728
114.375	111.064	9.184	-18.650	55.119	37.059	33.220	38.648	2.587	-17.916	19.661	30.118
114.500	111.178	9.207	-18.695	51.964	39.372	35.180	39.719	2.595	-18.088	21.344	31.541
114.625	111.292	9.231	-18.741	49.192	41.272	36.859	36.838	2.594	-18.229	23.567	32.927
114.750	111.405	9.255	-18.786	48.841	42.613	38.166	34.212	2.605	-18.360	26.277	34.102
114.875	111.519	9.278	-18.832	50.508	43.555	39.216	33.851	2.630	-18.497	29.186	34.979
115.000	111.633	9.302	-18.877	50.931	44.160	40.048	36.374	2.654	-18.611	32.104	35.667
115.125	111.747	9.326	-18.923	49.134	44.378	40.605	41.806	2.656	-18.686	34.873	36.255
115.250	111.861	9.349	-18.968	47.483	43.975	40.645	42.580	2.610	-18.754	37.342	36.596
115.375	111.975	9.373	-19.013	47.577	43.035	40.173	38.123	2.530	-18.871	39.552	36.688
115.500	112.088	9.397	-19.059	49.496	41.827	39.380	32.864	2.445	-19.002	41.510	36.582
115.625	112.202	9.420	-19.104	51.952	40.756	38.608	32.393	2.385	-19.118	43.187	36.306
115.750	112.316	9.444	-19.150	53.058	40.264	38.252	32.823	2.367	-19.214	44.533	35.938
115.875	112.430	9.468	-19.195	53.688	40.344	38.368	31.485	2.373	-19.264	45.627	35.629
116.000	112.544	9.491	-19.241	54.692	40.775	38.821	29.894	2.391	-19.305	46.623	35.450
116.125	112.658	9.515	-19.286	54.495	41.165	39.308	30.512	2.416	-19.367	47.857	35.349
116.250	112.771	9.539	-19.332	52.095	41.056	39.427	31.635	2.424	-19.405	49.736	35.174
116.375	112.885	9.563	-19.377	50.207	40.455	39.117	28.813	2.399	-19.397	52.096	34.974
116.500	112.999	9.586	-19.423	51.125	39.656	38.578	26.721	2.354	-19.444	54.549	34.896
116.625	113.113	9.610	-19.468	52.265	39.125	38.187	27.720	2.324	-19.543	56.567	34.862
116.750	113.227	9.634	-19.514	50.773	39.436	38.466	31.908	2.331	-19.632	57.645	34.732
116.875	113.341	9.657	-19.559	48.915	40.598	39.503	33.491	2.368	-19.676	58.130	34.730
117.000	113.454	9.681	-19.604	48.888	42.351	41.131	32.789	2.423	-19.702	58.526	34.981
117.125	113.568	9.705	-19.650	50.710	44.164	42.888	35.611	2.478	-19.725	59.391	35.341
117.250	113.682	9.728	-19.695	52.673	45.288	44.065	41.939	2.504	-19.698	61.266	35.657
117.375	113.796	9.752	-19.741	53.790	45.501	44.405	42.087	2.485	-19.654	63.798	35.934
117.500	113.910	9.776	-19.786	53.990	44.952	44.012	38.406	2.443	-19.563	66.377	36.175
117.625	114.024	9.799	-19.832	54.040	44.062	43.239	36.255	2.412	-19.455	68.383	36.329
117.750	114.137	9.823	-19.877	53.346	43.418	42.582	32.159	2.421	-19.383	69.221	36.296
117.875	114.251	9.847	-19.923	51.380	43.356	42.374	28.366	2.458	-19.384	69.164	36.208
118.000	114.365	9.870	-19.968	50.255	43.918	42.692	28.436	2.502	-19.385	68.786	36.234
118.125	114.479	9.894	-20.014	51.431	44.943	43.438	32.181	2.531	-19.325	68.641	36.356
118.250	114.593	9.918	-20.059	52.230	46.216	44.475	32.934	2.535	-19.281	69.087	36.502
118.375	114.707	9.941	-20.104	51.149	47.393	45.515	33.412	2.527	-19.236	70.061	36.669
118.500	114.820	9.965	-20.150	50.250	48.159	46.267	33.710	2.517	-19.183	71.400	36.794
118.625	114.934	9.989	-20.195	51.783	48.240	46.446	33.641	2.514	-19.165	72.869	36.839
118.750	115.048	10.013	-20.241	53.624	47.329	45.733	34.830	2.521	-19.153	74.300	36.778
118.875	115.162	10.036	-20.286	54.651	45.665	44.300	37.390	2.524	-19.073	75.578	36.454
119.000	115.276	10.060	-20.332	55.592	43.637	42.474	36.817	2.515	-18.966	76.549	35.865
119.125	115.390	10.084	-20.377	56.656	41.818	40.761	32.310	2.496	-18.914	77.022	35.243
119.250	115.503	10.107	-20.423	57.764	40.845	39.748	29.996	2.486	-18.914	76.678	34.690
119.375	115.617	10.131	-20.468	58.121	40.743	39.526	27.862	2.487	-18.926	75.691	34.141
119.500	115.731	10.155	-20.514	57.306	41.301	39.973	28.888	2.498	-18.965	74.492	33.695
119.625	115.845	10.178	-20.559	56.505	42.053	40.723	32.978	2.516	-19.023	73.603	33.406
119.750	115.959	10.202	-20.605	55.765	42.336	41.184	37.468	2.532	-19.063	73.559	33.171
119.875	116.073	10.226	-20.650	54.911	41.914	41.017	37.352	2.530	-19.089	74.180	32.993
120.000	116.186	10.249	-20.695	54.564	40.917	40.241	32.277	2.512	-19.101	74.896	32.873
120.125	116.291	10.273	-20.759	55.112	39.732	39.159	27.815	2.496	-19.101	75.105	32.731
120.250	116.396	10.296	-20.823	55.475	38.927	38.304	25.150	2.499	-19.103	74.491	32.469
120.375	116.501	10.319	-20.886	54.091	38.835	38.087	24.351	2.516	-19.146	73.453	32.054
120.500	116.606	10.342	-20.950	51.732	39.598	38.714	25.830	2.538	-19.216	72.475	31.663
120.625	116.711	10.365	-21.013	49.197	41.145	40.180	27.458	2.562	-19.258	71.992	31.557
120.750	116.816	10.389	-21.077	48.564	43.053	42.167	28.292	2.588	-19.319	72.226	31.719
120.875	116.921	10.412	-21.140	49.960	44.436	43.795	28.461	2.613	-19.434	73.013	31.819
121.000	117.026	10.435	-21.204	51.101	44.563	44.292	28.568	2.618	-19.600	74.369	31.690
121.125	117.131	10.458	-21.267	51.111	43.106	43.236	28.482	2.582	-19.788	76.235	31.263
121.250	117.236	10.481	-21.331	51.975	40.257	40.684	29.338	2.496	-19.929	78.208	30.536
121.375	117.341	10.505	-21.395	53.504	37.086	37.655	30.097	2.399	-20.013	79.484	29.707
121.500	117.446	10.528	-21.458	53.871	34.283	34.853	29.338	2.328	-20.051	79.320	28.793
121.625	117.551	10.551	-21.522	53.271	32.186	32.668	28.964	2.304	-20.073	77.492	27.768
121.750	117.656	10.574	-21.585	53.609	30.904	31.280	30.045	2.323	-20.078	74.446	26.789
121.875	117.761	10.597	-21.649	53.315	30.157	30.465	29.840	2.360	-20.085	71.227	25.995
122.000	117.866	10.621	-21.712	51.363	29.802	30.100	28.231	2.403	-20.124	68.393	25.410
122.125	117.971	10.644	-21.776	48.934	29.749	30.075	26.233	2.448	-20.188	66.096	25.016
122.250	118.076	10.667	-21.840	47.774	30.033	30.363	24.814	2.473	-20.293	64.121	24.754
122.375	118.181	10.690	-21.903	46.998	30.593	30.875	25.994	2.464	-20.383	62.247	24.612
122.500	118.286	10.713	-21.967	46.729	31.351	31.538	28.397	2.434	-20.431	60.645	24.640
122.625	118.391	10.736	-22.030	48.196	32.173	32.242	27.728	2.400	-20.449	59.507	24.740
122.750	118.496	10.760	-22.094	49.502	32.931	32.885	24.721	2.370	-20.396	58.966	24.863
122.875	118.601	10.783	-22.157	49.323	33.584	33.453	21.945	2.341	-20.256	58.819	25.156
123.000	118.706	10.806	-22.221	48.640	34.099	33.938	19.878	2.319	-20.026	58.875	25.561
123.125	118.811	10.829	-22.284	48.631	34.415	34.292	19.307	2.315	-19.734	59.137	25.860
123.250	118.916	10.852	-22.348	48.595	34.420	34.397	20.957	2.343	-19.421	60.081	25.931
123.375	119.021	10.876	-22.412	48.272	34.154	34.250	24.218	2.396	-19.135	62.042	25.762
123.500	119.126	10.899	-22.475	48.345	33.702	33.903	27.054	2.456	-18.918	65.020	25.422
123.625	119.231	10.922	-22.539	48.271	33.195	33.467	26.657	2.498	-18.707	68.393	25.224
123.750	119.335	10.945	-22.602	48.635	32.721	33.013	25.177	2.515	-18.493	70.805	25.414
123.875	119.440	10.968	-22.666	49.518	32.215	32.487	25.628	2.524	-18.331	71.579	25.697
124.000	119.545	10.992	-22.729	50.187	31.585	31.802	26.203	2.531	-18.229	70.848	25.778
124.125	119.650	11.015	-22.793	50.679	30.798	30.939	26.095	2.533	-18.187	69.225	25.585
124.250	119.755	11.038	-22.856	51.028	29.919	29.980	25.403	2.526	-18.135	67.338	25.294
124.375	119.860	11.061	-22.920	52.632	29.141	29.102	24.095	2.514	-18.068	65.384	25.100
124.500	119.965	11.084	-22.984	54.972	28.631	28.449	22.988	2.500	-18.009	63.124	24.968
124.625	120.070	11.108	-23.047	56.582	28.453	28.089	23.238	2.491	-17.985	60.545	24.811
124.750	120.175	11.131	-23.111	55.396	28.543	27.996	23.909	2.487	-17.986	58.122	24.686
124.875	120.280	11.154	-23.174	52.208	28.699	28.019	23.273	2.483	-17.966	56.188	24.679
125.000	120.385	11.177	-23.238	49.609	28.855	28.113	21.409	2.476	-17.932	54.719	24.830
125.125	120.490	11.200	-23.301	48.795	29.068	28.319	20.725	2.473	-17.910	53.479	25.148
125.250	120.595	11.224	-23.365	51.306	29.553	28.823	22.096	2.488	-17.975	52.158	25.574
125.375	120.700	11.247	-23.428	54.669	30.507	29.769	22.596	2.528	-18.028	50.860	26.034
125.500	120.805	11.270	-23.492	55.357	32.119	31.315	22.570	2.585	-17.963	50.014	26.568
125.625	120.910	11.293	-23.556	52.752	34.524	33.579	23.871	2.643	-17.854	49.974	27.212
125.750	121.015	11.316	-23.619	49.888	37.737	36.626	26.676	2.677	-17.768	51.042	28.064
125.875	121.120	11.340	-23.683	49.456	41.089	39.901	29.647	2.686	-17.685	52.965	29.121
126.000	121.225	11.363	-23.746	50.587	43.695	42.586	31.639	2.681	-17.616	55.513	30.162
126.125	121.330	11.386	-23.810	51.720	44.614	43.736	31.946	2.668	-17.547	58.474	30.965
126.250	121.435	11.409	-23.873	51.908	43.029	42.448	29.590	2.650	-17.465	61.602	31.479
126.375	121.540	11.432	-23.937	51.839	39.851	39.497	24.886	2.624	-17.410	64.367	31.579
126.500	121.645	11.456	-24.001	52.663	36.122	35.859	20.416	2.595	-17.391	66.156	31.099
126.625	121.750	11.479	-24.064	53.451	32.783	32.461	17.872	2.566	-17.375	66.485	30.132
126.750	121.855	11.502	-24.128	52.878	30.536	30.010	16.694	2.539	-17.380	64.973	28.974
126.875	121.960	11.525	-24.191	52.110	29.316	28.519	15.893	2.512	-17.408	62.337	27.993
127.000	122.065	11.548	-24.255	52.691	28.964	27.910	15.492	2.487	-17.414	59.242	27.378
127.125	122.170	11.572	-24.318	53.689	29.237	28.021	16.268	2.468	-17.411	56.258	27.103
127.250	122.275	11.595	-24.382	52.078	29.980	28.745	19.184	2.473	-17.445	53.954	27.009
127.375	122.380	11.618	-24.445	48.496	31.017	29.859	21.965	2.506	-17.465	52.536	27.000
127.500	122.485	11.641	-24.509	45.648	32.285	31.275	23.213	2.559	-17.462	52.082	27.058
127.625	122.590	11.664	-24.573	44.703	33.655	32.857	24.019	2.610	-17.434	52.595	27.191
127.750	122.695	11.688	-24.636	45.345	34.813	34.305	26.506	2.638	-17.400	54.153	27.487
127.875	122.800	11.711	-24.700	47.206	35.409	35.239	29.554	2.647	-17.397	56.361	27.764
128.000	122.905	11.734	-24.763	50.374	35.120	35.288	31.084	2.639	-17.416	58.977	27.775
128.125	123.010	11.757	-24.827	54.174	33.800	34.228	30.546	2.622	-17.426	61.751	27.493
128.250	123.114	11.780	-24.890	56.579	31.491	32.010	28.697	2.610	-17.342	64.177	26.966
128.375	123.219	11.804	-24.954	56.579	28.777	29.232	24.400	2.614	-17.267	65.874	26.078
128.500	123.324	11.827	-25.017	53.679	26.078	26.349	20.928	2.625	-17.311	66.621	24.797
128.625	123.429	11.850	-25.081	49.642	23.688	23.716	18.813	2.623	-17.450	66.220	23.366
128.750	123.534	11.873	-25.145	48.716	21.809	21.598	17.616	2.590	-17.616	64.291	22.016
128.875	123.639	11.896	-25.208	50.326	20.354	19.946	16.896	2.539	-17.785	61.149	20.828
129.000	123.744	11.919	-25.272	52.675	19.284	18.734	16.742	2.483	-17.954	57.074	19.897
129.125	123.849	11.943	-25.335	54.526	18.603	17.961	17.053	2.434	-18.089	52.526	19.252
129.250	123.954	11.966	-25.399	55.013	18.461	17.745	17.528	2.407	-18.196	48.173	18.828
129.375	124.059	11.989	-25.462	53.972	18.884	18.074	17.494	2.409	-18.290	44.425	18.605
129.500	124.164	12.012	-25.526	51.344	19.918	18.986	17.805	2.433	-18.316	41.504	18.662
129.625	124.269	12.035	-25.589	48.861	21.497	20.447	19.751	2.463	-18.308	39.620	18.955
129.750	124.374	12.059	-25.653	48.352	23.402	22.315	23.048	2.475	-18.318	39.091	19.517
129.875	124.479	12.082	-25.717	48.906	25.189	24.174	25.701	2.476	-18.304	39.589	20.370
130.000	124.584	12.105	-25.780	47.360	26.535	25.681	27.702	2.481	-18.267	40.804	21.355
130.125	124.689	12.128	-25.844	43.179	27.294	26.619	28.928	2.501	-18.264	42.303	22.168
130.250	124.794	12.151	-25.907	40.488	27.458	26.898	26.636	2.535	-18.312	43.643	22.631
130.375	124.899	12.175	-25.971	40.962	27.252	26.725	22.942	2.572	-18.346	44.699	22.841
130.500	125.004	12.198	-26.034	42.421	26.694	26.132	20.366	2.600	-18.383	45.491	22.847
130.625	125.109	12.221	-26.098	42.901	25.734	25.094	20.299	2.606	-18.421	46.038	22.692
130.750	125.214	12.244	-26.161	42.072	24.320	23.593	22.707	2.571	-18.410	46.352	22.285
130.875	125.319	12.267	-26.225	42.309	22.690	21.905	24.081	2.503	-18.350	46.412	21.597
131.000	125.424	12.291	-26.289	45.902	21.074	20.284	22.605	2.423	-18.286	45.974	20.707
131.125	125.529	12.314	-26.352	52.983	19.659	18.920	20.558	2.356	-18.249	44.797	19.686
131.250	125.634	12.337	-26.416	59.053	18.554	17.910	19.309	2.325	-18.198	42.718	18.597
131.375	125.739	12.360	-26.479	59.915	17.645	17.102	18.779	2.330	-18.139	40.095	17.718
131.500	125.844	12.383	-26.543	58.281	16.837	16.367	18.459	2.364	-18.102	37.318	17.141
131.625	125.949	12.407	-26.606	57.669	16.090	15.636	18.424	2.408	-18.077	34.817	16.607
131.750	126.054	12.430	-26.670	58.444	15.456	14.951	17.398	2.432	-18.038	32.907	15.885
131.875	126.159	12.453	-26.734	56.770	14.994	14.407	13.612	2.423	-18.009	31.417	15.171
132.000	126.264	12.476	-26.797	52.311	14.749	14.079	10.616	2.391	-17.971	30.198	14.620
132.125	126.369	12.499	-26.861	49.125	14.716	13.991	10.937	2.364	-17.905	29.142	14.282
132.250	126.474	12.523	-26.924	50.550	14.862	14.129	11.231	2.371	-17.894	28.283	14.183
132.375	126.579	12.546	-26.988	53.726	15.101	14.376	11.687	2.405	-17.938	27.726	14.187
132.500	126.684	12.569	-27.051	56.857	15.418	14.670	12.231	2.441	-17.945	27.522	14.239
132.625	126.788	12.592	-27.115	59.626	15.798	14.963	13.050	2.456	-17.903	27.523	14.389
132.750	126.893	12.615	-27.178	60.499	16.160	15.190	13.881	2.442	-17.897	27.475	14.590
132.875	126.998	12.639	-27.242	58.461	16.396	15.312	14.225	2.411	-17.936	27.280	14.752
133.000	127.103	12.662	-27.306	55.808	16.444	15.309	14.261	2.379	-17.948	26.943	14.938
133.125	127.208	12.685	-27.369	54.996	16.331	15.199	14.058	2.365	-17.890	26.536	15.145
133.250	127.313	12.708	-27.433	55.650	16.200	15.069	13.543	2.383	-17.772	26.127	15.232
133.375	127.418	12.731	-27.496	56.973	16.243	15.068	13.219	2.418	-17.657	25.674	15.281
133.500	127.523	12.755	-27.560	58.619	16.582	15.305	13.822	2.454	-17.584	25.160	15.453
133.625	127.628	12.778	-27.623	58.421	17.220	15.803	15.317	2.477	-17.559	24.694	15.739
133.750	127.733	12.801	-27.687	54.482	18.050	16.493	16.487	2.471	-17.527	24.414	16.112
133.875	127.838	12.824	-27.750	49.778	18.841	17.176	16.129	2.447	-17.461	24.266	16.580
134.000	127.943	12.847	-27.814	48.343	19.416	17.699	15.939	2.421	-17.404	24.195	17.068
134.125	128.048	12.871	-27.878	51.088	19.665	17.963	16.090	2.407	-17.393	24.153	17.457
134.250	128.153	12.894	-27.941	54.745	19.563	17.934	15.721	2.416	-17.458	24.111	17.643
134.375	128.258	12.917	-28.005	55.078	19.310	17.758	14.346	2.441	-17.545	24.143	17.684
134.500	128.363	12.940	-28.068	52.601	19.055	17.544	13.094	2.468	-17.604	24.353	17.659
134.625	128.468	12.963	-28.132	50.671	18.891	17.377	12.631	2.478	-17.618	24.735	17.636
134.750	128.573	12.987	-28.195	50.023	18.872	17.322	12.938	2.459	-17.611	25.164	17.576
134.875	128.678	13.010	-28.259	49.507	18.923	17.339	13.801	2.420	-17.629	25.493	17.480
135.000	128.783	13.033	-28.322	49.372	18.935	17.351	14.887	2.380	-17.679	25.619	17.434
135.125	128.888	13.056	-28.386	50.872	18.798	17.274	15.615	2.358	-17.732	25.549	17.404
135.250	128.993	13.079	-28.450	52.706	18.429	17.025	15.792	2.369	-17.746	25.428	17.237
135.375	129.098	13.102	-28.513	52.857	17.900	16.639	15.439	2.401	-17.720	25.376	16.963
135.500	129.203	13.126	-28.577	52.370	17.319	16.172	14.696	2.436	-17.684	25.367	16.634
135.625	129.308	13.149	-28.640	52.211	16.809	15.705	13.837	2.459	-17.670	25.315	16.246
135.750	129.413	13.172	-28.704	52.273	16.451	15.307	12.852	2.463	-17.677	25.108	15.839
135.875	129.518	13.195	-28.767	52.084	16.155	14.946	12.527	2.451	-17.694	24.738	15.456
136.000	129.623	13.218	-28.831	51.638	15.790	14.540	12.799	2.430	-17.715	24.289	15.065
136.125	129.728	13.242	-28.894	50.737	15.245	14.011	13.633	2.416	-17.718	23.859	14.696
136.250	129.833	13.265	-28.958	50.337	14.520	13.358	13.643	2.422	-17.687	23.502	14.385
136.375	129.938	13.288	-29.022	51.817	13.826	12.737	13.223	2.445	-17.668	23.214	14.015
136.500	130.043	13.311	-29.085	53.481	13.378	12.314	12.081	2.470	-17.654	22.931	13.595
136.625	130.148	13.334	-29.149	52.283	13.343	12.222	10.718	2.488	-17.631	22.532	13.272
136.750	130.253	13.358	-29.212	48.762	13.841	12.577	10.406	2.488	-17.599	21.980	13.142
136.875	130.358	13.381	-29.276	46.760	14.688	13.259	11.522	2.473	-17.560	21.467	13.168
137.000	130.463	13.404	-29.339	47.546	15.677	14.130	13.773	2.450	-17.503	21.181	13.428
137.125	130.567	13.427	-29.403	49.878	16.584	15.010	15.435	2.434	-17.465	21.255	13.905
137.250	130.672	13.450	-29.467	51.260	17.194	15.683	15.973	2.438	-17.455	21.750	14.414
137.375	130.777	13.474	-29.530	50.146	17.499	16.063	15.627	2.457	-17.449	22.420	14.870
137.500	130.882	13.497	-29.594	47.468	17.537	16.125	14.816	2.476	-17.456	23.057	15.228
137.625	130.987	13.520	-29.657	45.894	17.360	15.904	14.053	2.478	-17.464	23.542	15.415
137.750	131.092	13.543	-29.721	46.430	16.993	15.450	13.118	2.456	-17.440	23.757	15.442
137.875	131.197	13.566	-29.784	47.621	16.524	14.899	12.389	2.422	-17.393	23.694	15.352
138.000	131.302	13.590	-29.848	49.245	16.044	14.349	11.752	2.389	-17.354	23.378	15.084
138.125	131.407	13.613	-29.911	51.426	15.660	13.891	11.304	2.369	-17.334	22.852	14.712
138.250	131.512	13.636	-29.975	52.057	15.490	13.618	11.874	2.377	-17.329	22.187	14.438
138.375	131.617	13.659	-30.039	51.732	15.527	13.535	12.963	2.406	-17.297	21.569	14.281
138.500	131.722	13.682	-30.102	52.832	15.756	13.649	13.289	2.442	-17.214	21.114	14.252
138.625	131.827	13.706	-30.166	55.722	16.157	13.939	12.783	2.469	-17.113	20.830	14.395
138.750	131.932	13.729	-30.229	57.439	16.732	14.387	12.196	2.472	-17.089	20.678	14.661
138.875	132.037	13.752	-30.293	57.360	17.410	14.921	12.264	2.452	-17.140	20.562	14.967
139.000	132.142	13.775	-30.356	56.925	18.103	15.478	13.120	2.420	-17.219	20.446	15.339
139.125	132.247	13.798	-30.420	56.472	18.684	15.979	14.070	2.390	-17.283	20.407	15.720
139.250	132.352	13.822	-30.483	55.775	19.031	16.329	14.631	2.383	-17.328	20.638	16.007
139.375	132.457	13.845	-30.547	55.614	19.196	16.535	15.217	2.400	-17.386	21.140	16.291
139.500	132.562	13.868	-30.611	56.410	19.246	16.610	15.703	2.428	-17.467	21.843	16.542
139.625	132.667	13.891	-30.674	56.765	19.235	16.577	15.033	2.451	-17.569	22.641	16.669
139.750	132.772	13.914	-30.738	55.886	19.169	16.446	13.762	2.455	-17.651	23.332	16.704
139.875	132.877	13.938	-30.801	56.155	19.008	16.226	13.603	2.443	-17.699	23.791	16.668
140.000	132.982	13.961	-30.865	58.775	18.709	15.908	13.737	2.420	-17.752	24.032	16.509
140.125	133.087	13.984	-30.928	61.274	18.299	15.514	13.442	2.399	-17.805	24.101	16.311
140.250	133.192	14.007	-30.992	60.425	17.899	15.117	13.007	2.399	-17.826	24.004	16.182
140.375	133.297	14.030	-31.055	57.844	17.652	14.811	13.422	2.416	-17.805	23.837	16.000
140.500	133.402	14.054	-31.119	56.519	17.644	14.656	13.410	2.438	-17.765	23.633	15.808
140.625	133.507	14.077	-31.183	57.411	17.857	14.664	12.779	2.452	-17.725	23.379	15.765
140.750	133.612	14.100	-31.246	57.583	18.138	14.770	12.992	2.449	-17.694	23.122	15.790
140.875	133.717	14.123	-31.310	55.677	18.260	14.831	13.875	2.429	-17.657	22.961	15.737
141.000	133.822	14.146	-31.373	52.627	18.117	14.769	14.384	2.397	-17.574	22.936	15.679
141.125	133.927	14.170	-31.437	49.875	17.739	14.581	14.055	2.370	-17.479	23.070	15.643
141.250	134.032	14.193	-31.500	49.271	17.284	14.336	13.658	2.369	-17.439	23.362	15.480
141.375	134.137	14.216	-31.564	51.116	16.980	14.156	13.292	2.389	-17.442	23.665	15.228
141.500	134.242	14.239	-31.628	54.562	16.940	14.120	13.056	2.413	-17.472	23.908	14.971
141.625	134.346	14.262	-31.691	56.191	17.104	14.216	13.304	2.424	-17.496	24.129	14.740
141.750	134.451	14.286	-31.755	54.965	17.140	14.235	13.242	2.406	-17.493	24.381	14.505
141.875	134.556	14.309	-31.818	53.517	16.652	13.869	12.925	2.367	-17.493	24.653	14.156
142.000	134.661	14.332	-31.882	54.048	15.432	12.917	12.396	2.326	-17.529	24.895	13.621
142.125	134.766	14.355	-31.945	55.640	13.583	11.426	11.987	2.304	-17.605	24.992	12.859
142.250	134.871	14.378	-32.009	55.602	11.500	9.699	10.790	2.310	-17.676	24.760	11.717
142.375	134.976	14.401	-32.072	52.828	9.678	8.144	8.593	2.332	-17.723	24.130	10.278
142.500	135.081	14.425	-32.136	48.358	8.338	6.943	6.754	2.358	-17.729	22.956	8.901
142.625	135.186	14.448	-32.200	43.278	7.522	6.135	6.181	2.380	-17.726	21.143	7.892
142.750	135.291	14.471	-32.263	40.097	7.208	5.716	6.350	2.387	-17.719	18.791	7.192
142.875	135.396	14.494	-32.327	39.791	7.163	5.534	6.379	2.376	-17.685	16.386	6.634
143.000	135.501	14.517	-32.390	40.403	7.231	5.490	6.299	2.357	-17.624	14.285	6.270
143.125	135.606	14.541	-32.454	40.067	7.291	5.500	6.266	2.347	-17.511	12.729	6.053
143.250	135.711	14.564	-32.517	40.335	7.290	5.516	6.307	2.359	-17.343	11.805	5.884
143.375	135.816	14.587	-32.581	42.265	7.261	5.524	6.292	2.380	-17.205	11.205	5.756
143.500	135.921	14.610	-32.644	43.779	7.235	5.526	6.207	2.397	-17.127	10.763	5.643
143.625	136.026	14.633	-32.708	43.802	7.229	5.518	6.180	2.399	-17.058	10.404	5.534
143.750	136.131	14.657	-32.772	43.914	7.237	5.487	6.260	2.376	-17.020	10.085	5.501
143.875	136.236	14.680	-32.835	43.112	7.230	5.433	6.278	2.338	-17.027	9.793	5.486
144.000	136.341	14.703	-32.899	40.958	7.190	5.357	6.249	2.301	-17.052	9.551	5.421
144.125	136.446	14.726	-32.962	39.862	7.116	5.265	6.189	2.286	-17.087	9.349	5.364
144.250	136.551	14.749	-33.026	42.910	7.024	5.165	6.058	2.303	-17.131	9.160	5.327
144.375	136.656	14.773	-33.089	47.441	6.949	5.078	5.934	2.334	-17.166	8.972	5.245
144.500	136.761	14.796	-33.153	50.986	6.928	5.032	5.820	2.362	-17.192	8.771	5.193
144.625	136.866	14.819	-33.216	54.121	6.997	5.058	5.769	2.379	-17.226	8.534	5.240
144.750	136.971	14.842	-33.280	58.280	7.185	5.179	5.783	2.382	-17.226	8.267	5.316
144.875	137.076	14.865	-33.344	62.866	7.444	5.359	6.039	2.376	-17.192	8.009	5.427
145.000	137.181	14.889	-33.407	66.010	7.706	5.554	6.564	2.366	-17.145	7.801	5.606
145.125	137.286	14.912	-33.471	67.016	7.892	5.711	7.210	2.360	-17.103	7.715	5.768
145.250	137.391	14.935	-33.534	66.839	7.937	5.781	7.447	2.368	-17.075	7.816	5.868
145.375	137.496	14.958	-33.598	67.124	7.886	5.771	7.281	2.387	-17.081	8.022	5.980
145.500	137.601	14.981	-33.661	68.285	7.799	5.706	6.953	2.407	-17.123	8.251	6.051
145.625	137.706	15.005	-33.725	70.814	7.729	5.621	6.763	2.419	-17.181	8.423	6.042
145.750	137.811	15.028	-33.788	73.598	7.691	5.549	6.878	2.417	-17.230	8.443	6.036
145.875	137.916	15.051	-33.852	75.298	7.651	5.490	6.920	2.404	-17.278	8.348	6.027
146.000	138.020	15.074	-33.916	75.338	7.577	5.427	6.858	2.386	-17.372	8.205	5.988
146.125	138.125	15.097	-33.979	74.990	7.463	5.343	6.720	2.372	-17.522	8.049	5.997
146.250	138.230	15.121	-34.043	76.936	7.348	5.242	6.633	2.366	-17.718	7.876	6.039
146.375	138.335	15.144	-34.106	80.798	7.298	5.165	6.517	2.367	-17.906	7.682	6.006
146.500	138.440	15.167	-34.170	84.298	7.354	5.153	6.440	2.371	-18.075	7.444	5.958
146.625	138.545	15.190	-34.233	84.680	7.518	5.235	6.606	2.374	-18.253	7.172	5.974
146.750	138.650	15.213	-34.297	82.117	7.760	5.419	6.980	2.370	-18.469	6.949	6.015
146.875	138.755	15.237	-34.361	80.838	8.006	5.644	7.011	2.361	-18.695	6.823	6.080
147.000	138.860	15.260	-34.424	80.215	8.202	5.849	6.998	2.352	-18.884	6.789	6.211
147.125	138.965	15.283	-34.488	79.470	8.319	5.986	6.977	2.352	-19.027	6.828	6.375
147.250	139.070	15.306	-34.551	78.399	8.347	6.034	7.213	2.360	-19.141	6.896	6.526
147.375	139.175	15.329	-34.615	78.053	8.346	6.050	7.425	2.370	-19.273	6.936	6.650
147.500	139.280	15.353	-34.678	78.012	8.386	6.091	7.502	2.375	-19.433	6.950	6.726
147.625	139.385	15.376	-34.742	78.248	8.551	6.216	7.531	2.376	-19.599	6.955	6.823
147.750	139.490	15.399	-34.805	78.979	8.930	6.480	7.456	2.376	-19.785	6.938	7.042
147.875	139.595	15.422	-34.869	79.053	9.464	6.847	7.656	2.379	-19.992	6.913	7.327
148.000	139.700	15.445	-34.933	78.688	10.045	7.255	8.037	2.387	-20.199	6.920	7.643
148.125	139.805	15.469	-34.996	79.062	10.524	7.610	8.730	2.395	-20.422	6.990	7.977
148.250	139.910	15.492	-35.060	80.567	10.726	7.789	9.299	2.399	-20.676	7.163	8.243
148.375	140.015	15.515	-35.123	81.724	10.662	7.789	9.482	2.399	-20.891	7.437	8.427
148.500	140.120	15.538	-35.187	81.650	10.415	7.653	9.224	2.401	-21.037	7.756	8.575
148.625	140.225	15.561	-35.250	81.070	10.140	7.472	8.921	2.404	-21.165	8.024	8.649
148.750	140.330	15.584	-35.314	80.910	10.055	7.380	8.781	2.404	-21.279	8.134	8.653
148.875	140.435	15.608	-35.377	81.820	10.263	7.467	8.655	2.401	-21.363	8.065	8.795
149.000	140.540	15.631	-35.441	82.444	10.783	7.779	8.754	2.401	-21.433	7.855	9.099
