#Depth	TVD	DX	DY	GR	RT	RI	RXO	DEN	SP
96.125	95.239	6.762	5.393	58.822	33.181	29.712	23.559	2.124	-13.038
96.250	95.358	6.798	5.410	59.013	31.275	28.568	23.110	2.113	-12.779
96.375	95.476	6.835	5.427	61.130	27.615	25.559	22.240	2.126	-12.519
96.500	95.594	6.871	5.444	64.431	22.985	21.441	21.701	2.165	-12.256
96.625	95.712	6.908	5.462	66.440	18.803	17.640	18.288	2.216	-12.139
96.750	95.830	6.944	5.479	68.321	15.968	14.966	13.921	2.254	-11.966
96.875	95.948	6.980	5.496	71.612	14.688	13.578	11.863	2.263	-11.812
97.000	96.066	7.017	5.513	74.001	14.759	13.329	13.661	2.241	-11.746
97.125	96.185	7.053	5.530	71.104	15.772	14.019	15.094	2.194	-11.733
97.250	96.303	7.090	5.548	66.866	16.860	15.016	15.052	2.143	-11.803
97.375	96.421	7.126	5.565	63.729	17.391	15.701	14.397	2.103	-11.854
97.500	96.539	7.163	5.582	62.236	17.050	15.583	13.895	2.090	-11.843
97.625	96.657	7.199	5.599	62.980	16.026	14.716	12.795	2.125	-11.781
97.750	96.775	7.235	5.616	66.092	15.170	13.910	11.278	2.204	-11.750
97.875	96.893	7.272	5.634	70.372	15.175	13.720	11.101	2.310	-11.726
98.000	97.011	7.308	5.651	73.736	16.578	14.554	12.567	2.415	-11.632
98.125	97.130	7.345	5.668	75.208	19.973	17.070	21.298	2.486	-11.493
98.250	97.248	7.381	5.685	72.959	24.712	21.150	36.558	2.527	-11.355
98.375	97.366	7.418	5.703	66.896	29.373	25.955	51.065	2.556	-11.190
98.500	97.484	7.454	5.720	61.438	31.765	29.204	48.443	2.588	-11.087
98.625	97.602	7.490	5.737	62.604	29.646	27.592	41.310	2.623	-10.944
98.750	97.720	7.527	5.754	67.889	24.489	22.562	35.898	2.638	-10.810
98.875	97.838	7.563	5.771	72.782	18.508	16.873	23.892	2.611	-10.630
99.000	97.957	7.600	5.789	76.299	13.555	12.348	12.622	2.542	-10.454
99.125	98.075	7.636	5.806	79.294	10.566	9.584	8.770	2.448	-10.373
99.250	98.193	7.672	5.823	82.876	8.981	7.979	7.441	2.363	-10.243
99.375	98.311	7.709	5.840	87.094	8.393	7.220	6.902	2.302	-10.179
99.500	98.429	7.745	5.858	90.280	8.451	7.079	6.649	2.273	-10.111
99.625	98.547	7.782	5.875	89.528	8.864	7.381	7.123	2.274	-10.085
99.750	98.665	7.818	5.892	87.813	9.300	7.809	7.715	2.292	-10.028
99.875	98.784	7.855	5.909	87.422	9.594	8.172	8.058	2.314	-10.017
100.000	98.902	7.891	5.926	86.214	9.679	8.358	8.029	2.333	-10.041
100.125	99.020	7.927	5.944	82.829	9.559	8.324	7.630	2.338	-10.017
100.250	99.138	7.964	5.961	81.766	9.375	8.177	7.361	2.329	-10.080
100.375	99.256	8.000	5.978	83.932	9.234	8.020	7.198	2.310	-10.111
100.500	99.374	8.037	5.995	86.093	9.193	7.926	7.214	2.293	-10.138
100.625	99.492	8.073	6.012	86.799	9.237	7.889	7.408	2.296	-10.162
100.750	99.611	8.110	6.030	86.658	9.279	7.841	7.887	2.323	-10.160
100.875	99.729	8.146	6.047	86.139	9.277	7.753	8.468	2.366	-10.177
101.000	99.847	8.182	6.064	87.551	9.239	7.643	8.712	2.411	-10.155
101.125	99.965	8.219	6.081	91.063	9.228	7.562	8.419	2.440	-10.135
101.250	100.083	8.255	6.099	93.290	9.294	7.545	8.117	2.445	-10.098
101.375	100.201	8.292	6.116	93.251	9.450	7.604	9.219	2.428	-10.028
101.500	100.319	8.328	6.133	93.724	9.680	7.724	9.697	2.394	-9.997
101.625	100.437	8.364	6.150	94.791	9.969	7.905	8.219	2.349	-9.955
101.750	100.556	8.401	6.167	93.771	10.292	8.139	8.022	2.307	-9.988
101.875	100.674	8.437	6.185	90.247	10.616	8.406	8.864	2.274	-10.001
102.000	100.792	8.474	6.202	86.554	10.867	8.646	9.708	2.257	-10.023
102.125	100.910	8.510	6.219	86.347	10.888	8.735	10.081	2.262	-10.094
102.250	101.028	8.547	6.236	87.443	10.616	8.598	9.424	2.281	-10.116
102.375	101.146	8.583	6.253	87.884	10.066	8.214	8.159	2.306	-10.210
102.500	101.264	8.619	6.271	89.179	9.363	7.673	7.253	2.325	-10.269
102.625	101.383	8.656	6.288	94.933	8.720	7.150	6.922	2.331	-10.331
102.750	101.501	8.692	6.305	97.938	8.283	6.780	6.955	2.327	-10.357
102.875	101.619	8.729	6.322	94.871	8.091	6.607	7.044	2.320	-10.403
103.000	101.737	8.765	6.340	90.274	8.114	6.618	7.098	2.318	-10.436
103.125	101.855	8.802	6.357	89.857	8.295	6.783	7.259	2.318	-10.397
103.250	101.973	8.838	6.374	90.407	8.523	7.015	7.886	2.316	-10.414
103.375	102.091	8.874	6.391	88.374	8.725	7.255	8.376	2.307	-10.386
103.500	102.210	8.911	6.408	84.649	8.839	7.443	7.829	2.297	-10.375
103.625	102.328	8.947	6.426	82.745	8.794	7.507	7.702	2.294	-10.381
103.750	102.446	8.984	6.443	85.497	8.612	7.441	7.693	2.303	-10.362
103.875	102.564	9.020	6.460	90.181	8.348	7.272	7.447	2.319	-10.316
104.000	102.682	9.056	6.477	93.391	8.088	7.067	6.958	2.335	-10.269
104.125	102.800	9.093	6.495	96.328	7.942	6.916	6.582	2.341	-10.250
104.250	102.918	9.129	6.512	99.463	7.933	6.855	6.525	2.341	-10.230
104.375	103.036	9.166	6.529	100.909	8.037	6.877	6.794	2.338	-10.204
104.500	103.155	9.202	6.546	100.465	8.190	6.942	7.247	2.337	-10.182
104.625	103.273	9.239	6.563	101.100	8.298	6.976	7.531	2.339	-10.102
104.750	103.391	9.275	6.581	101.559	8.317	6.933	7.364	2.344	-10.041
104.875	103.509	9.311	6.598	100.191	8.260	6.820	7.034	2.352	-10.006
105.000	103.627	9.348	6.615	97.962	8.189	6.687	7.009	2.356	-9.953
105.125	103.745	9.384	6.632	95.012	8.234	6.626	7.155	2.348	-9.861
105.250	103.863	9.421	6.649	93.254	8.513	6.724	7.287	2.325	-9.667
105.375	103.982	9.457	6.667	91.538	9.165	7.085	7.597	2.290	-9.533
105.500	104.100	9.494	6.684	87.709	10.349	7.827	8.648	2.253	-9.373
105.625	104.218	9.530	6.701	83.117	12.374	9.204	10.482	2.226	-9.193
105.750	104.336	9.566	6.718	80.343	15.279	11.306	13.754	2.210	-9.004
105.875	104.454	9.603	6.736	78.082	19.116	14.264	18.627	2.202	-8.775
106.000	104.572	9.639	6.753	72.828	23.825	18.105	23.677	2.196	-8.564
106.125	104.690	9.676	6.770	67.158	29.301	22.783	28.662	2.189	-8.380
106.250	104.809	9.712	6.787	65.516	35.089	27.855	33.187	2.179	-8.292
106.375	104.927	9.748	6.804	67.544	40.685	32.905	35.956	2.164	-8.151
106.500	105.045	9.785	6.822	69.850	45.243	37.267	38.933	2.148	-8.055
106.625	105.163	9.821	6.839	68.993	47.122	39.522	43.232	2.137	-8.019
106.750	105.281	9.858	6.856	65.739	45.923	39.016	47.182	2.135	-8.011
106.875	105.399	9.894	6.873	65.028	42.131	35.953	43.247	2.142	-8.035
107.000	105.517	9.931	6.890	70.392	37.266	31.680	31.079	2.154	-8.019
107.125	105.635	9.967	6.908	77.071	33.499	28.157	21.769	2.165	-8.028
107.250	105.754	10.003	6.925	78.266	31.992	26.402	19.337	2.169	-8.019
107.375	105.872	10.040	6.942	73.970	33.108	26.738	21.992	2.165	-8.030
107.500	105.990	10.076	6.959	69.420	36.696	29.204	30.254	2.155	-8.046
107.625	106.108	10.113	6.977	68.112	42.282	33.772	44.047	2.141	-7.971
107.750	106.226	10.149	6.994	67.182	48.286	39.170	49.178	2.131	-7.914
107.875	106.344	10.186	7.011	66.220	53.522	44.134	43.956	2.125	-7.870
108.000	106.462	10.222	7.028	65.433	57.386	47.824	36.484	2.125	-7.879
108.125	106.581	10.258	7.045	62.952	60.058	50.316	37.496	2.127	-7.885
108.250	106.699	10.295	7.063	59.209	62.541	52.643	44.853	2.128	-7.866
108.375	106.817	10.331	7.080	57.255	65.210	55.287	51.223	2.125	-7.899
108.500	106.935	10.368	7.097	59.675	67.761	58.119	56.399	2.120	-7.870
108.625	107.053	10.404	7.114	61.929	69.101	60.215	60.702	2.114	-7.965
108.750	107.171	10.440	7.131	59.693	68.572	60.805	59.927	2.112	-8.055
108.875	107.289	10.477	7.149	57.021	65.989	59.613	54.631	2.113	-8.125
109.000	107.408	10.513	7.166	58.308	61.706	56.833	49.129	2.118	-8.204
109.125	107.526	10.550	7.183	62.748	56.402	52.845	44.064	2.125	-8.327
109.250	107.644	10.586	7.200	65.465	51.074	48.579	37.419	2.132	-8.463
109.375	107.762	10.623	7.218	65.813	46.106	44.558	33.215	2.137	-8.547
109.500	107.880	10.659	7.235	67.322	41.372	40.734	30.452	2.140	-8.714
109.625	107.998	10.695	7.252	70.608	36.295	36.383	28.277	2.148	-8.826
109.750	108.116	10.732	7.269	73.915	30.647	31.097	27.351	2.163	-8.960
109.875	108.234	10.768	7.286	76.747	24.758	25.234	25.867	2.188	-9.074
110.000	108.353	10.805	7.304	79.883	19.332	19.715	19.698	2.217	-9.206
110.125	108.471	10.841	7.321	83.656	15.305	15.634	12.341	2.239	-9.358
110.250	108.589	10.878	7.338	86.724	12.782	13.034	9.058	2.248	-9.461
110.375	108.707	10.914	7.355	87.432	11.663	11.741	8.695	2.243	-9.584
110.500	108.825	10.950	7.373	86.195	11.673	11.506	9.712	2.229	-9.645
110.625	108.943	10.987	7.390	84.216	12.497	12.173	11.856	2.215	-9.709
110.750	109.061	11.023	7.407	81.441	13.534	13.225	13.175	2.209	-9.790
110.875	109.180	11.060	7.424	78.245	14.432	14.234	13.203	2.210	-9.832
111.000	109.298	11.096	7.441	76.450	15.065	14.916	12.317	2.213	-9.856
111.125	109.416	11.132	7.459	76.418	15.652	15.371	12.078	2.212	-9.828
111.250	109.534	11.169	7.476	74.833	16.664	16.079	12.615	2.202	-9.834
111.375	109.652	11.205	7.493	72.035	18.510	17.452	14.889	2.187	-9.801
111.500	109.770	11.242	7.510	71.636	21.457	19.805	19.184	2.170	-9.742
111.625	109.888	11.278	7.527	73.411	25.673	23.432	29.856	2.161	-9.718
111.750	110.007	11.315	7.545	71.897	30.522	27.838	35.391	2.160	-9.597
111.875	110.125	11.351	7.562	67.960	35.235	32.271	39.335	2.165	-9.522
112.000	110.243	11.387	7.579	65.735	38.962	35.781	39.033	2.169	-9.434
112.125	110.361	11.424	7.596	67.002	40.947	37.492	40.332	2.165	-9.333
112.250	110.479	11.460	7.614	68.032	41.720	37.979	40.224	2.161	-9.219
112.375	110.597	11.497	7.631	67.917	42.037	38.046	38.281	2.166	-9.164
112.500	110.715	11.533	7.648	68.598	42.693	38.455	30.610	2.188	-9.118
112.625	110.833	11.570	7.665	67.456	44.333	39.851	29.396	2.238	-9.017
112.750	110.952	11.606	7.682	61.617	46.685	42.097	31.532	2.305	-8.999
112.875	111.070	11.642	7.700	55.025	48.987	44.631	40.771	2.383	-8.995
113.000	111.188	11.679	7.717	52.011	50.026	46.359	47.156	2.460	-9.039
113.125	111.306	11.715	7.734	52.783	48.101	45.388	44.436	2.519	-9.065
113.250	111.424	11.752	7.751	53.270	43.371	41.386	39.793	2.553	-9.122
113.375	111.542	11.788	7.768	53.539	36.803	35.207	34.226	2.560	-9.180
113.500	111.660	11.824	7.786	56.040	29.927	28.607	27.690	2.546	-9.250
113.625	111.779	11.861	7.803	61.569	24.367	23.360	21.188	2.521	-9.344
113.750	111.897	11.897	7.820	66.851	20.564	19.818	16.719	2.500	-9.382
113.875	112.015	11.934	7.837	68.498	18.504	17.887	15.206	2.487	-9.439
114.000	112.133	11.970	7.855	65.270	17.960	17.353	16.666	2.480	-9.470
114.125	112.251	12.007	7.872	60.359	18.800	18.190	21.847	2.477	-9.461
114.250	112.369	12.043	7.889	57.867	20.507	19.980	24.721	2.481	-9.448
114.375	112.487	12.079	7.906	58.493	22.853	22.486	23.826	2.498	-9.402
114.500	112.606	12.116	7.923	60.861	25.662	25.495	22.085	2.535	-9.373
114.625	112.724	12.152	7.941	62.050	28.636	28.802	24.870	2.586	-9.289
114.750	112.842	12.189	7.958	63.028	31.000	31.744	30.737	2.628	-9.250
114.875	112.960	12.225	7.975	64.653	31.718	33.110	33.636	2.644	-9.224
115.000	113.078	12.262	7.992	66.625	29.932	31.502	30.602	2.624	-9.171
115.125	113.196	12.298	8.010	67.895	25.404	26.331	30.296	2.572	-9.217
115.250	113.314	12.334	8.027	70.246	19.913	20.158	22.007	2.503	-9.281
115.375	113.433	12.371	8.044	75.510	14.969	14.950	13.445	2.431	-9.358
115.500	113.551	12.407	8.061	82.634	11.570	11.524	8.711	2.370	-9.382
115.625	113.669	12.444	8.078	85.727	10.386	10.088	7.327	2.344	-9.485
115.750	113.787	12.480	8.096	82.535	11.101	10.154	8.194	2.363	-9.575
115.875	113.905	12.516	8.113	74.769	13.708	11.791	12.623	2.422	-9.626
116.000	114.023	12.553	8.130	66.116	18.160	15.257	20.450	2.502	-9.698
116.125	114.141	12.589	8.147	59.681	24.201	20.954	31.915	2.574	-9.786
116.250	114.259	12.626	8.164	55.546	30.408	27.670	37.473	2.625	-9.913
116.375	114.378	12.662	8.182	53.145	35.356	33.532	36.065	2.660	-9.995
116.500	114.496	12.699	8.199	51.987	38.003	36.791	32.271	2.688	-10.102
116.625	114.614	12.735	8.216	52.619	37.996	36.858	32.422	2.708	-10.219
116.750	114.732	12.771	8.233	54.695	36.749	35.471	34.447	2.709	-10.344
116.875	114.850	12.808	8.251	56.607	35.313	33.748	33.619	2.683	-10.509
117.000	114.968	12.844	8.268	57.059	34.380	32.349	29.179	2.630	-10.647
117.125	115.086	12.881	8.285	56.637	34.368	31.681	28.103	2.569	-10.709
117.250	115.205	12.917	8.302	57.773	35.110	31.683	28.014	2.523	-10.753
117.375	115.323	12.954	8.319	60.168	36.425	32.285	27.391	2.504	-10.843
117.500	115.441	12.990	8.337	61.976	38.063	33.355	27.225	2.511	-10.990
117.625	115.559	13.026	8.354	62.116	39.747	34.709	28.324	2.529	-11.076
117.750	115.677	13.063	8.371	61.860	41.294	36.089	28.715	2.539	-11.140
117.875	115.795	13.099	8.388	61.481	42.688	37.419	29.356	2.537	-11.177
118.000	115.913	13.136	8.405	60.208	43.985	38.718	32.632	2.526	-11.227
118.125	116.032	13.172	8.423	58.050	45.239	39.994	36.726	2.512	-11.315
118.250	116.150	13.208	8.440	55.059	46.481	41.233	37.688	2.498	-11.359
118.375	116.268	13.245	8.457	53.078	47.725	42.460	36.578	2.487	-11.397
118.500	116.386	13.281	8.474	54.343	48.979	43.705	34.563	2.479	-11.333
118.625	116.504	13.318	8.492	57.561	50.208	44.945	34.596	2.479	-11.280
118.750	116.622	13.354	8.509	58.681	51.333	46.105	34.346	2.486	-11.219
118.875	116.740	13.391	8.526	58.049	52.243	47.095	37.107	2.497	-11.124
119.000	116.858	13.427	8.543	58.773	52.820	47.799	41.243	2.507	-10.990
119.125	116.977	13.463	8.560	61.440	52.915	48.034	41.231	2.515	-10.834
119.250	117.095	13.500	8.578	60.450	52.634	47.878	36.420	2.522	-10.691
119.375	117.213	13.536	8.595	55.819	52.121	47.458	35.273	2.533	-10.483
119.500	117.331	13.573	8.612	51.834	51.572	46.965	34.965	2.547	-10.340
119.625	117.449	13.609	8.629	52.076	51.220	46.649	31.935	2.558	-10.256
119.750	117.567	13.646	8.647	53.634	51.161	46.633	28.971	2.562	-10.212
119.875	117.685	13.682	8.664	54.402	51.434	46.938	27.851	2.559	-10.175
120.000	117.804	13.718	8.681	54.621	52.060	47.564	27.281	2.558	-10.129
120.125	117.914	13.772	8.702	54.144	53.069	48.594	27.336	2.573	-10.124
120.250	118.025	13.825	8.724	52.641	54.231	49.861	29.706	2.609	-10.094
120.375	118.136	13.879	8.745	50.743	55.222	51.034	31.768	2.656	-10.083
120.500	118.247	13.932	8.767	49.497	55.668	51.697	33.763	2.692	-10.050
120.625	118.358	13.986	8.789	49.477	55.177	51.407	34.378	2.691	-9.955
120.750	118.468	14.039	8.810	50.749	53.938	50.308	32.507	2.655	-9.852
120.875	118.579	14.093	8.832	53.340	52.256	48.682	29.980	2.605	-9.709
121.000	118.690	14.146	8.853	55.330	50.540	46.949	29.271	2.562	-9.663
121.125	118.801	14.200	8.875	54.832	49.263	45.602	28.941	2.546	-9.623
121.250	118.912	14.254	8.896	53.373	48.600	44.856	27.800	2.550	-9.575
121.375	119.022	14.307	8.918	51.933	48.582	44.776	25.170	2.559	-9.533
121.500	119.133	14.361	8.939	50.251	49.110	45.279	23.315	2.561	-9.522
121.625	119.244	14.414	8.961	48.790	50.049	46.231	24.422	2.554	-9.529
121.750	119.355	14.468	8.982	49.191	51.125	47.376	27.073	2.555	-9.496
121.875	119.466	14.521	9.004	51.137	52.138	48.545	30.824	2.575	-9.522
122.000	119.576	14.575	9.025	52.985	52.868	49.502	34.366	2.615	-9.505
122.125	119.687	14.628	9.047	53.731	52.974	49.860	37.608	2.657	-9.470
122.250	119.798	14.682	9.068	54.316	52.380	49.492	40.069	2.675	-9.439
122.375	119.909	14.735	9.090	54.070	51.096	48.384	39.492	2.656	-9.467
122.500	120.020	14.789	9.111	52.546	49.299	46.710	37.838	2.605	-9.478
122.625	120.131	14.842	9.133	49.850	47.316	44.810	34.418	2.542	-9.487
122.750	120.241	14.896	9.154	49.155	45.548	43.101	32.285	2.492	-9.500
122.875	120.352	14.949	9.176	51.544	44.216	41.818	30.106	2.465	-9.474
123.000	120.463	15.003	9.197	54.257	43.367	41.047	29.364	2.460	-9.487
123.125	120.574	15.056	9.219	53.560	42.864	40.715	31.365	2.471	-9.507
123.250	120.685	15.110	9.240	51.989	42.328	40.425	31.801	2.488	-9.505
123.375	120.795	15.163	9.262	51.916	41.502	39.883	30.009	2.506	-9.456
123.500	120.906	15.217	9.283	52.866	40.286	38.948	27.101	2.522	-9.382
123.625	121.017	15.270	9.305	53.357	38.768	37.651	26.999	2.527	-9.344
123.750	121.128	15.324	9.326	54.056	37.290	36.298	27.933	2.521	-9.285
123.875	121.239	15.377	9.348	54.743	36.138	35.173	27.218	2.507	-9.219
124.000	121.349	15.431	9.369	53.716	35.522	34.504	27.586	2.495	-9.136
124.125	121.460	15.484	9.391	51.932	35.602	34.475	28.657	2.488	-9.004
124.250	121.571	15.538	9.412	52.084	36.161	34.917	30.353	2.477	-8.916
124.375	121.682	15.591	9.434	53.032	36.985	35.653	30.802	2.453	-8.828
124.500	121.793	15.645	9.455	52.831	37.825	36.451	31.173	2.421	-8.802
124.625	121.903	15.698	9.477	51.660	38.386	37.010	31.944	2.398	-8.709
124.750	122.014	15.752	9.498	50.451	38.559	37.194	31.016	2.396	-8.630
124.875	122.125	15.805	9.520	49.275	38.332	36.980	30.258	2.411	-8.578
125.000	122.236	15.859	9.541	48.895	37.790	36.425	29.663	2.428	-8.494
125.125	122.347	15.912	9.563	50.669	37.099	35.665	29.861	2.427	-8.433
125.250	122.457	15.966	9.584	52.055	36.495	34.954	29.472	2.411	-8.305
125.375	122.568	16.019	9.606	50.723	36.111	34.447	28.523	2.395	-8.217
125.500	122.679	16.073	9.628	48.380	35.999	34.205	27.928	2.398	-8.099
125.625	122.790	16.127	9.649	48.673	36.138	34.243	26.486	2.427	-8.024
125.750	122.901	16.180	9.671	51.823	36.341	34.413	25.013	2.467	-7.936
125.875	123.012	16.234	9.692	54.685	36.419	34.537	24.064	2.500	-7.868
126.000	123.122	16.287	9.714	55.095	36.197	34.414	23.428	2.514	-7.870
126.125	123.233	16.341	9.735	53.911	35.532	33.864	23.833	2.508	-7.828
126.250	123.344	16.394	9.757	52.487	34.593	33.012	25.472	2.497	-7.844
126.375	123.455	16.448	9.778	51.505	33.599	32.060	25.978	2.492	-7.819
126.500	123.566	16.501	9.800	51.115	32.788	31.243	23.679	2.499	-7.817
126.625	123.676	16.555	9.821	52.681	32.382	30.789	21.395	2.515	-7.846
126.750	123.787	16.608	9.843	54.102	32.324	30.655	22.247	2.535	-7.866
126.875	123.898	16.662	9.864	52.688	32.496	30.746	24.647	2.550	-7.885
127.000	124.009	16.715	9.886	49.257	32.733	30.934	25.670	2.557	-7.835
127.125	124.120	16.769	9.907	46.996	32.848	31.046	24.261	2.552	-7.844
127.250	124.230	16.822	9.929	47.546	32.778	30.984	23.371	2.536	-7.866
127.375	124.341	16.876	9.950	49.073	32.575	30.772	23.426	2.516	-7.868
127.500	124.452	16.929	9.972	49.693	32.375	30.538	23.703	2.506	-7.826
127.625	124.563	16.983	9.993	50.791	32.381	30.487	22.124	2.523	-7.663
127.750	124.674	17.036	10.015	53.796	32.647	30.690	20.300	2.568	-7.571
127.875	124.784	17.090	10.036	58.431	33.129	31.109	19.849	2.625	-7.466
128.000	124.895	17.143	10.058	62.159	33.681	31.611	21.576	2.670	-7.378
128.125	125.006	17.197	10.079	60.935	34.053	31.951	24.454	2.675	-7.257
128.250	125.117	17.250	10.101	55.823	34.094	31.954	24.154	2.648	-7.132
128.375	125.228	17.304	10.122	51.321	33.778	31.574	21.003	2.606	-7.059
128.500	125.338	17.357	10.144	52.069	33.194	30.909	18.729	2.571	-6.982
128.625	125.449	17.411	10.165	55.971	32.471	30.109	19.021	2.558	-6.967
128.750	125.560	17.464	10.187	56.798	31.734	29.302	20.288	2.561	-6.943
128.875	125.671	17.518	10.208	54.446	31.025	28.546	21.040	2.569	-6.919
129.000	125.782	17.571	10.230	52.929	30.402	27.895	20.633	2.572	-6.824
129.125	125.893	17.625	10.251	53.392	30.061	27.493	18.139	2.569	-6.756
129.250	126.003	17.678	10.273	53.485	30.226	27.511	15.792	2.569	-6.692
129.375	126.114	17.732	10.294	52.831	31.137	28.176	16.360	2.580	-6.622
129.500	126.225	17.785	10.316	52.809	32.924	29.649	19.560	2.608	-6.631
129.625	126.336	17.839	10.337	54.573	35.509	32.016	22.133	2.653	-6.591
129.750	126.447	17.893	10.359	55.961	38.094	34.655	22.939	2.697	-6.525
129.875	126.557	17.946	10.380	55.615	39.701	36.604	24.582	2.724	-6.492
130.000	126.668	18.000	10.402	54.599	39.387	36.707	27.875	2.725	-6.517
130.125	126.779	18.053	10.423	54.769	36.461	34.003	28.552	2.704	-6.587
130.250	126.890	18.107	10.445	55.762	32.025	29.672	23.287	2.684	-6.622
130.375	127.001	18.160	10.467	56.593	27.256	25.040	16.827	2.678	-6.637
130.500	127.111	18.214	10.488	57.940	23.213	21.180	13.528	2.689	-6.622
130.625	127.222	18.267	10.510	59.626	20.742	18.793	13.036	2.700	-6.648
130.750	127.333	18.321	10.531	60.131	19.675	17.646	13.688	2.691	-6.719
130.875	127.444	18.374	10.553	58.783	19.755	17.545	14.856	2.651	-6.756
131.000	127.555	18.428	10.574	56.266	20.585	18.221	16.351	2.585	-6.842
131.125	127.665	18.481	10.596	54.163	21.668	19.312	17.178	2.506	-6.833
131.250	127.776	18.535	10.617	52.797	22.484	20.270	17.077	2.439	-6.820
131.375	127.887	18.588	10.639	51.948	22.774	20.763	15.918	2.394	-6.826
131.500	127.998	18.642	10.660	51.747	22.514	20.684	14.728	2.379	-6.798
131.625	128.109	18.695	10.682	52.851	21.887	20.158	14.561	2.395	-6.752
131.750	128.219	18.749	10.703	53.776	21.305	19.604	14.876	2.428	-6.675
131.875	128.330	18.802	10.725	53.871	21.042	19.292	14.992	2.466	-6.618
132.000	128.441	18.856	10.746	54.214	21.241	19.365	15.504	2.493	-6.481
132.125	128.552	18.909	10.768	55.612	21.939	19.882	16.908	2.496	-6.385
132.250	128.663	18.963	10.789	57.728	22.843	20.621	19.063	2.481	-6.284
132.375	128.773	19.016	10.811	59.265	23.646	21.322	20.902	2.458	-6.196
132.500	128.884	19.070	10.832	59.158	24.032	21.681	20.487	2.440	-6.112
132.625	128.995	19.123	10.854	58.358	23.673	21.366	19.821	2.433	-6.053
132.750	129.106	19.177	10.875	58.228	22.704	20.477	18.929	2.433	-6.038
132.875	129.217	19.230	10.897	56.859	21.352	19.225	17.082	2.433	-5.983
133.000	129.328	19.284	10.918	53.045	19.931	17.903	14.706	2.434	-5.989
133.125	129.438	19.337	10.940	50.270	18.787	16.826	13.956	2.436	-5.952
133.250	129.549	19.391	10.961	50.860	18.052	16.098	13.895	2.440	-5.901
133.375	129.660	19.444	10.983	52.616	17.762	15.748	14.061	2.443	-5.857
133.500	129.771	19.498	11.004	53.095	17.881	15.760	14.330	2.443	-5.822
133.625	129.882	19.551	11.026	52.436	18.364	16.117	14.825	2.442	-5.809
133.750	129.992	19.605	11.047	52.677	19.010	16.661	15.549	2.447	-5.725
133.875	130.103	19.658	11.069	53.526	19.638	17.246	15.848	2.459	-5.655
134.000	130.214	19.712	11.090	54.467	20.034	17.674	16.309	2.473	-5.594
134.125	130.325	19.766	11.112	54.435	19.910	17.648	17.368	2.480	-5.534
134.250	130.436	19.819	11.133	54.218	19.279	17.124	17.318	2.473	-5.554
134.375	130.546	19.873	11.155	55.179	18.283	16.221	16.080	2.457	-5.567
134.500	130.657	19.926	11.176	57.243	17.205	15.203	13.523	2.437	-5.585
134.625	130.768	19.980	11.198	58.330	16.447	14.424	12.047	2.424	-5.565
134.750	130.879	20.033	11.219	56.579	16.211	14.066	11.651	2.423	-5.646
134.875	130.990	20.087	11.241	53.018	16.545	14.192	12.281	2.435	-5.747
135.000	131.100	20.140	11.262	50.969	17.340	14.757	14.442	2.454	-5.787
135.125	131.211	20.194	11.284	51.019	18.352	15.612	16.998	2.473	-5.868
135.250	131.322	20.247	11.306	52.742	19.237	16.440	17.910	2.484	-5.932
135.375	131.433	20.301	11.327	55.347	19.801	17.020	17.903	2.486	-5.996
135.500	131.544	20.354	11.349	56.910	19.997	17.260	17.922	2.480	-6.024
135.625	131.654	20.408	11.370	55.822	19.890	17.190	16.569	2.469	-6.123
135.750	131.765	20.461	11.392	53.499	19.690	17.014	15.684	2.455	-6.143
135.875	131.876	20.515	11.413	51.878	19.501	16.834	15.062	2.441	-6.169
136.000	131.987	20.568	11.435	50.123	19.356	16.687	14.787	2.434	-6.235
136.125	132.098	20.622	11.456	48.191	19.226	16.549	15.076	2.439	-6.264
136.250	132.209	20.675	11.478	47.400	19.060	16.378	15.077	2.450	-6.319
136.375	132.319	20.729	11.499	47.994	18.829	16.148	15.205	2.461	-6.367
136.500	132.430	20.782	11.521	50.314	18.525	15.860	15.117	2.465	-6.420
136.625	132.541	20.836	11.542	50.668	18.136	15.516	14.389	2.464	-6.424
136.750	132.652	20.889	11.564	47.919	17.685	15.129	13.453	2.466	-6.420
136.875	132.763	20.943	11.585	45.148	17.196	14.713	12.611	2.479	-6.429
137.000	132.873	20.996	11.607	46.018	16.733	14.310	12.555	2.500	-6.437
137.125	132.984	21.050	11.628	49.264	16.421	14.016	12.487	2.522	-6.462
137.250	133.095	21.103	11.650	49.940	16.327	13.895	11.891	2.535	-6.473
137.375	133.206	21.157	11.671	49.962	16.459	13.965	11.530	2.536	-6.451
137.500	133.317	21.210	11.693	51.575	16.733	14.177	12.224	2.526	-6.464
137.625	133.427	21.264	11.714	52.741	16.972	14.397	12.827	2.512	-6.446
137.750	133.538	21.317	11.736	52.676	17.032	14.482	12.319	2.501	-6.455
137.875	133.649	21.371	11.757	52.674	16.879	14.384	11.748	2.497	-6.451
138.000	133.760	21.424	11.779	54.385	16.583	14.143	11.445	2.500	-6.437
138.125	133.871	21.478	11.800	55.417	16.300	13.882	11.477	2.503	-6.422
138.250	133.981	21.532	11.822	54.895	16.166	13.728	11.577	2.505	-6.341
138.375	134.092	21.585	11.843	54.916	16.228	13.730	12.001	2.507	-6.220
138.500	134.203	21.639	11.865	55.981	16.464	13.882	12.259	2.514	-6.042
