#Depth	TVD	DX	DY	GR	RT	RI	RXO	DEN	SP
53.625	53.572	0.454	1.361	69.932	12.204	9.070	9.672	2.179	-6.892
53.750	53.697	0.456	1.368	69.890	12.346	9.244	10.120	2.189	-6.952
53.875	53.821	0.459	1.374	67.885	12.314	9.273	10.155	2.181	-7.077
54.000	53.946	0.461	1.381	65.208	12.177	9.198	9.757	2.159	-7.167
54.125	54.071	0.464	1.387	66.346	12.043	9.094	9.325	2.137	-7.288
54.250	54.196	0.466	1.394	70.594	11.991	9.035	9.316	2.131	-7.373
54.375	54.320	0.469	1.400	73.588	12.035	9.043	9.736	2.147	-7.426
54.500	54.445	0.471	1.407	73.337	12.137	9.101	10.211	2.178	-7.501
54.625	54.570	0.474	1.413	71.414	12.211	9.166	10.548	2.204	-7.521
54.750	54.694	0.476	1.420	70.543	12.195	9.197	10.658	2.208	-7.571
54.875	54.819	0.479	1.427	70.234	12.075	9.181	10.339	2.188	-7.582
55.000	54.944	0.481	1.433	69.941	11.882	9.130	9.758	2.155	-7.598
55.125	55.069	0.484	1.440	70.901	11.677	9.073	9.313	2.124	-7.642
55.250	55.193	0.487	1.446	73.218	11.518	9.042	9.265	2.107	-7.690
55.375	55.318	0.489	1.453	74.193	11.433	9.050	9.598	2.106	-7.751
55.500	55.443	0.492	1.459	72.162	11.430	9.102	10.087	2.117	-7.800
55.625	55.567	0.494	1.466	69.183	11.509	9.196	10.350	2.132	-7.870
55.750	55.692	0.497	1.472	67.614	11.620	9.304	10.320	2.139	-7.940
55.875	55.817	0.499	1.479	66.141	11.697	9.386	10.206	2.137	-7.991
56.000	55.942	0.502	1.486	65.057	11.642	9.374	10.041	2.129	-8.072
56.125	56.066	0.504	1.492	67.045	11.323	9.156	9.997	2.130	-8.063
56.250	56.191	0.507	1.499	69.666	10.771	8.739	9.845	2.152	-8.028
56.375	56.316	0.509	1.505	71.647	10.087	8.196	9.341	2.190	-7.947
56.500	56.440	0.512	1.512	75.747	9.446	7.656	8.305	2.227	-7.844
56.625	56.565	0.514	1.518	82.281	9.084	7.293	7.392	2.241	-7.800
56.750	56.690	0.517	1.525	83.867	9.078	7.175	7.461	2.229	-7.751
56.875	56.815	0.519	1.531	78.871	9.414	7.321	8.221	2.201	-7.835
57.000	56.939	0.522	1.538	72.985	9.983	7.682	9.097	2.173	-7.949
57.125	57.064	0.525	1.545	69.459	10.597	8.151	9.558	2.149	-8.138
57.250	57.189	0.527	1.551	66.721	11.080	8.567	9.786	2.120	-8.375
57.375	57.314	0.530	1.558	65.327	11.376	8.850	9.757	2.086	-8.679
57.500	57.438	0.532	1.564	64.575	11.521	8.997	9.489	2.062	-9.039
57.625	57.563	0.535	1.571	63.165	11.600	9.059	9.233	2.079	-9.338
57.750	57.688	0.537	1.577	60.838	11.680	9.108	9.387	2.133	-9.663
57.875	57.812	0.540	1.584	59.140	11.750	9.153	9.698	2.201	-9.870
58.000	57.937	0.542	1.590	58.198	11.766	9.169	10.129	2.245	-10.015
58.125	58.062	0.545	1.597	57.400	11.696	9.123	10.523	2.236	-10.164
58.250	58.187	0.547	1.604	57.420	11.590	9.036	10.454	2.192	-10.283
58.375	58.311	0.550	1.610	58.296	11.513	8.951	9.903	2.141	-10.362
58.500	58.436	0.552	1.617	59.647	11.524	8.913	9.117	2.107	-10.401
58.625	58.561	0.555	1.623	62.310	11.654	8.964	9.032	2.104	-10.410
58.750	58.685	0.558	1.630	65.008	11.848	9.080	9.696	2.122	-10.406
58.875	58.810	0.560	1.636	65.762	12.042	9.221	10.440	2.149	-10.375
59.000	58.935	0.563	1.643	63.970	12.178	9.343	10.977	2.174	-10.322
59.125	59.060	0.565	1.649	61.697	12.214	9.405	10.966	2.185	-10.225
59.250	59.184	0.568	1.656	60.889	12.177	9.409	10.981	2.181	-10.102
59.375	59.309	0.570	1.663	60.474	12.107	9.372	10.789	2.167	-9.966
59.500	59.434	0.573	1.669	60.618	12.044	9.322	10.336	2.150	-9.795
59.625	59.558	0.575	1.676	61.998	12.026	9.285	10.177	2.140	-9.698
59.750	59.683	0.578	1.682	61.306	12.042	9.266	10.400	2.141	-9.540
59.875	59.808	0.580	1.689	57.698	12.069	9.254	10.610	2.149	-9.388
60.000	59.933	0.583	1.695	54.013	12.071	9.237	10.645	2.160	-9.232
60.125	60.056	0.601	1.707	54.215	12.004	9.190	10.690	2.167	-9.028
60.250	60.179	0.619	1.719	57.147	11.860	9.106	10.582	2.165	-8.868
60.375	60.302	0.638	1.731	60.217	11.648	8.987	10.305	2.153	-8.668
60.500	60.425	0.656	1.743	61.749	11.400	8.851	9.903	2.132	-8.476
60.625	60.548	0.674	1.755	60.940	11.176	8.730	9.774	2.112	-8.191
60.750	60.671	0.693	1.767	58.578	11.041	8.654	9.908	2.100	-7.914
60.875	60.794	0.711	1.779	57.045	11.052	8.661	10.088	2.100	-7.604
61.000	60.917	0.729	1.790	57.277	11.234	8.781	10.093	2.106	-7.272
61.125	61.040	0.748	1.802	59.330	11.529	8.999	9.982	2.114	-6.894
61.250	61.163	0.766	1.814	61.101	11.718	9.177	9.976	2.123	-6.385
61.375	61.286	0.784	1.826	61.211	11.576	9.143	11.283	2.140	-5.829
61.500	61.409	0.803	1.838	62.087	11.003	8.750	14.192	2.166	-5.225
61.625	61.532	0.821	1.850	68.838	10.024	7.934	15.258	2.203	-4.528
61.750	61.655	0.839	1.862	79.632	8.876	6.950	9.702	2.244	-3.836
61.875	61.778	0.858	1.874	91.269	7.756	6.025	6.602	2.285	-3.203
62.000	61.901	0.876	1.886	99.343	6.889	5.319	5.611	2.322	-2.641
62.125	62.024	0.894	1.897	100.965	6.526	4.954	5.343	2.345	-2.214
62.250	62.147	0.912	1.909	98.424	6.584	4.878	5.341	2.347	-1.893
62.375	62.270	0.931	1.921	93.828	6.940	5.043	5.673	2.325	-1.705
62.500	62.392	0.949	1.933	87.825	7.437	5.365	6.226	2.289	-1.621
62.625	62.515	0.967	1.945	79.934	7.876	5.720	6.734	2.256	-1.784
62.750	62.638	0.986	1.957	73.743	8.137	5.988	7.064	2.238	-1.968
62.875	62.761	1.004	1.969	72.276	8.219	6.129	7.375	2.234	-2.199
63.000	62.884	1.022	1.981	73.769	8.223	6.191	7.260	2.242	-2.474
63.125	63.007	1.041	1.993	76.065	8.317	6.286	6.774	2.259	-2.691
63.250	63.130	1.059	2.004	77.196	8.569	6.477	6.870	2.282	-2.996
63.375	63.253	1.077	2.016	77.512	8.921	6.744	8.316	2.305	-3.289
63.500	63.376	1.096	2.028	76.516	9.213	6.989	11.091	2.321	-3.581
63.625	63.499	1.114	2.040	74.042	9.204	7.028	13.297	2.320	-3.777
63.750	63.622	1.132	2.052	71.478	8.858	6.805	10.761	2.309	-3.972
63.875	63.745	1.150	2.064	70.844	8.273	6.378	7.718	2.299	-4.102
64.000	63.868	1.169	2.076	72.903	7.659	5.896	6.485	2.296	-4.187
64.125	63.991	1.187	2.088	75.452	7.290	5.558	6.260	2.303	-4.317
64.250	64.114	1.205	2.100	76.417	7.258	5.449	6.176	2.318	-4.328
64.375	64.237	1.224	2.111	75.082	7.534	5.578	6.535	2.338	-4.359
64.500	64.360	1.242	2.123	72.624	7.983	5.882	7.276	2.357	-4.425
64.625	64.483	1.260	2.135	71.621	8.365	6.219	7.840	2.366	-4.495
64.750	64.606	1.279	2.147	72.206	8.490	6.420	8.149	2.360	-4.579
64.875	64.729	1.297	2.159	73.556	8.295	6.389	7.475	2.343	-4.655
65.000	64.852	1.315	2.171	74.744	7.850	6.141	6.671	2.324	-4.706
65.125	64.975	1.334	2.183	76.511	7.342	5.797	6.266	2.316	-4.770
65.250	65.098	1.352	2.195	78.494	6.967	5.519	6.020	2.318	-4.873
65.375	65.221	1.370	2.207	80.713	6.804	5.379	5.572	2.323	-4.970
65.500	65.344	1.389	2.218	82.687	6.835	5.387	5.576	2.321	-5.049
65.625	65.467	1.407	2.230	82.584	6.966	5.490	6.205	2.311	-5.170
65.750	65.590	1.425	2.242	80.816	7.051	5.577	6.569	2.303	-5.343
65.875	65.713	1.443	2.254	80.073	7.018	5.581	6.517	2.309	-5.576
66.000	65.836	1.462	2.266	81.192	6.872	5.492	6.167	2.332	-5.910
66.125	65.959	1.480	2.278	80.980	6.704	5.356	5.667	2.358	-6.191
66.250	66.082	1.498	2.290	79.661	6.641	5.267	5.571	2.366	-6.451
66.375	66.205	1.517	2.302	79.215	6.759	5.287	5.801	2.341	-6.604
66.500	66.328	1.535	2.314	77.678	7.058	5.435	6.152	2.288	-6.684
66.625	66.451	1.553	2.326	73.051	7.453	5.683	6.596	2.230	-6.818
66.750	66.574	1.572	2.337	69.580	7.776	5.921	6.883	2.192	-6.943
66.875	66.697	1.590	2.349	69.979	7.922	6.056	7.046	2.186	-7.094
67.000	66.820	1.608	2.361	72.041	7.895	6.056	7.091	2.208	-7.158
67.125	66.943	1.627	2.373	73.196	7.871	6.016	7.078	2.251	-7.314
67.250	67.066	1.645	2.385	73.454	8.118	6.123	7.070	2.306	-7.536
67.375	67.189	1.663	2.397	72.117	8.828	6.519	7.614	2.368	-7.883
67.500	67.312	1.681	2.409	70.617	10.051	7.278	9.637	2.423	-8.309
67.625	67.435	1.700	2.421	70.649	11.608	8.393	14.388	2.443	-8.685
67.750	67.558	1.718	2.433	68.472	12.972	9.534	18.066	2.418	-9.122
67.875	67.681	1.736	2.444	62.207	13.704	10.310	15.811	2.357	-9.579
68.000	67.804	1.755	2.456	55.692	13.624	10.463	12.056	2.282	-10.076
68.125	67.927	1.773	2.468	54.883	12.903	10.050	10.811	2.219	-10.570
68.250	68.050	1.791	2.480	57.394	12.139	9.537	10.420	2.180	-11.008
68.375	68.173	1.810	2.492	58.886	11.673	9.191	10.362	2.169	-11.405
68.500	68.296	1.828	2.504	57.471	11.600	9.105	10.646	2.182	-11.746
68.625	68.419	1.846	2.516	56.334	11.810	9.231	12.759	2.214	-12.032
68.750	68.542	1.865	2.528	57.715	12.016	9.373	17.215	2.249	-12.225
68.875	68.665	1.883	2.540	60.351	12.058	9.408	19.059	2.272	-12.313
69.000	68.788	1.901	2.551	63.104	11.894	9.294	13.672	2.276	-12.379
69.125	68.911	1.920	2.563	64.388	11.599	9.077	10.672	2.259	-12.366
69.250	69.034	1.938	2.575	62.464	11.340	8.875	9.628	2.230	-12.423
69.375	69.157	1.956	2.587	58.482	11.209	8.760	9.536	2.197	-12.493
69.500	69.280	1.974	2.599	57.438	11.227	8.761	9.510	2.164	-12.563
69.625	69.403	1.993	2.611	60.239	11.354	8.865	9.440	2.142	-12.689
69.750	69.526	2.011	2.623	61.747	11.485	8.991	9.613	2.138	-12.748
69.875	69.649	2.029	2.635	61.999	11.559	9.084	9.982	2.151	-12.860
70.000	69.772	2.048	2.647	62.537	11.556	9.115	10.310	2.174	-12.968
70.125	69.895	2.066	2.658	61.360	11.488	9.078	10.455	2.191	-13.080
70.250	70.018	2.084	2.670	57.723	11.404	9.013	10.288	2.192	-13.126
70.375	70.141	2.103	2.682	54.890	11.325	8.943	9.876	2.175	-13.172
70.500	70.264	2.121	2.694	54.747	11.252	8.876	9.496	2.150	-13.240
70.625	70.387	2.139	2.706	55.917	11.173	8.803	9.328	2.134	-13.245
70.750	70.510	2.158	2.718	57.459	11.088	8.724	9.459	2.140	-13.319
70.875	70.633	2.176	2.730	58.671	11.026	8.653	9.486	2.163	-13.354
71.000	70.756	2.194	2.742	58.656	11.033	8.617	9.298	2.193	-13.354
71.125	70.879	2.212	2.754	58.380	11.176	8.665	9.412	2.208	-13.383
71.250	71.002	2.231	2.765	59.995	11.441	8.803	9.854	2.203	-13.433
71.375	71.125	2.249	2.777	62.954	11.769	9.004	10.065	2.183	-13.464
71.500	71.248	2.267	2.789	63.959	12.056	9.210	10.013	2.161	-13.521
71.625	71.371	2.286	2.801	63.126	12.175	9.326	10.000	2.152	-13.583
71.750	71.494	2.304	2.813	62.790	12.152	9.341	10.205	2.158	-13.640
71.875	71.617	2.322	2.825	62.212	12.126	9.331	10.324	2.176	-13.730
72.000	71.740	2.341	2.837	59.674	12.312	9.437	10.240	2.197	-13.811
72.125	71.863	2.359	2.849	56.907	12.995	9.879	10.371	2.207	-13.858
72.250	71.986	2.377	2.861	56.207	14.135	10.691	11.915	2.202	-13.873
72.375	72.109	2.396	2.872	55.148	15.520	11.792	15.005	2.185	-13.895
72.500	72.232	2.414	2.884	52.638	16.770	12.922	17.423	2.165	-13.847
72.625	72.355	2.432	2.896	52.086	17.369	13.639	17.410	2.156	-13.805
72.750	72.478	2.451	2.908	54.204	17.263	13.787	16.347	2.160	-13.737
72.875	72.601	2.469	2.920	57.019	16.634	13.462	14.295	2.174	-13.649
73.000	72.724	2.487	2.932	58.832	15.799	12.912	12.657	2.189	-13.609
73.125	72.847	2.505	2.944	59.456	15.047	12.375	13.773	2.194	-13.513
73.250	72.970	2.524	2.956	60.076	14.434	11.914	15.406	2.187	-13.477
73.375	73.093	2.542	2.968	61.156	13.907	11.487	14.278	2.172	-13.409
73.500	73.216	2.560	2.979	63.074	13.426	11.071	11.549	2.155	-13.381
73.625	73.339	2.579	2.991	62.858	13.037	10.706	10.595	2.144	-13.385
73.750	73.462	2.597	3.003	60.059	12.796	10.455	10.475	2.144	-13.390
73.875	73.585	2.615	3.015	57.575	12.732	10.367	10.590	2.153	-13.387
74.000	73.708	2.634	3.027	58.889	12.799	10.443	10.984	2.168	-13.319
74.125	73.831	2.652	3.039	62.242	12.908	10.616	11.722	2.176	-13.335
74.250	73.954	2.670	3.051	61.557	13.014	10.801	12.183	2.169	-13.284
74.375	74.077	2.689	3.063	57.310	13.201	11.029	12.014	2.146	-13.187
74.500	74.200	2.707	3.075	54.275	13.639	11.416	11.548	2.116	-13.082
74.625	74.323	2.725	3.087	53.804	14.579	12.183	11.606	2.093	-12.862
74.750	74.446	2.743	3.098	55.585	15.950	13.372	12.773	2.087	-12.581
74.875	74.569	2.762	3.110	59.756	17.483	14.883	15.563	2.096	-12.267
75.000	74.692	2.780	3.122	64.628	18.674	16.341	18.457	2.114	-11.948
75.125	74.815	2.798	3.134	65.855	18.732	16.952	20.468	2.136	-11.568
75.250	74.938	2.817	3.146	65.152	17.626	16.359	18.711	2.160	-11.109
75.375	75.061	2.835	3.158	66.263	15.708	14.699	14.669	2.189	-10.650
75.500	75.184	2.853	3.170	68.552	13.503	12.533	10.883	2.226	-10.155
75.625	75.307	2.872	3.182	70.630	11.473	10.525	8.808	2.269	-9.694
75.750	75.430	2.890	3.194	74.021	9.844	8.960	7.762	2.308	-9.254
75.875	75.553	2.908	3.205	78.003	8.730	7.867	6.932	2.332	-8.795
76.000	75.676	2.927	3.217	79.915	8.117	7.192	6.344	2.335	-8.389
76.125	75.799	2.945	3.229	79.703	7.901	6.889	6.590	2.310	-7.978
76.250	75.922	2.963	3.241	79.972	7.869	6.789	6.574	2.272	-7.694
76.375	76.045	2.982	3.253	80.463	7.905	6.798	6.242	2.234	-7.483
76.500	76.168	3.000	3.265	78.999	7.944	6.848	6.226	2.212	-7.316
76.625	76.291	3.018	3.277	76.526	8.010	6.923	6.633	2.222	-7.226
76.750	76.414	3.036	3.289	75.720	8.237	7.089	7.013	2.271	-7.167
76.875	76.537	3.055	3.301	75.952	8.818	7.487	6.953	2.357	-7.167
77.000	76.660	3.073	3.312	75.995	9.940	8.282	7.561	2.468	-7.105
77.125	76.783	3.091	3.324	74.703	11.789	9.682	10.613	2.564	-7.112
77.250	76.906	3.110	3.336	72.701	14.089	11.560	15.673	2.608	-7.114
77.375	77.029	3.128	3.348	69.753	16.415	13.629	22.270	2.583	-7.097
77.500	77.152	3.146	3.360	64.954	18.210	15.351	22.579	2.499	-7.114
77.625	77.275	3.165	3.372	60.408	18.889	16.016	15.775	2.386	-7.088
77.750	77.398	3.183	3.384	59.099	18.716	15.816	11.640	2.286	-7.048
77.875	77.521	3.201	3.396	60.924	18.218	15.280	11.078	2.213	-7.048
78.000	77.644	3.220	3.408	62.437	18.046	14.979	12.452	2.174	-7.097
78.125	77.767	3.238	3.419	61.693	19.007	15.514	12.902	2.184	-7.167
78.250	77.889	3.256	3.431	58.968	21.444	17.179	13.181	2.241	-7.264
78.375	78.012	3.274	3.443	54.975	25.572	20.347	14.784	2.344	-7.373
78.500	78.135	3.293	3.455	52.950	30.940	25.094	19.160	2.479	-7.475
78.625	78.258	3.311	3.467	54.173	35.341	30.152	31.169	2.611	-7.576
78.750	78.381	3.329	3.479	55.379	36.115	32.255	44.430	2.702	-7.729
78.875	78.504	3.348	3.491	56.471	32.313	29.297	52.202	2.726	-7.863
79.000	78.627	3.366	3.503	60.471	25.453	22.831	41.491	2.679	-8.046
79.125	78.750	3.384	3.515	68.618	18.701	16.628	21.521	2.570	-8.208
79.250	78.873	3.403	3.526	73.735	14.038	12.423	11.125	2.441	-8.353
79.375	78.996	3.421	3.538	72.774	11.599	10.103	8.585	2.318	-8.551
79.500	79.119	3.439	3.550	67.828	10.848	9.149	8.491	2.217	-8.696
79.625	79.242	3.458	3.562	63.014	11.256	9.233	8.973	2.153	-8.905
79.750	79.365	3.476	3.574	60.309	12.037	9.831	10.011	2.134	-9.048
79.875	79.488	3.494	3.586	59.532	12.728	10.557	10.963	2.163	-9.210
80.000	79.611	3.513	3.598	60.479	13.024	11.035	10.986	2.229	-9.355
80.125	79.734	3.531	3.610	63.041	12.789	11.016	10.708	2.295	-9.470
80.250	79.857	3.549	3.622	64.595	12.259	10.668	11.275	2.324	-9.610
80.375	79.980	3.567	3.633	64.633	11.625	10.159	11.038	2.307	-9.678
80.500	80.103	3.586	3.645	64.438	11.028	9.631	9.780	2.262	-9.777
80.625	80.226	3.604	3.657	64.274	10.564	9.179	8.834	2.223	-9.801
80.750	80.349	3.622	3.669	63.612	10.241	8.817	8.607	2.210	-9.861
80.875	80.472	3.641	3.681	63.508	10.061	8.547	8.717	2.218	-9.920
81.000	80.595	3.659	3.693	64.681	10.013	8.378	8.498	2.231	-9.935
81.125	80.718	3.677	3.705	65.151	10.083	8.320	8.117	2.228	-9.955
81.250	80.841	3.696	3.717	62.472	10.201	8.329	8.366	2.204	-9.966
81.375	80.964	3.714	3.729	58.363	10.325	8.376	9.019	2.163	-9.977
81.500	81.087	3.732	3.741	56.850	10.426	8.435	9.010	2.116	-10.006
81.625	81.210	3.751	3.752	58.071	10.497	8.490	8.702	2.080	-10.041
81.750	81.333	3.769	3.764	58.709	10.558	8.542	8.554	2.064	-10.085
81.875	81.456	3.787	3.776	57.910	10.627	8.597	8.595	2.069	-10.102
82.000	81.579	3.805	3.788	57.405	10.722	8.665	8.714	2.089	-10.120
82.125	81.702	3.824	3.800	59.434	10.865	8.762	8.703	2.117	-10.199
82.250	81.825	3.842	3.812	61.628	11.060	8.894	8.714	2.145	-10.265
82.375	81.948	3.860	3.824	63.263	11.309	9.066	8.909	2.170	-10.410
82.500	82.071	3.879	3.836	65.374	11.599	9.273	9.276	2.186	-10.524
82.625	82.194	3.897	3.848	68.192	11.899	9.491	9.764	2.184	-10.707
82.750	82.317	3.915	3.859	70.610	12.163	9.681	10.242	2.163	-10.885
82.875	82.440	3.934	3.871	71.210	12.355	9.811	10.282	2.129	-11.076
83.000	82.563	3.952	3.883	70.542	12.466	9.870	9.817	2.099	-11.342
83.125	82.686	3.970	3.895	71.103	12.504	9.863	9.522	2.098	-11.522
83.250	82.809	3.989	3.907	73.862	12.531	9.844	9.712	2.126	-11.702
83.375	82.932	4.007	3.919	75.577	12.621	9.867	10.202	2.164	-11.797
83.500	83.055	4.025	3.931	72.691	12.873	10.003	10.532	2.189	-11.913
83.625	83.178	4.044	3.943	66.855	13.478	10.391	10.881	2.182	-11.996
83.750	83.301	4.062	3.955	62.722	14.511	11.082	11.034	2.164	-12.036
83.875	83.424	4.080	3.966	60.982	16.027	12.115	11.282	2.157	-12.076
84.000	83.547	4.098	3.978	59.235	17.974	13.501	11.654	2.168	-12.036
84.125	83.670	4.117	3.990	57.336	19.996	15.166	11.887	2.193	-12.014
84.250	83.793	4.135	4.002	57.154	21.330	16.593	11.779	2.225	-11.975
84.375	83.916	4.153	4.014	58.467	21.249	17.038	11.605	2.272	-11.895
84.500	84.039	4.172	4.026	61.140	19.452	15.980	12.759	2.338	-11.781
84.625	84.162	4.190	4.038	67.311	16.268	13.575	18.268	2.409	-11.623
84.750	84.285	4.208	4.050	77.969	12.919	10.928	19.734	2.453	-11.452
84.875	84.408	4.227	4.062	90.915	10.156	8.682	11.449	2.447	-11.280
85.000	84.531	4.245	4.073	100.113	8.301	7.091	6.906	2.395	-11.140
85.125	84.654	4.263	4.085	99.662	7.418	6.213	6.080	2.324	-11.054
85.250	84.777	4.282	4.097	94.311	7.094	5.793	6.391	2.266	-10.955
85.375	84.900	4.300	4.109	92.167	7.062	5.686	6.233	2.236	-10.962
85.500	85.023	4.318	4.121	95.837	7.098	5.737	5.774	2.237	-10.999
85.625	85.146	4.336	4.133	97.461	7.059	5.794	5.712	2.268	-11.102
85.750	85.269	4.355	4.145	96.181	6.969	5.802	5.760	2.311	-11.298
85.875	85.392	4.373	4.157	96.698	6.918	5.812	5.815	2.348	-11.493
86.000	85.515	4.391	4.169	98.586	6.991	5.887	5.842	2.366	-11.720
86.125	85.638	4.410	4.180	97.178	7.237	6.075	6.114	2.354	-11.849
86.250	85.761	4.428	4.192	94.823	7.587	6.341	6.270	2.327	-12.014
86.375	85.884	4.446	4.204	93.183	7.965	6.629	6.510	2.298	-12.146
86.500	86.007	4.465	4.216	91.502	8.280	6.867	7.001	2.280	-12.282
86.625	86.130	4.483	4.228	91.449	8.428	6.957	7.383	2.278	-12.388
86.750	86.253	4.501	4.240	93.321	8.413	6.898	7.148	2.285	-12.484
86.875	86.376	4.520	4.252	93.419	8.290	6.732	6.951	2.295	-12.541
87.000	86.499	4.538	4.264	90.848	8.160	6.544	7.024	2.300	-12.555
87.125	86.622	4.556	4.276	88.625	8.160	6.440	6.927	2.290	-12.651
87.250	86.745	4.575	4.287	87.090	8.337	6.472	6.677	2.266	-12.686
87.375	86.868	4.593	4.299	85.117	8.663	6.639	6.668	2.236	-12.735
87.500	86.991	4.611	4.311	83.645	9.041	6.888	7.150	2.216	-12.748
87.625	87.114	4.629	4.323	84.144	9.309	7.108	7.970	2.223	-12.700
87.750	87.237	4.648	4.335	85.004	9.376	7.205	8.290	2.252	-12.620
87.875	87.360	4.666	4.347	85.719	9.240	7.148	8.014	2.288	-12.528
88.000	87.483	4.684	4.359	87.051	8.988	6.983	7.745	2.310	-12.467
88.125	87.606	4.703	4.371	88.928	8.767	6.820	7.495	2.304	-12.361
88.250	87.729	4.721	4.383	90.278	8.676	6.751	7.257	2.279	-12.300
88.375	87.852	4.739	4.395	89.296	8.725	6.798	7.071	2.250	-12.225
88.500	87.975	4.758	4.406	86.122	8.867	6.933	7.481	2.232	-12.133
88.625	88.098	4.776	4.418	82.957	9.030	7.096	8.103	2.238	-12.159
88.750	88.221	4.794	4.430	81.377	9.180	7.239	8.146	2.256	-12.163
88.875	88.344	4.813	4.442	80.041	9.330	7.367	7.638	2.276	-12.214
89.000	88.467	4.831	4.454	78.298	9.505	7.493	7.721	2.283	-12.238
89.125	88.590	4.849	4.466	80.160	9.698	7.616	7.627	2.271	-12.300
89.250	88.713	4.867	4.478	85.188	9.837	7.703	7.984	2.248	-12.348
89.375	88.836	4.886	4.490	88.915	9.826	7.695	8.057	2.227	-12.363
89.500	88.959	4.904	4.502	89.330	9.608	7.529	7.662	2.218	-12.423
89.625	89.082	4.922	4.513	88.652	9.232	7.216	7.572	2.231	-12.418
89.750	89.205	4.941	4.525	89.950	8.947	6.939	7.714	2.266	-12.445
89.875	89.328	4.959	4.537	92.395	9.005	6.881	7.587	2.316	-12.484
90.000	89.451	4.977	4.549	92.039	9.603	7.187	7.529	2.367	-12.590
90.125	89.569	5.014	4.566	85.142	10.920	8.027	9.742	2.390	-12.625
90.250	89.687	5.050	4.584	75.304	12.749	9.343	14.698	2.373	-12.669
90.375	89.805	5.087	4.601	67.199	14.852	11.038	17.523	2.320	-12.785
90.500	89.923	5.123	4.618	63.110	16.940	12.904	15.129	2.253	-12.862
90.625	90.041	5.159	4.635	63.322	18.729	14.649	13.990	2.200	-12.965
90.750	90.160	5.196	4.652	65.591	20.195	16.133	16.471	2.171	-13.007
90.875	90.278	5.232	4.670	65.342	21.372	17.350	21.267	2.157	-12.996
91.000	90.396	5.269	4.687	61.552	22.239	18.311	23.472	2.145	-12.994
91.125	90.514	5.305	4.704	57.107	22.476	18.806	20.418	2.128	-12.981
91.250	90.632	5.342	4.721	54.817	21.836	18.560	17.913	2.112	-12.954
91.375	90.750	5.378	4.738	56.895	20.179	17.338	16.515	2.109	-12.895
91.500	90.868	5.414	4.756	62.672	17.689	15.275	15.088	2.130	-12.827
91.625	90.987	5.451	4.773	68.962	14.884	12.893	13.756	2.182	-12.770
91.750	91.105	5.487	4.790	73.586	12.427	10.803	11.257	2.245	-12.735
91.875	91.223	5.524	4.807	79.461	10.681	9.280	8.480	2.299	-12.746
92.000	91.341	5.560	4.825	86.293	9.794	8.413	7.183	2.322	-12.669
92.125	91.459	5.596	4.842	90.155	9.819	8.265	8.100	2.302	-12.612
92.250	91.577	5.633	4.859	88.984	10.363	8.598	9.710	2.262	-12.546
92.375	91.695	5.669	4.876	83.846	11.094	9.207	9.992	2.226	-12.434
92.500	91.813	5.706	4.893	78.613	11.682	9.814	9.774	2.210	-12.370
92.625	91.932	5.742	4.911	79.089	11.877	10.120	9.320	2.221	-12.273
92.750	92.050	5.779	4.928	82.783	11.821	10.159	9.118	2.241	-12.225
92.875	92.168	5.815	4.945	82.942	11.761	10.132	8.951	2.254	-12.131
93.000	92.286	5.851	4.962	77.740	11.933	10.248	9.190	2.249	-12.080
93.125	92.404	5.888	4.979	72.891	12.507	10.666	9.869	2.228	-12.018
93.250	92.522	5.924	4.997	71.528	13.381	11.338	10.967	2.205	-11.979
93.375	92.640	5.961	5.014	72.339	14.457	12.201	12.273	2.190	-11.999
93.500	92.759	5.997	5.031	73.080	15.660	13.180	11.938	2.189	-11.966
93.625	92.877	6.034	5.048	73.820	16.996	14.247	12.075	2.199	-11.970
93.750	92.995	6.070	5.066	74.044	18.471	15.412	13.250	2.209	-11.939
93.875	93.113	6.106	5.083	71.763	20.056	16.686	15.482	2.211	-11.928
94.000	93.231	6.143	5.100	67.067	21.616	17.989	17.039	2.200	-11.913
94.125	93.349	6.179	5.117	63.470	22.819	19.069	17.765	2.178	-11.858
94.250	93.467	6.216	5.134	62.730	23.442	19.686	17.773	2.155	-11.808
94.375	93.586	6.252	5.152	63.186	23.393	19.703	17.793	2.142	-11.770
94.500	93.704	6.288	5.169	63.828	22.785	19.185	18.027	2.145	-11.755
94.625	93.822	6.325	5.186	65.096	21.917	18.386	17.749	2.163	-11.764
94.750	93.940	6.361	5.203	66.355	21.227	17.695	16.302	2.184	-11.781
94.875	94.058	6.398	5.221	67.350	21.009	17.358	15.171	2.195	-11.851
95.000	94.176	6.434	5.238	67.574	21.449	17.548	14.577	2.192	-11.948
95.125	94.294	6.471	5.255	65.503	22.699	18.460	15.638	2.174	-12.155
95.250	94.412	6.507	5.272	63.146	24.484	19.944	17.134	2.154	-12.414
95.375	94.531	6.543	5.289	62.189	26.519	21.815	19.516	2.141	-12.634
95.500	94.649	6.580	5.307	61.561	28.480	23.782	21.920	2.139	-12.871
95.625	94.767	6.616	5.324	59.891	30.083	25.515	23.139	2.148	-12.983
95.750	94.885	6.653	5.341	58.325	31.395	26.952	23.801	2.157	-13.108
95.875	95.003	6.689	5.358	58.482	32.532	28.195	24.083	2.158	-13.168
96.000	95.121	6.726	5.375	59.020	33.393	29.308	23.529	2.144	-13.161
