#Depth	AC	GR	R025	R2M	RA2	RI	RT	RXO	SP
63.000	0.000	0.000	5.855	5.489	0.000	0.000	0.000	0.000	0.000
63.125	0.000	0.000	6.193	5.535	0.000	0.000	0.000	0.000	0.000
63.250	0.000	0.000	6.531	5.729	0.000	0.000	0.000	0.000	0.000
63.375	0.000	0.000	6.853	5.985	0.000	0.000	0.000	0.000	0.000
63.500	0.000	0.000	7.145	6.273	0.000	0.000	0.000	0.000	0.000
63.625	0.000	0.000	7.464	6.479	0.000	0.000	0.000	0.000	0.000
63.750	0.000	0.000	7.927	6.682	0.000	0.000	0.000	0.000	0.000
63.875	0.000	0.000	8.296	6.811	0.000	0.000	0.000	0.000	0.000
64.000	0.000	0.000	8.664	6.442	0.000	0.000	0.000	0.000	0.000
64.125	0.000	0.000	9.015	5.820	0.000	0.000	0.000	0.000	0.000
64.250	0.000	0.000	9.327	5.819	0.000	0.000	0.000	0.000	0.000
64.375	0.000	0.000	9.741	6.822	0.000	0.000	0.000	0.000	0.000
64.500	0.000	0.000	10.190	7.642	0.000	0.000	0.000	0.000	0.000
64.625	0.000	0.000	10.541	8.515	0.000	0.000	0.000	0.000	0.000
64.750	0.000	0.000	10.837	9.020	0.000	0.000	0.000	0.000	0.000
64.875	0.000	0.000	10.820	8.119	0.000	0.000	0.000	0.000	0.000
65.000	0.000	0.000	10.279	7.620	0.000	0.000	0.000	0.000	0.000
65.125	0.000	0.000	9.701	7.242	0.000	0.000	0.000	0.000	0.000
65.250	0.000	0.000	9.284	6.807	0.000	0.000	0.000	0.000	0.000
65.375	0.000	0.000	8.888	6.618	0.000	0.000	0.000	0.000	0.000
65.500	0.000	0.000	8.571	6.378	0.000	0.000	0.000	0.000	0.000
65.625	0.000	0.000	8.272	6.379	0.000	0.000	0.000	0.000	0.000
65.750	0.000	0.000	8.062	6.380	0.000	0.000	0.000	0.000	0.000
65.875	0.000	0.000	7.883	6.399	0.000	0.000	0.000	0.000	0.000
66.000	0.000	0.000	7.704	6.496	0.000	0.000	0.000	0.000	0.000
66.125	0.000	0.000	7.686	6.574	0.000	0.000	0.000	0.000	0.000
66.250	0.000	0.000	7.686	6.690	0.000	0.000	0.000	0.000	0.000
66.375	0.000	0.000	7.687	6.768	0.000	0.000	0.000	0.000	0.000
66.500	0.000	0.000	7.687	7.028	0.000	0.000	0.000	0.000	0.000
66.625	0.000	0.000	7.685	7.600	0.000	0.000	0.000	0.000	0.000
66.750	0.000	0.000	7.654	7.881	0.000	0.000	0.000	0.000	0.000
66.875	0.000	0.000	7.622	8.108	0.000	0.000	0.000	0.000	0.000
67.000	0.000	0.000	7.591	8.291	0.000	0.000	0.000	0.000	0.000
67.125	0.000	0.000	7.560	8.420	0.000	0.000	0.000	0.000	0.000
67.250	0.000	0.000	7.528	8.521	0.000	0.000	0.000	0.000	0.000
67.375	0.000	0.000	7.497	8.545	0.000	0.000	0.000	0.000	0.000
67.500	0.000	0.000	7.474	8.471	0.000	0.000	0.000	0.000	0.000
67.625	0.000	0.000	7.456	8.303	0.000	0.000	0.000	0.000	0.000
67.750	0.000	0.000	7.439	8.133	0.000	0.000	0.000	0.000	0.000
67.875	0.000	0.000	7.401	7.913	0.000	0.000	0.000	0.000	0.000
68.000	0.000	0.000	7.359	7.696	0.000	0.000	0.000	0.000	0.000
68.125	0.000	0.000	7.332	7.510	0.000	0.000	0.000	0.000	0.000
68.250	0.000	0.000	7.329	7.435	0.000	0.000	0.000	0.000	0.000
68.375	0.000	0.000	7.325	7.354	0.000	0.000	0.000	0.000	0.000
68.500	0.000	0.000	7.321	7.249	0.000	0.000	0.000	0.000	0.000
68.625	0.000	0.000	7.317	7.143	0.000	0.000	0.000	0.000	0.000
68.750	0.000	0.000	7.313	7.054	0.000	0.000	0.000	0.000	0.000
68.875	0.000	0.000	7.309	7.016	0.000	0.000	0.000	0.000	0.000
69.000	0.000	0.000	7.305	7.039	0.000	0.000	0.000	0.000	0.000
69.125	0.000	0.000	7.301	7.104	0.000	0.000	0.000	0.000	0.000
69.250	0.000	0.000	7.297	7.169	0.000	0.000	0.000	0.000	0.000
69.375	0.000	0.000	7.293	7.294	0.000	0.000	0.000	0.000	0.000
69.500	0.000	0.000	7.289	7.104	0.000	0.000	0.000	0.000	0.000
69.625	0.000	0.000	7.240	6.892	0.000	0.000	0.000	0.000	0.000
69.750	0.000	0.000	7.176	6.671	0.000	0.000	0.000	0.000	0.000
69.875	0.000	0.000	7.113	6.574	0.000	0.000	0.000	0.000	0.000
70.000	0.000	0.000	7.050	6.704	0.000	0.000	0.000	0.000	0.000
70.125	0.000	0.000	6.987	6.920	0.000	0.000	0.000	0.000	0.000
70.250	0.000	0.000	6.930	7.250	0.000	0.000	0.000	0.000	0.000
70.375	0.000	0.000	6.912	7.646	0.000	0.000	0.000	0.000	0.000
70.500	0.000	0.000	6.894	8.081	0.000	0.000	0.000	0.000	0.000
70.625	0.000	0.000	6.784	8.349	0.000	0.000	0.000	0.000	0.000
70.750	0.000	0.000	6.633	8.608	0.000	0.000	0.000	0.000	0.000
70.875	0.000	0.000	6.451	8.702	0.000	0.000	0.000	0.000	0.000
71.000	0.000	0.000	6.185	8.142	0.000	0.000	0.000	0.000	0.000
71.125	0.000	0.000	5.920	7.605	0.000	0.000	0.000	0.000	0.000
71.250	0.000	0.000	5.655	7.228	0.000	0.000	0.000	0.000	0.000
71.375	0.000	0.000	5.493	6.810	0.000	0.000	0.000	0.000	0.000
71.500	0.000	0.000	5.331	6.558	0.000	0.000	0.000	0.000	0.000
71.625	0.000	0.000	5.175	6.146	0.000	0.000	0.000	0.000	0.000
71.750	0.000	0.000	5.180	5.749	0.000	0.000	0.000	0.000	0.000
71.875	0.000	0.000	5.525	9.648	0.000	0.000	0.000	0.000	0.000
72.000	0.000	0.000	5.964	10.264	0.000	0.000	0.000	0.000	0.000
72.125	0.000	0.000	6.279	10.800	0.000	0.000	0.000	0.000	0.000
72.250	0.000	0.000	6.591	11.205	0.000	0.000	0.000	0.000	0.000
72.375	0.000	0.000	6.853	10.921	0.000	0.000	0.000	0.000	0.000
72.500	0.000	0.000	7.083	9.812	0.000	0.000	0.000	0.000	0.000
72.625	0.000	0.000	7.278	8.289	0.000	0.000	0.000	0.000	0.000
72.750	0.000	0.000	7.264	6.457	0.000	0.000	0.000	0.000	0.000
72.875	0.000	0.000	6.283	5.712	0.000	0.000	0.000	0.000	0.000
73.000	0.000	0.000	5.968	5.608	0.000	0.000	0.000	0.000	0.000
73.125	0.000	0.000	5.968	5.609	0.000	0.000	0.000	0.000	0.000
73.250	0.000	0.000	6.053	5.610	0.000	0.000	0.000	0.000	0.000
73.375	0.000	0.000	6.164	5.611	0.000	0.000	0.000	0.000	0.000
73.500	0.000	0.000	6.275	5.320	0.000	0.000	0.000	0.000	0.000
73.625	0.000	0.000	6.084	5.099	0.000	0.000	0.000	0.000	0.000
73.750	0.000	0.000	5.753	4.861	0.000	0.000	0.000	0.000	0.000
73.875	0.000	0.000	5.440	4.650	0.000	0.000	0.000	0.000	0.000
74.000	0.000	0.000	5.272	4.634	0.000	0.000	0.000	0.000	0.000
74.125	0.000	0.000	4.931	5.046	0.000	0.000	0.000	0.000	0.000
74.250	0.000	0.000	4.762	5.443	0.000	0.000	0.000	0.000	0.000
74.375	0.000	0.000	4.942	5.720	0.000	0.000	0.000	0.000	0.000
74.500	0.000	0.000	5.182	5.815	0.000	0.000	0.000	0.000	0.000
74.625	0.000	0.000	5.721	6.003	0.000	0.000	0.000	0.000	0.000
74.750	0.000	0.000	6.209	6.240	0.000	0.000	0.000	0.000	0.000
74.875	0.000	0.000	6.597	6.586	0.000	0.000	0.000	0.000	0.000
75.000	0.000	0.000	6.948	7.088	0.000	0.000	0.000	0.000	0.000
75.125	0.000	0.000	7.180	7.522	0.000	0.000	0.000	0.000	0.000
75.250	0.000	0.000	7.412	8.133	0.000	0.000	0.000	0.000	0.000
75.375	0.000	0.000	7.644	8.690	0.000	0.000	0.000	0.000	0.000
75.500	0.000	0.000	7.865	9.492	0.000	0.000	0.000	0.000	0.000
75.625	0.000	0.000	8.073	6.687	0.000	0.000	0.000	0.000	0.000
75.750	0.000	0.000	6.516	5.817	0.000	0.000	0.000	0.000	0.000
75.875	0.000	0.000	6.389	5.736	0.000	0.000	0.000	0.000	0.000
76.000	0.000	0.000	6.335	5.501	0.000	0.000	0.000	0.000	0.000
76.125	0.000	0.000	6.302	5.289	0.000	0.000	0.000	0.000	0.000
76.250	0.000	0.000	6.431	5.534	0.000	0.000	0.000	0.000	0.000
76.375	0.000	0.000	6.561	5.996	0.000	0.000	0.000	0.000	0.000
76.500	0.000	0.000	6.690	6.102	0.000	0.000	0.000	0.000	0.000
76.625	0.000	0.000	6.445	5.725	0.000	0.000	0.000	0.000	0.000
76.750	0.000	0.000	5.914	5.389	0.000	0.000	0.000	0.000	0.000
76.875	0.000	0.000	5.628	5.090	0.000	0.000	0.000	0.000	0.000
77.000	0.000	0.000	5.758	4.924	0.000	0.000	0.000	0.000	0.000
77.125	0.000	0.000	5.936	5.195	0.000	0.000	0.000	0.000	0.000
77.250	0.000	0.000	6.176	5.537	0.000	0.000	0.000	0.000	0.000
77.375	0.000	0.000	6.417	5.875	0.000	0.000	0.000	0.000	0.000
77.500	0.000	0.000	6.678	6.164	0.000	0.000	0.000	0.000	0.000
77.625	0.000	0.000	6.956	6.401	0.000	0.000	0.000	0.000	0.000
77.750	0.000	0.000	6.264	6.628	0.000	0.000	0.000	0.000	0.000
77.875	0.000	0.000	5.473	6.651	0.000	0.000	0.000	0.000	0.000
78.000	0.000	0.000	5.533	6.430	0.000	0.000	0.000	0.000	0.000
78.125	0.000	0.000	5.857	6.274	0.000	0.000	0.000	0.000	0.000
78.250	0.000	0.000	6.527	6.105	0.000	0.000	0.000	0.000	0.000
78.375	0.000	0.000	6.822	6.249	0.000	0.000	0.000	0.000	0.000
78.500	0.000	0.000	7.087	6.516	0.000	0.000	0.000	0.000	0.000
78.625	0.000	0.000	7.339	6.752	0.000	0.000	0.000	0.000	0.000
78.750	0.000	0.000	7.590	7.211	0.000	0.000	0.000	0.000	0.000
78.875	0.000	0.000	7.842	7.470	0.000	0.000	0.000	0.000	0.000
79.000	0.000	0.000	8.094	7.729	0.000	0.000	0.000	0.000	0.000
79.125	0.000	0.000	8.360	8.011	0.000	0.000	0.000	0.000	0.000
79.250	0.000	0.000	8.606	8.283	0.000	0.000	0.000	0.000	0.000
79.375	0.000	0.000	8.380	8.412	0.000	0.000	0.000	0.000	0.000
79.500	0.000	0.000	7.949	8.290	0.000	0.000	0.000	0.000	0.000
79.625	0.000	0.000	7.475	7.837	0.000	0.000	0.000	0.000	0.000
79.750	0.000	0.000	7.437	7.328	0.000	0.000	0.000	0.000	0.000
79.875	0.000	0.000	7.399	7.057	0.000	0.000	0.000	0.000	0.000
80.000	0.000	0.000	7.362	7.211	0.000	0.000	0.000	0.000	0.000
80.125	0.000	0.000	7.340	7.470	0.000	0.000	0.000	0.000	0.000
80.250	0.000	0.000	7.492	7.729	0.000	0.000	0.000	0.000	0.000
80.375	0.000	0.000	7.643	7.673	0.000	0.000	0.000	0.000	0.000
80.500	0.000	0.000	7.733	7.387	0.000	0.000	0.000	0.000	0.000
80.625	0.000	0.000	7.670	7.177	0.000	0.000	0.000	0.000	0.000
80.750	0.000	0.000	7.594	7.097	0.000	0.000	0.000	0.000	0.000
80.875	0.000	0.000	7.516	7.098	0.000	0.000	0.000	0.000	0.000
81.000	0.000	0.000	7.437	7.100	0.000	0.000	0.000	0.000	0.000
81.125	0.000	0.000	7.358	7.132	0.000	0.000	0.000	0.000	0.000
81.250	0.000	0.000	7.248	7.179	0.000	0.000	0.000	0.000	0.000
81.375	0.000	0.000	7.229	7.244	0.000	0.000	0.000	0.000	0.000
81.500	0.000	0.000	7.224	7.358	0.000	0.000	0.000	0.000	0.000
81.625	0.000	0.000	7.199	7.359	0.000	0.000	0.000	0.000	0.000
81.750	0.000	0.000	7.161	7.360	0.000	0.000	0.000	0.000	0.000
81.875	0.000	0.000	7.082	7.361	0.000	0.000	0.000	0.000	0.000
82.000	0.000	0.000	7.003	7.362	0.000	0.000	0.000	0.000	0.000
82.125	0.000	0.000	6.924	7.362	0.000	0.000	0.000	0.000	0.000
82.250	0.000	0.000	6.904	7.363	0.000	0.000	0.000	0.000	0.000
82.375	0.000	0.000	6.883	7.370	0.000	0.000	0.000	0.000	0.000
82.500	0.000	0.000	6.874	7.396	0.000	0.000	0.000	0.000	0.000
82.625	0.000	0.000	6.875	7.444	0.000	0.000	0.000	0.000	0.000
82.750	0.000	0.000	6.875	7.573	0.000	0.000	0.000	0.000	0.000
82.875	0.000	0.000	6.876	7.663	0.000	0.000	0.000	0.000	0.000
83.000	0.000	0.000	6.876	7.676	0.000	0.000	0.000	0.000	0.000
83.125	0.000	0.000	6.877	7.677	0.000	0.000	0.000	0.000	0.000
83.250	0.000	0.000	6.905	7.619	0.000	0.000	0.000	0.000	0.000
83.375	0.000	0.000	6.934	7.547	0.000	0.000	0.000	0.000	0.000
83.500	0.000	0.000	6.963	7.475	0.000	0.000	0.000	0.000	0.000
83.625	0.000	0.000	6.986	7.450	0.000	0.000	0.000	0.000	0.000
83.750	0.000	0.000	6.999	7.425	0.000	0.000	0.000	0.000	0.000
83.875	0.000	0.000	7.012	7.426	0.000	0.000	0.000	0.000	0.000
84.000	0.000	0.000	7.025	7.399	0.000	0.000	0.000	0.000	0.000
84.125	0.000	0.000	7.047	7.327	0.000	0.000	0.000	0.000	0.000
84.250	0.000	0.000	7.083	7.255	0.000	0.000	0.000	0.000	0.000
84.375	0.000	0.000	7.119	7.198	0.000	0.000	0.000	0.000	0.000
84.500	0.000	0.000	7.155	7.152	0.000	0.000	0.000	0.000	0.000
84.625	0.000	0.000	7.191	7.107	0.000	0.000	0.000	0.000	0.000
84.750	0.000	0.000	7.227	7.061	0.000	0.000	0.000	0.000	0.000
84.875	0.000	0.000	7.263	7.022	0.000	0.000	0.000	0.000	0.000
85.000	0.000	0.000	7.294	7.023	0.000	0.000	0.000	0.000	0.000
85.125	0.000	0.000	7.294	7.072	0.000	0.000	0.000	0.000	0.000
85.250	0.000	0.000	7.205	7.124	0.000	0.000	0.000	0.000	0.000
85.375	0.000	0.000	7.059	7.158	0.000	0.000	0.000	0.000	0.000
85.500	0.000	0.000	6.872	7.153	0.000	0.000	0.000	0.000	0.000
85.625	0.000	0.000	6.746	7.064	0.000	0.000	0.000	0.000	0.000
85.750	0.000	0.000	6.590	6.918	0.000	0.000	0.000	0.000	0.000
85.875	0.000	0.000	6.541	6.802	0.000	0.000	0.000	0.000	0.000
86.000	0.000	0.000	6.593	6.754	0.000	0.000	0.000	0.000	0.000
86.125	0.000	0.000	6.657	6.723	0.000	0.000	0.000	0.000	0.000
86.250	0.000	0.000	6.754	6.857	0.000	0.000	0.000	0.000	0.000
86.375	0.000	0.000	6.851	7.378	0.000	0.000	0.000	0.000	0.000
86.500	0.000	0.000	6.951	8.055	0.000	0.000	0.000	0.000	0.000
86.625	0.000	0.000	6.672	8.475	0.000	0.000	0.000	0.000	0.000
86.750	0.000	0.000	6.360	8.965	0.000	0.000	0.000	0.000	0.000
86.875	0.000	0.000	6.203	8.216	0.000	0.000	0.000	0.000	0.000
87.000	0.000	0.000	6.004	7.840	0.000	0.000	0.000	0.000	0.000
87.125	0.000	0.000	5.843	7.463	0.000	0.000	0.000	0.000	0.000
87.250	0.000	0.000	5.669	7.115	0.000	0.000	0.000	0.000	0.000
87.375	0.000	0.000	5.662	6.818	0.000	0.000	0.000	0.000	0.000
87.500	0.000	0.000	5.662	6.732	0.000	0.000	0.000	0.000	0.000
87.625	0.000	0.000	5.703	6.733	0.000	0.000	0.000	0.000	0.000
87.750	0.000	0.000	5.746	6.734	0.000	0.000	0.000	0.000	0.000
87.875	0.000	0.000	5.796	6.591	0.000	0.000	0.000	0.000	0.000
88.000	0.000	0.000	5.852	6.317	0.000	0.000	0.000	0.000	0.000
88.125	0.000	0.000	5.907	6.367	0.000	0.000	0.000	0.000	0.000
88.250	0.000	0.000	5.979	7.928	0.000	0.000	0.000	0.000	0.000
88.375	0.000	0.000	6.057	8.745	0.000	0.000	0.000	0.000	0.000
88.500	0.000	0.000	6.174	9.046	0.000	0.000	0.000	0.000	0.000
88.625	0.000	0.000	6.295	8.227	0.000	0.000	0.000	0.000	0.000
88.750	0.000	0.000	6.378	8.314	0.000	0.000	0.000	0.000	0.000
88.875	0.000	0.000	6.460	8.612	0.000	0.000	0.000	0.000	0.000
89.000	0.000	0.000	6.542	8.024	0.000	0.000	0.000	0.000	0.000
89.125	0.000	0.000	6.625	7.490	0.000	0.000	0.000	0.000	0.000
89.250	0.000	0.000	6.693	7.068	0.000	0.000	0.000	0.000	0.000
89.375	0.000	0.000	6.750	6.725	0.000	0.000	0.000	0.000	0.000
89.500	0.000	0.000	6.772	6.023	0.000	0.000	0.000	0.000	0.000
89.625	0.000	0.000	6.793	5.777	0.000	0.000	0.000	0.000	0.000
89.750	0.000	0.000	6.798	5.786	0.000	0.000	0.000	0.000	0.000
89.875	0.000	0.000	6.799	5.863	0.000	0.000	0.000	0.000	0.000
90.000	0.000	0.000	6.833	5.949	0.000	0.000	0.000	0.000	0.000
90.125	0.000	0.000	6.361	6.079	0.000	0.000	0.000	0.000	0.000
90.250	0.000	0.000	6.055	6.250	0.000	0.000	0.000	0.000	0.000
90.375	0.000	0.000	5.805	6.641	0.000	0.000	0.000	0.000	0.000
90.500	0.000	0.000	5.622	7.081	0.000	0.000	0.000	0.000	0.000
90.625	0.000	0.000	5.471	7.562	0.000	0.000	0.000	0.000	0.000
90.750	0.000	0.000	5.296	6.667	0.000	0.000	0.000	0.000	0.000
90.875	0.000	0.000	5.105	6.285	0.000	0.000	0.000	0.000	0.000
91.000	0.000	0.000	4.756	6.104	0.000	0.000	0.000	0.000	0.000
91.125	0.000	0.000	5.170	5.904	0.000	0.000	0.000	0.000	0.000
91.250	0.000	0.000	5.845	5.810	0.000	0.000	0.000	0.000	0.000
91.375	0.000	0.000	6.519	5.825	0.000	0.000	0.000	0.000	0.000
91.500	0.000	0.000	6.941	6.496	0.000	0.000	0.000	0.000	0.000
91.625	0.000	0.000	7.280	8.540	0.000	0.000	0.000	0.000	0.000
91.750	0.000	0.000	7.676	9.805	0.000	0.000	0.000	0.000	0.000
91.875	0.000	0.000	8.140	10.538	0.000	0.000	0.000	0.000	0.000
92.000	0.000	0.000	8.604	11.415	0.000	0.000	0.000	0.000	0.000
92.125	0.000	0.000	9.035	11.501	0.000	0.000	0.000	0.000	0.000
92.250	0.000	0.000	9.451	10.356	0.000	0.000	0.000	0.000	0.000
92.375	0.000	0.000	9.866	9.672	0.000	0.000	0.000	0.000	0.000
92.500	0.000	0.000	10.135	8.748	0.000	0.000	0.000	0.000	0.000
92.625	0.000	0.000	9.554	8.111	0.000	0.000	0.000	0.000	0.000
92.750	0.000	0.000	9.048	7.717	0.000	0.000	0.000	0.000	0.000
92.875	0.000	0.000	8.818	7.559	0.000	0.000	0.000	0.000	0.000
93.000	0.000	0.000	8.589	7.384	0.000	0.000	0.000	0.000	0.000
93.125	0.000	0.000	8.372	7.272	0.000	0.000	0.000	0.000	0.000
93.250	0.000	0.000	8.163	7.233	0.000	0.000	0.000	0.000	0.000
93.375	0.000	0.000	7.969	7.234	0.000	0.000	0.000	0.000	0.000
93.500	0.000	0.000	7.843	7.294	0.000	0.000	0.000	0.000	0.000
93.625	0.000	0.000	7.717	7.379	0.000	0.000	0.000	0.000	0.000
93.750	0.000	0.000	7.685	7.509	0.000	0.000	0.000	0.000	0.000
93.875	0.000	0.000	7.617	7.667	0.000	0.000	0.000	0.000	0.000
94.000	0.000	0.000	7.491	7.888	0.000	0.000	0.000	0.000	0.000
94.125	0.000	0.000	7.302	8.147	0.000	0.000	0.000	0.000	0.000
94.250	0.000	0.000	7.052	8.447	0.000	0.000	0.000	0.000	0.000
94.375	0.000	0.000	6.888	8.692	0.000	0.000	0.000	0.000	0.000
94.500	0.000	0.000	6.737	8.903	0.000	0.000	0.000	0.000	0.000
94.625	0.000	0.000	6.434	9.037	0.000	0.000	0.000	0.000	0.000
94.750	0.000	0.000	6.134	8.810	0.000	0.000	0.000	0.000	0.000
94.875	0.000	0.000	5.853	8.523	0.000	0.000	0.000	0.000	0.000
95.000	0.000	0.000	5.456	8.246	0.000	0.000	0.000	0.000	0.000
95.125	0.000	0.000	5.110	7.897	0.000	0.000	0.000	0.000	0.000
95.250	0.000	0.000	4.891	7.639	0.000	0.000	0.000	0.000	0.000
95.375	0.000	0.000	4.706	7.467	0.000	0.000	0.000	0.000	0.000
95.500	0.000	0.000	4.756	7.566	0.000	0.000	0.000	0.000	0.000
95.625	0.000	0.000	5.429	7.718	0.000	0.000	0.000	0.000	0.000
95.750	0.000	0.000	5.799	7.900	0.000	0.000	0.000	0.000	0.000
95.875	0.000	0.000	6.141	8.271	0.000	0.000	0.000	0.000	0.000
96.000	0.000	0.000	6.119	8.032	0.000	0.000	0.000	0.000	0.000
96.125	0.000	0.000	5.734	7.412	0.000	0.000	0.000	0.000	0.000
96.250	0.000	0.000	5.251	6.860	0.000	0.000	0.000	0.000	0.000
96.375	0.000	0.000	4.849	6.073	0.000	0.000	0.000	0.000	0.000
96.500	0.000	0.000	4.410	5.672	0.000	0.000	0.000	0.000	0.000
96.625	0.000	0.000	4.361	5.726	0.000	0.000	0.000	0.000	0.000
96.750	0.000	0.000	4.787	5.920	0.000	0.000	0.000	0.000	0.000
96.875	0.000	0.000	5.294	6.265	0.000	0.000	0.000	0.000	0.000
97.000	0.000	0.000	5.724	6.646	0.000	0.000	0.000	0.000	0.000
97.125	0.000	0.000	6.051	7.031	0.000	0.000	0.000	0.000	0.000
97.250	0.000	0.000	6.334	6.745	0.000	0.000	0.000	0.000	0.000
97.375	0.000	0.000	6.618	6.258	0.000	0.000	0.000	0.000	0.000
97.500	0.000	0.000	6.902	5.839	0.000	0.000	0.000	0.000	0.000
97.625	0.000	0.000	7.185	5.682	0.000	0.000	0.000	0.000	0.000
97.750	0.000	0.000	7.279	5.725	0.000	0.000	0.000	0.000	0.000
97.875	0.000	0.000	7.261	5.796	0.000	0.000	0.000	0.000	0.000
98.000	0.000	0.000	7.243	5.917	0.000	0.000	0.000	0.000	0.000
98.125	0.000	0.000	7.221	6.020	0.000	0.000	0.000	0.000	0.000
98.250	0.000	0.000	7.199	6.133	0.000	0.000	0.000	0.000	0.000
98.375	0.000	0.000	7.176	6.262	0.000	0.000	0.000	0.000	0.000
98.500	0.000	0.000	7.153	6.391	0.000	0.000	0.000	0.000	0.000
98.625	0.000	0.000	7.132	6.604	0.000	0.000	0.000	0.000	0.000
98.750	0.000	0.000	7.114	6.786	0.000	0.000	0.000	0.000	0.000
98.875	0.000	0.000	7.097	6.934	0.000	0.000	0.000	0.000	0.000
99.000	0.000	0.000	7.061	7.113	0.000	0.000	0.000	0.000	0.000
99.125	0.000	0.000	7.010	7.371	0.000	0.000	0.000	0.000	0.000
99.250	0.000	0.000	6.853	7.630	0.000	0.000	0.000	0.000	0.000
99.375	0.000	0.000	6.807	7.889	0.000	0.000	0.000	0.000	0.000
99.500	0.000	0.000	6.885	7.994	0.000	0.000	0.000	0.000	0.000
99.625	0.000	0.000	6.993	7.846	0.000	0.000	0.000	0.000	0.000
99.750	0.000	0.000	7.143	7.879	0.000	0.000	0.000	0.000	0.000
99.875	0.000	0.000	7.051	7.938	0.000	0.000	0.000	0.000	0.000
100.000	0.000	0.000	6.925	8.016	0.000	0.000	0.000	0.000	0.000
100.125	0.000	0.000	6.772	7.996	0.000	0.000	0.000	0.000	0.000
100.250	0.000	0.000	6.609	7.908	0.000	0.000	0.000	0.000	0.000
100.375	0.000	0.000	6.445	7.820	0.000	0.000	0.000	0.000	0.000
100.500	0.000	0.000	6.282	7.731	0.000	0.000	0.000	0.000	0.000
100.625	0.000	0.000	5.985	7.693	0.000	0.000	0.000	0.000	0.000
100.750	0.000	0.000	5.614	7.742	0.000	0.000	0.000	0.000	0.000
100.875	0.000	0.000	4.920	7.555	0.000	0.000	0.000	0.000	0.000
101.000	0.000	0.000	4.354	7.272	0.000	0.000	0.000	0.000	0.000
101.125	0.000	0.000	3.860	7.033	0.000	0.000	0.000	0.000	0.000
101.250	0.000	0.000	3.703	6.843	0.000	0.000	0.000	0.000	0.000
101.375	0.000	0.000	3.266	6.654	0.000	0.000	0.000	0.000	0.000
101.500	0.000	0.000	3.225	6.446	0.000	0.000	0.000	0.000	0.000
101.625	0.000	0.000	3.350	6.199	0.000	0.000	0.000	0.000	0.000
101.750	0.000	0.000	3.664	6.145	0.000	0.000	0.000	0.000	0.000
101.875	0.000	0.000	4.227	6.500	0.000	0.000	0.000	0.000	0.000
102.000	0.000	0.000	5.267	7.753	0.000	0.000	0.000	0.000	0.000
102.125	0.000	0.000	5.971	7.535	0.000	0.000	0.000	0.000	0.000
102.250	0.000	0.000	6.509	6.408	0.000	0.000	0.000	0.000	0.000
102.375	0.000	0.000	7.006	5.334	0.000	0.000	0.000	0.000	0.000
102.500	0.000	0.000	7.196	4.480	0.000	0.000	0.000	0.000	0.000
102.625	0.000	0.000	6.989	4.524	0.000	0.000	0.000	0.000	0.000
102.750	0.000	0.000	6.752	4.704	0.000	0.000	0.000	0.000	0.000
102.875	0.000	0.000	6.533	4.886	0.000	0.000	0.000	0.000	0.000
103.000	0.000	0.000	6.224	5.187	0.000	0.000	0.000	0.000	0.000
103.125	0.000	0.000	5.848	5.249	0.000	0.000	0.000	0.000	0.000
103.250	0.000	0.000	5.437	4.815	0.000	0.000	0.000	0.000	0.000
103.375	0.000	0.000	5.028	4.253	0.000	0.000	0.000	0.000	0.000
103.500	0.000	0.000	4.657	4.165	0.000	0.000	0.000	0.000	0.000
103.625	0.000	0.000	4.420	4.468	0.000	0.000	0.000	0.000	0.000
103.750	0.000	0.000	4.236	4.939	0.000	0.000	0.000	0.000	0.000
103.875	0.000	0.000	4.224	5.554	0.000	0.000	0.000	0.000	0.000
104.000	0.000	0.000	4.276	5.760	0.000	0.000	0.000	0.000	0.000
104.125	0.000	0.000	4.312	5.466	0.000	0.000	0.000	0.000	0.000
104.250	0.000	0.000	4.333	5.484	0.000	0.000	0.000	0.000	0.000
104.375	0.000	0.000	4.301	5.613	0.000	0.000	0.000	0.000	0.000
104.500	0.000	0.000	4.179	5.742	0.000	0.000	0.000	0.000	0.000
104.625	0.000	0.000	3.991	5.774	0.000	0.000	0.000	0.000	0.000
104.750	0.000	0.000	3.901	5.463	0.000	0.000	0.000	0.000	0.000
104.875	0.000	0.000	3.833	5.149	0.000	0.000	0.000	0.000	0.000
105.000	0.000	0.000	3.829	5.074	0.000	0.000	0.000	0.000	0.000
105.125	0.000	0.000	3.871	5.203	0.000	0.000	0.000	0.000	0.000
105.250	0.000	0.000	4.001	5.403	0.000	0.000	0.000	0.000	0.000
105.375	0.000	0.000	4.211	5.139	0.000	0.000	0.000	0.000	0.000
105.500	0.000	0.000	4.450	4.584	0.000	0.000	0.000	0.000	0.000
105.625	0.000	0.000	4.697	4.355	0.000	0.000	0.000	0.000	0.000
105.750	0.000	0.000	4.959	4.544	0.000	0.000	0.000	0.000	0.000
105.875	0.000	0.000	5.199	4.847	0.000	0.000	0.000	0.000	0.000
106.000	0.000	0.000	5.434	5.160	0.000	0.000	0.000	0.000	0.000
106.125	0.000	0.000	5.690	5.550	0.000	0.000	0.000	0.000	0.000
106.250	0.000	0.000	5.952	5.958	0.000	0.000	0.000	0.000	0.000
106.375	0.000	0.000	6.203	6.381	0.000	0.000	0.000	0.000	0.000
106.500	0.000	0.000	6.442	5.852	0.000	0.000	0.000	0.000	0.000
