#Depth	AC	GR	R025	R2M	RA2	RI	RT	RXO	SP
106.625	0.000	0.000	6.681	5.174	0.000	0.000	0.000	0.000	0.000
106.750	0.000	0.000	6.915	4.977	0.000	0.000	0.000	0.000	0.000
106.875	0.000	0.000	7.154	5.379	0.000	0.000	0.000	0.000	0.000
107.000	0.000	0.000	7.384	6.103	0.000	0.000	0.000	0.000	0.000
107.125	0.000	0.000	7.557	6.559	0.000	0.000	0.000	0.000	0.000
107.250	0.000	0.000	7.730	7.052	0.000	0.000	0.000	0.000	0.000
107.375	0.000	0.000	7.971	7.525	0.000	0.000	0.000	0.000	0.000
107.500	0.000	0.000	8.133	7.915	0.000	0.000	0.000	0.000	0.000
107.625	0.000	0.000	8.355	8.359	0.000	0.000	0.000	0.000	0.000
107.750	0.000	0.000	8.495	8.852	0.000	0.000	0.000	0.000	0.000
107.875	0.000	0.000	8.592	9.218	0.000	0.000	0.000	0.000	0.000
108.000	0.000	0.000	8.588	8.872	0.000	0.000	0.000	0.000	0.000
108.125	0.000	0.000	8.563	8.526	0.000	0.000	0.000	0.000	0.000
108.250	0.000	0.000	8.466	8.180	0.000	0.000	0.000	0.000	0.000
108.375	0.000	0.000	8.352	7.859	0.000	0.000	0.000	0.000	0.000
108.500	0.000	0.000	8.239	7.880	0.000	0.000	0.000	0.000	0.000
108.625	0.000	0.000	8.125	7.936	0.000	0.000	0.000	0.000	0.000
108.750	0.000	0.000	8.002	7.991	0.000	0.000	0.000	0.000	0.000
108.875	0.000	0.000	7.876	8.054	0.000	0.000	0.000	0.000	0.000
109.000	0.000	0.000	7.797	8.145	0.000	0.000	0.000	0.000	0.000
109.125	0.000	0.000	7.793	8.238	0.000	0.000	0.000	0.000	0.000
109.250	0.000	0.000	7.804	8.329	0.000	0.000	0.000	0.000	0.000
109.375	0.000	0.000	7.836	8.416	0.000	0.000	0.000	0.000	0.000
109.500	0.000	0.000	7.846	8.544	0.000	0.000	0.000	0.000	0.000
109.625	0.000	0.000	7.846	8.640	0.000	0.000	0.000	0.000	0.000
109.750	0.000	0.000	7.812	8.726	0.000	0.000	0.000	0.000	0.000
109.875	0.000	0.000	7.704	8.800	0.000	0.000	0.000	0.000	0.000
110.000	0.000	0.000	7.596	8.852	0.000	0.000	0.000	0.000	0.000
110.125	0.000	0.000	7.499	8.886	0.000	0.000	0.000	0.000	0.000
110.250	0.000	0.000	7.415	8.881	0.000	0.000	0.000	0.000	0.000
110.375	0.000	0.000	7.330	8.850	0.000	0.000	0.000	0.000	0.000
110.500	0.000	0.000	7.229	8.781	0.000	0.000	0.000	0.000	0.000
110.625	0.000	0.000	7.132	8.680	0.000	0.000	0.000	0.000	0.000
110.750	0.000	0.000	7.132	8.633	0.000	0.000	0.000	0.000	0.000
110.875	0.000	0.000	7.133	8.634	0.000	0.000	0.000	0.000	0.000
111.000	0.000	0.000	7.159	8.635	0.000	0.000	0.000	0.000	0.000
111.125	0.000	0.000	7.188	8.636	0.000	0.000	0.000	0.000	0.000
111.250	0.000	0.000	7.299	8.637	0.000	0.000	0.000	0.000	0.000
111.375	0.000	0.000	7.410	8.712	0.000	0.000	0.000	0.000	0.000
111.500	0.000	0.000	7.525	8.815	0.000	0.000	0.000	0.000	0.000
111.625	0.000	0.000	7.589	8.814	0.000	0.000	0.000	0.000	0.000
111.750	0.000	0.000	7.413	8.719	0.000	0.000	0.000	0.000	0.000
111.875	0.000	0.000	7.238	8.602	0.000	0.000	0.000	0.000	0.000
112.000	0.000	0.000	7.112	8.475	0.000	0.000	0.000	0.000	0.000
112.125	0.000	0.000	6.986	8.360	0.000	0.000	0.000	0.000	0.000
112.250	0.000	0.000	6.884	8.250	0.000	0.000	0.000	0.000	0.000
112.375	0.000	0.000	6.783	8.139	0.000	0.000	0.000	0.000	0.000
112.500	0.000	0.000	6.682	7.977	0.000	0.000	0.000	0.000	0.000
112.625	0.000	0.000	6.581	7.756	0.000	0.000	0.000	0.000	0.000
112.750	0.000	0.000	6.410	7.544	0.000	0.000	0.000	0.000	0.000
112.875	0.000	0.000	6.234	7.530	0.000	0.000	0.000	0.000	0.000
113.000	0.000	0.000	6.241	7.631	0.000	0.000	0.000	0.000	0.000
113.125	0.000	0.000	6.392	7.825	0.000	0.000	0.000	0.000	0.000
113.250	0.000	0.000	6.546	8.019	0.000	0.000	0.000	0.000	0.000
113.375	0.000	0.000	6.719	7.882	0.000	0.000	0.000	0.000	0.000
113.500	0.000	0.000	6.437	7.585	0.000	0.000	0.000	0.000	0.000
113.625	0.000	0.000	6.065	7.268	0.000	0.000	0.000	0.000	0.000
113.750	0.000	0.000	6.001	7.282	0.000	0.000	0.000	0.000	0.000
113.875	0.000	0.000	6.196	7.315	0.000	0.000	0.000	0.000	0.000
114.000	0.000	0.000	6.449	7.509	0.000	0.000	0.000	0.000	0.000
114.125	0.000	0.000	6.710	7.742	0.000	0.000	0.000	0.000	0.000
114.250	0.000	0.000	7.063	7.953	0.000	0.000	0.000	0.000	0.000
114.375	0.000	0.000	7.378	8.160	0.000	0.000	0.000	0.000	0.000
114.500	0.000	0.000	7.607	8.406	0.000	0.000	0.000	0.000	0.000
114.625	0.000	0.000	7.912	8.360	0.000	0.000	0.000	0.000	0.000
114.750	0.000	0.000	7.601	7.992	0.000	0.000	0.000	0.000	0.000
114.875	0.000	0.000	7.320	7.782	0.000	0.000	0.000	0.000	0.000
115.000	0.000	0.000	7.068	7.663	0.000	0.000	0.000	0.000	0.000
115.125	0.000	0.000	6.782	7.540	0.000	0.000	0.000	0.000	0.000
115.250	0.000	0.000	6.411	7.319	0.000	0.000	0.000	0.000	0.000
115.375	0.000	0.000	6.101	7.142	0.000	0.000	0.000	0.000	0.000
115.500	0.000	0.000	5.827	6.921	0.000	0.000	0.000	0.000	0.000
115.625	0.000	0.000	5.449	6.650	0.000	0.000	0.000	0.000	0.000
115.750	0.000	0.000	4.971	6.335	0.000	0.000	0.000	0.000	0.000
115.875	0.000	0.000	4.457	6.342	0.000	0.000	0.000	0.000	0.000
116.000	0.000	0.000	4.126	6.407	0.000	0.000	0.000	0.000	0.000
116.125	0.000	0.000	3.921	6.501	0.000	0.000	0.000	0.000	0.000
116.250	0.000	0.000	3.883	6.489	0.000	0.000	0.000	0.000	0.000
116.375	0.000	0.000	4.178	5.959	0.000	0.000	0.000	0.000	0.000
116.500	0.000	0.000	4.651	5.681	0.000	0.000	0.000	0.000	0.000
116.625	0.000	0.000	5.194	5.851	0.000	0.000	0.000	0.000	0.000
116.750	0.000	0.000	5.545	6.066	0.000	0.000	0.000	0.000	0.000
116.875	0.000	0.000	5.938	6.276	0.000	0.000	0.000	0.000	0.000
117.000	0.000	0.000	6.209	6.486	0.000	0.000	0.000	0.000	0.000
117.125	0.000	0.000	6.443	6.701	0.000	0.000	0.000	0.000	0.000
117.250	0.000	0.000	6.593	6.730	0.000	0.000	0.000	0.000	0.000
117.375	0.000	0.000	6.723	6.558	0.000	0.000	0.000	0.000	0.000
117.500	0.000	0.000	6.853	6.347	0.000	0.000	0.000	0.000	0.000
117.625	0.000	0.000	6.982	6.270	0.000	0.000	0.000	0.000	0.000
117.750	0.000	0.000	7.105	6.271	0.000	0.000	0.000	0.000	0.000
117.875	0.000	0.000	7.218	6.271	0.000	0.000	0.000	0.000	0.000
118.000	0.000	0.000	7.331	6.272	0.000	0.000	0.000	0.000	0.000
118.125	0.000	0.000	7.436	6.292	0.000	0.000	0.000	0.000	0.000
118.250	0.000	0.000	7.517	6.325	0.000	0.000	0.000	0.000	0.000
118.375	0.000	0.000	7.598	6.326	0.000	0.000	0.000	0.000	0.000
118.500	0.000	0.000	7.674	6.355	0.000	0.000	0.000	0.000	0.000
118.625	0.000	0.000	7.633	6.465	0.000	0.000	0.000	0.000	0.000
118.750	0.000	0.000	7.476	6.659	0.000	0.000	0.000	0.000	0.000
118.875	0.000	0.000	7.318	6.798	0.000	0.000	0.000	0.000	0.000
119.000	0.000	0.000	7.161	6.927	0.000	0.000	0.000	0.000	0.000
119.125	0.000	0.000	7.010	7.126	0.000	0.000	0.000	0.000	0.000
119.250	0.000	0.000	6.859	7.336	0.000	0.000	0.000	0.000	0.000
119.375	0.000	0.000	6.932	7.547	0.000	0.000	0.000	0.000	0.000
119.500	0.000	0.000	7.009	7.752	0.000	0.000	0.000	0.000	0.000
119.625	0.000	0.000	7.081	7.956	0.000	0.000	0.000	0.000	0.000
119.750	0.000	0.000	7.153	8.159	0.000	0.000	0.000	0.000	0.000
119.875	0.000	0.000	7.225	8.070	0.000	0.000	0.000	0.000	0.000
120.000	0.000	0.000	7.262	7.900	0.000	0.000	0.000	0.000	0.000
120.125	0.000	0.000	7.244	7.876	0.000	0.000	0.000	0.000	0.000
120.250	0.000	0.000	7.226	7.877	0.000	0.000	0.000	0.000	0.000
120.375	0.000	0.000	7.027	7.878	0.000	0.000	0.000	0.000	0.000
120.500	0.000	0.000	6.710	7.879	0.000	0.000	0.000	0.000	0.000
120.625	0.000	0.000	6.419	7.880	0.000	0.000	0.000	0.000	0.000
120.750	0.000	0.000	6.128	7.847	0.000	0.000	0.000	0.000	0.000
120.875	0.000	0.000	6.018	7.797	0.000	0.000	0.000	0.000	0.000
121.000	0.000	0.000	5.948	7.728	0.000	0.000	0.000	0.000	0.000
121.125	0.000	0.000	5.883	7.801	0.000	0.000	0.000	0.000	0.000
121.250	0.000	0.000	5.782	7.915	0.000	0.000	0.000	0.000	0.000
121.375	0.000	0.000	5.680	7.854	0.000	0.000	0.000	0.000	0.000
121.500	0.000	0.000	5.512	7.552	0.000	0.000	0.000	0.000	0.000
121.625	0.000	0.000	5.344	7.236	0.000	0.000	0.000	0.000	0.000
121.750	0.000	0.000	5.114	6.916	0.000	0.000	0.000	0.000	0.000
121.875	0.000	0.000	4.840	6.664	0.000	0.000	0.000	0.000	0.000
122.000	0.000	0.000	4.631	6.412	0.000	0.000	0.000	0.000	0.000
122.125	0.000	0.000	4.480	6.160	0.000	0.000	0.000	0.000	0.000
122.250	0.000	0.000	4.326	5.918	0.000	0.000	0.000	0.000	0.000
122.375	0.000	0.000	4.169	5.741	0.000	0.000	0.000	0.000	0.000
122.500	0.000	0.000	3.966	5.574	0.000	0.000	0.000	0.000	0.000
122.625	0.000	0.000	3.866	5.479	0.000	0.000	0.000	0.000	0.000
122.750	0.000	0.000	3.789	5.347	0.000	0.000	0.000	0.000	0.000
122.875	0.000	0.000	3.714	5.191	0.000	0.000	0.000	0.000	0.000
123.000	0.000	0.000	3.825	5.272	0.000	0.000	0.000	0.000	0.000
123.125	0.000	0.000	3.936	5.466	0.000	0.000	0.000	0.000	0.000
123.250	0.000	0.000	4.056	5.660	0.000	0.000	0.000	0.000	0.000
123.375	0.000	0.000	4.185	5.873	0.000	0.000	0.000	0.000	0.000
123.500	0.000	0.000	4.315	6.118	0.000	0.000	0.000	0.000	0.000
123.625	0.000	0.000	4.444	5.888	0.000	0.000	0.000	0.000	0.000
123.750	0.000	0.000	4.536	5.463	0.000	0.000	0.000	0.000	0.000
123.875	0.000	0.000	4.447	4.800	0.000	0.000	0.000	0.000	0.000
124.000	0.000	0.000	4.202	4.546	0.000	0.000	0.000	0.000	0.000
124.125	0.000	0.000	4.251	4.845	0.000	0.000	0.000	0.000	0.000
124.250	0.000	0.000	4.402	5.754	0.000	0.000	0.000	0.000	0.000
124.375	0.000	0.000	4.604	7.336	0.000	0.000	0.000	0.000	0.000
124.500	0.000	0.000	4.945	8.924	0.000	0.000	0.000	0.000	0.000
124.625	0.000	0.000	5.173	8.301	0.000	0.000	0.000	0.000	0.000
124.750	0.000	0.000	5.485	6.671	0.000	0.000	0.000	0.000	0.000
124.875	0.000	0.000	5.881	5.321	0.000	0.000	0.000	0.000	0.000
125.000	0.000	0.000	5.705	4.515	0.000	0.000	0.000	0.000	0.000
125.125	0.000	0.000	5.254	3.936	0.000	0.000	0.000	0.000	0.000
125.250	0.000	0.000	4.801	4.370	0.000	0.000	0.000	0.000	0.000
125.375	0.000	0.000	4.389	4.892	0.000	0.000	0.000	0.000	0.000
125.500	0.000	0.000	4.315	5.545	0.000	0.000	0.000	0.000	0.000
125.625	0.000	0.000	4.362	4.983	0.000	0.000	0.000	0.000	0.000
125.750	0.000	0.000	4.439	4.239	0.000	0.000	0.000	0.000	0.000
125.875	0.000	0.000	4.501	3.997	0.000	0.000	0.000	0.000	0.000
126.000	0.000	0.000	4.553	4.098	0.000	0.000	0.000	0.000	0.000
126.125	0.000	0.000	4.573	4.275	0.000	0.000	0.000	0.000	0.000
126.250	0.000	0.000	4.574	4.456	0.000	0.000	0.000	0.000	0.000
126.375	0.000	0.000	4.617	4.701	0.000	0.000	0.000	0.000	0.000
126.500	0.000	0.000	4.688	4.993	0.000	0.000	0.000	0.000	0.000
126.625	0.000	0.000	4.765	5.400	0.000	0.000	0.000	0.000	0.000
126.750	0.000	0.000	4.822	5.810	0.000	0.000	0.000	0.000	0.000
126.875	0.000	0.000	4.874	6.185	0.000	0.000	0.000	0.000	0.000
127.000	0.000	0.000	4.905	5.949	0.000	0.000	0.000	0.000	0.000
127.125	0.000	0.000	4.931	5.417	0.000	0.000	0.000	0.000	0.000
127.250	0.000	0.000	4.936	4.916	0.000	0.000	0.000	0.000	0.000
127.375	0.000	0.000	4.937	5.171	0.000	0.000	0.000	0.000	0.000
127.500	0.000	0.000	4.912	5.663	0.000	0.000	0.000	0.000	0.000
127.625	0.000	0.000	4.830	6.280	0.000	0.000	0.000	0.000	0.000
127.750	0.000	0.000	4.735	7.351	0.000	0.000	0.000	0.000	0.000
127.875	0.000	0.000	4.610	7.256	0.000	0.000	0.000	0.000	0.000
128.000	0.000	0.000	4.484	6.781	0.000	0.000	0.000	0.000	0.000
128.125	0.000	0.000	4.358	6.417	0.000	0.000	0.000	0.000	0.000
128.250	0.000	0.000	4.232	6.172	0.000	0.000	0.000	0.000	0.000
128.375	0.000	0.000	4.106	6.007	0.000	0.000	0.000	0.000	0.000
128.500	0.000	0.000	3.999	5.855	0.000	0.000	0.000	0.000	0.000
128.625	0.000	0.000	3.936	5.698	0.000	0.000	0.000	0.000	0.000
128.750	0.000	0.000	3.873	5.508	0.000	0.000	0.000	0.000	0.000
128.875	0.000	0.000	3.865	5.371	0.000	0.000	0.000	0.000	0.000
129.000	0.000	0.000	3.866	5.276	0.000	0.000	0.000	0.000	0.000
129.125	0.000	0.000	3.946	5.122	0.000	0.000	0.000	0.000	0.000
129.250	0.000	0.000	4.039	4.995	0.000	0.000	0.000	0.000	0.000
129.375	0.000	0.000	4.129	4.987	0.000	0.000	0.000	0.000	0.000
129.500	0.000	0.000	4.194	5.089	0.000	0.000	0.000	0.000	0.000
129.625	0.000	0.000	4.258	5.322	0.000	0.000	0.000	0.000	0.000
129.750	0.000	0.000	4.323	5.532	0.000	0.000	0.000	0.000	0.000
129.875	0.000	0.000	4.390	5.694	0.000	0.000	0.000	0.000	0.000
130.000	0.000	0.000	4.476	5.645	0.000	0.000	0.000	0.000	0.000
130.125	0.000	0.000	4.524	5.552	0.000	0.000	0.000	0.000	0.000
130.250	0.000	0.000	4.493	5.489	0.000	0.000	0.000	0.000	0.000
130.375	0.000	0.000	4.435	5.700	0.000	0.000	0.000	0.000	0.000
130.500	0.000	0.000	4.479	5.937	0.000	0.000	0.000	0.000	0.000
130.625	0.000	0.000	4.544	5.995	0.000	0.000	0.000	0.000	0.000
130.750	0.000	0.000	4.608	5.588	0.000	0.000	0.000	0.000	0.000
130.875	0.000	0.000	4.642	5.255	0.000	0.000	0.000	0.000	0.000
131.000	0.000	0.000	4.642	5.004	0.000	0.000	0.000	0.000	0.000
131.125	0.000	0.000	4.643	4.919	0.000	0.000	0.000	0.000	0.000
131.250	0.000	0.000	4.609	4.835	0.000	0.000	0.000	0.000	0.000
131.375	0.000	0.000	4.559	4.824	0.000	0.000	0.000	0.000	0.000
131.500	0.000	0.000	4.376	4.825	0.000	0.000	0.000	0.000	0.000
131.625	0.000	0.000	4.129	4.903	0.000	0.000	0.000	0.000	0.000
131.750	0.000	0.000	4.003	5.056	0.000	0.000	0.000	0.000	0.000
131.875	0.000	0.000	3.928	5.154	0.000	0.000	0.000	0.000	0.000
132.000	0.000	0.000	3.920	5.198	0.000	0.000	0.000	0.000	0.000
132.125	0.000	0.000	3.878	5.215	0.000	0.000	0.000	0.000	0.000
132.250	0.000	0.000	3.836	5.232	0.000	0.000	0.000	0.000	0.000
132.375	0.000	0.000	3.852	5.207	0.000	0.000	0.000	0.000	0.000
132.500	0.000	0.000	3.884	5.131	0.000	0.000	0.000	0.000	0.000
132.625	0.000	0.000	3.917	5.089	0.000	0.000	0.000	0.000	0.000
132.750	0.000	0.000	3.990	5.078	0.000	0.000	0.000	0.000	0.000
132.875	0.000	0.000	4.094	5.028	0.000	0.000	0.000	0.000	0.000
133.000	0.000	0.000	4.213	4.925	0.000	0.000	0.000	0.000	0.000
133.125	0.000	0.000	4.342	4.637	0.000	0.000	0.000	0.000	0.000
133.250	0.000	0.000	4.472	4.349	0.000	0.000	0.000	0.000	0.000
133.375	0.000	0.000	4.429	4.075	0.000	0.000	0.000	0.000	0.000
133.500	0.000	0.000	4.210	4.171	0.000	0.000	0.000	0.000	0.000
133.625	0.000	0.000	4.272	4.708	0.000	0.000	0.000	0.000	0.000
133.750	0.000	0.000	4.549	5.326	0.000	0.000	0.000	0.000	0.000
133.875	0.000	0.000	4.918	5.921	0.000	0.000	0.000	0.000	0.000
134.000	0.000	0.000	5.343	6.512	0.000	0.000	0.000	0.000	0.000
134.125	0.000	0.000	5.763	6.969	0.000	0.000	0.000	0.000	0.000
134.250	0.000	0.000	6.159	6.538	0.000	0.000	0.000	0.000	0.000
134.375	0.000	0.000	6.617	6.220	0.000	0.000	0.000	0.000	0.000
134.500	0.000	0.000	7.073	6.057	0.000	0.000	0.000	0.000	0.000
134.625	0.000	0.000	7.492	5.970	0.000	0.000	0.000	0.000	0.000
134.750	0.000	0.000	7.623	5.735	0.000	0.000	0.000	0.000	0.000
134.875	0.000	0.000	7.132	5.567	0.000	0.000	0.000	0.000	0.000
135.000	0.000	0.000	6.733	5.227	0.000	0.000	0.000	0.000	0.000
135.125	0.000	0.000	6.361	4.769	0.000	0.000	0.000	0.000	0.000
135.250	0.000	0.000	5.990	4.455	0.000	0.000	0.000	0.000	0.000
135.375	0.000	0.000	5.618	4.194	0.000	0.000	0.000	0.000	0.000
135.500	0.000	0.000	5.149	4.098	0.000	0.000	0.000	0.000	0.000
135.625	0.000	0.000	4.583	5.049	0.000	0.000	0.000	0.000	0.000
135.750	0.000	0.000	4.578	6.539	0.000	0.000	0.000	0.000	0.000
135.875	0.000	0.000	5.770	7.749	0.000	0.000	0.000	0.000	0.000
136.000	0.000	0.000	6.883	9.104	0.000	0.000	0.000	0.000	0.000
136.125	0.000	0.000	7.550	10.050	0.000	0.000	0.000	0.000	0.000
136.250	0.000	0.000	8.457	9.660	0.000	0.000	0.000	0.000	0.000
136.375	0.000	0.000	8.329	9.221	0.000	0.000	0.000	0.000	0.000
136.500	0.000	0.000	8.128	8.712	0.000	0.000	0.000	0.000	0.000
136.625	0.000	0.000	7.940	8.134	0.000	0.000	0.000	0.000	0.000
136.750	0.000	0.000	7.760	7.650	0.000	0.000	0.000	0.000	0.000
136.875	0.000	0.000	7.581	7.065	0.000	0.000	0.000	0.000	0.000
137.000	0.000	0.000	7.415	6.719	0.000	0.000	0.000	0.000	0.000
137.125	0.000	0.000	7.253	6.268	0.000	0.000	0.000	0.000	0.000
137.250	0.000	0.000	7.092	6.134	0.000	0.000	0.000	0.000	0.000
137.375	0.000	0.000	6.925	6.058	0.000	0.000	0.000	0.000	0.000
137.500	0.000	0.000	6.757	5.990	0.000	0.000	0.000	0.000	0.000
137.625	0.000	0.000	6.609	5.966	0.000	0.000	0.000	0.000	0.000
137.750	0.000	0.000	6.442	5.944	0.000	0.000	0.000	0.000	0.000
137.875	0.000	0.000	6.358	6.040	0.000	0.000	0.000	0.000	0.000
138.000	0.000	0.000	6.309	6.291	0.000	0.000	0.000	0.000	0.000
138.125	0.000	0.000	6.313	6.555	0.000	0.000	0.000	0.000	0.000
138.250	0.000	0.000	6.508	6.825	0.000	0.000	0.000	0.000	0.000
138.375	0.000	0.000	6.762	7.096	0.000	0.000	0.000	0.000	0.000
138.500	0.000	0.000	7.090	7.367	0.000	0.000	0.000	0.000	0.000
138.625	0.000	0.000	7.336	7.638	0.000	0.000	0.000	0.000	0.000
138.750	0.000	0.000	7.571	7.940	0.000	0.000	0.000	0.000	0.000
138.875	0.000	0.000	7.890	7.902	0.000	0.000	0.000	0.000	0.000
139.000	0.000	0.000	8.219	7.813	0.000	0.000	0.000	0.000	0.000
139.125	0.000	0.000	8.547	7.951	0.000	0.000	0.000	0.000	0.000
139.250	0.000	0.000	8.875	8.145	0.000	0.000	0.000	0.000	0.000
139.375	0.000	0.000	8.549	8.364	0.000	0.000	0.000	0.000	0.000
139.500	0.000	0.000	8.173	8.572	0.000	0.000	0.000	0.000	0.000
139.625	0.000	0.000	7.781	8.075	0.000	0.000	0.000	0.000	0.000
139.750	0.000	0.000	7.403	7.453	0.000	0.000	0.000	0.000	0.000
139.875	0.000	0.000	7.062	7.059	0.000	0.000	0.000	0.000	0.000
140.000	0.000	0.000	6.758	6.984	0.000	0.000	0.000	0.000	0.000
140.125	0.000	0.000	6.478	7.081	0.000	0.000	0.000	0.000	0.000
140.250	0.000	0.000	6.527	7.251	0.000	0.000	0.000	0.000	0.000
140.375	0.000	0.000	6.624	7.426	0.000	0.000	0.000	0.000	0.000
140.500	0.000	0.000	6.833	7.602	0.000	0.000	0.000	0.000	0.000
140.625	0.000	0.000	7.045	7.777	0.000	0.000	0.000	0.000	0.000
140.750	0.000	0.000	7.257	7.953	0.000	0.000	0.000	0.000	0.000
140.875	0.000	0.000	7.428	8.112	0.000	0.000	0.000	0.000	0.000
141.000	0.000	0.000	7.491	8.051	0.000	0.000	0.000	0.000	0.000
141.125	0.000	0.000	7.140	7.830	0.000	0.000	0.000	0.000	0.000
141.250	0.000	0.000	6.748	7.312	0.000	0.000	0.000	0.000	0.000
141.375	0.000	0.000	6.258	6.851	0.000	0.000	0.000	0.000	0.000
141.500	0.000	0.000	5.803	6.425	0.000	0.000	0.000	0.000	0.000
141.625	0.000	0.000	5.346	6.195	0.000	0.000	0.000	0.000	0.000
141.750	0.000	0.000	4.884	6.070	0.000	0.000	0.000	0.000	0.000
141.875	0.000	0.000	4.423	5.986	0.000	0.000	0.000	0.000	0.000
142.000	0.000	0.000	3.993	6.044	0.000	0.000	0.000	0.000	0.000
142.125	0.000	0.000	3.639	6.142	0.000	0.000	0.000	0.000	0.000
142.250	0.000	0.000	3.504	6.245	0.000	0.000	0.000	0.000	0.000
142.375	0.000	0.000	3.618	6.203	0.000	0.000	0.000	0.000	0.000
142.500	0.000	0.000	3.748	6.076	0.000	0.000	0.000	0.000	0.000
142.625	0.000	0.000	3.820	5.950	0.000	0.000	0.000	0.000	0.000
142.750	0.000	0.000	3.857	5.824	0.000	0.000	0.000	0.000	0.000
142.875	0.000	0.000	3.832	5.659	0.000	0.000	0.000	0.000	0.000
143.000	0.000	0.000	3.752	5.470	0.000	0.000	0.000	0.000	0.000
143.125	0.000	0.000	3.532	5.219	0.000	0.000	0.000	0.000	0.000
143.250	0.000	0.000	3.374	4.824	0.000	0.000	0.000	0.000	0.000
143.375	0.000	0.000	3.426	4.377	0.000	0.000	0.000	0.000	0.000
143.500	0.000	0.000	3.890	4.350	0.000	0.000	0.000	0.000	0.000
143.625	0.000	0.000	4.412	4.503	0.000	0.000	0.000	0.000	0.000
143.750	0.000	0.000	5.073	4.655	0.000	0.000	0.000	0.000	0.000
143.875	0.000	0.000	5.822	4.808	0.000	0.000	0.000	0.000	0.000
144.000	0.000	0.000	6.321	4.963	0.000	0.000	0.000	0.000	0.000
144.125	0.000	0.000	6.905	5.122	0.000	0.000	0.000	0.000	0.000
144.250	0.000	0.000	7.411	5.281	0.000	0.000	0.000	0.000	0.000
144.375	0.000	0.000	7.807	5.441	0.000	0.000	0.000	0.000	0.000
144.500	0.000	0.000	8.203	5.600	0.000	0.000	0.000	0.000	0.000
144.625	0.000	0.000	8.543	5.735	0.000	0.000	0.000	0.000	0.000
144.750	0.000	0.000	8.805	5.859	0.000	0.000	0.000	0.000	0.000
144.875	0.000	0.000	9.046	6.067	0.000	0.000	0.000	0.000	0.000
145.000	0.000	0.000	9.275	6.261	0.000	0.000	0.000	0.000	0.000
145.125	0.000	0.000	9.381	6.441	0.000	0.000	0.000	0.000	0.000
145.250	0.000	0.000	9.413	6.657	0.000	0.000	0.000	0.000	0.000
145.375	0.000	0.000	9.413	7.032	0.000	0.000	0.000	0.000	0.000
145.500	0.000	0.000	9.414	7.366	0.000	0.000	0.000	0.000	0.000
145.625	0.000	0.000	9.378	7.700	0.000	0.000	0.000	0.000	0.000
145.750	0.000	0.000	9.336	8.112	0.000	0.000	0.000	0.000	0.000
145.875	0.000	0.000	9.254	8.510	0.000	0.000	0.000	0.000	0.000
146.000	0.000	0.000	9.052	8.865	0.000	0.000	0.000	0.000	0.000
146.125	0.000	0.000	8.802	8.707	0.000	0.000	0.000	0.000	0.000
146.250	0.000	0.000	8.470	8.714	0.000	0.000	0.000	0.000	0.000
146.375	0.000	0.000	8.018	8.941	0.000	0.000	0.000	0.000	0.000
146.500	0.000	0.000	7.458	9.305	0.000	0.000	0.000	0.000	0.000
146.625	0.000	0.000	6.580	9.707	0.000	0.000	0.000	0.000	0.000
146.750	0.000	0.000	5.991	10.157	0.000	0.000	0.000	0.000	0.000
146.875	0.000	0.000	5.310	9.746	0.000	0.000	0.000	0.000	0.000
147.000	0.000	0.000	4.754	8.384	0.000	0.000	0.000	0.000	0.000
147.125	0.000	0.000	4.286	6.778	0.000	0.000	0.000	0.000	0.000
147.250	0.000	0.000	4.037	6.323	0.000	0.000	0.000	0.000	0.000
147.375	0.000	0.000	4.325	6.383	0.000	0.000	0.000	0.000	0.000
147.500	0.000	0.000	4.652	6.544	0.000	0.000	0.000	0.000	0.000
147.625	0.000	0.000	5.116	6.777	0.000	0.000	0.000	0.000	0.000
147.750	0.000	0.000	5.535	7.027	0.000	0.000	0.000	0.000	0.000
147.875	0.000	0.000	5.899	7.312	0.000	0.000	0.000	0.000	0.000
148.000	0.000	0.000	5.600	7.633	0.000	0.000	0.000	0.000	0.000
148.125	0.000	0.000	5.289	7.973	0.000	0.000	0.000	0.000	0.000
148.250	0.000	0.000	4.812	8.038	0.000	0.000	0.000	0.000	0.000
148.375	0.000	0.000	4.334	8.103	0.000	0.000	0.000	0.000	0.000
148.500	0.000	0.000	3.857	7.605	0.000	0.000	0.000	0.000	0.000
148.625	0.000	0.000	3.450	6.845	0.000	0.000	0.000	0.000	0.000
148.750	0.000	0.000	3.195	6.385	0.000	0.000	0.000	0.000	0.000
148.875	0.000	0.000	2.900	5.454	0.000	0.000	0.000	0.000	0.000
149.000	0.000	0.000	2.994	4.953	0.000	0.000	0.000	0.000	0.000
149.125	0.000	0.000	3.527	4.636	0.000	0.000	0.000	0.000	0.000
149.250	0.000	0.000	4.060	4.791	0.000	0.000	0.000	0.000	0.000
149.375	0.000	0.000	4.594	5.050	0.000	0.000	0.000	0.000	0.000
149.500	0.000	0.000	4.960	5.309	0.000	0.000	0.000	0.000	0.000
149.625	0.000	0.000	5.322	5.579	0.000	0.000	0.000	0.000	0.000
149.750	0.000	0.000	5.684	5.864	0.000	0.000	0.000	0.000	0.000
149.875	0.000	0.000	6.099	6.033	0.000	0.000	0.000	0.000	0.000
150.000	0.000	0.000	6.522	6.227	0.000	0.000	0.000	0.000	0.000
150.125	0.000	0.000	6.850	6.478	0.000	0.000	0.000	0.000	0.000
