#Depth	TVD	DX	DY	DEN	GR	RT	RI	RXO	SP
100.125	98.453	-11.860	-5.132	2.328	99.815	9.025	7.459	6.633	-12.375
100.250	98.568	-11.903	-5.153	2.327	97.678	8.675	7.081	6.870	-12.407
100.375	98.684	-11.945	-5.174	2.336	95.644	8.537	6.915	6.782	-12.407
100.500	98.799	-11.988	-5.195	2.344	96.734	8.590	6.956	6.763	-12.364
100.625	98.915	-12.030	-5.215	2.344	96.982	8.792	7.135	7.126	-12.234
100.750	99.030	-12.072	-5.236	2.338	93.967	9.112	7.369	7.944	-12.072
100.875	99.146	-12.115	-5.257	2.324	91.143	9.611	7.688	8.820	-11.884
101.000	99.261	-12.157	-5.278	2.301	90.141	10.394	8.185	8.455	-11.667
101.125	99.377	-12.200	-5.299	2.269	88.918	11.640	9.042	8.850	-11.396
101.250	99.492	-12.242	-5.320	2.238	85.968	13.334	10.304	11.476	-11.165
101.375	99.608	-12.285	-5.340	2.211	82.486	15.423	11.978	18.321	-10.928
101.500	99.723	-12.327	-5.361	2.191	81.021	17.774	13.976	23.908	-10.634
101.625	99.839	-12.370	-5.382	2.179	81.808	20.215	16.172	22.552	-10.364
101.750	99.954	-12.412	-5.403	2.184	81.096	22.502	18.399	19.632	-10.189
101.875	100.070	-12.454	-5.424	2.220	77.492	24.267	20.405	20.148	-10.111
102.000	100.185	-12.497	-5.445	2.286	74.306	24.950	21.652	22.735	-10.093
102.125	100.301	-12.539	-5.466	2.359	74.121	23.704	21.116	31.190	-10.200
102.250	100.416	-12.582	-5.486	2.407	73.085	20.834	18.844	36.617	-10.392
102.375	100.532	-12.624	-5.507	2.414	73.169	17.058	15.553	24.146	-10.633
102.500	100.647	-12.667	-5.528	2.390	78.225	13.369	12.311	9.918	-10.912
102.625	100.763	-12.709	-5.549	2.358	86.326	10.752	10.003	6.763	-11.197
102.750	100.878	-12.752	-5.570	2.336	91.903	9.299	8.628	6.430	-11.407
102.875	100.994	-12.794	-5.591	2.321	94.742	8.844	8.054	7.009	-11.515
103.000	101.109	-12.836	-5.611	2.308	95.655	9.079	8.106	7.477	-11.567
103.125	101.225	-12.879	-5.632	2.295	92.975	9.682	8.611	7.717	-11.569
103.250	101.340	-12.921	-5.653	2.284	88.565	10.297	9.233	8.118	-11.510
103.375	101.456	-12.964	-5.674	2.275	84.062	10.797	9.794	8.534	-11.355
103.500	101.571	-13.006	-5.695	2.268	79.003	11.193	10.244	8.670	-11.168
103.625	101.687	-13.049	-5.716	2.260	74.148	11.599	10.664	8.803	-10.987
103.750	101.802	-13.091	-5.736	2.251	72.534	12.132	11.178	9.826	-10.780
103.875	101.918	-13.134	-5.757	2.240	74.419	12.859	11.845	11.281	-10.568
104.000	102.033	-13.176	-5.778	2.227	77.329	13.806	12.662	12.576	-10.385
104.125	102.149	-13.218	-5.799	2.211	79.901	15.021	13.591	13.199	-10.099
104.250	102.264	-13.261	-5.820	2.194	80.323	16.466	14.565	13.763	-9.691
104.375	102.380	-13.303	-5.841	2.178	76.756	18.152	15.601	15.268	-9.289
104.500	102.495	-13.346	-5.861	2.166	72.241	20.117	16.789	17.105	-8.862
104.625	102.611	-13.388	-5.882	2.163	71.918	22.480	18.327	18.740	-8.399
104.750	102.726	-13.431	-5.903	2.166	73.578	25.226	20.289	20.759	-8.008
104.875	102.842	-13.473	-5.924	2.174	72.058	28.341	22.713	23.735	-7.701
105.000	102.957	-13.515	-5.945	2.184	66.803	31.737	25.546	28.447	-7.431
105.125	103.073	-13.558	-5.966	2.191	63.723	35.218	28.608	31.287	-7.255
105.250	103.188	-13.600	-5.986	2.195	65.237	38.493	31.546	32.747	-7.168
105.375	103.304	-13.643	-6.007	2.194	69.247	41.331	34.099	33.528	-7.102
105.500	103.419	-13.685	-6.028	2.192	70.904	43.588	36.121	34.931	-7.039
105.625	103.535	-13.728	-6.049	2.192	68.571	45.170	37.544	35.089	-6.961
105.750	103.650	-13.770	-6.070	2.195	66.347	46.337	38.603	35.487	-6.847
105.875	103.766	-13.813	-6.091	2.197	66.125	47.330	39.498	36.626	-6.717
106.000	103.881	-13.855	-6.112	2.188	66.916	48.418	40.451	37.207	-6.577
106.125	103.997	-13.897	-6.132	2.161	66.517	49.941	41.787	37.375	-6.459
106.250	104.112	-13.940	-6.153	2.125	64.515	51.970	43.668	39.627	-6.385
106.375	104.228	-13.982	-6.174	2.094	62.421	54.369	46.074	45.467	-6.347
106.500	104.343	-14.025	-6.195	2.084	62.221	56.709	48.678	51.471	-6.385
106.625	104.459	-14.067	-6.216	2.100	63.882	58.137	50.729	53.234	-6.490
106.750	104.574	-14.110	-6.237	2.128	63.856	58.183	51.637	54.828	-6.513
106.875	104.690	-14.152	-6.257	2.153	63.351	56.763	51.141	52.614	-6.450
107.000	104.805	-14.195	-6.278	2.164	63.838	54.265	49.450	45.219	-6.356
107.125	104.921	-14.237	-6.299	2.159	64.585	51.398	47.153	39.350	-6.239
107.250	105.036	-14.279	-6.320	2.149	65.093	48.882	45.034	36.980	-6.068
107.375	105.152	-14.322	-6.341	2.141	66.910	47.027	43.488	34.725	-5.913
107.500	105.267	-14.364	-6.362	2.137	69.346	45.919	42.687	33.438	-5.772
107.625	105.383	-14.407	-6.382	2.138	69.367	45.572	42.696	33.321	-5.580
107.750	105.498	-14.449	-6.403	2.140	67.889	45.614	43.141	35.188	-5.420
107.875	105.614	-14.492	-6.424	2.143	67.233	45.679	43.667	39.389	-5.303
108.000	105.729	-14.534	-6.445	2.145	66.519	45.371	43.874	41.640	-5.210
108.125	105.845	-14.577	-6.466	2.145	65.775	44.315	43.321	38.282	-5.119
108.250	105.960	-14.619	-6.487	2.144	66.988	42.675	42.091	33.521	-5.082
108.375	106.076	-14.661	-6.507	2.141	69.117	40.720	40.418	30.682	-5.082
108.500	106.191	-14.704	-6.528	2.141	69.952	38.751	38.608	29.233	-5.089
108.625	106.307	-14.746	-6.549	2.145	69.336	37.029	36.954	29.265	-5.162
108.750	106.422	-14.789	-6.570	2.154	70.160	35.611	35.571	31.695	-5.274
108.875	106.538	-14.831	-6.591	2.162	71.468	34.517	34.491	32.500	-5.354
109.000	106.653	-14.874	-6.612	2.167	71.935	33.773	33.733	29.818	-5.367
109.125	106.769	-14.916	-6.632	2.167	71.711	33.502	33.392	27.159	-5.272
109.250	106.884	-14.959	-6.653	2.162	71.002	33.692	33.441	27.322	-5.085
109.375	107.000	-15.001	-6.674	2.158	69.580	34.349	33.885	29.077	-4.802
109.500	107.115	-15.043	-6.695	2.156	69.128	35.423	34.704	30.953	-4.463
109.625	107.231	-15.086	-6.716	2.159	69.707	36.821	35.870	32.086	-4.151
109.750	107.346	-15.128	-6.737	2.161	69.399	38.321	37.205	33.618	-3.950
109.875	107.462	-15.171	-6.758	2.155	68.699	39.797	38.576	36.274	-3.797
110.000	107.577	-15.213	-6.778	2.145	69.507	41.191	39.887	37.972	-3.644
110.125	107.693	-15.256	-6.799	2.152	71.451	42.506	41.098	38.508	-3.655
110.250	107.808	-15.298	-6.820	2.196	71.846	43.801	42.230	38.684	-3.811
110.375	107.924	-15.341	-6.841	2.277	70.538	45.099	43.307	38.416	-4.032
110.500	108.039	-15.383	-6.862	2.364	68.221	46.350	44.331	40.492	-4.342
110.625	108.155	-15.425	-6.883	2.407	65.060	47.324	45.143	44.786	-4.674
110.750	108.270	-15.468	-6.903	2.392	62.329	47.773	45.492	47.022	-4.900
110.875	108.386	-15.510	-6.924	2.336	62.278	47.492	45.120	44.569	-5.164
111.000	108.501	-15.553	-6.945	2.273	66.064	46.465	43.942	46.051	-5.523
111.125	108.617	-15.595	-6.966	2.231	70.760	44.949	42.149	44.708	-5.796
111.250	108.732	-15.638	-6.987	2.210	72.841	43.610	40.435	39.442	-5.915
111.375	108.848	-15.680	-7.008	2.197	72.033	43.012	39.388	35.417	-5.981
111.500	108.964	-15.723	-7.028	2.185	69.290	43.554	39.430	34.351	-5.957
111.625	109.079	-15.765	-7.049	2.168	66.589	45.519	40.917	38.947	-5.849
111.750	109.195	-15.807	-7.070	2.152	64.713	48.346	43.404	48.148	-5.762
111.875	109.310	-15.850	-7.091	2.140	63.803	51.418	46.350	53.755	-5.669
112.000	109.426	-15.892	-7.112	2.135	63.576	54.041	49.055	53.085	-5.602
112.125	109.541	-15.935	-7.133	2.138	64.134	55.418	50.713	48.380	-5.553
112.250	109.657	-15.977	-7.153	2.147	65.707	55.393	51.102	44.347	-5.577
112.375	109.772	-16.020	-7.174	2.156	66.784	53.895	50.071	45.463	-5.616
112.500	109.888	-16.062	-7.195	2.166	66.222	51.038	47.638	49.166	-5.694
112.625	110.003	-16.105	-7.216	2.174	65.263	47.066	43.974	48.398	-5.778
112.750	110.119	-16.147	-7.237	2.181	66.693	42.749	39.893	41.928	-5.787
112.875	110.234	-16.189	-7.258	2.184	71.155	38.627	35.966	31.786	-5.753
113.000	110.350	-16.232	-7.278	2.185	74.423	35.085	32.586	24.060	-5.658
113.125	110.465	-16.274	-7.299	2.185	73.016	32.426	30.025	24.558	-5.500
113.250	110.581	-16.317	-7.320	2.187	71.002	30.504	28.125	24.850	-5.335
113.375	110.696	-16.359	-7.341	2.190	70.929	29.215	26.796	23.036	-5.238
113.500	110.812	-16.402	-7.362	2.191	70.453	28.428	25.957	20.801	-5.096
113.625	110.927	-16.444	-7.383	2.189	67.975	28.052	25.564	20.414	-4.902
113.750	111.043	-16.487	-7.404	2.190	66.024	27.906	25.452	22.073	-4.737
113.875	111.158	-16.529	-7.424	2.196	66.190	27.925	25.568	24.132	-4.512
114.000	111.274	-16.571	-7.445	2.205	68.154	28.063	25.877	25.061	-4.306
114.125	111.389	-16.614	-7.466	2.208	69.957	28.323	26.330	23.985	-4.261
114.250	111.505	-16.656	-7.487	2.202	69.532	28.723	26.878	22.475	-4.238
114.375	111.620	-16.699	-7.508	2.189	65.582	29.289	27.569	22.606	-4.050
114.500	111.736	-16.741	-7.529	2.176	61.036	29.902	28.398	24.423	-3.836
114.625	111.851	-16.784	-7.549	2.178	62.253	30.030	28.947	25.728	-3.747
114.750	111.967	-16.826	-7.570	2.203	66.394	29.129	28.547	27.764	-3.793
114.875	112.082	-16.869	-7.591	2.254	67.447	26.915	26.729	28.489	-4.021
115.000	112.198	-16.911	-7.612	2.327	64.690	23.590	23.613	23.583	-4.377
115.125	112.313	-16.953	-7.633	2.398	65.845	19.822	19.939	17.516	-4.836
115.250	112.429	-16.996	-7.654	2.445	72.966	16.440	16.658	13.059	-5.420
115.375	112.544	-17.038	-7.674	2.461	82.200	13.818	14.128	11.327	-6.223
115.500	112.660	-17.081	-7.695	2.454	89.766	12.024	12.371	11.053	-7.175
115.625	112.775	-17.123	-7.716	2.450	93.084	11.033	11.370	10.151	-8.105
115.750	112.891	-17.166	-7.737	2.464	92.591	10.526	10.876	10.169	-8.958
115.875	113.006	-17.208	-7.758	2.492	89.947	10.336	10.757	10.258	-9.693
116.000	113.122	-17.251	-7.779	2.516	89.236	10.339	10.883	9.587	-10.243
116.125	113.237	-17.293	-7.799	2.512	93.059	10.482	11.180	9.242	-10.551
116.250	113.353	-17.335	-7.820	2.477	96.180	10.700	11.562	10.026	-10.698
116.375	113.468	-17.378	-7.841	2.422	94.147	10.936	11.949	10.362	-10.750
116.500	113.584	-17.420	-7.862	2.371	87.342	11.117	12.241	9.897	-10.755
116.625	113.699	-17.463	-7.883	2.349	82.716	11.132	12.302	9.915	-10.739
116.750	113.815	-17.505	-7.904	2.355	83.576	10.943	12.090	10.748	-10.695
116.875	113.930	-17.548	-7.924	2.373	87.453	10.536	11.578	10.694	-10.666
117.000	114.046	-17.590	-7.945	2.384	91.652	9.944	10.803	9.837	-10.641
117.125	114.161	-17.633	-7.966	2.382	93.626	9.284	9.905	8.950	-10.665
117.250	114.277	-17.675	-7.987	2.378	94.368	8.789	9.144	8.506	-10.752
117.375	114.392	-17.717	-8.008	2.390	94.402	8.728	8.760	8.250	-10.834
117.500	114.508	-17.760	-8.029	2.424	93.955	9.419	8.993	7.846	-10.891
117.625	114.623	-17.802	-8.050	2.479	90.706	11.435	10.317	9.086	-10.980
117.750	114.739	-17.845	-8.070	2.537	82.237	14.915	12.959	15.056	-11.104
117.875	114.854	-17.887	-8.091	2.588	72.093	19.940	17.223	24.761	-11.229
118.000	114.970	-17.930	-8.112	2.619	65.643	26.194	23.127	37.117	-11.396
118.125	115.085	-17.972	-8.133	2.621	63.334	32.744	29.944	38.957	-11.567
118.250	115.201	-18.015	-8.154	2.596	60.182	38.385	35.925	40.453	-11.645
118.375	115.316	-18.057	-8.175	2.560	58.294	42.663	40.173	38.139	-11.670
118.500	115.432	-18.099	-8.195	2.532	60.495	45.964	43.109	36.011	-11.695
118.625	115.547	-18.142	-8.216	2.535	63.490	49.257	45.921	40.077	-11.700
118.750	115.663	-18.184	-8.237	2.562	63.468	53.080	49.244	45.552	-11.684
118.875	115.778	-18.227	-8.258	2.595	61.201	57.057	52.805	52.003	-11.663
119.000	115.894	-18.269	-8.279	2.616	58.788	60.246	55.787	63.637	-11.652
119.125	116.009	-18.312	-8.300	2.616	57.910	61.410	56.931	67.353	-11.629
119.250	116.125	-18.354	-8.320	2.606	58.519	60.810	56.321	56.174	-11.624
119.375	116.240	-18.397	-8.341	2.594	59.133	59.328	54.801	42.115	-11.602
119.500	116.356	-18.439	-8.362	2.581	58.517	58.134	53.549	39.165	-11.531
119.625	116.471	-18.481	-8.383	2.567	56.229	58.334	53.660	45.396	-11.467
119.750	116.587	-18.524	-8.404	2.554	54.575	59.822	55.104	50.262	-11.449
119.875	116.702	-18.566	-8.425	2.547	54.043	62.027	57.397	57.557	-11.464
120.000	116.818	-18.609	-8.445	2.545	53.585	64.105	59.667	62.809	-11.467
120.125	116.926	-18.660	-8.479	2.545	51.807	65.177	60.911	60.736	-11.407
120.250	117.035	-18.712	-8.513	2.543	51.541	65.330	61.160	52.946	-11.328
120.375	117.144	-18.764	-8.546	2.543	54.030	65.081	60.964	47.179	-11.282
120.500	117.253	-18.815	-8.580	2.551	55.647	65.131	61.031	42.273	-11.239
120.625	117.361	-18.867	-8.613	2.575	53.402	66.229	62.080	43.294	-11.142
120.750	117.470	-18.919	-8.647	2.612	51.885	68.377	64.170	49.092	-10.990
120.875	117.579	-18.970	-8.681	2.656	53.814	71.222	67.059	58.939	-10.796
121.000	117.687	-19.022	-8.714	2.698	56.258	73.987	70.090	62.696	-10.592
121.125	117.796	-19.073	-8.748	2.715	55.172	75.363	71.969	65.663	-10.451
121.250	117.905	-19.125	-8.781	2.694	54.557	74.764	71.909	70.907	-10.339
121.375	118.013	-19.177	-8.815	2.633	56.339	72.187	69.759	76.814	-10.163
121.500	118.122	-19.228	-8.849	2.551	58.631	68.257	66.063	66.444	-9.944
121.625	118.231	-19.280	-8.882	2.486	58.306	64.029	61.863	44.147	-9.769
121.750	118.339	-19.332	-8.916	2.467	56.960	60.507	58.297	34.272	-9.656
121.875	118.448	-19.383	-8.949	2.494	56.485	58.123	55.878	33.333	-9.547
122.000	118.557	-19.435	-8.983	2.549	56.906	56.911	54.677	37.652	-9.424
122.125	118.666	-19.487	-9.017	2.595	58.139	56.731	54.597	40.767	-9.276
122.250	118.774	-19.538	-9.050	2.603	57.954	57.043	55.090	46.139	-9.122
122.375	118.883	-19.590	-9.084	2.566	56.923	57.562	55.819	47.218	-8.994
122.500	118.992	-19.641	-9.117	2.499	56.415	58.106	56.560	39.188	-8.833
122.625	119.100	-19.693	-9.151	2.433	55.906	58.521	57.163	34.414	-8.570
122.750	119.209	-19.745	-9.185	2.398	53.727	58.700	57.506	35.631	-8.196
122.875	119.318	-19.796	-9.218	2.408	51.208	58.575	57.496	44.397	-7.828
123.000	119.426	-19.848	-9.252	2.456	50.584	58.182	57.190	53.146	-7.524
123.125	119.535	-19.900	-9.285	2.521	49.745	57.644	56.748	52.345	-7.265
123.250	119.644	-19.951	-9.319	2.569	47.902	57.091	56.295	44.209	-6.990
123.375	119.752	-20.003	-9.353	2.577	47.055	56.532	55.819	45.788	-6.698
123.500	119.861	-20.055	-9.386	2.545	48.020	55.936	55.282	53.313	-6.427
123.625	119.970	-20.106	-9.420	2.496	49.409	55.385	54.708	49.453	-6.185
123.750	120.079	-20.158	-9.453	2.472	48.936	55.158	54.337	39.531	-6.050
123.875	120.187	-20.209	-9.487	2.495	49.272	55.627	54.574	34.500	-6.011
124.000	120.296	-20.261	-9.521	2.566	51.257	57.049	55.811	36.963	-6.000
124.125	120.405	-20.313	-9.554	2.651	52.518	59.314	58.193	45.779	-5.977
124.250	120.513	-20.364	-9.588	2.700	51.781	61.385	60.739	54.198	-5.989
124.375	120.622	-20.416	-9.621	2.682	50.239	62.139	62.163	58.982	-6.050
124.500	120.731	-20.468	-9.655	2.595	49.070	60.790	61.348	61.429	-6.150
124.625	120.839	-20.519	-9.689	2.478	49.241	57.235	57.927	52.815	-6.292
124.750	120.948	-20.571	-9.722	2.395	51.488	52.972	53.585	42.065	-6.417
124.875	121.057	-20.623	-9.756	2.379	54.572	49.176	49.686	33.821	-6.482
125.000	121.165	-20.674	-9.789	2.427	56.006	46.569	47.036	31.869	-6.513
125.125	121.274	-20.726	-9.823	2.502	55.980	45.455	45.988	37.908	-6.598
125.250	121.383	-20.777	-9.857	2.558	56.665	45.223	45.944	43.353	-6.719
125.375	121.492	-20.829	-9.890	2.573	58.349	45.382	46.396	40.428	-6.894
125.500	121.600	-20.881	-9.924	2.551	60.047	45.526	46.863	35.807	-7.082
125.625	121.709	-20.932	-9.957	2.504	59.807	45.405	46.997	35.037	-7.235
125.750	121.818	-20.984	-9.991	2.461	57.957	45.038	46.812	38.003	-7.285
125.875	121.926	-21.036	-10.024	2.437	56.206	44.433	46.328	38.043	-7.249
126.000	122.035	-21.087	-10.058	2.442	55.513	43.543	45.475	35.251	-7.182
126.125	122.144	-21.139	-10.092	2.468	54.258	42.282	44.084	37.088	-7.089
126.250	122.252	-21.191	-10.125	2.498	52.671	40.839	42.369	39.269	-6.990
126.375	122.361	-21.242	-10.159	2.522	52.746	39.502	40.687	36.885	-6.938
126.500	122.470	-21.294	-10.192	2.539	54.431	38.615	39.438	33.430	-6.947
126.625	122.578	-21.345	-10.226	2.551	56.018	38.585	39.067	30.743	-6.927
126.750	122.687	-21.397	-10.260	2.559	55.526	39.385	39.572	31.248	-6.915
126.875	122.796	-21.449	-10.293	2.562	54.373	40.922	40.883	35.963	-6.913
127.000	122.905	-21.500	-10.327	2.562	53.452	42.993	42.792	40.357	-6.854
127.125	123.013	-21.552	-10.360	2.573	52.804	45.369	45.064	40.497	-6.783
127.250	123.122	-21.604	-10.394	2.606	53.096	47.755	47.421	40.874	-6.726
127.375	123.231	-21.655	-10.428	2.655	52.881	49.954	49.678	44.678	-6.557
127.500	123.339	-21.707	-10.461	2.705	49.585	51.751	51.608	45.825	-6.299
127.625	123.448	-21.758	-10.495	2.725	44.721	52.771	52.807	47.987	-6.064
127.750	123.557	-21.810	-10.528	2.711	44.413	52.925	53.095	49.241	-5.851
127.875	123.665	-21.862	-10.562	2.675	48.806	52.201	52.401	46.349	-5.632
128.000	123.774	-21.913	-10.596	2.640	52.769	50.746	50.916	38.571	-5.431
128.125	123.883	-21.965	-10.629	2.632	53.347	48.677	48.862	35.679	-5.269
128.250	123.991	-22.017	-10.663	2.651	53.243	46.177	46.409	37.780	-5.107
128.375	124.100	-22.068	-10.696	2.681	53.450	43.283	43.538	39.832	-5.020
128.500	124.209	-22.120	-10.730	2.701	53.066	40.119	40.363	39.571	-5.046
128.625	124.318	-22.172	-10.764	2.691	52.539	36.975	37.180	35.047	-5.183
128.750	124.426	-22.223	-10.797	2.662	53.434	34.187	34.303	28.137	-5.381
128.875	124.535	-22.275	-10.831	2.629	54.860	31.982	31.962	23.381	-5.616
129.000	124.644	-22.326	-10.864	2.611	54.452	30.482	30.314	22.805	-5.858
129.125	124.752	-22.378	-10.898	2.623	52.152	29.792	29.503	25.208	-5.975
129.250	124.861	-22.430	-10.932	2.657	51.076	29.672	29.299	24.924	-6.036
129.375	124.970	-22.481	-10.965	2.700	51.077	29.933	29.514	24.962	-6.112
129.500	125.078	-22.533	-10.999	2.735	50.749	30.343	29.895	28.873	-6.171
129.625	125.187	-22.585	-11.032	2.744	51.837	30.634	30.125	32.136	-6.182
129.750	125.296	-22.636	-11.066	2.729	53.721	30.698	30.078	31.726	-6.150
129.875	125.404	-22.688	-11.100	2.699	54.004	30.575	29.813	29.450	-6.080
130.000	125.513	-22.740	-11.133	2.669	52.400	30.394	29.468	25.934	-6.022
130.125	125.622	-22.791	-11.167	2.660	51.655	30.302	29.203	24.867	-6.118
130.250	125.731	-22.843	-11.200	2.675	52.095	30.296	29.065	27.156	-6.310
130.375	125.839	-22.894	-11.234	2.707	51.305	30.251	28.974	30.435	-6.454
130.500	125.948	-22.946	-11.268	2.740	49.462	30.015	28.773	29.895	-6.534
130.625	126.057	-22.998	-11.301	2.753	49.209	29.508	28.328	26.033	-6.582
130.750	126.165	-23.049	-11.335	2.740	51.984	28.927	27.783	23.180	-6.616
130.875	126.274	-23.101	-11.368	2.711	54.923	28.491	27.332	23.862	-6.708
131.000	126.383	-23.153	-11.402	2.677	54.100	28.352	27.136	23.247	-6.869
131.125	126.491	-23.204	-11.436	2.656	51.221	28.540	27.273	23.925	-6.988
131.250	126.600	-23.256	-11.469	2.648	51.361	28.833	27.563	24.698	-7.047
131.375	126.709	-23.308	-11.503	2.652	56.014	29.051	27.814	26.753	-7.121
131.500	126.817	-23.359	-11.536	2.658	61.678	29.079	27.874	27.632	-7.239
131.625	126.926	-23.411	-11.570	2.659	62.989	28.874	27.649	25.719	-7.378
131.750	127.035	-23.462	-11.604	2.653	61.656	28.530	27.234	23.536	-7.552
131.875	127.144	-23.514	-11.637	2.646	61.204	28.095	26.705	22.456	-7.742
132.000	127.252	-23.566	-11.671	2.640	62.513	27.591	26.117	21.341	-7.901
132.125	127.361	-23.617	-11.704	2.635	61.815	27.045	25.513	20.510	-8.006
132.250	127.470	-23.669	-11.738	2.626	58.159	26.562	24.970	20.569	-8.097
132.375	127.578	-23.721	-11.772	2.614	54.299	26.288	24.603	21.052	-8.150
132.500	127.687	-23.772	-11.805	2.604	52.026	26.376	24.556	22.179	-8.178
132.625	127.796	-23.824	-11.839	2.603	51.635	26.977	25.016	23.172	-8.275
132.750	127.904	-23.876	-11.872	2.604	52.286	27.917	25.876	24.775	-8.442
132.875	128.013	-23.927	-11.906	2.600	52.694	28.953	26.931	25.353	-8.604
133.000	128.122	-23.979	-11.940	2.589	52.226	29.766	27.850	25.407	-8.755
133.125	128.230	-24.030	-11.973	2.589	51.808	29.971	28.179	26.158	-8.903
133.250	128.339	-24.082	-12.007	2.614	52.911	29.567	27.830	24.489	-8.972
133.375	128.448	-24.134	-12.040	2.661	54.281	28.697	26.943	22.459	-8.999
133.500	128.557	-24.185	-12.074	2.710	53.459	27.624	25.817	22.147	-9.011
133.625	128.665	-24.237	-12.107	2.727	51.266	26.643	24.780	22.462	-8.931
133.750	128.774	-24.289	-12.141	2.705	52.159	25.871	23.972	21.034	-8.759
133.875	128.883	-24.340	-12.175	2.654	54.413	25.263	23.366	19.407	-8.533
134.000	128.991	-24.392	-12.208	2.599	54.386	24.682	22.829	18.663	-8.264
134.125	129.100	-24.444	-12.242	2.567	53.108	23.929	22.164	17.655	-7.993
134.250	129.209	-24.495	-12.275	2.563	53.816	22.941	21.298	17.035	-7.812
134.375	129.317	-24.547	-12.309	2.580	57.590	21.749	20.263	17.231	-7.678
134.500	129.426	-24.598	-12.343	2.603	61.396	20.457	19.150	17.506	-7.538
134.625	129.535	-24.650	-12.376	2.609	62.102	19.217	18.080	16.576	-7.445
134.750	129.643	-24.702	-12.410	2.594	60.535	18.122	17.114	15.616	-7.442
134.875	129.752	-24.753	-12.443	2.565	59.101	17.203	16.265	14.163	-7.540
135.000	129.861	-24.805	-12.477	2.535	59.192	16.467	15.539	12.495	-7.709
135.125	129.970	-24.857	-12.511	2.526	60.237	15.958	14.992	11.125	-7.904
135.250	130.078	-24.908	-12.544	2.543	60.987	15.678	14.648	10.485	-8.089
135.375	130.187	-24.960	-12.578	2.576	62.205	15.657	14.551	10.685	-8.237
135.500	130.296	-25.012	-12.611	2.610	64.010	15.896	14.720	11.471	-8.342
135.625	130.404	-25.063	-12.645	2.623	64.413	16.356	15.151	12.577	-8.340
135.750	130.513	-25.115	-12.679	2.609	62.488	16.859	15.675	13.215	-8.239
135.875	130.622	-25.166	-12.712	2.571	59.252	17.248	16.128	13.868	-8.105
136.000	130.730	-25.218	-12.746	2.523	57.477	17.398	16.360	14.914	-8.015
136.125	130.839	-25.270	-12.779	2.484	57.076	17.211	16.239	14.802	-7.915
136.250	130.948	-25.321	-12.813	2.467	56.947	16.780	15.851	13.834	-7.762
136.375	131.057	-25.373	-12.847	2.475	58.647	16.192	15.295	13.236	-7.593
136.500	131.165	-25.425	-12.880	2.497	62.215	15.551	14.680	12.945	-7.445
136.625	131.274	-25.476	-12.914	2.518	65.276	14.976	14.115	13.291	-7.403
136.750	131.383	-25.528	-12.947	2.523	65.787	14.558	13.676	13.506	-7.456
136.875	131.491	-25.580	-12.981	2.507	64.161	14.365	13.426	13.677	-7.520
137.000	131.600	-25.631	-13.015	2.478	62.658	14.431	13.410	12.815	-7.509
137.125	131.709	-25.683	-13.048	2.449	61.827	14.768	13.674	12.609	-7.461
137.250	131.817	-25.734	-13.082	2.432	60.661	15.220	14.105	12.723	-7.445
137.375	131.926	-25.786	-13.115	2.436	59.734	15.625	14.562	13.798	-7.461
137.500	132.035	-25.838	-13.149	2.459	61.036	15.820	14.866	15.176	-7.502
137.625	132.143	-25.889	-13.183	2.494	63.404	15.666	14.824	15.420	-7.543
137.750	132.252	-25.941	-13.216	2.524	64.427	15.285	14.516	13.464	-7.570
137.875	132.361	-25.993	-13.250	2.537	64.522	14.854	14.104	11.570	-7.607
138.000	132.470	-26.044	-13.283	2.528	65.148	14.566	13.768	10.697	-7.723
138.125	132.578	-26.096	-13.317	2.504	66.224	14.607	13.673	10.736	-7.949
138.250	132.687	-26.148	-13.351	2.481	67.306	14.955	13.830	10.929	-8.196
138.375	132.796	-26.199	-13.384	2.470	68.757	15.565	14.215	11.459	-8.481
138.500	132.904	-26.251	-13.418	2.475	70.877	16.374	14.791	12.178	-8.791
138.625	133.013	-26.302	-13.451	2.492	71.378	17.343	15.562	12.437	-9.040
138.750	133.122	-26.354	-13.485	2.507	69.034	18.384	16.467	13.406	-9.228
138.875	133.230	-26.406	-13.519	2.516	64.744	19.402	17.420	14.205	-9.332
139.000	133.339	-26.457	-13.552	2.518	62.177	20.261	18.268	15.078	-9.325
139.125	133.448	-26.509	-13.586	2.516	63.904	20.742	18.768	15.774	-9.268
139.250	133.556	-26.561	-13.619	2.516	67.054	20.817	18.844	16.210	-9.303
139.375	133.665	-26.612	-13.653	2.519	69.226	20.550	18.533	15.350	-9.387
139.500	133.774	-26.664	-13.687	2.525	70.144	20.119	18.014	14.660	-9.424
139.625	133.883	-26.716	-13.720	2.531	69.972	19.786	17.563	15.668	-9.403
139.750	133.991	-26.767	-13.754	2.536	68.936	19.720	17.379	16.261	-9.314
139.875	134.100	-26.819	-13.787	2.538	67.874	19.976	17.549	16.330	-9.209
140.000	134.209	-26.870	-13.821	2.536	67.528	20.503	18.059	15.783	-9.139
140.125	134.317	-26.922	-13.855	2.530	66.625	21.143	18.758	16.281	-9.031
140.250	134.426	-26.974	-13.888	2.525	64.454	21.630	19.326	16.853	-8.816
140.375	134.535	-27.025	-13.922	2.525	62.979	21.763	19.529	17.947	-8.563
140.500	134.643	-27.077	-13.955	2.530	63.337	21.472	19.291	18.387	-8.342
