#Depth	TVD	DX	DY	DEN	GR	RT	RI	RXO	SP
59.625	59.524	-2.044	-1.291	2.113	74.161	10.635	9.265	9.264	-22.004
59.750	59.649	-2.051	-1.296	2.115	73.029	10.840	9.447	9.555	-21.981
59.875	59.773	-2.059	-1.301	2.120	73.801	11.050	9.626	9.825	-21.995
60.000	59.898	-2.067	-1.305	2.122	76.498	11.270	9.801	9.972	-22.116
60.125	60.019	-2.094	-1.314	2.118	78.113	11.510	9.967	10.030	-22.330
60.250	60.141	-2.120	-1.323	2.113	76.630	11.780	10.129	10.053	-22.476
60.375	60.263	-2.147	-1.332	2.111	73.905	12.089	10.298	10.224	-22.563
60.500	60.384	-2.173	-1.341	2.116	72.247	12.443	10.485	10.428	-22.679
60.625	60.506	-2.200	-1.350	2.126	69.792	12.826	10.697	10.495	-22.835
60.750	60.628	-2.226	-1.359	2.137	66.835	13.189	10.913	10.638	-22.964
60.875	60.749	-2.253	-1.368	2.146	66.756	13.476	11.108	10.801	-23.049
61.000	60.871	-2.279	-1.377	2.153	69.683	13.650	11.250	10.968	-23.106
61.125	60.993	-2.306	-1.386	2.153	72.115	13.678	11.305	10.927	-23.220
61.250	61.114	-2.332	-1.395	2.148	72.199	13.599	11.290	10.593	-23.497
61.375	61.236	-2.358	-1.403	2.141	71.493	13.439	11.228	10.162	-23.930
61.500	61.358	-2.385	-1.412	2.135	71.023	13.224	11.146	10.204	-24.323
61.625	61.479	-2.411	-1.421	2.133	68.579	12.999	11.069	10.712	-24.375
61.750	61.601	-2.438	-1.430	2.134	65.225	12.820	11.003	11.117	-24.163
61.875	61.723	-2.464	-1.439	2.132	63.817	12.722	10.942	11.194	-23.941
62.000	61.844	-2.491	-1.448	2.128	64.977	12.703	10.883	10.994	-23.804
62.125	61.966	-2.517	-1.457	2.123	65.622	12.722	10.830	10.631	-23.620
62.250	62.088	-2.544	-1.466	2.127	64.487	12.715	10.789	10.288	-23.284
62.375	62.209	-2.570	-1.475	2.142	65.024	12.655	10.759	10.102	-22.787
62.500	62.331	-2.597	-1.484	2.165	68.584	12.546	10.728	10.081	-22.259
62.625	62.453	-2.623	-1.493	2.185	72.308	12.422	10.681	10.152	-21.949
62.750	62.574	-2.650	-1.501	2.192	74.487	12.332	10.628	10.345	-21.874
62.875	62.696	-2.676	-1.510	2.184	75.418	12.318	10.595	10.710	-21.826
63.000	62.818	-2.703	-1.519	2.165	75.161	12.406	10.611	11.067	-21.625
63.125	62.939	-2.729	-1.528	2.148	74.537	12.610	10.714	11.355	-21.294
63.250	63.061	-2.756	-1.537	2.141	73.944	12.884	10.893	11.479	-20.963
63.375	63.183	-2.782	-1.546	2.146	72.044	13.192	11.125	11.525	-20.659
63.500	63.304	-2.809	-1.555	2.161	68.069	13.501	11.368	11.648	-20.429
63.625	63.426	-2.835	-1.564	2.179	64.889	13.762	11.570	11.936	-20.324
63.750	63.548	-2.862	-1.573	2.191	66.325	13.943	11.711	12.094	-20.276
63.875	63.669	-2.888	-1.582	2.191	70.088	14.033	11.800	12.045	-20.292
64.000	63.791	-2.915	-1.591	2.177	70.529	14.058	11.871	11.912	-20.408
64.125	63.913	-2.941	-1.599	2.150	65.564	14.089	11.977	11.853	-20.593
64.250	64.034	-2.968	-1.608	2.124	61.697	14.188	12.134	11.772	-20.764
64.375	64.156	-2.994	-1.617	2.110	62.124	14.366	12.327	11.802	-20.919
64.500	64.278	-3.020	-1.626	2.115	64.612	14.575	12.510	11.973	-21.034
64.625	64.399	-3.047	-1.635	2.139	66.636	14.712	12.606	12.333	-21.043
64.750	64.521	-3.073	-1.644	2.166	68.377	14.702	12.580	12.448	-21.017
64.875	64.643	-3.100	-1.653	2.185	69.288	14.517	12.422	12.046	-20.985
65.000	64.764	-3.126	-1.662	2.190	67.948	14.170	12.154	11.480	-20.942
65.125	64.886	-3.153	-1.671	2.178	64.902	13.721	11.816	11.464	-20.878
65.250	65.008	-3.179	-1.680	2.150	62.615	13.319	11.506	11.919	-20.803
65.375	65.129	-3.206	-1.689	2.112	61.986	13.158	11.373	12.405	-20.728
65.500	65.251	-3.232	-1.698	2.081	62.489	13.524	11.632	12.388	-20.693
65.625	65.373	-3.259	-1.706	2.105	62.401	15.035	12.729	12.064	-20.746
65.750	65.494	-3.285	-1.715	2.201	62.511	18.041	14.988	12.323	-20.828
65.875	65.616	-3.312	-1.724	2.360	63.784	22.769	18.863	16.001	-20.867
66.000	65.738	-3.338	-1.733	2.537	65.048	28.619	24.438	29.435	-20.835
66.125	65.859	-3.365	-1.742	2.664	63.390	32.994	30.052	58.801	-20.814
66.250	65.981	-3.391	-1.751	2.707	60.225	33.267	31.903	74.336	-20.807
66.375	66.103	-3.418	-1.760	2.671	61.726	28.880	28.131	68.969	-20.768
66.500	66.224	-3.444	-1.769	2.582	68.474	21.796	21.124	45.815	-20.671
66.625	66.346	-3.471	-1.778	2.475	75.970	15.373	14.883	23.739	-20.533
66.750	66.468	-3.497	-1.787	2.379	81.677	11.178	10.713	10.751	-20.376
66.875	66.589	-3.524	-1.796	2.309	85.941	9.011	8.336	7.382	-20.251
67.000	66.711	-3.550	-1.804	2.265	86.407	8.213	7.222	7.062	-20.194
67.125	66.832	-3.577	-1.813	2.245	79.605	8.350	7.068	7.491	-20.168
67.250	66.954	-3.603	-1.822	2.239	72.333	8.864	7.403	7.827	-20.155
67.375	67.076	-3.629	-1.831	2.244	69.735	9.347	7.899	8.200	-20.180
67.500	67.197	-3.656	-1.840	2.257	71.544	9.490	8.209	8.631	-20.237
67.625	67.319	-3.682	-1.849	2.274	74.785	9.108	8.043	8.237	-20.283
67.750	67.441	-3.709	-1.858	2.290	77.234	8.402	7.532	7.365	-20.266
67.875	67.562	-3.735	-1.867	2.304	79.931	7.596	6.882	6.399	-20.146
68.000	67.684	-3.762	-1.876	2.316	84.028	6.904	6.283	6.235	-19.960
68.125	67.806	-3.788	-1.885	2.329	88.031	6.515	5.886	5.959	-19.732
68.250	67.927	-3.815	-1.894	2.340	89.076	6.418	5.701	5.596	-19.529
68.375	68.049	-3.841	-1.902	2.344	85.910	6.557	5.713	5.704	-19.347
68.500	68.171	-3.868	-1.911	2.340	81.181	6.828	5.873	6.043	-19.141
68.625	68.292	-3.894	-1.920	2.327	79.603	7.108	6.113	6.094	-18.933
68.750	68.414	-3.921	-1.929	2.314	80.218	7.316	6.352	6.448	-18.828
68.875	68.536	-3.947	-1.938	2.305	80.294	7.451	6.552	7.007	-18.840
69.000	68.657	-3.974	-1.947	2.301	79.093	7.577	6.721	7.378	-18.906
69.125	68.779	-4.000	-1.956	2.296	77.788	7.818	6.924	7.374	-18.977
69.250	68.901	-4.027	-1.965	2.287	76.358	8.221	7.219	7.105	-18.995
69.375	69.022	-4.053	-1.974	2.274	75.521	8.734	7.590	7.200	-18.981
69.500	69.144	-4.080	-1.983	2.262	74.372	9.193	7.925	7.781	-18.984
69.625	69.266	-4.106	-1.992	2.264	72.767	9.291	7.965	8.490	-18.995
69.750	69.387	-4.133	-2.001	2.281	73.916	8.920	7.585	8.554	-18.959
69.875	69.509	-4.159	-2.009	2.312	79.334	8.159	6.845	7.657	-18.876
70.000	69.631	-4.186	-2.018	2.346	84.335	7.283	5.995	6.165	-18.771
70.125	69.752	-4.212	-2.027	2.361	83.961	6.731	5.383	5.298	-18.678
70.250	69.874	-4.239	-2.036	2.347	82.763	6.739	5.164	5.122	-18.550
70.375	69.996	-4.265	-2.045	2.305	82.062	7.391	5.408	5.797	-18.342
70.500	70.117	-4.291	-2.054	2.247	78.843	8.639	6.140	7.372	-18.009
70.625	70.239	-4.318	-2.063	2.193	73.970	10.394	7.413	9.924	-17.607
70.750	70.361	-4.344	-2.072	2.161	71.584	12.444	9.071	10.866	-17.276
70.875	70.482	-4.371	-2.081	2.165	71.590	14.821	11.076	11.046	-17.068
71.000	70.604	-4.397	-2.090	2.209	70.396	17.747	13.533	12.670	-16.913
71.125	70.726	-4.424	-2.099	2.281	65.573	21.673	16.866	19.252	-16.728
71.250	70.847	-4.450	-2.107	2.343	61.201	26.251	21.093	31.459	-16.560
71.375	70.969	-4.477	-2.116	2.366	59.746	30.313	25.609	46.509	-16.431
71.500	71.091	-4.503	-2.125	2.346	60.836	32.011	28.617	44.624	-16.393
71.625	71.212	-4.530	-2.134	2.306	63.065	29.421	27.175	29.083	-16.488
71.750	71.334	-4.556	-2.143	2.285	65.854	24.018	22.381	17.874	-16.642
71.875	71.456	-4.583	-2.152	2.292	69.722	17.903	16.791	12.734	-16.786
72.000	71.577	-4.609	-2.161	2.317	73.734	12.855	12.259	9.382	-16.956
72.125	71.699	-4.636	-2.170	2.337	78.123	9.816	9.474	7.314	-17.210
72.250	71.821	-4.662	-2.179	2.342	82.633	8.209	7.862	6.482	-17.497
72.375	71.942	-4.689	-2.188	2.338	85.265	7.575	7.063	6.287	-17.810
72.500	72.064	-4.715	-2.197	2.332	85.230	7.495	6.776	6.977	-18.130
72.625	72.186	-4.742	-2.205	2.331	84.736	7.613	6.743	7.331	-18.397
72.750	72.307	-4.768	-2.214	2.336	85.633	7.655	6.705	6.736	-18.557
72.875	72.429	-4.795	-2.223	2.347	88.026	7.569	6.592	6.030	-18.627
73.000	72.551	-4.821	-2.232	2.361	91.316	7.438	6.449	5.879	-18.593
73.125	72.672	-4.848	-2.241	2.370	92.586	7.426	6.404	6.157	-18.486
73.250	72.794	-4.874	-2.250	2.366	88.837	7.609	6.527	7.067	-18.433
73.375	72.916	-4.901	-2.259	2.345	81.824	7.990	6.838	8.413	-18.433
73.500	73.037	-4.927	-2.268	2.312	76.618	8.548	7.321	8.468	-18.486
73.625	73.159	-4.953	-2.277	2.287	75.737	9.325	8.001	8.222	-18.541
73.750	73.281	-4.980	-2.286	2.287	75.067	10.368	8.891	8.268	-18.543
73.875	73.402	-5.006	-2.295	2.312	72.476	11.760	10.056	9.289	-18.465
74.000	73.524	-5.033	-2.303	2.345	69.484	13.494	11.539	12.614	-18.337
74.125	73.646	-5.059	-2.312	2.358	68.740	15.310	13.242	17.446	-18.175
74.250	73.767	-5.086	-2.321	2.344	69.709	16.652	14.666	19.230	-17.956
74.375	73.889	-5.112	-2.330	2.315	70.961	17.034	15.236	17.793	-17.683
74.500	74.011	-5.139	-2.339	2.291	73.135	16.263	14.638	16.139	-17.368
74.625	74.132	-5.165	-2.348	2.286	78.850	14.492	13.010	13.657	-17.139
74.750	74.254	-5.192	-2.357	2.291	85.050	12.458	11.124	10.609	-17.002
74.875	74.376	-5.218	-2.366	2.294	87.289	10.631	9.439	7.964	-16.897
75.000	74.497	-5.245	-2.375	2.285	85.111	9.291	8.192	7.294	-16.827
75.125	74.619	-5.271	-2.384	2.264	81.737	8.667	7.541	7.332	-16.822
75.250	74.741	-5.298	-2.393	2.253	78.486	8.719	7.424	7.395	-16.874
75.375	74.862	-5.324	-2.402	2.271	76.354	9.498	7.881	7.960	-16.936
75.500	74.984	-5.351	-2.410	2.323	76.421	11.051	8.968	10.395	-16.984
75.625	75.106	-5.377	-2.419	2.391	75.265	13.548	10.869	12.873	-16.934
75.750	75.227	-5.404	-2.428	2.432	70.333	16.822	13.536	16.044	-16.760
75.875	75.349	-5.430	-2.437	2.422	65.239	20.699	16.933	22.223	-16.521
76.000	75.471	-5.457	-2.446	2.366	63.685	24.825	20.795	27.923	-16.237
76.125	75.592	-5.483	-2.455	2.289	63.863	28.635	24.523	27.862	-15.847
76.250	75.714	-5.510	-2.464	2.225	63.267	31.799	27.621	29.261	-15.372
76.375	75.836	-5.536	-2.473	2.185	63.033	34.247	29.946	31.912	-14.838
76.500	75.957	-5.562	-2.482	2.163	62.737	36.078	31.569	33.294	-14.279
76.625	76.079	-5.589	-2.491	2.157	61.522	37.329	32.540	32.944	-13.750
76.750	76.201	-5.615	-2.500	2.158	60.584	38.082	33.010	35.329	-13.322
76.875	76.322	-5.642	-2.508	2.165	61.936	38.294	32.972	38.722	-13.010
77.000	76.444	-5.668	-2.517	2.173	66.391	37.992	32.511	36.829	-12.798
77.125	76.566	-5.695	-2.526	2.178	69.726	37.297	31.835	30.180	-12.700
77.250	76.687	-5.721	-2.535	2.178	69.042	36.495	31.205	26.768	-12.649
77.375	76.809	-5.748	-2.544	2.174	66.113	35.694	30.707	29.170	-12.661
77.500	76.931	-5.774	-2.553	2.169	63.919	34.846	30.264	31.981	-12.763
77.625	77.052	-5.801	-2.562	2.166	63.534	33.729	29.620	30.031	-12.925
77.750	77.174	-5.827	-2.571	2.166	64.414	32.266	28.639	25.533	-13.080
77.875	77.296	-5.854	-2.580	2.167	67.121	30.545	27.364	23.709	-13.197
78.000	77.417	-5.880	-2.589	2.167	69.495	28.812	25.998	21.901	-13.311
78.125	77.539	-5.907	-2.598	2.166	68.591	27.436	24.874	18.861	-13.389
78.250	77.661	-5.933	-2.606	2.163	66.816	26.549	24.141	17.657	-13.418
78.375	77.782	-5.960	-2.615	2.161	66.009	26.135	23.794	18.604	-13.425
78.500	77.904	-5.986	-2.624	2.160	65.032	26.073	23.739	19.797	-13.382
78.625	78.026	-6.013	-2.633	2.161	62.795	26.222	23.899	20.394	-13.257
78.750	78.147	-6.039	-2.642	2.160	62.487	26.411	24.137	20.225	-13.094
78.875	78.269	-6.066	-2.651	2.160	66.047	26.544	24.332	20.590	-12.930
79.000	78.390	-6.092	-2.660	2.158	69.823	26.568	24.378	21.895	-12.763
79.125	78.512	-6.119	-2.669	2.157	68.305	26.521	24.274	22.691	-12.595
79.250	78.634	-6.145	-2.678	2.159	64.509	26.614	24.219	22.508	-12.439
79.375	78.755	-6.172	-2.687	2.165	63.041	27.140	24.467	20.967	-12.272
79.500	78.877	-6.198	-2.696	2.173	64.299	28.411	25.309	20.274	-12.058
79.625	78.999	-6.224	-2.704	2.180	65.275	30.717	27.086	22.430	-11.827
79.750	79.120	-6.251	-2.713	2.183	64.740	33.583	29.513	27.559	-11.592
79.875	79.242	-6.277	-2.722	2.180	63.591	36.250	31.999	33.153	-11.335
80.000	79.364	-6.304	-2.731	2.173	61.996	37.782	33.669	37.729	-11.076
80.125	79.485	-6.330	-2.740	2.166	61.131	37.231	33.508	34.117	-10.908
80.250	79.607	-6.357	-2.749	2.158	61.085	35.093	31.828	27.654	-10.851
80.375	79.729	-6.383	-2.758	2.148	60.526	32.142	29.309	22.990	-10.891
80.500	79.850	-6.410	-2.767	2.136	59.218	29.202	26.708	21.613	-11.019
80.625	79.972	-6.436	-2.776	2.128	59.288	26.907	24.616	21.607	-11.138
80.750	80.094	-6.463	-2.785	2.130	61.854	25.284	23.133	20.593	-11.193
80.875	80.215	-6.489	-2.794	2.144	64.385	24.239	22.241	18.938	-11.275
81.000	80.337	-6.516	-2.803	2.166	64.589	23.637	21.835	18.039	-11.417
81.125	80.459	-6.542	-2.811	2.185	63.893	23.360	21.778	19.178	-11.560
81.250	80.580	-6.569	-2.820	2.192	62.815	23.203	21.818	20.149	-11.645
81.375	80.702	-6.595	-2.829	2.186	60.646	23.046	21.813	19.655	-11.693
81.500	80.824	-6.622	-2.838	2.170	60.138	22.803	21.670	18.478	-11.723
81.625	80.945	-6.648	-2.847	2.152	64.890	22.428	21.343	17.745	-11.736
81.750	81.067	-6.675	-2.856	2.143	70.344	21.987	20.914	17.363	-11.834
81.875	81.189	-6.701	-2.865	2.146	71.035	21.567	20.461	17.126	-12.006
82.000	81.310	-6.728	-2.874	2.161	67.292	21.258	20.057	16.869	-12.172
82.125	81.432	-6.754	-2.883	2.183	64.352	21.156	19.784	16.596	-12.266
82.250	81.554	-6.781	-2.892	2.201	63.415	21.256	19.681	16.049	-12.353
82.375	81.675	-6.807	-2.901	2.210	63.680	21.558	19.791	15.279	-12.446
82.500	81.797	-6.834	-2.909	2.208	64.854	22.049	20.134	15.681	-12.528
82.625	81.919	-6.860	-2.918	2.199	66.775	22.696	20.701	16.859	-12.595
82.750	82.040	-6.886	-2.927	2.191	67.686	23.370	21.349	17.405	-12.571
82.875	82.162	-6.913	-2.936	2.187	66.118	23.957	21.950	18.072	-12.407
83.000	82.284	-6.939	-2.945	2.186	63.827	24.370	22.388	19.445	-12.129
83.125	82.405	-6.966	-2.954	2.183	65.145	24.555	22.575	19.498	-11.782
83.250	82.527	-6.992	-2.963	2.177	67.671	24.594	22.586	19.187	-11.400
83.375	82.649	-7.019	-2.972	2.171	68.032	24.548	22.503	18.854	-11.028
83.500	82.770	-7.045	-2.981	2.168	65.950	24.461	22.399	18.837	-10.684
83.625	82.892	-7.072	-2.990	2.170	63.925	24.362	22.321	19.432	-10.417
83.750	83.014	-7.098	-2.999	2.173	62.365	24.274	22.270	19.718	-10.250
83.875	83.135	-7.125	-3.007	2.177	61.045	24.208	22.231	19.332	-10.147
84.000	83.257	-7.151	-3.016	2.182	61.236	24.169	22.201	18.663	-10.079
84.125	83.379	-7.178	-3.025	2.188	62.016	24.138	22.183	18.163	-10.077
84.250	83.500	-7.204	-3.034	2.192	61.319	24.078	22.162	17.662	-10.154
84.375	83.622	-7.231	-3.043	2.189	58.894	23.965	22.114	18.208	-10.236
84.500	83.744	-7.257	-3.052	2.179	57.508	23.800	22.019	19.808	-10.286
84.625	83.865	-7.284	-3.061	2.165	58.767	23.632	21.877	19.554	-10.305
84.750	83.987	-7.310	-3.070	2.155	59.741	23.544	21.752	17.890	-10.286
84.875	84.109	-7.337	-3.079	2.152	61.465	23.609	21.723	16.871	-10.245
85.000	84.230	-7.363	-3.088	2.157	64.167	23.856	21.854	17.899	-10.164
85.125	84.352	-7.390	-3.097	2.164	67.465	24.269	22.189	19.101	-10.015
85.250	84.474	-7.416	-3.106	2.169	68.994	24.729	22.647	19.449	-9.837
85.375	84.595	-7.443	-3.114	2.169	67.661	25.137	23.129	19.201	-9.686
85.500	84.717	-7.469	-3.123	2.165	64.248	25.419	23.518	19.378	-9.588
85.625	84.839	-7.495	-3.132	2.158	60.240	25.522	23.706	19.667	-9.529
85.750	84.960	-7.522	-3.141	2.153	59.167	25.511	23.726	19.228	-9.488
85.875	85.082	-7.548	-3.150	2.153	61.466	25.457	23.646	18.185	-9.474
86.000	85.204	-7.575	-3.159	2.161	65.567	25.445	23.557	18.094	-9.531
86.125	85.325	-7.601	-3.168	2.174	68.260	25.548	23.556	18.586	-9.645
86.250	85.447	-7.628	-3.177	2.189	67.260	25.720	23.623	19.315	-9.730
86.375	85.569	-7.654	-3.186	2.199	63.791	25.851	23.664	19.697	-9.741
86.500	85.690	-7.681	-3.195	2.203	62.354	25.805	23.550	19.067	-9.695
86.625	85.812	-7.707	-3.204	2.197	65.113	25.451	23.152	18.635	-9.691
86.750	85.934	-7.734	-3.212	2.187	66.857	24.904	22.566	17.821	-9.777
86.875	86.055	-7.760	-3.221	2.174	66.843	24.373	21.974	17.061	-9.937
87.000	86.177	-7.787	-3.230	2.162	68.275	24.125	21.608	17.275	-10.122
87.125	86.299	-7.813	-3.239	2.157	70.844	24.508	21.759	19.103	-10.294
87.250	86.420	-7.840	-3.248	2.158	70.841	25.523	22.453	20.340	-10.410
87.375	86.542	-7.866	-3.257	2.166	68.371	27.064	23.655	21.327	-10.408
87.500	86.664	-7.893	-3.266	2.174	66.077	28.869	25.198	22.106	-10.314
87.625	86.785	-7.919	-3.275	2.179	64.297	30.526	26.758	23.001	-10.154
87.750	86.907	-7.946	-3.284	2.177	62.310	31.726	27.995	22.624	-9.919
87.875	87.029	-7.972	-3.293	2.172	60.810	32.340	28.731	23.371	-9.572
88.000	87.150	-7.999	-3.302	2.167	59.947	32.409	28.939	24.987	-9.139
88.125	87.272	-8.025	-3.310	2.165	61.461	32.064	28.670	24.856	-8.598
88.250	87.394	-8.052	-3.319	2.165	64.307	31.597	28.188	22.762	-8.004
88.375	87.515	-8.078	-3.328	2.167	65.178	31.169	27.650	21.339	-7.474
88.500	87.637	-8.105	-3.337	2.168	63.598	30.863	27.163	20.879	-7.004
88.625	87.759	-8.131	-3.346	2.169	62.800	30.702	26.810	21.403	-6.527
88.750	87.880	-8.157	-3.355	2.167	62.619	30.642	26.598	21.663	-6.100
88.875	88.002	-8.184	-3.364	2.163	61.241	30.670	26.532	21.307	-5.763
89.000	88.124	-8.210	-3.373	2.156	59.741	30.762	26.595	20.647	-5.509
89.125	88.245	-8.237	-3.382	2.155	59.628	30.806	26.689	19.877	-5.443
89.250	88.367	-8.263	-3.391	2.165	59.854	30.610	26.612	20.009	-5.537
89.375	88.489	-8.290	-3.400	2.188	59.473	30.024	26.196	21.505	-5.728
89.500	88.610	-8.316	-3.408	2.220	59.820	29.064	25.422	23.479	-6.014
89.625	88.732	-8.343	-3.417	2.241	63.140	27.999	24.493	22.085	-6.365
89.750	88.854	-8.369	-3.426	2.241	67.170	27.248	23.782	17.901	-6.655
89.875	88.975	-8.396	-3.435	2.218	69.120	27.040	23.509	15.951	-6.838
90.000	89.097	-8.422	-3.444	2.184	68.186	27.353	23.704	16.913	-6.911
90.125	89.212	-8.465	-3.465	2.161	67.967	27.878	24.183	20.343	-6.862
90.250	89.328	-8.507	-3.486	2.156	69.390	28.094	24.495	22.682	-6.819
90.375	89.443	-8.550	-3.507	2.168	69.399	27.646	24.260	22.032	-6.856
90.500	89.559	-8.592	-3.527	2.188	68.534	26.411	23.301	18.333	-6.947
90.625	89.674	-8.634	-3.548	2.211	71.489	24.486	21.705	15.590	-7.093
90.750	89.790	-8.677	-3.569	2.233	76.586	22.356	19.939	14.398	-7.317
90.875	89.905	-8.719	-3.590	2.253	79.394	20.361	18.297	14.078	-7.632
91.000	90.021	-8.762	-3.611	2.267	79.062	18.750	16.979	13.001	-8.093
91.125	90.136	-8.804	-3.632	2.270	78.371	17.754	16.157	12.213	-8.744
91.250	90.252	-8.847	-3.653	2.267	76.699	17.290	15.767	11.448	-9.403
91.375	90.367	-8.889	-3.673	2.264	74.893	17.250	15.754	11.675	-9.917
91.500	90.483	-8.932	-3.694	2.266	75.903	17.442	15.992	12.949	-10.243
91.625	90.598	-8.974	-3.715	2.274	78.144	17.587	16.242	14.004	-10.403
91.750	90.714	-9.016	-3.736	2.283	78.143	17.477	16.255	13.869	-10.471
91.875	90.829	-9.059	-3.757	2.286	76.501	17.069	15.941	13.196	-10.506
92.000	90.945	-9.101	-3.778	2.282	77.003	16.464	15.365	12.648	-10.528
92.125	91.060	-9.144	-3.798	2.277	80.842	15.860	14.691	12.093	-10.472
92.250	91.176	-9.186	-3.819	2.274	84.431	15.402	14.102	11.023	-10.389
92.375	91.291	-9.229	-3.840	2.274	86.590	15.113	13.664	10.695	-10.391
92.500	91.407	-9.271	-3.861	2.276	87.683	14.952	13.373	11.087	-10.528
92.625	91.522	-9.314	-3.882	2.278	89.153	14.910	13.231	11.610	-10.739
92.750	91.638	-9.356	-3.903	2.276	89.234	15.051	13.257	11.793	-10.930
92.875	91.753	-9.398	-3.923	2.268	85.433	15.545	13.554	12.168	-11.067
93.000	91.869	-9.441	-3.944	2.249	78.349	16.606	14.265	12.901	-11.125
93.125	91.984	-9.483	-3.965	2.218	71.669	18.546	15.661	15.253	-11.031
93.250	92.100	-9.526	-3.986	2.184	68.731	21.189	17.735	19.502	-10.734
93.375	92.215	-9.568	-4.007	2.158	69.053	24.070	20.272	22.735	-10.255
93.500	92.331	-9.611	-4.028	2.149	69.900	26.304	22.568	23.394	-9.709
93.625	92.446	-9.653	-4.048	2.163	70.072	26.501	23.145	22.506	-9.214
93.750	92.562	-9.696	-4.069	2.191	70.429	24.561	21.605	22.323	-8.865
93.875	92.677	-9.738	-4.090	2.226	71.329	21.119	18.589	19.062	-8.655
94.000	92.793	-9.780	-4.111	2.256	73.933	17.328	15.306	13.690	-8.506
94.125	92.908	-9.823	-4.132	2.271	77.935	14.442	12.845	10.114	-8.502
94.250	93.024	-9.865	-4.153	2.271	80.770	12.835	11.405	9.144	-8.680
94.375	93.139	-9.908	-4.173	2.258	79.589	12.539	10.974	9.084	-8.938
94.500	93.255	-9.950	-4.194	2.235	74.347	13.457	11.513	9.395	-9.118
94.625	93.370	-9.993	-4.215	2.208	68.747	15.562	13.117	11.434	-9.095
94.750	93.486	-10.035	-4.236	2.184	66.340	18.275	15.416	14.343	-8.805
94.875	93.602	-10.078	-4.257	2.165	66.758	20.993	17.941	16.608	-8.259
95.000	93.717	-10.120	-4.278	2.155	66.393	23.035	20.018	16.492	-7.623
95.125	93.833	-10.162	-4.299	2.157	64.221	23.767	20.896	14.822	-7.007
95.250	93.948	-10.205	-4.319	2.165	63.099	23.527	20.772	13.166	-6.438
95.375	94.064	-10.247	-4.340	2.174	62.485	22.847	20.115	12.599	-5.933
95.500	94.179	-10.290	-4.361	2.178	60.796	22.308	19.454	13.682	-5.552
95.625	94.295	-10.332	-4.382	2.184	59.719	22.514	19.303	15.391	-5.354
95.750	94.410	-10.375	-4.403	2.207	61.328	23.733	19.915	16.489	-5.274
95.875	94.526	-10.417	-4.424	2.262	61.823	26.347	21.608	16.900	-5.381
96.000	94.641	-10.460	-4.444	2.358	58.541	30.888	24.856	17.625	-5.637
96.125	94.757	-10.502	-4.465	2.487	55.187	38.623	30.833	23.357	-5.929
96.250	94.872	-10.544	-4.486	2.617	53.522	49.714	39.934	36.642	-6.217
96.375	94.988	-10.587	-4.507	2.720	52.007	63.165	52.103	54.757	-6.564
96.500	95.103	-10.629	-4.528	2.771	50.693	74.927	64.967	69.739	-7.018
96.625	95.219	-10.672	-4.549	2.751	52.225	76.791	70.382	71.907	-7.561
96.750	95.334	-10.714	-4.569	2.677	54.698	67.399	63.448	65.602	-8.193
96.875	95.450	-10.757	-4.590	2.571	57.317	50.958	47.798	56.471	-8.835
97.000	95.565	-10.799	-4.611	2.461	63.918	34.304	31.724	36.635	-9.417
97.125	95.681	-10.842	-4.632	2.378	76.207	22.771	20.922	18.324	-9.905
97.250	95.796	-10.884	-4.653	2.332	86.807	15.786	14.540	10.030	-10.407
97.375	95.912	-10.926	-4.674	2.319	91.032	11.976	11.109	8.404	-10.908
97.500	96.027	-10.969	-4.694	2.326	89.727	10.140	9.390	8.497	-11.296
97.625	96.143	-11.011	-4.715	2.337	89.108	9.537	8.736	8.457	-11.556
97.750	96.258	-11.054	-4.736	2.344	91.363	9.385	8.552	8.059	-11.716
97.875	96.374	-11.096	-4.757	2.347	94.387	9.345	8.540	7.514	-11.786
98.000	96.489	-11.139	-4.778	2.350	94.473	9.240	8.486	7.224	-11.844
98.125	96.605	-11.181	-4.799	2.357	90.371	9.021	8.290	7.045	-11.978
98.250	96.720	-11.224	-4.819	2.367	87.903	8.749	8.014	6.587	-12.079
98.375	96.836	-11.266	-4.840	2.379	92.128	8.455	7.712	6.177	-12.106
98.500	96.951	-11.308	-4.861	2.388	100.870	8.144	7.420	6.280	-12.108
98.625	97.067	-11.351	-4.882	2.389	107.048	7.809	7.151	6.494	-12.117
98.750	97.182	-11.393	-4.903	2.380	107.631	7.465	6.885	6.540	-12.126
98.875	97.298	-11.436	-4.924	2.364	105.452	7.151	6.626	6.288	-12.124
99.000	97.413	-11.478	-4.945	2.352	103.354	6.945	6.416	6.053	-12.065
99.125	97.529	-11.521	-4.965	2.366	100.952	6.991	6.380	5.893	-11.949
99.250	97.644	-11.563	-4.986	2.408	99.440	7.338	6.579	5.823	-11.844
99.375	97.760	-11.606	-5.007	2.463	97.531	7.982	7.024	6.327	-11.782
99.500	97.875	-11.648	-5.028	2.504	93.441	8.806	7.641	8.372	-11.788
99.625	97.991	-11.690	-5.049	2.499	88.702	9.541	8.216	11.833	-11.839
99.750	98.106	-11.733	-5.070	2.457	87.690	9.931	8.496	11.577	-11.944
99.875	98.222	-11.775	-5.090	2.398	92.022	9.889	8.382	8.392	-12.097
100.000	98.337	-11.818	-5.111	2.349	98.019	9.509	7.964	6.561	-12.257
