#Depth	GR	RT	RI	RXO	DEN	SP
187.875	55.664	50.716	49.847	34.442	2.267	-15.277
188.000	51.925	49.353	48.136	37.169	2.259	-15.012
188.125	53.587	51.000	49.305	32.447	2.240	-14.715
188.250	53.846	53.789	51.714	34.269	2.251	-14.387
188.375	51.276	57.769	55.024	47.276	2.308	-14.030
188.500	48.174	63.185	59.132	75.339	2.397	-13.645
188.625	46.342	70.620	64.215	100.492	2.486	-13.236
188.750	45.270	80.375	70.229	83.761	2.535	-12.806
188.875	49.758	80.148	66.981	154.030	2.514	-12.356
189.000	52.140	51.779	43.597	148.750	2.449	-11.896
189.125	53.706	27.728	24.479	87.729	2.376	-11.432
189.250	51.120	14.039	13.308	30.173	2.312	-10.969
189.375	44.616	7.844	7.480	9.959	2.273	-10.510
189.500	40.948	5.118	4.538	2.985	2.265	-10.059
189.625	33.469	4.168	3.333	2.928	2.275	-9.625
189.750	29.781	3.930	2.941	2.950	2.292	-9.212
189.875	26.253	4.201	2.998	2.966	2.310	-8.823
190.000	25.683	4.744	3.270	2.979	2.328	-8.461
190.125	28.319	5.272	3.572	3.003	2.344	-8.131
190.250	28.334	5.490	3.769	3.022	2.350	-7.835
190.375	28.666	5.535	3.848	3.017	2.344	-7.581
190.500	26.190	5.491	3.843	3.074	2.334	-7.364
190.625	27.701	5.396	3.784	3.044	2.330	-7.179
190.750	29.693	5.282	3.697	3.017	2.335	-7.025
190.875	29.316	5.180	3.604	3.045	2.347	-6.898
191.000	29.226	5.119	3.518	3.025	2.363	-6.795
191.125	27.232	5.084	3.427	3.033	2.379	-6.719
191.250	26.923	5.088	3.354	3.052	2.389	-6.663
191.375	27.566	5.108	3.299	3.011	2.391	-6.627
191.500	28.120	5.139	3.264	2.994	2.389	-6.611
191.625	28.487	5.174	3.249	3.039	2.388	-6.613
191.750	29.892	5.200	3.240	3.051	2.389	-6.635
191.875	29.393	5.217	3.233	3.175	2.394	-6.679
192.000	28.473	5.210	3.217	3.305	2.389	-6.741
192.125	28.334	5.184	3.194	3.376	2.374	-6.820
192.250	28.741	5.136	3.162	3.375	2.359	-6.914
192.375	28.382	5.080	3.126	3.313	2.354	-7.022
192.500	25.489	5.042	3.099	3.224	2.363	-7.142
192.625	24.658	5.043	3.095	3.324	2.370	-7.273
192.750	24.530	5.079	3.110	3.556	2.372	-7.412
192.875	26.462	5.122	3.133	3.644	2.369	-7.555
193.000	28.120	5.169	3.164	3.563	2.363	-7.697
193.125	28.732	5.222	3.200	3.443	2.359	-7.835
193.250	31.142	5.274	3.238	3.501	2.355	-7.964
193.375	31.806	5.338	3.278	3.679	2.354	-8.075
193.500	34.439	5.378	3.305	3.689	2.356	-8.167
193.625	34.532	5.392	3.317	3.546	2.361	-8.239
193.750	33.074	5.364	3.311	3.391	2.363	-8.292
193.875	30.659	5.274	3.286	3.314	2.358	-8.326
194.000	25.450	5.117	3.252	3.267	2.348	-8.345
194.125	25.949	4.899	3.230	3.313	2.346	-8.351
194.250	27.502	4.680	3.225	3.333	2.349	-8.350
194.375	30.268	4.494	3.236	3.333	2.358	-8.346
194.500	31.441	4.359	3.258	3.306	2.369	-8.342
194.625	29.699	4.271	3.284	3.269	2.380	-8.339
194.750	27.307	4.209	3.308	3.276	2.394	-8.339
194.875	26.974	4.147	3.319	3.308	2.415	-8.343
195.000	28.611	4.085	3.321	3.390	2.445	-8.352
195.125	31.572	4.023	3.319	3.470	2.467	-8.367
195.250	32.391	3.976	3.325	3.518	2.471	-8.388
195.375	29.366	3.952	3.341	3.550	2.453	-8.416
195.500	24.913	3.938	3.357	3.624	2.420	-8.449
195.625	24.581	3.933	3.371	3.606	2.401	-8.486
195.750	25.796	3.909	3.365	3.541	2.405	-8.522
195.875	28.044	3.874	3.348	3.642	2.418	-8.552
196.000	27.660	3.833	3.323	3.768	2.427	-8.572
196.125	24.448	3.791	3.294	3.728	2.428	-8.580
196.250	24.084	3.751	3.265	3.451	2.432	-8.573
196.375	23.087	3.704	3.231	3.345	2.443	-8.549
196.500	25.046	3.673	3.210	3.258	2.462	-8.512
196.625	26.786	3.662	3.204	3.425	2.471	-8.466
196.750	27.744	3.674	3.218	3.772	2.468	-8.416
196.875	27.873	3.706	3.249	4.106	2.455	-8.366
197.000	26.900	3.740	3.284	4.207	2.439	-8.318
197.125	26.401	3.758	3.313	3.701	2.434	-8.277
197.250	26.747	3.751	3.320	3.419	2.434	-8.243
197.375	27.891	3.729	3.317	3.323	2.443	-8.214
197.500	28.718	3.707	3.312	3.355	2.453	-8.190
197.625	27.978	3.697	3.311	3.434	2.459	-8.168
197.750	24.979	3.701	3.320	3.465	2.459	-8.148
197.875	21.821	3.716	3.336	3.326	2.446	-8.130
198.000	20.917	3.726	3.350	3.161	2.427	-8.114
198.125	22.032	3.725	3.354	3.166	2.403	-8.100
198.250	24.175	3.708	3.343	3.283	2.376	-8.089
198.375	25.432	3.669	3.313	3.368	2.350	-8.080
198.500	23.556	3.602	3.262	3.287	2.334	-8.074
198.625	24.055	3.521	3.199	3.194	2.329	-8.069
198.750	24.413	3.449	3.144	3.248	2.330	-8.067
198.875	26.467	3.408	3.116	3.360	2.336	-8.065
199.000	27.896	3.423	3.142	3.435	2.347	-8.065
199.125	28.015	3.517	3.245	3.509	2.366	-8.068
199.250	30.168	3.702	3.433	3.793	2.389	-8.076
199.375	35.487	3.979	3.699	4.303	2.408	-8.093
199.500	39.255	4.302	4.002	4.707	2.410	-8.121
199.625	39.838	4.603	4.289	5.111	2.403	-8.163
199.750	38.469	4.857	4.539	5.282	2.391	-8.219
199.875	38.207	5.050	4.737	5.217	2.374	-8.290
200.000	42.694	5.180	4.871	5.367	2.358	-8.378
200.125	47.181	5.299	4.979	5.970	2.339	-8.486
200.250	50.400	5.392	5.048	6.283	2.327	-8.611
200.375	49.945	5.436	5.075	6.120	2.327	-8.752
200.500	49.331	5.411	5.042	5.693	2.338	-8.909
200.625	49.837	5.320	4.949	5.267	2.358	-9.078
200.750	47.529	5.201	4.827	4.992	2.374	-9.259
200.875	48.858	5.114	4.730	5.061	2.378	-9.449
201.000	46.240	5.090	4.697	4.959	2.373	-9.642
201.125	43.778	5.115	4.714	5.051	2.375	-9.833
201.250	42.007	5.206	4.800	5.360	2.387	-10.017
201.375	42.204	5.393	4.982	5.640	2.403	-10.193
201.500	47.410	5.714	5.291	5.517	2.418	-10.359
201.625	50.402	6.229	5.770	6.226	2.417	-10.510
201.750	52.124	6.754	6.226	8.027	2.410	-10.651
201.875	50.709	7.067	6.505	9.333	2.394	-10.785
202.000	48.612	7.048	6.510	9.298	2.370	-10.914
202.125	47.367	6.669	6.209	7.961	2.343	-11.040
202.250	45.227	6.004	5.645	6.334	2.321	-11.167
202.375	40.241	5.290	4.979	5.683	2.319	-11.296
202.500	38.077	4.743	4.427	4.643	2.333	-11.428
202.625	35.552	4.334	4.010	3.996	2.351	-11.562
202.750	34.575	4.074	3.743	3.763	2.364	-11.697
202.875	34.995	3.948	3.605	3.712	2.368	-11.834
203.000	32.243	3.897	3.542	3.615	2.370	-11.970
203.125	30.913	3.932	3.566	3.546	2.369	-12.105
203.250	29.866	3.973	3.605	3.598	2.362	-12.236
203.375	30.163	4.023	3.664	3.716	2.347	-12.364
203.500	33.996	4.105	3.752	3.859	2.331	-12.487
203.625	40.108	4.237	3.882	4.089	2.323	-12.603
203.750	42.748	4.424	4.057	4.569	2.324	-12.711
203.875	48.233	4.648	4.253	4.897	2.329	-12.808
204.000	46.519	4.862	4.441	4.948	2.322	-12.893
204.125	46.441	5.057	4.617	5.022	2.310	-12.968
204.250	49.953	5.242	4.783	5.241	2.296	-13.032
204.375	56.019	5.403	4.922	5.636	2.285	-13.086
204.500	62.269	5.492	4.981	6.127	2.289	-13.129
204.625	67.255	5.346	4.838	5.941	2.304	-13.157
204.750	62.923	5.030	4.556	4.837	2.328	-13.169
204.875	55.645	4.652	4.221	3.937	2.347	-13.163
205.000	48.340	4.323	3.924	3.637	2.361	-13.135
205.125	42.480	4.124	3.733	3.838	2.367	-13.083
205.250	38.772	4.079	3.673	4.053	2.366	-13.004
205.375	40.434	4.177	3.751	4.135	2.359	-12.892
205.500	41.249	4.319	3.885	4.193	2.355	-12.753
205.625	38.890	4.441	4.022	4.183	2.358	-12.593
205.750	35.499	4.553	4.159	4.253	2.366	-12.417
205.875	33.670	4.689	4.318	4.494	2.375	-12.232
206.000	34.700	4.880	4.525	4.827	2.382	-12.042
206.125	42.678	5.142	4.787	5.124	2.382	-11.856
206.250	48.254	5.465	5.097	5.436	2.380	-11.676
206.375	49.841	5.809	5.414	5.771	2.378	-11.503
206.500	48.461	6.149	5.722	6.263	2.385	-11.335
206.625	46.841	6.462	6.002	6.895	2.405	-11.168
206.750	48.337	6.723	6.236	7.394	2.440	-10.999
206.875	49.833	7.007	6.518	7.671	2.484	-10.822
207.000	52.600	7.434	6.926	7.865	2.517	-10.633
207.125	51.053	8.013	7.506	9.322	2.536	-10.434
207.250	48.860	8.781	8.288	11.728	2.539	-10.225
207.375	48.902	9.724	9.242	13.819	2.527	-10.009
207.500	49.110	10.742	10.253	14.051	2.504	-9.788
207.625	50.107	11.541	11.019	15.024	2.482	-9.569
207.750	49.408	11.766	11.302	14.186	2.471	-9.359
207.875	50.681	11.515	11.153	12.717	2.467	-9.161
208.000	52.201	11.064	10.798	11.721	2.469	-8.980
208.125	52.700	10.655	10.452	11.453	2.474	-8.821
208.250	53.369	10.380	10.211	11.022	2.478	-8.687
208.375	47.884	10.286	10.136	10.386	2.481	-8.586
208.500	51.024	10.307	10.166	11.012	2.481	-8.515
208.625	52.974	10.333	10.207	11.018	2.481	-8.471
208.750	53.473	10.335	10.227	10.373	2.482	-8.450
208.875	52.971	10.291	10.201	9.636	2.480	-8.447
209.000	49.540	10.171	10.091	9.412	2.474	-8.457
209.125	47.213	9.972	9.896	10.161	2.465	-8.473
209.250	48.987	9.753	9.675	9.881	2.460	-8.487
209.375	49.858	9.539	9.466	9.259	2.463	-8.495
209.500	49.108	9.387	9.328	9.120	2.469	-8.496
209.625	46.862	9.361	9.316	9.521	2.474	-8.489
209.750	43.000	9.516	9.472	9.484	2.472	-8.477
209.875	41.505	9.941	9.871	9.733	2.460	-8.462
210.000	42.414	10.506	10.366	10.621	2.447	-8.449
210.125	46.124	10.992	10.782	11.250	2.439	-8.440
210.250	50.435	11.241	10.988	11.233	2.438	-8.437
210.375	53.466	11.239	10.964	10.410	2.437	-8.441
210.500	54.983	11.134	10.815	8.902	2.427	-8.452
210.625	53.820	10.863	10.472	8.983	2.408	-8.472
210.750	54.071	10.118	9.728	9.922	2.391	-8.499
210.875	56.410	8.985	8.656	8.787	2.382	-8.532
211.000	57.183	7.676	7.429	6.343	2.377	-8.570
211.125	54.689	6.456	6.268	4.382	2.375	-8.612
211.250	51.663	5.571	5.388	4.302	2.374	-8.656
211.375	48.007	5.184	4.946	4.488	2.383	-8.697
211.500	46.615	5.168	4.875	4.598	2.394	-8.732
211.625	44.751	5.385	5.013	4.629	2.400	-8.756
211.750	43.626	5.637	5.200	4.559	2.400	-8.767
211.875	44.628	5.760	5.302	4.424	2.396	-8.763
212.000	47.507	5.686	5.259	4.344	2.398	-8.742
212.125	48.338	5.527	5.132	4.331	2.402	-8.702
212.250	44.497	5.455	5.057	4.329	2.402	-8.650
212.375	42.444	5.460	5.040	4.329	2.392	-8.593
212.500	41.854	5.531	5.075	4.328	2.379	-8.538
212.625	41.817	5.634	5.138	4.328	2.367	-8.489
212.750	43.163	5.719	5.192	4.327	2.360	-8.454
212.875	44.825	5.841	5.274	4.327	2.362	-8.444
213.000	47.620	5.989	5.363	4.327	2.361	-8.461
213.125	48.227	6.136	5.437	4.326	2.355	-8.507
213.250	47.300	6.195	5.438	4.326	2.342	-8.583
213.375	46.166	6.086	5.316	4.326	2.327	-8.689
213.500	45.515	5.785	5.063	4.325	2.320	-8.825
213.625	47.509	5.403	4.744	4.324	2.324	-8.993
213.750	47.260	5.103	4.474	4.322	2.335	-9.186
213.875	46.554	4.938	4.311	4.321	2.347	-9.397
214.000	45.831	4.912	4.262	27.149	2.359	-9.618
214.125	44.915	4.990	4.305	101.792	2.373	-9.844
214.250	43.319	5.117	4.400	242.857	2.386	-10.067
214.375	41.102	5.271	4.521	290.461	2.399	-10.274
214.500	41.285	5.394	4.620	297.478	2.404	-10.459
214.625	41.398	5.508	4.710	297.478	2.406	-10.617
214.750	41.994	5.613	4.792	297.478	2.410	-10.746
214.875	43.336	5.698	4.856	297.478	2.414	-10.847
215.000	44.189	5.748	4.897	297.478	2.417	-10.920
215.125	44.244	5.752	4.903	297.478	2.409	-10.964
215.250	42.551	5.762	4.911	297.478	2.391	-10.987
215.375	41.989	5.781	4.916	297.478	2.374	-10.995
215.500	41.482	5.781	4.902	297.478	2.360	-10.991
215.625	40.493	5.725	4.848	297.478	2.354	-10.979
215.750	40.417	5.580	4.733	297.478	2.354	-10.962
215.875	37.093	5.328	4.558	297.478	2.361	-10.944
216.000	35.251	5.123	4.408	297.478	2.364	-10.928
216.125	38.934	5.006	4.318	297.478	2.362	-10.916
216.250	26.436	4.994	4.299	297.478	2.355	-10.910
216.375	0.000	5.053	4.328	297.478	2.344	-10.912
216.500	0.000	5.102	4.348	297.478	2.331	-10.920
216.625	0.000	5.061	4.321	297.478	2.316	-10.934
216.750	0.000	4.988	4.279	297.478	2.306	-10.948
216.875	0.000	4.959	4.272	297.478	2.307	-10.958
217.000	0.000	4.970	4.288	297.478	2.329	-10.958
217.125	0.000	4.989	4.301	297.478	2.367	-10.945
217.250	0.000	4.969	4.278	297.478	2.401	-10.914
217.375	0.000	4.791	4.140	297.478	2.420	-10.862
217.500	0.000	4.526	3.928	297.478	2.418	-10.792
217.625	0.000	4.291	3.730	297.478	2.411	-10.708
217.750	0.000	4.131	3.588	297.478	2.402	-10.613
217.875	0.000	4.059	3.521	297.478	2.392	-10.513
218.000	0.000	4.061	3.520	297.478	2.381	-10.410
218.125	0.000	4.066	3.520	297.478	2.370	-10.309
218.250	0.000	4.069	3.519	297.478	2.364	-10.215
218.375	0.000	4.073	3.519	297.478	2.369	-10.129
218.500	0.000	4.076	3.518	297.478	2.381	-10.055
218.625	0.000	4.076	3.518	297.478	2.396	-9.996
218.750	0.000	4.076	3.518	297.478	2.409	-9.956
218.875	0.000	4.076	3.518	297.478	2.408	-9.944
219.000	0.000	4.077	3.518	297.478	2.396	-9.962
