#Depth	GR	RT	RI	RXO	DEN	SP
127.750	56.165	28.693	25.908	23.705	2.308	-6.514
127.875	52.912	32.100	28.649	30.393	2.407	-6.523
128.000	48.960	36.438	32.080	35.844	2.515	-6.551
128.125	52.949	38.956	34.223	38.306	2.590	-6.599
128.250	52.001	38.462	34.063	37.759	2.596	-6.661
128.375	51.981	35.587	32.001	30.829	2.531	-6.733
128.500	50.318	31.804	29.117	21.590	2.420	-6.813
128.625	46.218	28.376	26.374	15.446	2.307	-6.897
128.750	46.879	25.552	24.023	14.843	2.244	-6.980
128.875	47.377	23.417	22.150	20.998	2.272	-7.056
129.000	49.522	21.577	20.582	21.834	2.313	-7.118
129.125	52.846	20.140	19.426	18.444	2.328	-7.162
129.250	55.891	19.045	18.588	15.565	2.305	-7.185
129.375	58.672	18.271	18.019	15.803	2.255	-7.184
129.500	63.966	17.958	17.877	15.731	2.210	-7.158
129.625	61.972	17.969	18.087	14.635	2.194	-7.104
129.750	59.978	17.793	18.140	13.919	2.189	-7.030
129.875	58.295	16.766	17.357	13.629	2.190	-6.944
130.000	58.638	14.873	15.659	12.821	2.197	-6.850
130.125	61.501	12.436	13.317	10.730	2.213	-6.755
130.250	64.544	9.918	10.791	7.651	2.246	-6.664
130.375	69.530	7.979	8.765	6.561	2.282	-6.585
130.500	70.948	6.770	7.371	5.759	2.308	-6.522
130.625	67.140	6.327	6.844	5.310	2.317	-6.475
130.750	59.385	6.663	7.270	5.534	2.313	-6.447
130.875	51.376	7.841	8.617	8.248	2.303	-6.437
131.000	48.539	10.030	10.768	17.098	2.293	-6.447
131.125	51.531	13.597	13.963	22.810	2.289	-6.478
131.250	53.287	17.746	17.648	19.236	2.279	-6.526
131.375	53.846	21.651	21.062	17.382	2.261	-6.587
131.500	54.271	23.735	22.798	19.276	2.233	-6.656
131.625	55.381	23.093	22.092	23.361	2.204	-6.729
131.750	56.825	20.510	19.735	27.512	2.191	-6.800
131.875	56.326	18.026	17.373	21.728	2.195	-6.859
132.000	57.475	16.790	16.090	15.357	2.198	-6.901
132.125	58.971	16.869	16.063	13.755	2.192	-6.925
132.250	59.333	18.609	17.388	19.305	2.181	-6.927
132.375	57.530	22.138	19.948	28.825	2.176	-6.910
132.500	53.528	26.986	23.299	32.015	2.195	-6.875
132.625	49.041	30.052	25.498	19.497	2.269	-6.824
132.750	50.460	28.854	24.780	16.647	2.367	-6.767
132.875	52.702	26.090	22.700	17.400	2.458	-6.709
133.000	52.783	23.607	20.594	18.058	2.518	-6.656
133.125	50.102	22.157	19.144	17.548	2.538	-6.610
133.250	46.893	21.088	17.998	17.747	2.517	-6.575
133.375	47.890	19.411	16.517	16.127	2.484	-6.558
133.500	53.421	17.733	14.881	11.266	2.445	-6.558
133.625	57.611	17.007	14.021	12.323	2.423	-6.575
133.750	60.508	16.438	13.355	16.673	2.432	-6.609
133.875	62.821	14.972	12.086	17.796	2.476	-6.660
134.000	62.955	12.307	10.075	10.905	2.539	-6.726
134.125	67.940	9.408	7.987	6.791	2.560	-6.807
134.250	74.988	7.478	6.322	5.770	2.527	-6.895
134.375	78.716	6.374	5.271	5.141	2.454	-6.986
134.500	80.424	5.871	4.766	4.692	2.373	-7.076
134.625	80.947	5.762	4.654	4.731	2.316	-7.159
134.750	76.730	5.937	4.806	4.909	2.290	-7.234
134.875	82.214	6.040	4.958	4.790	2.292	-7.296
135.000	82.750	6.121	5.096	4.735	2.303	-7.346
135.125	81.939	6.101	5.140	4.772	2.311	-7.386
135.250	79.663	6.006	5.095	4.743	2.314	-7.419
135.375	76.808	5.894	5.010	4.563	2.312	-7.447
135.500	77.791	5.818	4.946	4.387	2.303	-7.472
135.625	78.290	5.788	4.917	4.451	2.289	-7.495
135.750	78.789	5.826	4.946	4.461	2.276	-7.520
135.875	76.159	5.963	5.052	4.477	2.272	-7.545
136.000	73.377	6.235	5.257	4.582	2.275	-7.570
136.125	71.970	6.632	5.528	4.840	2.276	-7.595
136.250	67.566	7.054	5.757	5.267	2.270	-7.619
136.375	66.070	7.250	5.793	5.746	2.249	-7.639
136.500	67.463	7.029	5.583	5.521	2.235	-7.655
136.625	69.770	6.541	5.230	4.996	2.239	-7.664
136.750	73.329	6.087	4.917	4.747	2.258	-7.664
136.875	76.498	5.971	4.875	4.972	2.283	-7.651
137.000	73.437	6.400	5.335	5.166	2.293	-7.623
137.125	67.953	7.691	6.332	5.957	2.290	-7.571
137.250	60.817	9.408	7.382	10.071	2.289	-7.497
137.375	56.782	10.876	8.383	12.100	2.291	-7.400
137.500	57.775	11.842	9.233	10.652	2.295	-7.284
137.625	60.828	12.537	10.024	8.330	2.301	-7.150
137.750	57.254	13.701	11.153	11.413	2.319	-7.004
137.875	50.772	15.462	12.797	16.684	2.359	-6.854
138.000	43.878	18.388	15.185	19.532	2.395	-6.711
138.125	44.727	21.835	17.654	21.112	2.418	-6.582
138.250	49.571	23.664	19.002	20.699	2.426	-6.472
138.375	53.446	22.531	18.448	18.318	2.423	-6.386
138.500	56.866	19.472	16.358	16.195	2.417	-6.327
138.625	57.863	17.454	14.883	12.812	2.412	-6.302
138.750	59.273	16.840	14.619	11.832	2.417	-6.303
138.875	59.829	17.669	15.647	13.791	2.422	-6.328
139.000	58.618	20.214	18.018	19.944	2.426	-6.375
139.125	55.527	24.376	21.499	30.128	2.435	-6.439
139.250	51.581	29.148	25.325	40.964	2.452	-6.518
139.375	49.088	27.428	24.466	32.317	2.472	-6.611
139.500	47.559	20.929	19.926	21.002	2.465	-6.707
139.625	48.946	14.508	14.817	13.068	2.429	-6.805
139.750	52.508	9.993	10.643	8.438	2.373	-6.898
139.875	57.133	7.590	7.983	5.758	2.316	-6.983
140.000	62.717	6.600	6.776	5.255	2.281	-7.056
140.125	66.041	6.529	6.749	5.189	2.266	-7.109
140.250	64.268	6.969	7.225	5.811	2.266	-7.144
140.375	61.129	7.655	7.950	6.032	2.275	-7.161
140.500	58.233	8.233	8.599	5.673	2.290	-7.162
140.625	58.266	8.363	8.870	5.325	2.303	-7.149
140.750	66.118	7.841	8.573	6.161	2.305	-7.123
140.875	69.774	7.048	7.801	6.345	2.291	-7.085
141.000	73.706	6.492	7.161	5.556	2.282	-7.040
141.125	74.872	6.327	6.931	5.125	2.291	-6.989
141.250	74.016	6.555	7.135	5.318	2.317	-6.933
141.375	71.506	7.219	7.818	6.302	2.355	-6.873
141.500	65.039	8.522	9.184	8.629	2.389	-6.809
141.625	59.055	10.704	11.202	11.134	2.410	-6.743
141.750	57.207	13.501	13.515	14.594	2.422	-6.675
141.875	57.151	16.290	15.829	15.876	2.427	-6.607
142.000	56.579	18.562	17.743	15.533	2.422	-6.540
142.125	54.127	20.095	19.025	15.593	2.411	-6.472
142.250	50.315	21.095	19.809	18.024	2.401	-6.404
142.375	52.310	21.729	20.342	20.694	2.392	-6.333
142.500	51.616	22.666	21.118	19.910	2.395	-6.258
142.625	50.840	24.093	22.187	22.228	2.403	-6.178
142.750	49.699	25.626	23.313	25.521	2.420	-6.091
142.875	48.449	26.843	24.227	26.187	2.444	-5.998
143.000	49.683	27.634	24.799	23.697	2.465	-5.901
143.125	50.514	27.895	25.003	22.036	2.477	-5.800
143.250	49.000	27.275	24.516	21.184	2.475	-5.703
143.375	49.204	26.367	23.760	21.012	2.467	-5.611
143.500	49.485	25.369	22.906	20.876	2.460	-5.529
143.625	48.462	24.311	22.003	20.202	2.459	-5.457
143.750	48.417	23.176	21.044	18.891	2.459	-5.397
143.875	46.921	22.382	20.371	17.441	2.456	-5.351
144.000	45.011	22.024	20.074	17.739	2.459	-5.317
144.125	45.216	21.825	19.902	19.947	2.470	-5.291
144.250	45.854	21.424	19.579	20.827	2.488	-5.273
144.375	46.388	20.562	18.916	18.335	2.504	-5.261
144.500	50.181	19.236	17.922	14.565	2.503	-5.255
144.625	47.688	18.260	17.222	13.171	2.481	-5.253
144.750	44.781	17.768	16.893	13.589	2.455	-5.253
144.875	44.304	17.873	17.045	15.010	2.443	-5.254
145.000	45.945	18.388	17.523	16.669	2.447	-5.254
145.125	48.438	19.056	18.118	17.581	2.459	-5.251
145.250	50.774	19.685	18.702	16.595	2.469	-5.242
145.375	48.114	19.624	18.721	16.151	2.464	-5.224
145.500	48.078	19.170	18.347	16.604	2.459	-5.196
145.625	48.577	18.750	17.967	16.752	2.455	-5.159
145.750	50.220	18.521	17.728	16.385	2.451	-5.116
145.875	52.880	18.493	17.645	16.050	2.449	-5.070
146.000	53.892	18.586	17.649	16.827	2.454	-5.023
146.125	55.388	18.774	17.660	17.660	2.472	-4.982
146.250	54.813	18.883	17.619	16.477	2.497	-4.949
146.375	53.501	18.757	17.422	16.075	2.513	-4.926
146.500	52.327	18.337	17.007	15.937	2.516	-4.914
146.625	52.098	17.716	16.432	15.200	2.507	-4.913
146.750	53.547	17.170	15.910	14.381	2.486	-4.921
146.875	53.547	16.986	15.702	14.109	2.468	-4.939
147.000	52.097	16.840	15.551	14.246	2.453	-4.962
147.125	49.880	16.777	15.483	14.275	2.449	-4.990
147.250	48.390	16.795	15.499	14.078	2.454	-5.020
147.375	48.377	16.802	15.517	13.864	2.464	-5.052
147.500	48.845	16.599	15.354	14.162	2.481	-5.083
147.625	48.346	16.111	14.935	16.550	2.491	-5.109
147.750	46.742	15.442	14.336	15.552	2.496	-5.127
147.875	46.698	14.767	13.754	13.512	2.491	-5.135
148.000	47.408	14.216	13.282	12.128	2.477	-5.128
148.125	47.779	13.926	13.022	11.937	2.460	-5.106
148.250	48.199	14.047	13.142	11.963	2.447	-5.067
148.375	46.205	14.670	13.694	12.815	2.445	-5.009
148.500	47.665	15.674	14.584	13.585	2.456	-4.936
148.625	50.141	16.676	15.466	15.115	2.470	-4.855
148.750	53.374	17.611	16.272	15.944	2.488	-4.770
148.875	55.515	18.407	16.956	15.609	2.508	-4.684
149.000	51.552	18.830	17.365	16.518	2.522	-4.603
149.125	48.395	19.287	17.832	19.377	2.529	-4.531
149.250	49.107	19.765	18.274	17.422	2.526	-4.469
149.375	50.813	20.341	18.744	17.428	2.515	-4.419
149.500	53.359	20.595	18.930	18.835	2.501	-4.380
149.625	55.809	20.170	18.570	18.852	2.490	-4.352
149.750	54.865	19.126	17.711	15.687	2.489	-4.334
149.875	55.529	17.896	16.622	14.842	2.500	-4.327
150.000	51.078	16.953	15.802	13.947	2.508	-4.329
150.125	45.804	16.675	15.569	14.383	2.506	-4.337
150.250	41.800	17.075	15.940	15.701	2.499	-4.350
150.375	40.233	17.971	16.744	17.231	2.493	-4.365
150.500	41.782	19.092	17.711	19.009	2.494	-4.378
150.625	44.940	20.051	18.583	20.382	2.510	-4.386
150.750	49.204	20.573	19.089	20.190	2.518	-4.386
150.875	51.485	20.874	19.431	20.255	2.516	-4.376
151.000	51.620	21.150	19.786	20.050	2.507	-4.357
151.125	49.812	21.622	20.337	19.616	2.500	-4.331
151.250	45.502	22.563	21.297	21.110	2.518	-4.301
151.375	46.500	24.687	23.237	24.808	2.549	-4.269
151.500	47.912	27.098	25.295	29.343	2.541	-4.241
151.625	49.723	28.437	26.359	34.108	2.509	-4.221
151.750	50.136	27.924	25.905	32.101	2.479	-4.210
151.875	48.165	25.565	23.996	22.302	2.472	-4.209
152.000	45.200	22.310	21.310	16.414	2.492	-4.220
152.125	43.040	19.855	19.063	15.033	2.529	-4.243
152.250	40.741	18.669	17.896	16.184	2.542	-4.275
152.375	40.832	18.481	17.673	17.249	2.532	-4.316
152.500	41.321	18.847	18.009	18.249	2.513	-4.363
152.625	41.032	19.281	18.461	19.704	2.503	-4.414
152.750	42.451	19.393	18.687	21.224	2.518	-4.470
152.875	41.620	19.166	18.595	16.386	2.541	-4.527
153.000	44.804	18.895	18.418	15.753	2.549	-4.581
153.125	48.477	18.654	18.203	17.414	2.535	-4.630
153.250	49.952	18.398	17.928	18.550	2.513	-4.672
153.375	48.014	18.166	17.660	17.584	2.499	-4.702
153.500	43.510	18.165	17.612	15.638	2.503	-4.721
153.625	38.524	18.107	17.499	15.150	2.513	-4.724
153.750	36.031	18.203	17.509	17.132	2.515	-4.716
153.875	34.983	18.687	17.890	18.342	2.518	-4.700
154.000	34.701	19.510	18.611	18.039	2.523	-4.680
154.125	35.282	20.545	19.540	17.474	2.532	-4.661
154.250	37.709	21.698	20.555	19.452	2.544	-4.646
154.375	38.208	22.709	21.447	22.809	2.541	-4.642
154.500	37.460	23.357	21.999	24.859	2.533	-4.650
154.625	35.515	23.523	22.112	24.919	2.520	-4.669
154.750	33.886	23.047	21.653	23.233	2.510	-4.701
154.875	33.815	21.938	20.630	20.569	2.509	-4.743
155.000	35.133	20.506	19.302	17.929	2.520	-4.795
155.125	36.130	19.478	18.351	16.674	2.537	-4.856
155.250	37.128	18.988	17.902	16.639	2.536	-4.922
155.375	39.494	19.127	18.001	18.475	2.519	-4.991
155.500	41.354	19.751	18.539	21.217	2.490	-5.061
155.625	41.598	20.657	19.352	22.975	2.458	-5.130
155.750	41.962	21.683	20.290	21.621	2.444	-5.196
155.875	38.472	22.440	20.961	19.171	2.456	-5.252
156.000	36.922	22.642	21.131	20.096	2.468	-5.296
156.125	35.864	22.437	20.916	20.391	2.477	-5.327
156.250	35.011	21.778	20.314	19.189	2.483	-5.343
156.375	34.618	20.637	19.328	17.201	2.490	-5.344
156.500	35.083	19.140	18.038	15.801	2.508	-5.332
156.625	34.584	17.998	16.971	13.885	2.522	-5.307
156.750	36.304	17.446	16.463	13.456	2.529	-5.279
156.875	38.043	17.621	16.605	15.225	2.534	-5.253
157.000	39.394	18.393	17.270	17.297	2.538	-5.232
157.125	40.635	19.557	18.273	17.855	2.544	-5.221
157.250	42.131	20.953	19.462	16.904	2.548	-5.223
157.375	43.627	22.026	20.434	17.565	2.543	-5.243
157.500	42.488	22.611	20.990	19.082	2.528	-5.279
157.625	39.982	22.683	21.090	20.508	2.512	-5.329
157.750	38.002	22.521	20.975	21.125	2.496	-5.391
157.875	38.077	22.387	20.872	20.503	2.477	-5.464
158.000	40.398	22.336	20.817	18.728	2.455	-5.546
158.125	37.905	22.696	21.040	19.737	2.430	-5.633
158.250	36.383	23.221	21.318	20.347	2.416	-5.720
158.375	34.315	23.567	21.472	19.428	2.423	-5.803
158.500	35.146	23.532	21.394	18.341	2.447	-5.877
158.625	39.322	23.055	21.046	18.430	2.478	-5.939
158.750	40.320	22.227	20.468	19.510	2.499	-5.984
158.875	41.317	21.450	19.907	20.041	2.507	-6.005
159.000	42.175	20.943	19.557	18.546	2.516	-6.003
159.125	39.630	20.442	19.195	17.355	2.529	-5.980
159.250	36.227	19.785	18.681	16.528	2.540	-5.941
159.375	34.232	18.894	17.946	15.647	2.545	-5.889
159.500	32.378	17.785	17.018	14.770	2.542	-5.830
159.625	34.372	16.681	16.090	13.890	2.528	-5.773
159.750	35.950	15.952	15.470	13.127	2.509	-5.727
159.875	35.546	15.548	15.122	12.867	2.495	-5.697
160.000	35.135	15.527	15.098	13.457	2.493	-5.689
160.125	36.249	15.867	15.383	14.737	2.501	-5.704
160.250	37.710	16.374	15.818	15.837	2.515	-5.748
160.375	38.208	16.868	16.262	16.681	2.528	-5.827
160.500	40.095	17.409	16.809	17.049	2.519	-5.938
160.625	42.150	18.171	17.593	16.499	2.483	-6.078
160.750	44.796	19.362	18.734	18.930	2.423	-6.247
160.875	47.543	21.063	20.251	25.491	2.355	-6.441
161.000	47.969	23.136	22.023	30.584	2.302	-6.658
161.125	50.961	25.592	24.145	26.501	2.271	-6.895
161.250	52.564	27.386	25.728	24.822	2.244	-7.143
161.375	52.732	28.462	26.721	25.275	2.213	-7.393
161.500	51.147	29.023	27.257	25.780	2.189	-7.640
161.625	49.252	29.622	27.791	26.042	2.181	-7.879
161.750	50.962	31.111	29.075	29.301	2.190	-8.106
161.875	53.953	33.052	30.771	33.029	2.195	-8.316
162.000	55.556	34.156	31.675	35.740	2.196	-8.508
162.125	54.138	33.712	31.263	34.623	2.195	-8.686
162.250	52.450	31.728	29.578	30.008	2.195	-8.850
162.375	53.078	28.686	27.014	24.284	2.196	-9.002
162.500	55.653	25.399	24.179	20.976	2.191	-9.143
162.625	55.985	23.177	22.114	19.036	2.185	-9.272
162.750	55.206	22.051	21.062	19.634	2.174	-9.393
162.875	54.843	22.131	21.163	20.479	2.164	-9.506
163.000	55.568	23.180	22.161	21.772	2.156	-9.613
163.125	56.131	24.861	23.710	23.965	2.151	-9.714
163.250	53.176	26.879	25.556	26.519	2.153	-9.811
163.375	51.181	28.331	26.948	26.756	2.161	-9.905
163.500	50.855	28.864	27.542	26.097	2.167	-9.996
163.625	54.027	28.687	27.472	25.525	2.172	-10.087
163.750	56.185	28.025	26.915	24.637	2.176	-10.177
163.875	53.982	27.176	26.143	23.343	2.183	-10.263
164.000	49.628	26.501	25.492	22.719	2.190	-10.345
164.125	48.797	26.145	25.120	23.469	2.194	-10.417
164.250	48.661	26.031	24.967	22.442	2.191	-10.478
164.375	48.555	26.077	24.990	21.815	2.188	-10.527
164.500	47.954	26.195	25.101	21.992	2.185	-10.563
164.625	47.498	26.304	25.217	22.448	2.181	-10.589
164.750	49.430	26.360	25.300	22.235	2.173	-10.606
164.875	54.084	26.394	25.337	22.111	2.166	-10.619
165.000	56.512	26.337	25.284	21.911	2.170	-10.633
165.125	57.660	26.227	25.167	21.972	2.184	-10.653
165.250	58.252	26.100	24.999	22.382	2.201	-10.681
165.375	58.278	25.993	24.809	22.857	2.214	-10.718
165.500	56.819	25.943	24.655	22.722	2.213	-10.767
165.625	56.321	25.983	24.553	21.999	2.204	-10.829
165.750	57.074	26.019	24.480	21.565	2.198	-10.902
165.875	57.754	26.012	24.380	21.705	2.197	-10.984
166.000	57.526	26.019	24.314	21.956	2.198	-11.074
166.125	55.574	26.114	24.362	21.857	2.197	-11.170
166.250	51.198	26.345	24.557	21.440	2.188	-11.270
166.375	49.702	26.686	24.894	22.118	2.173	-11.372
166.500	50.433	27.057	25.261	23.175	2.161	-11.473
166.625	51.808	27.343	25.567	23.411	2.158	-11.569
166.750	52.213	27.493	25.757	23.671	2.164	-11.657
166.875	51.098	27.477	25.804	24.583	2.175	-11.734
167.000	49.639	27.279	25.702	25.353	2.186	-11.797
167.125	49.141	27.052	25.553	25.254	2.184	-11.841
167.250	51.148	26.895	25.449	25.407	2.190	-11.869
167.375	53.005	26.751	25.346	25.608	2.200	-11.885
167.500	55.010	26.574	25.207	25.452	2.210	-11.892
167.625	57.274	26.369	25.037	25.121	2.215	-11.895
167.750	58.234	26.222	24.913	25.667	2.203	-11.898
167.875	58.234	26.211	24.919	25.391	2.188	-11.908
168.000	56.424	26.360	25.069	25.321	2.182	-11.930
168.125	56.595	26.691	25.405	25.859	2.192	-11.963
168.250	58.091	27.226	25.934	26.955	2.213	-12.011
168.375	59.587	27.968	26.644	28.174	2.232	-12.073
168.500	60.855	28.890	27.516	28.741	2.232	-12.148
168.625	56.368	29.772	28.357	27.555	2.215	-12.238
168.750	51.045	30.348	28.952	28.148	2.204	-12.340
168.875	46.727	30.584	29.272	27.890	2.205	-12.449
169.000	44.017	30.473	29.285	27.046	2.211	-12.564
169.125	43.352	30.102	29.042	26.673	2.218	-12.684
169.250	45.372	29.664	28.711	27.362	2.224	-12.803
169.375	48.031	29.187	28.196	26.247	2.233	-12.919
169.500	50.690	28.656	27.525	25.587	2.249	-13.027
169.625	52.607	28.177	26.874	24.575	2.262	-13.124
169.750	53.447	27.858	26.374	22.869	2.268	-13.210
169.875	53.051	27.806	26.139	21.437	2.266	-13.283
170.000	51.402	28.111	26.257	22.743	2.261	-13.345
170.125	50.072	28.708	26.694	25.240	2.261	-13.398
170.250	50.276	29.502	27.351	25.346	2.264	-13.445
170.375	50.774	30.425	28.156	25.125	2.269	-13.492
170.500	51.200	31.332	28.973	25.423	2.275	-13.541
170.625	51.334	32.101	29.685	26.906	2.280	-13.596
170.750	51.067	32.709	30.254	30.221	2.286	-13.657
170.875	56.551	33.248	30.745	30.182	2.292	-13.727
171.000	58.690	33.805	31.202	28.788	2.293	-13.807
171.125	57.957	34.312	31.575	28.081	2.288	-13.894
171.250	53.629	34.445	31.592	32.854	2.282	-13.988
171.375	48.182	33.931	31.046	42.457	2.282	-14.088
171.500	48.874	32.757	29.960	46.499	2.291	-14.194
171.625	54.359	31.407	28.744	30.883	2.310	-14.303
171.750	59.286	30.764	28.142	24.979	2.306	-14.411
171.875	60.813	30.843	28.097	25.073	2.278	-14.516
172.000	59.313	31.491	28.498	28.048	2.241	-14.615
172.125	57.156	32.454	29.182	31.007	2.214	-14.702
172.250	57.635	33.420	29.930	31.499	2.210	-14.775
172.375	57.635	33.555	30.122	26.833	2.228	-14.827
172.500	55.962	33.165	29.883	26.124	2.249	-14.858
172.625	53.967	32.803	29.644	27.864	2.289	-14.870
172.750	52.995	33.042	29.862	29.194	2.350	-14.864
172.875	53.924	34.279	30.839	29.621	2.432	-14.845
173.000	56.658	36.633	32.628	32.822	2.527	-14.815
173.125	57.156	41.077	35.752	38.773	2.599	-14.778
173.250	60.585	46.861	39.398	36.699	2.634	-14.739
173.375	62.448	46.919	38.582	39.006	2.618	-14.699
173.500	63.916	37.502	31.279	49.261	2.560	-14.659
173.625	64.976	22.047	19.991	56.259	2.480	-14.620
173.750	61.624	12.352	12.042	34.233	2.406	-14.580
173.875	61.624	7.980	7.691	12.173	2.366	-14.537
174.000	58.554	5.829	5.370	5.282	2.342	-14.492
174.125	56.280	4.851	4.219	3.841	2.323	-14.444
174.250	55.222	4.567	3.817	3.926	2.309	-14.395
174.375	54.285	4.704	3.873	4.092	2.304	-14.345
174.500	51.998	5.059	4.134	4.153	2.310	-14.296
174.625	50.669	5.284	4.360	3.897	2.324	-14.250
174.750	46.268	5.368	4.482	3.794	2.335	-14.211
174.875	44.154	5.338	4.503	3.869	2.340	-14.178
175.000	43.582	5.174	4.416	4.079	2.339	-14.155
175.125	43.835	4.883	4.228	4.302	2.337	-14.144
175.250	46.966	4.538	3.979	4.350	2.344	-14.146
175.375	49.459	4.423	3.891	3.976	2.356	-14.168
175.500	53.627	4.583	4.014	4.083	2.369	-14.211
175.625	58.008	5.020	4.319	4.880	2.377	-14.275
175.750	63.500	5.668	4.745	5.839	2.383	-14.361
175.875	70.241	6.380	5.198	6.250	2.391	-14.468
176.000	76.345	6.932	5.549	5.635	2.398	-14.594
176.125	85.319	7.055	5.638	5.311	2.400	-14.739
176.250	86.473	6.912	5.544	5.384	2.395	-14.893
176.375	80.925	6.765	5.434	5.655	2.385	-15.052
176.500	72.888	6.733	5.396	5.876	2.373	-15.211
176.625	67.768	6.810	5.432	5.899	2.364	-15.365
176.750	70.283	6.879	5.450	5.773	2.365	-15.510
176.875	77.263	6.815	5.370	5.848	2.372	-15.639
177.000	76.280	6.678	5.246	5.914	2.385	-15.750
177.125	75.065	6.485	5.110	5.764	2.399	-15.842
177.250	76.105	6.398	5.090	5.649	2.407	-15.917
177.375	79.336	6.608	5.346	5.781	2.405	-15.973
177.500	82.918	7.264	6.024	6.140	2.392	-16.012
177.625	76.935	8.714	7.291	8.142	2.380	-16.032
177.750	68.856	11.152	9.240	13.361	2.375	-16.038
177.875	64.214	14.300	11.674	17.063	2.376	-16.034
178.000	62.894	17.633	14.202	18.450	2.368	-16.023
178.125	63.741	20.303	16.267	18.549	2.345	-16.008
178.250	66.528	21.242	17.237	19.025	2.316	-15.991
178.375	64.533	20.458	16.955	18.415	2.305	-15.976
178.500	63.937	19.580	16.599	18.243	2.308	-15.964
178.625	64.777	18.911	16.436	17.927	2.316	-15.956
178.750	62.973	18.478	16.485	17.335	2.320	-15.953
178.875	58.353	18.319	16.750	16.981	2.316	-15.954
179.000	57.880	18.596	17.322	17.969	2.304	-15.960
179.125	54.140	19.236	18.163	18.879	2.294	-15.973
179.250	57.322	20.230	19.283	19.271	2.297	-15.992
179.375	58.292	21.146	20.340	20.983	2.300	-16.018
179.500	57.185	21.792	21.226	22.399	2.298	-16.052
179.625	56.721	22.179	21.949	21.988	2.290	-16.094
179.750	58.695	22.523	22.610	20.359	2.275	-16.144
179.875	60.190	23.558	23.848	23.143	2.269	-16.200
180.000	62.525	25.376	25.723	26.741	2.274	-16.257
180.125	60.860	27.457	27.867	30.250	2.282	-16.310
180.250	58.853	29.098	29.698	31.927	2.287	-16.356
180.375	58.749	29.701	30.623	30.727	2.287	-16.390
180.500	56.942	29.012	30.236	27.265	2.284	-16.411
180.625	59.435	27.326	28.772	24.858	2.279	-16.415
180.750	60.948	25.855	27.394	26.236	2.278	-16.407
180.875	61.745	24.836	26.430	26.393	2.276	-16.391
181.000	63.345	24.398	26.076	24.734	2.273	-16.372
181.125	64.808	24.608	26.423	23.658	2.269	-16.353
181.250	61.582	25.482	27.451	27.297	2.263	-16.340
181.375	60.585	27.075	29.130	30.395	2.257	-16.338
181.500	54.969	29.517	31.625	34.501	2.254	-16.350
181.625	51.369	32.412	34.646	36.508	2.257	-16.375
181.750	48.934	35.260	37.688	37.802	2.264	-16.413
181.875	46.908	37.827	40.446	40.484	2.272	-16.464
182.000	47.821	40.357	43.063	45.207	2.280	-16.527
182.125	46.824	43.409	46.080	48.200	2.275	-16.602
182.250	47.507	46.823	49.376	53.151	2.268	-16.685
182.375	48.290	50.518	52.841	59.140	2.270	-16.772
182.500	48.882	53.965	55.989	61.468	2.293	-16.860
182.625	50.105	56.651	58.387	59.120	2.336	-16.944
182.750	53.348	58.339	59.888	58.291	2.379	-17.020
182.875	51.022	58.578	60.119	62.904	2.403	-17.079
183.000	51.915	59.140	60.716	60.323	2.409	-17.119
183.125	50.635	60.618	62.236	60.529	2.409	-17.138
183.250	49.354	62.350	64.074	64.106	2.399	-17.137
183.375	50.019	62.787	64.804	64.050	2.371	-17.117
183.500	50.606	59.927	62.558	49.748	2.320	-17.079
183.625	49.442	53.987	57.292	64.677	2.263	-17.024
183.750	52.201	48.022	51.809	95.166	2.230	-16.962
183.875	53.661	43.058	47.114	81.558	2.219	-16.895
184.000	54.067	39.460	43.642	53.415	2.222	-16.827
184.125	53.597	37.083	41.336	42.442	2.228	-16.762
184.250	50.042	35.358	39.690	39.494	2.229	-16.703
184.375	45.056	33.748	38.202	34.871	2.232	-16.654
184.500	45.955	32.550	37.081	30.016	2.234	-16.619
184.625	47.522	32.108	36.736	26.342	2.235	-16.597
184.750	50.030	32.661	37.439	24.945	2.233	-16.590
184.875	52.927	34.458	39.525	31.528	2.232	-16.597
185.000	52.371	37.810	43.471	56.848	2.234	-16.619
185.125	50.543	43.387	49.926	85.419	2.233	-16.655
185.250	49.976	51.443	58.535	75.030	2.225	-16.698
185.375	49.537	61.408	69.121	80.349	2.208	-16.745
185.500	48.375	72.281	80.584	82.350	2.192	-16.790
185.625	47.190	83.304	91.732	73.413	2.184	-16.831
185.750	48.389	93.794	101.258	92.883	2.190	-16.863
185.875	46.727	91.218	96.967	107.633	2.210	-16.883
186.000	51.093	81.732	86.100	111.517	2.235	-16.891
186.125	52.728	72.881	76.371	94.603	2.266	-16.889
186.250	52.966	67.648	70.578	67.136	2.303	-16.875
186.375	53.117	67.246	69.656	49.084	2.337	-16.850
186.500	50.235	72.185	73.904	61.713	2.351	-16.814
186.625	49.736	83.558	84.474	93.333	2.325	-16.764
186.750	47.134	100.866	100.616	109.187	2.272	-16.698
186.875	46.389	119.603	118.297	115.118	2.226	-16.617
187.000	45.782	130.636	128.798	116.850	2.202	-16.518
187.125	43.909	128.042	126.317	124.358	2.199	-16.402
187.250	42.413	113.559	112.286	150.239	2.202	-16.267
187.375	40.917	92.958	92.045	158.700	2.209	-16.110
187.500	48.258	76.416	75.702	102.770	2.220	-15.932
187.625	52.951	64.040	63.446	56.015	2.238	-15.735
187.750	55.131	55.572	54.940	35.461	2.257	-15.517
