#Depth	DEN	SP	R2M	R025	GR	RT	RI	RXO	RA2
145.000	2.188	-14.570	14.192	14.237	82.254	14.142	13.472	10.565	14.192
145.125	2.185	-14.569	14.284	14.245	80.579	14.016	13.397	10.241	14.284
145.250	2.183	-14.547	14.375	14.275	80.768	13.909	13.331	10.225	14.375
145.375	2.178	-14.506	14.430	14.352	83.884	13.840	13.291	10.480	14.430
145.500	2.170	-14.456	14.432	14.492	87.293	13.827	13.294	10.790	14.432
145.625	2.163	-14.410	14.387	14.676	87.007	13.909	13.380	10.942	14.387
145.750	2.160	-14.339	14.352	14.891	83.844	14.091	13.551	11.175	14.352
145.875	2.162	-14.258	14.373	15.143	80.623	14.353	13.791	11.677	14.373
146.000	2.167	-14.172	14.478	15.359	79.017	14.617	14.041	12.394	14.478
146.125	2.176	-14.080	14.670	15.399	80.052	14.749	14.193	12.510	14.670
146.250	2.189	-13.969	14.889	15.321	84.384	14.701	14.203	11.956	14.889
146.375	2.201	-13.863	15.084	15.260	88.675	14.528	14.100	11.083	15.084
146.500	2.206	-13.741	15.216	15.306	88.582	14.371	13.989	10.635	15.216
146.625	2.198	-13.618	15.259	15.465	84.583	14.374	14.003	10.808	15.259
146.750	2.183	-13.498	15.249	15.631	82.884	14.500	14.139	10.811	15.249
146.875	2.167	-13.342	15.236	15.707	83.528	14.641	14.324	10.680	15.236
147.000	2.156	-13.152	15.265	15.670	82.813	14.692	14.470	10.689	15.265
147.125	2.150	-12.942	15.366	15.602	81.155	14.622	14.517	10.932	15.366
147.250	2.147	-12.732	15.506	15.568	82.262	14.525	14.502	11.184	15.506
147.375	2.147	-12.517	15.660	15.547	84.557	14.463	14.463	11.222	15.660
147.500	2.155	-12.275	15.842	15.502	84.210	14.423	14.396	11.140	15.842
147.625	2.172	-11.971	16.164	15.375	82.454	14.280	14.222	11.080	16.164
147.750	2.196	-11.617	16.663	15.008	83.287	13.904	13.858	11.051	16.663
147.875	2.227	-11.259	17.213	14.232	86.646	13.184	13.217	11.204	17.213
148.000	2.259	-10.910	17.493	13.123	89.021	12.098	12.272	10.874	17.493
148.125	2.283	-10.600	17.003	12.114	91.058	10.832	11.155	9.575	17.003
148.250	2.291	-10.323	15.776	11.563	94.317	9.854	10.227	8.529	15.776
148.375	2.288	-10.073	14.162	11.574	97.425	9.565	9.801	8.708	14.162
148.500	2.286	-9.851	12.759	12.185	96.285	10.237	10.111	9.262	12.759
148.625	2.298	-9.639	12.366	13.504	89.624	12.093	11.435	10.126	12.366
148.750	2.326	-9.471	13.151	15.187	82.333	14.637	13.532	11.636	13.151
148.875	2.369	-9.348	14.939	16.687	77.548	17.079	15.884	14.412	14.939
149.000	2.420	-9.274	17.184	17.226	76.286	18.270	17.466	18.433	17.184
149.125	2.456	-9.254	18.917	16.084	79.281	17.008	16.910	18.236	18.917
149.250	2.455	-9.278	19.408	13.989	85.572	14.157	14.728	14.302	19.408
149.375	2.415	-9.338	18.388	11.863	93.443	10.984	12.009	10.508	18.388
149.500	2.356	-9.471	16.129	10.358	98.883	8.520	9.697	8.299	16.129
149.625	2.309	-9.724	13.339	9.722	99.076	7.378	8.368	7.386	13.339
149.750	2.281	-10.043	10.900	9.677	98.202	7.310	7.911	7.162	10.900
149.875	2.264	-10.413	9.201	10.055	98.428	8.123	8.229	7.557	9.201
150.000	2.249	-10.792	8.273	10.692	97.120	9.559	9.183	8.556	8.273
150.125	2.234	-11.151	7.958	11.441	92.327	11.246	10.572	9.305	7.958
150.250	2.222	-11.474	7.889	12.133	88.644	12.692	11.971	9.401	7.889
150.375	2.211	-11.728	7.917	12.741	88.945	13.669	13.109	9.311	7.917
150.500	2.202	-11.924	8.000	13.386	91.027	14.218	13.908	9.498	8.000
150.625	2.196	-12.050	8.192	14.148	91.332	14.525	14.433	10.393	8.192
150.750	2.190	-12.123	8.532	14.859	88.998	14.776	14.834	11.236	8.532
150.875	2.183	-12.119	9.036	15.390	87.961	14.955	15.110	11.659	9.036
151.000	2.178	-12.048	9.685	15.727	91.369	14.982	15.195	11.793	9.685
151.125	2.182	-11.893	10.453	15.898	93.625	14.814	15.041	11.739	10.453
151.250	2.196	-11.674	11.301	16.023	89.251	14.611	14.805	11.483	11.301
151.375	2.217	-11.432	12.259	16.218	83.042	14.565	14.664	10.989	12.259
151.500	2.246	-11.172	13.388	16.527	83.352	14.845	14.789	10.953	13.388
151.625	2.288	-10.919	14.725	16.966	88.138	15.503	15.298	12.427	14.725
151.750	2.348	-10.697	16.130	17.523	88.592	16.274	16.023	13.934	16.130
151.875	2.419	-10.553	17.452	18.202	85.524	16.934	16.785	13.756	17.452
152.000	2.484	-10.485	18.568	18.865	83.321	17.286	17.370	14.740	18.568
152.125	2.514	-10.485	19.357	19.068	84.322	17.121	17.500	15.108	19.357
152.250	2.507	-10.556	19.764	18.583	84.983	16.458	17.114	15.316	19.764
152.375	2.470	-10.677	19.615	17.479	83.495	15.291	16.178	14.746	19.615
152.500	2.407	-10.823	18.757	16.094	81.802	13.742	14.809	12.329	18.757
152.625	2.333	-10.984	17.135	14.853	82.552	12.162	13.327	10.171	17.135
152.750	2.277	-11.105	15.214	14.010	86.552	10.986	12.144	9.291	15.214
152.875	2.252	-11.134	13.417	13.670	91.526	10.410	11.467	9.274	13.417
153.000	2.250	-11.076	12.040	13.701	93.900	10.388	11.311	9.845	12.040
153.125	2.253	-10.957	11.209	13.740	92.427	10.731	11.583	10.250	11.209
153.250	2.256	-10.808	10.687	13.556	91.691	11.070	11.953	10.057	10.687
153.375	2.270	-10.678	10.371	13.246	93.501	11.260	12.230	9.345	10.371
153.500	2.301	-10.559	10.327	13.110	96.398	11.435	12.448	8.569	10.327
153.625	2.340	-10.424	10.871	13.574	95.897	12.043	12.942	8.991	10.871
153.750	2.379	-10.292	12.063	14.573	91.686	13.249	13.960	11.014	12.063
153.875	2.410	-10.196	13.720	15.627	84.935	14.779	15.405	14.284	13.720
154.000	2.428	-10.153	15.349	16.028	79.012	15.878	16.651	15.753	15.349
154.125	2.418	-10.164	16.156	15.379	81.512	15.454	16.509	13.273	16.156
154.250	2.385	-10.209	15.891	14.406	90.563	13.843	15.078	10.439	15.891
154.375	2.341	-10.245	14.720	13.765	98.456	12.090	13.310	8.730	14.720
154.500	2.295	-10.259	13.129	13.702	100.779	11.183	12.144	8.636	13.129
154.625	2.255	-10.224	11.723	14.207	99.299	11.704	12.166	9.533	11.723
154.750	2.228	-10.150	10.792	15.099	96.905	13.284	13.184	10.079	10.792
154.875	2.226	-10.044	10.389	16.424	93.587	15.665	15.039	10.326	10.389
155.000	2.248	-9.914	10.482	18.255	90.914	18.698	17.597	11.290	10.482
155.125	2.291	-9.766	11.102	20.710	90.827	22.487	20.929	13.442	11.102
155.250	2.350	-9.576	12.115	23.605	88.026	26.885	24.922	15.929	12.115
155.375	2.426	-9.354	13.425	26.740	80.285	31.560	29.375	17.531	13.425
155.500	2.503	-9.141	14.906	29.825	71.780	35.801	33.693	18.711	14.906
155.625	2.549	-8.972	16.473	32.463	68.913	38.490	36.775	19.738	16.473
155.750	2.564	-8.870	18.109	34.561	69.452	39.553	38.347	20.806	18.109
155.875	2.566	-8.842	19.846	36.055	69.712	39.323	38.600	21.479	19.846
156.000	2.564	-8.863	21.651	36.908	68.601	38.281	37.934	23.463	21.651
156.125	2.560	-8.901	23.324	37.154	67.560	36.793	36.677	26.314	23.324
156.250	2.558	-8.971	24.641	37.107	66.729	35.239	35.250	28.705	24.641
156.375	2.560	-9.058	25.463	36.929	66.388	33.848	33.912	29.529	25.463
156.500	2.567	-9.158	25.808	36.706	67.128	32.763	32.843	29.537	25.808
156.625	2.573	-9.301	25.876	36.453	67.234	32.086	32.174	28.495	25.876
156.750	2.573	-9.434	26.024	36.176	66.213	31.755	31.862	28.198	26.024
156.875	2.569	-9.526	26.447	35.887	66.890	31.688	31.848	28.683	26.447
157.000	2.562	-9.600	27.228	35.595	72.160	31.686	31.962	28.394	27.228
157.125	2.556	-9.681	28.477	35.164	79.205	31.437	31.913	26.995	28.477
157.250	2.552	-9.772	30.156	34.436	81.147	30.800	31.519	26.745	30.156
157.375	2.549	-9.876	32.205	33.354	77.402	29.735	30.707	26.345	32.205
157.500	2.538	-9.981	34.405	31.962	72.104	28.246	29.458	25.276	34.405
157.625	2.513	-10.065	36.270	30.310	68.911	26.365	27.762	23.238	36.270
157.750	2.480	-10.135	37.434	28.588	67.162	24.335	25.841	21.290	37.434
157.875	2.454	-10.204	37.786	26.991	67.439	22.408	23.924	19.367	37.786
158.000	2.441	-10.276	37.493	25.678	70.770	20.867	22.282	18.489	37.493
158.125	2.446	-10.324	36.827	24.701	74.163	19.949	21.175	18.887	36.827
158.250	2.458	-10.369	36.063	23.903	74.665	19.458	20.487	18.745	36.063
158.375	2.468	-10.423	35.256	23.204	72.860	19.190	20.065	17.410	35.256
158.500	2.467	-10.498	34.399	22.573	70.892	19.000	19.782	16.718	34.399
158.625	2.460	-10.581	33.475	22.098	70.164	18.863	19.612	16.417	33.475
158.750	2.456	-10.640	32.562	21.861	72.122	18.817	19.564	16.335	32.562
158.875	2.454	-10.671	31.797	21.810	77.077	18.924	19.681	16.336	31.797
159.000	2.447	-10.672	31.281	21.793	83.104	19.195	19.967	17.897	31.281
159.125	2.438	-10.663	31.041	21.765	84.467	19.521	20.327	19.694	31.041
159.250	2.432	-10.627	30.900	21.748	80.703	19.715	20.576	20.031	30.900
159.375	2.430	-10.568	30.687	21.676	75.803	19.669	20.597	19.122	30.687
159.500	2.433	-10.461	30.291	21.530	73.685	19.384	20.373	18.065	30.291
159.625	2.443	-10.280	29.758	21.381	74.367	18.982	20.000	17.352	29.758
159.750	2.454	-10.096	29.264	21.237	76.752	18.671	19.681	17.040	29.264
159.875	2.463	-10.026	29.088	21.176	81.776	18.526	19.512	17.531	29.088
160.000	2.464	-9.877	28.805	21.057	86.167	18.490	19.469	17.631	28.805
160.125	2.461	-9.690	28.498	20.970	86.055	18.479	19.487	16.711	28.498
160.250	2.463	-9.500	28.216	20.917	85.191	18.466	19.527	16.566	28.216
160.375	2.469	-9.301	27.989	20.825	86.325	18.439	19.569	17.332	27.989
160.500	2.475	-9.080	27.834	20.652	86.986	18.333	19.541	17.826	27.834
160.625	2.474	-8.859	27.664	20.350	84.690	18.013	19.286	17.749	27.664
160.750	2.471	-8.666	27.295	19.931	83.139	17.483	18.787	17.046	27.295
160.875	2.473	-8.510	26.599	19.490	83.965	16.835	18.127	15.918	26.599
161.000	2.476	-8.393	25.597	19.128	85.256	16.248	17.484	15.329	25.597
161.125	2.474	-8.284	24.489	18.881	84.338	15.923	17.070	16.378	24.489
161.250	2.459	-8.187	23.519	18.693	81.587	15.839	16.899	17.911	23.519
161.375	2.431	-8.094	22.756	18.575	80.264	15.925	16.921	18.699	22.756
161.500	2.400	-8.011	22.156	18.566	80.981	16.131	17.086	17.199	22.156
161.625	2.384	-7.955	21.692	18.727	81.890	16.530	17.449	16.819	21.692
161.750	2.384	-7.911	21.460	19.058	80.296	17.200	18.078	17.481	21.460
161.875	2.397	-7.877	21.672	19.552	77.734	18.135	19.000	19.084	21.672
162.000	2.419	-7.861	22.442	20.153	76.732	19.085	20.032	21.655	22.442
162.125	2.449	-7.889	23.642	20.607	78.251	19.438	20.603	22.203	23.642
162.250	2.477	-7.929	24.737	20.605	79.662	18.874	20.298	21.314	24.737
162.375	2.493	-7.997	25.285	20.041	77.626	17.497	19.124	19.101	25.285
162.500	2.493	-8.089	25.021	19.081	74.014	15.793	17.507	16.649	25.021
162.625	2.481	-8.222	23.859	18.071	73.314	14.409	16.054	14.845	23.859
162.750	2.465	-8.386	22.237	17.265	73.109	13.621	15.089	13.697	22.237
162.875	2.448	-8.527	20.501	16.747	71.159	13.453	14.689	13.338	20.501
163.000	2.433	-8.616	18.970	16.534	70.245	13.812	14.823	13.675	18.970
163.125	2.429	-8.661	17.987	16.620	74.037	14.590	15.445	14.721	17.987
163.250	2.437	-8.685	17.552	16.867	77.932	15.495	16.289	15.956	17.552
163.375	2.453	-8.704	17.548	17.187	78.625	16.295	17.114	16.723	17.548
163.500	2.470	-8.716	17.758	17.514	77.900	16.830	17.717	16.314	17.758
163.625	2.481	-8.680	17.943	17.801	77.180	17.059	17.996	15.670	17.943
163.750	2.486	-8.596	18.003	18.067	74.977	17.181	18.116	15.547	18.003
163.875	2.486	-8.479	18.004	18.329	71.876	17.338	18.217	16.338	18.004
164.000	2.482	-8.347	18.078	18.595	70.324	17.590	18.368	17.606	18.078
164.125	2.475	-8.205	18.338	18.847	71.960	17.923	18.555	17.497	18.338
164.250	2.467	-8.064	18.721	19.137	73.670	18.300	18.744	17.091	18.721
164.375	2.461	-7.923	19.144	19.538	72.470	18.788	18.993	16.796	19.144
164.500	2.462	-7.781	19.555	20.094	69.461	19.535	19.449	16.994	19.555
164.625	2.476	-7.663	19.976	20.906	66.753	20.757	20.335	17.716	19.976
164.750	2.498	-7.581	20.487	21.981	64.379	22.452	21.685	18.771	20.487
164.875	2.522	-7.527	21.217	23.329	63.757	24.590	23.498	20.013	21.217
165.000	2.539	-7.503	22.342	24.960	66.334	27.079	25.716	22.010	22.342
165.125	2.546	-7.505	24.181	26.884	71.617	29.661	28.178	26.417	24.181
165.250	2.548	-7.535	26.663	28.798	75.293	31.706	30.354	34.377	26.663
165.375	2.548	-7.578	29.477	30.267	75.405	32.416	31.509	38.643	29.477
165.500	2.546	-7.652	32.035	30.915	72.363	31.270	31.038	31.736	32.035
165.625	2.541	-7.744	33.541	30.561	68.654	28.519	28.964	26.707	33.541
165.750	2.533	-7.830	33.990	29.779	69.111	25.587	26.505	24.782	33.990
165.875	2.525	-7.939	33.839	28.996	74.545	23.242	24.392	24.446	33.839
166.000	2.520	-8.064	33.812	28.181	80.826	21.537	22.780	28.104	33.812
166.125	2.519	-8.214	34.450	26.700	82.970	19.836	21.193	31.575	34.450
166.250	2.513	-8.379	35.278	24.341	83.918	17.553	19.085	26.708	35.278
166.375	2.494	-8.554	35.472	21.406	86.917	14.800	16.500	19.257	35.472
166.500	2.461	-8.689	34.327	18.424	91.947	12.133	13.913	14.910	34.327
166.625	2.427	-8.761	31.518	15.938	97.323	10.188	11.897	12.473	31.518
166.750	2.403	-8.787	27.993	14.073	100.346	8.962	10.500	11.429	27.993
166.875	2.392	-8.768	24.676	12.694	98.467	8.233	9.576	11.417	24.676
167.000	2.393	-8.709	22.225	11.400	93.782	7.667	8.856	12.153	22.225
167.125	2.403	-8.600	20.776	9.827	95.088	6.949	8.058	11.033	20.776
167.250	2.411	-8.451	19.571	8.172	101.703	6.081	7.139	7.833	19.571
167.375	2.406	-8.252	18.023	6.800	107.198	5.259	6.242	5.388	18.023
167.500	2.388	-8.028	15.893	5.890	108.755	4.682	5.538	4.632	15.893
167.625	2.367	-7.830	13.427	5.370	109.016	4.483	5.164	4.643	13.427
167.750	2.354	-7.669	11.239	5.018	109.819	4.534	5.041	4.660	11.239
167.875	2.345	-7.563	9.661	4.773	109.490	4.707	5.080	4.669	9.661
168.000	2.336	-7.494	8.704	4.610	107.489	4.891	5.188	4.691	8.704
168.125	2.331	-7.450	8.206	4.534	104.510	5.055	5.323	4.770	8.206
168.250	2.336	-7.446	7.913	4.519	102.320	5.256	5.498	4.886	7.913
168.375	2.348	-7.492	7.754	4.585	102.629	5.538	5.741	5.024	7.754
168.500	2.360	-7.581	7.684	4.772	105.051	5.898	6.051	5.212	7.684
168.625	2.366	-7.718	7.666	5.073	107.825	6.286	6.390	5.508	7.666
168.750	2.366	-7.909	7.657	5.382	110.527	6.609	6.683	5.792	7.657
168.875	2.362	-8.119	7.644	5.636	114.397	6.794	6.865	6.003	7.644
169.000	2.354	-8.347	7.639	5.820	119.506	6.815	6.901	6.178	7.639
169.125	2.346	-8.639	7.658	5.909	120.605	6.698	6.793	6.322	7.658
169.250	2.340	-8.958	7.660	5.938	116.088	6.555	6.628	6.381	7.660
169.375	2.339	-9.292	7.577	5.972	110.987	6.474	6.477	6.161	7.577
169.500	2.340	-9.668	7.360	6.070	109.083	6.522	6.401	5.942	7.360
169.625	2.340	-10.114	7.012	6.271	109.302	6.742	6.459	6.037	7.012
169.750	2.339	-10.606	6.658	6.535	108.591	7.066	6.627	6.481	6.658
169.875	2.335	-11.153	6.400	6.793	107.197	7.416	6.858	7.196	6.400
170.000	2.328	-11.764	6.271	6.996	107.066	7.699	7.076	7.789	6.271
170.125	2.316	-12.410	6.215	7.152	108.251	7.851	7.204	7.536	6.215
170.250	2.302	-13.077	6.124	7.307	109.631	7.946	7.263	7.323	6.124
170.375	2.288	-13.790	5.968	7.472	109.231	8.080	7.318	7.465	5.968
170.500	2.276	-14.501	5.783	7.671	106.277	8.315	7.430	7.713	5.783
170.625	2.265	-15.131	5.661	7.954	102.744	8.655	7.625	7.959	5.661
170.750	2.254	-15.661	5.655	8.287	100.645	8.993	7.850	8.269	5.655
170.875	2.242	-16.045	5.764	8.606	99.944	9.215	8.032	8.789	5.764
171.000	2.234	-16.279	5.947	8.859	99.468	9.255	8.115	9.044	5.947
171.125	2.230	-16.344	6.140	9.020	97.948	9.140	8.097	8.998	6.140
171.250	2.232	-16.253	6.293	9.148	97.378	9.028	8.074	9.092	6.293
171.375	2.239	-15.951	6.403	9.312	96.897	9.054	8.136	9.185	6.403
171.500	2.253	-15.439	6.521	9.590	95.137	9.323	8.364	9.278	6.521
171.625	2.278	-14.714	6.800	10.074	92.574	9.910	8.842	9.460	6.800
171.750	2.321	-13.848	7.382	10.813	90.461	10.615	9.466	10.392	7.382
171.875	2.382	-12.922	8.340	11.592	89.140	11.074	9.982	13.005	8.340
172.000	2.452	-11.969	9.542	11.710	89.910	10.814	9.998	16.098	9.542
172.125	2.493	-11.001	10.496	10.463	95.184	9.479	9.123	11.998	10.496
172.250	2.484	-10.084	10.720	8.634	101.236	7.745	7.780	7.349	10.720
172.375	2.444	-9.278	10.039	7.145	104.925	6.302	6.496	5.996	10.039
172.500	2.407	-8.590	8.676	6.331	106.388	5.507	5.608	6.149	8.676
172.625	2.393	-8.086	7.163	5.929	106.020	5.374	5.226	6.221	7.163
172.750	2.383	-7.718	5.989	5.597	105.047	5.473	5.098	5.801	5.989
172.875	2.362	-7.443	5.258	5.238	103.253	5.500	5.021	5.169	5.258
173.000	2.329	-7.262	4.839	4.852	100.673	5.332	4.877	4.658	4.839
173.125	2.299	-7.209	4.546	4.531	99.439	5.095	4.699	4.378	4.546
173.250	2.282	-7.208	4.282	4.347	101.415	5.008	4.607	4.258	4.282
173.375	2.277	-7.235	4.076	4.308	104.635	5.151	4.663	4.424	4.076
173.500	2.283	-7.307	3.980	4.389	106.541	5.503	4.872	4.899	3.980
173.625	2.297	-7.390	4.050	4.576	109.495	5.980	5.205	5.344	4.050
173.750	2.307	-7.498	4.248	4.816	113.181	6.412	5.550	5.527	4.248
173.875	2.304	-7.619	4.531	5.038	113.676	6.680	5.812	5.576	4.531
174.000	2.294	-7.718	4.856	5.169	111.805	6.733	5.931	5.618	4.856
174.125	2.284	-7.779	5.186	5.187	113.556	6.604	5.893	5.583	5.186
174.250	2.280	-7.827	5.487	5.183	116.648	6.443	5.790	5.511	5.487
174.375	2.278	-7.874	5.725	5.214	115.647	6.340	5.691	5.504	5.725
174.500	2.279	-7.904	5.875	5.289	111.883	6.328	5.632	5.595	5.875
174.625	2.282	-7.929	5.926	5.368	110.622	6.398	5.625	5.754	5.926
174.750	2.290	-7.948	5.923	5.416	111.408	6.484	5.639	5.839	5.923
174.875	2.304	-7.976	5.879	5.436	112.113	6.546	5.650	5.743	5.879
175.000	2.319	-8.016	5.786	5.465	112.122	6.587	5.656	5.528	5.786
175.125	2.327	-8.061	5.615	5.552	111.812	6.654	5.687	5.552	5.615
175.250	2.329	-8.112	5.400	5.684	113.106	6.772	5.758	5.732	5.400
175.375	2.329	-8.145	5.201	5.800	116.462	6.913	5.857	5.982	5.201
175.500	2.327	-8.178	5.073	5.847	119.018	7.009	5.943	6.128	5.073
175.625	2.323	-8.219	5.041	5.834	117.199	6.997	5.964	6.034	5.041
175.750	2.316	-8.252	5.048	5.836	114.506	6.920	5.935	5.884	5.048
175.875	2.307	-8.266	5.047	5.882	112.724	6.851	5.897	5.844	5.047
176.000	2.301	-8.284	5.021	5.955	110.687	6.847	5.892	5.940	5.021
176.125	2.301	-8.301	4.992	6.014	108.641	6.913	5.935	6.083	4.992
176.250	2.303	-8.309	4.991	6.049	107.438	6.980	5.988	6.194	4.991
176.375	2.301	-8.309	5.026	6.070	105.964	6.995	6.013	6.210	5.026
176.500	2.293	-8.292	5.077	6.064	103.926	6.933	5.989	6.158	5.077
176.625	2.286	-8.266	5.107	6.019	103.746	6.812	5.918	6.141	5.107
176.750	2.285	-8.239	5.089	5.984	105.650	6.692	5.839	6.081	5.089
176.875	2.286	-8.207	5.023	5.984	106.615	6.612	5.781	5.967	5.023
177.000	2.288	-8.167	4.926	5.997	105.671	6.592	5.761	5.873	4.926
177.125	2.291	-8.140	4.854	6.002	104.575	6.648	5.800	5.870	4.854
177.250	2.300	-8.107	4.869	6.031	104.865	6.764	5.893	6.055	4.869
177.375	2.317	-8.074	5.007	6.095	105.817	6.919	6.032	6.627	5.007
177.500	2.337	-8.059	5.248	6.182	107.245	7.064	6.184	7.362	5.248
177.625	2.347	-8.034	5.499	6.263	108.182	7.093	6.266	7.619	5.499
177.750	2.340	-8.030	5.641	6.283	108.155	6.969	6.227	6.950	5.641
177.875	2.319	-8.058	5.618	6.196	107.585	6.722	6.070	6.282	5.618
178.000	2.298	-8.086	5.444	6.018	107.570	6.441	5.850	5.960	5.444
178.125	2.288	-8.090	5.196	5.840	108.879	6.235	5.653	5.890	5.196
178.250	2.289	-8.106	4.972	5.716	111.573	6.130	5.523	5.903	4.972
178.375	2.296	-8.144	4.806	5.631	113.213	6.104	5.457	5.929	4.806
178.500	2.308	-8.186	4.694	5.574	110.065	6.126	5.437	5.908	4.694
178.625	2.323	-8.252	4.619	5.575	104.825	6.197	5.467	5.731	4.619
178.750	2.337	-8.310	4.569	5.637	105.477	6.325	5.552	5.606	4.569
178.875	2.349	-8.330	4.559	5.740	111.123	6.513	5.703	5.717	4.559
179.000	2.354	-8.366	4.614	5.891	113.879	6.741	5.909	6.061	4.614
179.125	2.350	-8.420	4.775	6.091	109.055	6.979	6.141	6.570	4.775
179.250	2.347	-8.449	5.024	6.270	104.541	7.182	6.353	6.892	5.024
179.375	2.351	-8.452	5.313	6.401	104.784	7.302	6.499	7.125	5.313
179.500	2.359	-8.454	5.561	6.504	107.491	7.300	6.546	6.973	5.561
179.625	2.355	-8.454	5.667	6.563	108.965	7.153	6.470	6.707	5.667
179.750	2.333	-8.449	5.629	6.524	110.328	6.938	6.322	6.408	5.629
179.875	2.308	-8.466	5.491	6.396	111.967	6.732	6.156	6.193	5.491
180.000	2.294	-8.468	5.317	6.264	111.986	6.599	6.021	6.063	5.317
180.125	2.295	-8.443	5.166	6.190	109.465	6.583	5.962	6.047	5.166
180.250	2.297	-8.439	5.046	6.155	107.642	6.645	5.967	6.060	5.046
180.375	2.293	-8.472	4.943	6.142	106.600	6.747	6.018	6.103	4.943
180.500	2.284	-8.507	4.844	6.141	106.314	6.859	6.092	6.161	4.844
180.625	2.277	-8.535	4.743	6.161	109.466	6.944	6.169	6.193	4.743
180.750	2.277	-8.573	4.643	6.215	114.229	6.997	6.236	6.153	4.643
180.875	2.287	-8.615	4.555	6.287	117.034	7.037	6.298	6.126	4.555
181.000	2.303	-8.669	4.495	6.348	116.905	7.094	6.372	6.148	4.495
181.125	2.317	-8.750	4.475	6.415	114.912	7.214	6.485	6.198	4.475
181.250	2.324	-8.825	4.496	6.528	112.522	7.409	6.649	6.298	4.496
181.375	2.326	-8.873	4.566	6.680	110.863	7.686	6.867	6.547	4.566
181.500	2.328	-8.903	4.697	6.855	111.294	8.020	7.123	6.970	4.697
181.625	2.332	-8.905	4.918	7.040	112.508	8.342	7.376	7.500	4.918
181.750	2.337	-8.895	5.193	7.166	111.699	8.556	7.568	7.738	5.193
181.875	2.341	-8.871	5.434	7.227	108.638	8.599	7.651	7.457	5.434
182.000	2.349	-8.857	5.522	7.308	103.884	8.496	7.621	6.596	5.522
182.125	2.364	-8.894	5.346	7.461	100.244	8.408	7.554	6.210	5.346
182.250	2.382	-8.992	4.998	7.618	99.682	8.522	7.586	6.290	4.998
182.375	2.393	-9.141	4.620	7.797	101.372	8.922	7.807	6.791	4.620
182.500	2.398	-9.366	4.359	8.093	102.960	9.589	8.245	7.486	4.359
182.625	2.397	-9.700	4.337	8.572	103.396	10.413	8.876	8.502	4.337
182.750	2.389	-10.093	4.496	9.149	102.547	11.191	9.560	9.424	4.496
182.875	2.376	-10.527	4.768	9.771	100.017	11.818	10.197	10.151	4.768
183.000	2.362	-10.986	5.089	10.394	97.130	12.273	10.741	10.368	5.089
183.125	2.352	-11.435	5.413	10.987	95.754	12.599	11.186	10.384	5.413
183.250	2.341	-11.857	5.719	11.565	94.926	12.897	11.586	10.768	5.719
183.375	2.330	-12.233	6.010	12.138	95.197	13.218	11.972	11.292	6.010
183.500	2.321	-12.526	6.309	12.695	96.989	13.565	12.358	11.731	6.309
183.625	2.319	-12.730	6.642	13.193	96.907	13.869	12.704	12.141	6.642
183.750	2.325	-12.866	7.016	13.579	95.355	14.055	12.954	12.194	7.016
183.875	2.336	-12.970	7.417	13.811	96.787	14.094	13.069	11.667	7.417
184.000	2.344	-13.029	7.816	13.938	101.699	14.023	13.068	11.109	7.816
184.125	2.347	-13.025	8.155	14.068	104.495	13.951	13.029	11.658	8.155
184.250	2.344	-12.997	8.402	14.233	104.797	13.965	13.047	12.535	8.402
184.375	2.339	-13.005	8.547	14.387	107.053	14.076	13.146	12.885	8.547
184.500	2.333	-13.038	8.606	14.552	111.065	14.256	13.311	12.534	8.606
184.625	2.329	-13.052	8.643	14.817	111.890	14.504	13.541	12.654	8.643
184.750	2.327	-13.085	8.741	15.139	108.934	14.856	13.863	13.786	8.741
184.875	2.327	-13.131	8.939	15.511	105.380	15.361	14.328	14.591	8.939
185.000	2.327	-13.193	9.239	16.036	103.209	16.073	14.984	13.515	9.239
185.125	2.328	-13.293	9.631	16.825	99.860	17.070	15.910	13.852	9.631
185.250	2.324	-13.395	10.071	17.776	95.002	18.278	17.051	15.309	10.071
185.375	2.314	-13.462	10.542	18.868	92.245	19.624	18.337	16.266	10.542
185.500	2.304	-13.543	11.060	20.108	93.463	21.065	19.708	16.619	11.060
185.625	2.292	-13.663	11.694	21.426	94.546	22.563	21.132	18.794	11.694
185.750	2.275	-13.798	12.456	22.733	94.635	23.969	22.512	22.048	12.456
185.875	2.260	-13.965	13.315	24.021	95.807	25.152	23.743	22.894	13.315
186.000	2.258	-14.150	14.189	25.262	95.873	26.102	24.802	23.454	14.189
186.125	2.273	-14.303	14.944	26.516	92.044	26.988	25.779	24.467	14.944
186.250	2.292	-14.462	15.551	27.960	88.842	28.199	26.961	24.747	15.551
186.375	2.304	-14.663	16.090	29.710	90.970	30.098	28.694	26.206	16.090
186.500	2.305	-14.860	16.707	31.738	95.664	32.761	31.168	30.854	16.707
186.625	2.297	-15.044	17.552	33.824	96.767	35.717	34.149	35.744	17.552
186.750	2.287	-15.206	18.573	35.658	96.449	38.111	36.847	38.470	18.573
186.875	2.279	-15.346	19.670	37.156	97.540	39.580	38.798	39.198	19.670
187.000	2.273	-15.467	20.749	38.501	99.253	40.413	40.080	38.358	20.749
187.125	2.267	-15.587	21.832	39.971	98.424	41.387	41.302	43.290	21.832
187.250	2.261	-15.709	23.062	41.490	95.965	42.849	42.469	48.906	23.062
187.375	2.257	-15.823	24.555	42.762	94.174	44.316	43.725	51.282	24.555
