#Depth	DEN	GR	RT	RI	RXO	SP
112.625	2.279	58.333	9.910	8.286	9.790	-3.474
112.750	2.323	63.121	9.423	7.964	11.238	-3.066
112.875	2.353	67.560	8.623	7.375	11.930	-2.712
113.000	2.356	72.349	7.755	6.687	9.312	-2.387
113.125	2.341	77.688	7.088	6.113	6.968	-2.093
113.250	2.319	80.471	6.754	5.768	5.904	-1.883
113.375	2.297	78.894	6.741	5.671	5.681	-1.787
113.500	2.272	76.343	6.929	5.765	5.811	-1.762
113.625	2.245	74.877	7.104	5.899	6.041	-1.723
113.750	2.218	74.415	7.115	5.949	6.239	-1.623
113.875	2.203	75.855	6.915	5.857	6.344	-1.458
114.000	2.208	79.110	6.574	5.643	6.147	-1.250
114.125	2.235	81.528	6.261	5.413	5.687	-1.009
114.250	2.276	82.320	6.092	5.262	5.209	-0.714
114.375	2.320	82.524	6.098	5.231	5.080	-0.358
114.500	2.351	82.246	6.232	5.313	5.334	-0.003
114.625	2.364	82.120	6.382	5.436	5.732	0.286
114.750	2.363	83.532	6.460	5.530	5.925	0.494
114.875	2.352	86.571	6.429	5.548	5.728	0.636
115.000	2.342	89.177	6.296	5.466	5.490	0.733
115.125	2.334	90.172	6.132	5.323	5.437	0.787
115.250	2.331	91.372	5.992	5.169	5.499	0.783
115.375	2.331	95.103	5.910	5.044	5.497	0.706
115.500	2.331	99.375	5.907	4.989	5.392	0.588
115.625	2.333	100.458	5.970	5.003	5.427	0.460
115.750	2.337	97.733	6.079	5.074	5.601	0.296
115.875	2.344	92.555	6.216	5.187	5.870	0.065
116.000	2.347	87.502	6.363	5.321	6.317	-0.205
116.125	2.346	83.591	6.512	5.456	6.800	-0.467
116.250	2.336	80.291	6.668	5.585	6.848	-0.725
116.375	2.322	75.782	6.844	5.715	6.686	-0.984
116.500	2.309	71.099	7.046	5.853	6.375	-1.232
116.625	2.300	68.968	7.247	5.991	6.214	-1.443
116.750	2.298	69.539	7.401	6.104	6.407	-1.575
116.875	2.306	72.067	7.450	6.149	6.870	-1.611
117.000	2.322	74.268	7.334	6.077	7.115	-1.588
117.125	2.343	75.649	7.100	5.906	6.918	-1.553
117.250	2.361	77.563	6.860	5.708	6.662	-1.509
117.375	2.374	79.115	6.772	5.596	6.537	-1.446
117.500	2.383	78.042	7.050	5.732	6.174	-1.384
117.625	2.398	75.569	7.726	6.168	6.276	-1.369
117.750	2.419	73.585	8.692	6.866	7.173	-1.442
117.875	2.443	70.550	9.703	7.677	8.702	-1.619
118.000	2.453	64.601	10.354	8.322	10.903	-1.876
118.125	2.439	61.030	10.404	8.565	12.840	-2.152
118.250	2.403	63.305	9.831	8.320	12.689	-2.433
118.375	2.357	68.044	8.856	7.693	10.022	-2.736
118.500	2.318	69.042	7.864	6.951	7.516	-3.062
118.625	2.292	66.401	7.137	6.342	6.452	-3.380
118.750	2.281	64.775	6.758	5.968	6.209	-3.686
118.875	2.281	67.387	6.685	5.829	6.137	-3.990
119.000	2.284	72.554	6.843	5.894	6.117	-4.335
119.125	2.285	76.215	7.109	6.074	6.101	-4.731
119.250	2.281	76.423	7.386	6.293	6.173	-5.134
119.375	2.274	74.413	7.597	6.481	6.278	-5.482
119.500	2.270	71.505	7.669	6.566	6.517	-5.764
119.625	2.273	69.038	7.603	6.529	6.833	-6.031
119.750	2.283	67.214	7.435	6.390	6.925	-6.281
119.875	2.293	66.279	7.231	6.190	6.622	-6.491
120.000	2.297	67.256	7.062	5.993	6.214	-6.639
120.125	2.294	69.451	6.972	5.848	6.157	-6.748
120.250	2.285	70.540	6.999	5.796	6.309	-6.862
120.375	2.273	69.708	7.213	5.888	6.482	-7.019
120.500	2.265	68.419	7.798	6.247	6.693	-7.201
120.625	2.265	67.054	8.891	6.970	6.972	-7.356
120.750	2.285	63.624	10.573	8.142	7.569	-7.480
120.875	2.334	56.705	12.740	9.746	8.912	-7.590
121.000	2.406	49.577	14.920	11.525	11.357	-7.680
121.125	2.473	46.860	16.396	12.951	15.357	-7.759
121.250	2.503	48.743	16.581	13.503	20.944	-7.813
121.375	2.476	52.144	15.319	12.913	23.586	-7.827
121.500	2.401	53.587	13.114	11.400	18.746	-7.832
121.625	2.318	54.108	11.032	9.783	12.347	-7.838
121.750	2.258	54.979	9.705	8.618	8.789	-7.805
121.875	2.240	54.530	9.222	8.059	7.808	-7.700
122.000	2.269	53.409	9.345	8.015	8.126	-7.510
122.125	2.323	54.421	9.592	8.157	8.837	-7.252
122.250	2.373	58.085	9.603	8.200	9.893	-6.949
122.375	2.396	61.989	9.201	7.961	11.374	-6.611
122.500	2.385	65.805	8.422	7.401	9.792	-6.260
122.625	2.360	71.429	7.574	6.728	7.817	-5.948
122.750	2.333	77.095	6.919	6.154	6.517	-5.726
122.875	2.310	79.160	6.575	5.799	5.886	-5.599
123.000	2.289	77.712	6.533	5.697	6.013	-5.551
123.125	2.269	75.637	6.637	5.749	6.456	-5.533
123.250	2.254	73.756	6.767	5.861	6.801	-5.530
123.375	2.243	72.867	6.871	5.975	6.830	-5.573
123.500	2.235	72.525	6.940	6.064	6.493	-5.641
123.625	2.223	70.779	6.982	6.126	6.126	-5.664
123.750	2.208	66.787	6.984	6.148	6.068	-5.583
123.875	2.199	63.451	6.912	6.105	6.482	-5.375
124.000	2.205	65.174	6.709	5.944	6.996	-5.074
124.125	2.229	70.235	6.383	5.667	7.258	-4.767
124.250	2.265	75.880	5.978	5.304	7.021	-4.491
124.375	2.301	80.544	5.567	4.913	5.990	-4.252
124.500	2.326	84.720	5.265	4.588	5.255	-4.108
124.625	2.337	87.967	5.164	4.408	4.846	-4.128
124.750	2.339	88.464	5.339	4.439	4.741	-4.381
124.875	2.333	85.399	5.836	4.724	4.820	-4.892
125.000	2.318	80.050	6.670	5.295	5.287	-5.624
125.125	2.293	74.031	7.690	6.057	6.257	-6.479
125.250	2.261	67.404	8.701	6.878	7.809	-7.398
125.375	2.225	61.194	9.494	7.598	9.607	-8.335
125.500	2.196	58.322	9.845	8.025	10.760	-9.193
125.625	2.177	57.760	9.765	8.115	10.111	-9.851
125.750	2.172	57.728	9.370	7.915	8.931	-10.255
125.875	2.177	58.027	8.823	7.538	8.248	-10.423
126.000	2.190	59.852	8.284	7.103	7.990	-10.363
126.125	2.207	61.784	7.836	6.701	7.777	-10.108
126.250	2.222	64.176	7.497	6.367	7.457	-9.698
126.375	2.232	69.110	7.268	6.113	6.990	-9.188
126.500	2.233	74.302	7.152	5.954	6.497	-8.677
126.625	2.227	75.677	7.127	5.884	6.215	-8.247
126.750	2.215	73.072	7.178	5.895	6.221	-7.902
126.875	2.203	69.385	7.289	5.975	6.419	-7.609
127.000	2.193	67.374	7.443	6.101	6.557	-7.352
127.125	2.185	67.706	7.598	6.235	6.668	-7.118
127.250	2.179	70.214	7.701	6.336	6.800	-6.890
127.375	2.177	73.722	7.694	6.362	6.957	-6.611
127.500	2.183	76.373	7.517	6.271	7.078	-6.160
127.625	2.197	77.305	7.197	6.075	7.094	-5.542
127.750	2.218	77.386	6.797	5.805	6.855	-4.833
127.875	2.243	78.000	6.397	5.510	6.349	-4.112
128.000	2.267	80.243	6.109	5.266	5.737	-3.424
128.125	2.290	84.031	5.991	5.129	5.469	-2.787
128.250	2.317	87.868	6.053	5.126	5.451	-2.224
128.375	2.349	89.154	6.251	5.241	5.493	-1.795
128.500	2.383	85.663	6.478	5.407	5.641	-1.593
128.625	2.408	81.425	6.613	5.526	6.090	-1.588
128.750	2.415	78.946	6.585	5.528	6.697	-1.727
128.875	2.401	78.093	6.404	5.401	6.997	-1.971
129.000	2.375	78.456	6.160	5.201	6.008	-2.338
129.125	2.347	80.325	5.979	5.026	5.271	-2.802
129.250	2.324	83.819	5.929	4.944	5.115	-3.310
129.375	2.306	87.914	6.014	4.975	5.330	-3.807
129.500	2.293	88.762	6.196	5.111	5.582	-4.276
129.625	2.284	85.129	6.414	5.305	5.729	-4.750
129.750	2.277	79.906	6.639	5.524	5.822	-5.241
129.875	2.272	76.073	6.864	5.748	5.893	-5.720
130.000	2.265	72.463	7.100	5.975	6.135	-6.112
130.125	2.255	66.930	7.355	6.214	6.605	-6.396
130.250	2.244	62.471	7.630	6.473	7.140	-6.588
130.375	2.233	62.450	7.904	6.744	7.455	-6.698
130.500	2.227	64.246	8.093	6.964	7.643	-6.690
130.625	2.228	63.686	8.100	7.048	8.110	-6.524
130.750	2.237	62.882	7.848	6.918	9.021	-6.198
130.875	2.253	66.756	7.333	6.553	10.494	-5.767
131.000	2.275	74.963	6.644	6.006	11.486	-5.339
131.125	2.293	82.069	5.974	5.432	9.806	-5.010
131.250	2.305	86.584	5.483	4.968	6.949	-4.818
131.375	2.307	89.432	5.267	4.702	5.301	-4.761
131.500	2.299	90.014	5.386	4.699	5.029	-4.904
131.625	2.283	86.496	5.753	4.913	5.261	-5.273
131.750	2.261	77.936	6.266	5.273	5.619	-5.819
131.875	2.235	67.399	6.796	5.686	6.135	-6.445
132.000	2.211	60.422	7.181	6.026	6.777	-7.034
132.125	2.192	58.864	7.334	6.210	7.069	-7.528
132.250	2.182	60.821	7.265	6.221	6.982	-7.913
132.375	2.178	63.626	7.085	6.122	6.799	-8.180
132.500	2.184	66.723	7.052	6.085	6.777	-8.295
132.625	2.204	69.445	7.446	6.316	6.937	-8.300
132.750	2.243	70.343	8.534	7.033	7.669	-8.273
132.875	2.304	68.516	10.543	8.449	9.616	-8.307
133.000	2.383	62.928	13.656	10.822	13.903	-8.480
133.125	2.469	56.310	17.416	13.912	20.475	-8.784
133.250	2.542	52.392	20.987	17.127	28.005	-9.211
133.375	2.586	51.568	23.290	19.574	36.497	-9.766
133.500	2.580	50.549	23.011	19.983	46.614	-10.468
133.625	2.528	48.324	20.344	18.235	53.900	-11.267
133.750	2.446	48.562	16.443	15.175	44.201	-12.094
133.875	2.357	52.781	12.706	12.004	24.404	-12.882
134.000	2.280	57.029	10.146	9.642	12.643	-13.602
134.125	2.223	57.636	8.723	8.171	8.813	-14.257
134.250	2.186	55.200	8.120	7.409	7.955	-14.828
134.375	2.162	52.408	8.012	7.135	7.830	-15.299
134.500	2.150	51.348	8.133	7.160	7.779	-15.646
134.625	2.145	52.265	8.279	7.292	7.677	-15.902
134.750	2.142	54.019	8.370	7.429	7.604	-16.095
134.875	2.142	55.290	8.394	7.534	7.545	-16.233
135.000	2.140	55.856	8.375	7.599	7.537	-16.300
135.125	2.135	57.881	8.349	7.642	7.587	-16.302
135.250	2.129	61.253	8.338	7.676	7.648	-16.283
135.375	2.125	62.878	8.348	7.708	7.701	-16.277
135.500	2.125	61.544	8.388	7.744	7.823	-16.271
135.625	2.131	60.538	8.455	7.790	7.968	-16.225
135.750	2.143	62.671	8.548	7.847	8.055	-16.157
135.875	2.157	65.050	8.666	7.917	8.092	-16.114
136.000	2.168	61.429	8.803	7.997	8.155	-16.116
136.125	2.173	53.275	8.943	8.084	8.232	-16.138
136.250	2.173	48.045	9.070	8.166	8.309	-16.140
136.375	2.171	48.908	9.173	8.233	8.368	-16.097
136.500	2.170	51.654	9.234	8.273	8.457	-16.027
136.625	2.169	54.172	9.256	8.284	8.550	-15.941
136.750	2.164	57.528	9.255	8.275	8.549	-15.809
136.875	2.152	60.188	9.264	8.276	8.450	-15.582
137.000	2.135	59.729	9.345	8.341	8.324	-15.203
137.125	2.124	58.048	9.522	8.494	8.385	-14.703
137.250	2.128	57.316	9.751	8.712	8.854	-14.130
137.375	2.152	58.278	9.925	8.912	9.858	-13.527
137.500	2.192	61.401	9.862	8.942	11.765	-12.903
137.625	2.238	66.474	9.497	8.724	13.599	-12.287
137.750	2.277	71.137	8.885	8.274	12.689	-11.733
137.875	2.304	74.276	8.180	7.703	10.072	-11.312
138.000	2.316	77.613	7.615	7.197	7.782	-11.111
138.125	2.314	79.377	7.313	6.886	6.863	-11.094
138.250	2.297	75.867	7.294	6.814	6.722	-11.222
138.375	2.270	68.068	7.497	6.954	6.960	-11.466
138.500	2.240	63.007	7.820	7.237	7.415	-11.825
138.625	2.216	62.716	8.136	7.547	7.882	-12.261
138.750	2.199	62.507	8.370	7.799	8.147	-12.697
138.875	2.190	60.599	8.497	7.951	8.236	-13.084
139.000	2.189	59.778	8.529	7.995	8.264	-13.399
139.125	2.191	61.101	8.520	7.975	8.322	-13.663
139.250	2.194	61.970	8.511	7.931	8.450	-13.874
139.375	2.196	59.975	8.532	7.894	8.612	-14.011
139.500	2.192	56.956	8.634	7.917	8.769	-14.025
139.625	2.190	56.306	8.892	8.070	9.095	-13.937
139.750	2.201	57.677	9.454	8.469	9.944	-13.794
139.875	2.241	59.425	10.535	9.282	11.849	-13.611
140.000	2.320	59.178	12.560	10.860	16.043	-13.388
140.125	2.428	56.686	15.757	13.440	22.715	-13.148
140.250	2.540	54.035	20.265	17.248	29.607	-12.929
140.375	2.632	52.976	25.903	22.289	35.003	-12.804
140.500	2.687	51.822	31.710	27.924	41.447	-12.841
140.625	2.710	49.741	35.990	32.605	49.682	-13.033
140.750	2.705	49.178	37.072	34.613	59.030	-13.351
140.875	2.669	50.317	34.054	32.749	68.279	-13.788
141.000	2.592	50.449	27.589	27.211	66.513	-14.358
141.125	2.489	50.353	20.529	20.700	48.713	-15.025
141.250	2.380	51.968	14.840	15.226	27.200	-15.728
141.375	2.284	53.792	11.071	11.428	13.794	-16.379
141.500	2.218	53.772	9.097	9.265	9.376	-16.939
141.625	2.179	53.532	8.210	8.146	8.267	-17.432
141.750	2.159	52.932	7.937	7.669	8.051	-17.859
141.875	2.150	51.932	7.982	7.579	8.023	-18.188
142.000	2.146	51.700	8.144	7.692	8.042	-18.380
142.125	2.143	52.904	8.298	7.859	8.066	-18.468
142.250	2.141	52.970	8.400	8.011	8.115	-18.510
142.375	2.143	50.025	8.452	8.127	8.249	-18.525
142.500	2.145	47.745	8.468	8.199	8.482	-18.492
142.625	2.147	48.909	8.468	8.236	8.734	-18.405
142.750	2.149	52.608	8.466	8.244	8.863	-18.299
142.875	2.151	56.746	8.467	8.227	8.892	-18.211
143.000	2.156	58.072	8.469	8.190	8.968	-18.161
143.125	2.163	56.214	8.472	8.142	9.016	-18.123
143.250	2.170	54.352	8.470	8.088	9.056	-18.055
143.375	2.178	55.447	8.463	8.032	9.081	-17.974
143.500	2.185	57.743	8.443	7.978	9.131	-17.910
143.625	2.190	58.100	8.413	7.925	9.176	-17.880
143.750	2.195	57.461	8.373	7.876	9.125	-17.864
143.875	2.200	57.181	8.329	7.831	8.980	-17.838
144.000	2.203	57.255	8.284	7.791	8.830	-17.780
144.125	2.201	58.010	8.244	7.757	8.743	-17.722
144.250	2.198	58.296	8.210	7.730	8.710	-17.712
144.375	2.191	57.100	8.185	7.715	8.698	-17.739
144.500	2.183	55.593	8.171	7.715	8.718	-17.780
144.625	2.176	54.883	8.173	7.734	8.699	-17.811
144.750	2.172	53.169	8.196	7.771	8.631	-17.841
144.875	2.170	49.980	8.239	7.825	8.598	-17.889
145.000	2.170	49.176	8.302	7.891	8.628	-17.954
145.125	2.172	51.664	8.369	7.960	8.686	-17.993
145.250	2.174	54.308	8.429	8.024	8.763	-17.965
145.375	2.179	54.981	8.479	8.079	8.857	-17.871
145.500	2.187	55.705	8.518	8.125	8.911	-17.746
145.625	2.195	57.479	8.546	8.159	8.913	-17.579
145.750	2.203	58.207	8.550	8.169	8.902	-17.338
145.875	2.207	57.678	8.509	8.138	8.876	-17.001
146.000	2.212	56.087	8.394	8.036	8.836	-16.571
146.125	2.220	54.496	8.232	7.883	8.733	-16.120
146.250	2.235	55.202	8.092	7.730	8.579	-15.691
146.375	2.254	60.693	8.075	7.662	8.423	-15.316
146.500	2.272	66.442	8.323	7.800	8.411	-15.017
146.625	2.286	65.890	8.858	8.182	8.912	-14.800
146.750	2.294	60.235	9.624	8.787	10.420	-14.706
146.875	2.300	53.925	10.476	9.523	13.527	-14.762
147.000	2.302	49.397	11.157	10.199	17.722	-14.960
147.125	2.299	47.958	11.472	10.620	19.965	-15.231
147.250	2.289	49.585	11.345	10.673	21.295	-15.531
147.375	2.273	51.651	10.838	10.362	23.055	-15.830
147.500	2.255	52.378	10.137	9.810	18.825	-16.117
147.625	2.241	53.246	9.484	9.235	13.172	-16.379
147.750	2.236	53.477	9.016	8.781	10.320	-16.572
147.875	2.239	51.842	8.773	8.506	9.495	-16.691
148.000	2.250	50.353	8.739	8.415	9.427	-16.774
148.125	2.263	51.541	8.810	8.429	9.715	-16.849
148.250	2.272	54.168	8.893	8.472	10.287	-16.915
148.375	2.271	55.975	8.931	8.490	10.839	-16.963
148.500	2.260	56.716	8.891	8.449	10.453	-16.980
148.625	2.248	57.254	8.802	8.362	9.892	-17.001
148.750	2.240	57.912	8.701	8.257	9.624	-17.045
148.875	2.239	58.680	8.618	8.156	9.541	-17.098
149.000	2.242	58.805	8.577	8.079	9.436	-17.135
149.125	2.245	58.099	8.568	8.027	9.319	-17.167
149.250	2.244	55.908	8.578	7.995	9.210	-17.231
149.375	2.236	52.893	8.595	7.977	9.060	-17.351
149.500	2.224	52.127	8.617	7.975	8.956	-17.532
149.625	2.212	53.715	8.644	7.989	8.877	-17.715
149.750	2.204	55.533	8.681	8.016	8.799	-17.884
149.875	2.201	57.143	8.730	8.055	8.765	-18.039
150.000	2.203	59.221	8.783	8.096	8.793	-18.198
150.125	2.208	60.166	8.826	8.129	8.868	-18.354
150.250	2.212	58.209	8.847	8.145	8.913	-18.467
150.375	2.216	54.488	8.841	8.141	8.919	-18.501
150.500	2.219	51.354	8.816	8.120	8.961	-18.458
150.625	2.222	49.288	8.791	8.097	9.010	-18.397
150.750	2.222	48.647	8.783	8.083	9.016	-18.340
150.875	2.222	49.450	8.793	8.081	8.957	-18.284
151.000	2.222	51.210	8.810	8.081	8.902	-18.207
151.125	2.221	53.209	8.810	8.069	8.905	-18.112
151.250	2.217	54.814	8.779	8.035	8.913	-18.033
151.375	2.209	56.243	8.720	7.977	8.883	-18.010
151.500	2.197	57.090	8.652	7.906	8.536	-18.025
151.625	2.189	55.890	8.599	7.841	8.358	-18.022
151.750	2.186	54.300	8.571	7.799	8.340	-18.007
151.875	2.191	54.612	8.569	7.781	8.394	-18.015
152.000	2.202	57.087	8.580	7.785	8.494	-18.068
152.125	2.213	58.238	8.596	7.801	8.599	-18.124
152.250	2.220	56.947	8.613	7.823	8.675	-18.157
152.375	2.220	55.084	8.634	7.849	8.711	-18.168
152.500	2.214	54.938	8.662	7.880	8.845	-18.178
152.625	2.207	56.276	8.691	7.914	9.167	-18.206
152.750	2.199	57.606	8.713	7.943	9.623	-18.237
152.875	2.193	57.369	8.719	7.957	10.041	-18.221
153.000	2.191	55.476	8.701	7.945	10.236	-18.120
153.125	2.192	53.256	8.663	7.907	10.203	-17.970
153.250	2.193	51.083	8.617	7.854	10.044	-17.798
153.375	2.193	49.212	8.574	7.797	9.860	-17.596
153.500	2.192	47.992	8.549	7.752	9.636	-17.323
153.625	2.189	48.359	8.543	7.727	9.428	-16.963
153.750	2.182	50.829	8.553	7.725	9.275	-16.536
153.875	2.175	54.474	8.584	7.755	9.149	-16.084
154.000	2.167	57.507	8.660	7.838	9.122	-15.587
154.125	2.166	57.940	8.799	7.987	9.228	-15.008
154.250	2.173	56.004	8.992	8.195	9.376	-14.309
154.375	2.193	53.686	9.180	8.413	9.546	-13.478
154.500	2.230	52.950	9.222	8.524	9.964	-12.508
154.625	2.279	54.420	9.017	8.427	10.634	-11.447
154.750	2.329	59.206	8.539	8.080	11.779	-10.317
154.875	2.365	67.089	7.864	7.528	12.935	-9.156
155.000	2.373	73.436	7.161	6.907	11.527	-8.073
155.125	2.357	74.433	6.603	6.377	8.513	-7.126
155.250	2.331	71.507	6.266	6.026	6.797	-6.316
155.375	2.309	67.963	6.141	5.866	6.279	-5.625
155.500	2.299	66.175	6.158	5.857	6.253	-5.084
155.625	2.300	68.605	6.203	5.900	6.308	-4.697
155.750	2.309	75.108	6.198	5.914	6.224	-4.456
155.875	2.321	80.867	6.108	5.855	6.064	-4.327
156.000	2.333	81.447	5.937	5.710	5.916	-4.244
156.125	2.342	81.670	5.727	5.514	5.775	-4.182
156.250	2.349	83.240	5.521	5.306	5.630	-4.163
156.375	2.351	84.124	5.353	5.121	5.607	-4.243
156.500	2.349	84.982	5.273	5.003	5.618	-4.466
156.625	2.342	86.204	5.320	4.989	5.551	-4.795
156.750	2.332	85.149	5.540	5.116	5.488	-5.203
156.875	2.322	80.824	5.975	5.422	5.610	-5.688
157.000	2.315	76.644	6.656	5.948	6.048	-6.263
157.125	2.312	72.541	7.492	6.633	6.620	-6.908
157.250	2.312	66.419	8.341	7.380	7.272	-7.594
157.375	2.310	60.987	9.035	8.056	7.880	-8.264
157.500	2.303	61.296	9.382	8.488	8.315	-8.857
157.625	2.289	65.522	9.388	8.631	8.036	-9.399
157.750	2.272	70.246	9.159	8.534	7.718	-9.877
157.875	2.256	73.779	8.845	8.305	7.645	-10.252
158.000	2.243	73.978	8.562	8.041	7.720	-10.481
158.125	2.235	70.491	8.313	7.780	7.742	-10.585
158.250	2.230	65.804	8.053	7.502	7.826	-10.598
158.375	2.230	64.306	7.747	7.187	7.901	-10.555
158.500	2.234	67.223	7.438	6.867	7.585	-10.484
158.625	2.240	70.047	7.227	6.619	6.884	-10.395
158.750	2.245	70.157	7.214	6.527	6.133	-10.326
158.875	2.248	68.894	7.457	6.649	5.810	-10.298
159.000	2.256	68.820	7.964	7.020	6.114	-10.320
159.125	2.272	69.366	8.602	7.551	6.684	-10.368
159.250	2.296	68.319	9.214	8.122	7.083	-10.411
159.375	2.321	66.776	9.654	8.603	7.234	-10.416
159.500	2.333	67.423	9.787	8.854	7.292	-10.373
159.625	2.327	69.750	9.646	8.862	7.396	-10.276
159.750	2.308	70.929	9.322	8.672	7.568	-10.100
159.875	2.286	69.115	8.895	8.346	7.712	-9.816
160.000	2.272	66.463	8.400	7.912	7.807	-9.431
160.125	2.269	65.577	7.845	7.399	7.826	-9.007
160.250	2.274	66.660	7.254	6.841	7.695	-8.606
160.375	2.282	68.807	6.693	6.296	7.352	-8.277
160.500	2.288	71.173	6.301	5.878	6.705	-8.065
160.625	2.286	72.084	6.172	5.669	6.062	-8.002
160.750	2.276	70.469	6.330	5.704	5.913	-8.100
160.875	2.261	68.293	6.731	5.970	6.413	-8.361
161.000	2.245	68.225	7.284	6.417	7.161	-8.750
161.125	2.232	67.856	7.846	6.927	7.733	-9.187
161.250	2.223	64.144	8.307	7.394	8.115	-9.632
161.375	2.217	57.663	8.599	7.742	8.342	-10.072
161.500	2.217	53.694	8.684	7.912	8.462	-10.438
161.625	2.223	54.481	8.622	7.940	8.536	-10.663
161.750	2.235	59.065	8.491	7.878	8.645	-10.719
161.875	2.249	63.368	8.363	7.781	8.743	-10.652
162.000	2.262	63.323	8.285	7.692	8.658	-10.528
162.125	2.270	60.794	8.244	7.615	8.382	-10.384
162.250	2.274	59.015	8.189	7.526	8.220	-10.198
162.375	2.277	58.433	8.064	7.386	8.347	-9.941
162.500	2.283	59.525	7.833	7.170	8.478	-9.652
162.625	2.289	63.095	7.543	6.906	8.437	-9.396
162.750	2.294	67.242	7.274	6.655	8.115	-9.239
162.875	2.296	68.242	7.113	6.484	7.574	-9.198
163.000	2.294	66.341	7.148	6.468	7.098	-9.241
163.125	2.287	65.134	7.363	6.611	7.019	-9.345
163.250	2.280	64.632	7.688	6.876	7.296	-9.521
163.375	2.272	63.089	8.020	7.188	7.878	-9.768
163.500	2.264	60.560	8.214	7.432	8.402	-10.034
163.625	2.258	58.533	8.196	7.519	8.556	-10.257
163.750	2.255	57.876	7.965	7.415	8.314	-10.385
163.875	2.257	58.573	7.588	7.152	7.964	-10.419
164.000	2.261	59.783	7.188	6.816	7.534	-10.418
164.125	2.265	60.547	6.872	6.509	7.048	-10.411
164.250	2.266	61.630	6.691	6.290	6.559	-10.407
164.375	2.264	63.501	6.646	6.180	6.274	-10.418
164.500	2.259	64.644	6.727	6.193	6.278	-10.502
164.625	2.254	64.585	6.890	6.303	6.439	-10.664
164.750	2.250	63.824	7.099	6.483	6.507	-10.881
164.875	2.246	61.901	7.324	6.704	6.620	-11.096
165.000	2.243	59.982	7.524	6.923	7.012	-11.258
165.125	2.242	59.495	7.673	7.104	7.641	-11.348
165.250	2.244	60.484	7.759	7.230	8.029	-11.382
165.375	2.248	61.139	7.782	7.289	7.969	-11.366
165.500	2.251	59.946	7.730	7.262	7.737	-11.242
165.625	2.253	57.784	7.595	7.141	7.738	-11.021
165.750	2.258	56.535	7.359	6.915	7.897	-10.744
165.875	2.270	57.691	7.022	6.587	7.792	-10.465
166.000	2.291	60.475	6.634	6.203	7.415	-10.243
166.125	2.316	63.907	6.314	5.867	6.872	-10.101
166.250	2.335	67.271	6.181	5.676	6.308	-10.064
166.375	2.341	68.484	6.324	5.708	5.893	-10.169
166.500	2.327	65.676	6.810	6.035	6.136	-10.458
166.625	2.304	61.629	7.555	6.610	6.993	-10.890
166.750	2.280	60.822	8.436	7.349	7.854	-11.412
166.875	2.263	63.271	9.299	8.135	8.197	-11.992
167.000	2.255	66.294	9.927	8.787	8.146	-12.621
167.125	2.252	65.871	10.208	9.176	7.992	-13.266
167.250	2.248	61.705	10.117	9.244	7.830	-13.857
167.375	2.241	57.867	9.730	9.022	7.737	-14.340
167.500	2.233	56.702	9.195	8.608	7.775	-14.697
167.625	2.224	57.426	8.685	8.156	7.829	-14.999
167.750	2.217	59.176	8.299	7.767	7.849	-15.278
167.875	2.214	61.750	8.069	7.491	7.852	-15.509
168.000	2.211	63.496	7.988	7.346	7.838	-15.667
168.125	2.209	64.195	8.000	7.304	7.838	-15.791
168.250	2.207	64.428	8.058	7.333	7.911	-15.908
168.375	2.204	63.247	8.127	7.404	8.037	-16.021
168.500	2.200	59.016	8.167	7.478	8.243	-16.097
168.625	2.195	54.142	8.152	7.516	8.489	-16.107
168.750	2.189	51.633	8.063	7.487	8.683	-16.066
168.875	2.184	52.357	7.900	7.376	8.689	-16.006
169.000	2.179	54.936	7.675	7.187	8.403	-15.913
169.125	2.177	57.322	7.437	6.961	7.950	-15.753
169.250	2.179	58.122	7.229	6.743	7.483	-15.535
169.375	2.185	57.706	7.083	6.567	7.137	-15.292
169.500	2.194	57.286	7.025	6.463	7.060	-15.095
169.625	2.202	57.606	7.036	6.427	7.155	-14.973
169.750	2.208	57.650	7.096	6.447	7.283	-14.899
169.875	2.209	55.848	7.190	6.512	7.364	-14.835
170.000	2.207	53.549	7.310	6.618	7.397	-14.789
170.125	2.203	53.411	7.446	6.753	7.332	-14.793
170.250	2.198	54.238	7.592	6.906	7.279	-14.854
170.375	2.192	53.706	7.733	7.063	7.484	-14.937
170.500	2.185	52.729	7.846	7.201	8.046	-14.996
170.625	2.178	53.087	7.915	7.302	8.596	-15.024
170.750	2.173	53.829	7.935	7.352	8.947	-15.050
170.875	2.170	53.394	7.911	7.353	9.025	-15.090
171.000	2.170	54.303	7.856	7.310	8.943	-15.132
171.125	2.171	57.358	7.790	7.246	8.789	-15.136
171.250	2.172	59.502	7.725	7.174	8.649	-15.083
171.375	2.173	60.149	7.665	7.106	8.552	-15.013
171.500	2.175	59.700	7.611	7.044	8.504	-14.941
171.625	2.176	58.651	7.566	6.990	8.443	-14.840
171.750	2.176	57.155	7.537	6.949	8.385	-14.709
171.875	2.176	55.317	7.534	6.928	8.327	-14.590
172.000	2.178	52.931	7.569	6.942	8.313	-14.525
172.125	2.183	50.535	7.641	6.992	8.369	-14.531
172.250	2.189	50.486	7.738	7.074	8.542	-14.601
172.375	2.193	52.439	7.841	7.172	8.766	-14.701
172.500	2.196	53.066	7.927	7.266	8.914	-14.834
172.625	2.198	53.496	7.980	7.339	8.930	-15.032
172.750	2.200	55.059	7.997	7.383	8.808	-15.276
