#Depth	DEN	GR	RT	RI	RXO	SP
97.750	2.156	79.698	8.661	7.319	8.199	-15.150
97.875	2.160	75.481	8.671	7.332	8.235	-14.983
98.000	2.157	72.157	8.626	7.323	8.182	-14.782
98.125	2.149	72.583	8.552	7.298	8.065	-14.575
98.250	2.140	73.921	8.525	7.294	8.024	-14.382
98.375	2.135	76.057	8.618	7.359	8.130	-14.175
98.500	2.138	78.104	8.875	7.539	8.358	-13.895
98.625	2.152	75.685	9.309	7.870	8.673	-13.565
98.750	2.172	72.066	9.799	8.285	9.078	-13.231
98.875	2.194	71.590	10.199	8.683	9.528	-12.885
99.000	2.215	72.831	10.352	8.925	9.805	-12.503
99.125	2.234	72.555	10.068	8.826	9.685	-12.033
99.250	2.248	73.951	9.399	8.391	8.986	-11.508
99.375	2.258	80.349	8.482	7.691	7.801	-10.987
99.500	2.262	89.246	7.516	6.879	6.690	-10.528
99.625	2.265	95.513	6.851	6.175	6.002	-10.148
99.750	2.276	97.639	6.608	5.730	5.697	-9.823
99.875	2.301	97.913	6.878	5.623	5.726	-9.578
100.000	2.343	98.203	7.602	5.856	6.206	-9.460
100.125	2.392	95.064	8.382	6.385	7.264	-9.503
100.250	2.423	88.208	9.177	7.023	8.683	-9.643
100.375	2.415	81.634	9.854	7.660	10.051	-9.821
100.500	2.365	76.523	10.420	8.265	10.564	-10.028
100.625	2.294	70.962	11.045	8.919	10.340	-10.229
100.750	2.246	67.193	11.869	9.712	10.474	-10.366
100.875	2.245	67.001	12.840	10.627	12.798	-10.441
101.000	2.293	66.557	13.713	11.506	16.601	-10.455
101.125	2.361	63.135	14.037	12.003	20.059	-10.388
101.250	2.398	62.070	13.668	11.941	20.790	-10.241
101.375	2.383	65.472	12.697	11.323	16.280	-10.028
101.500	2.334	70.044	11.439	10.358	11.043	-9.741
101.625	2.291	73.130	10.295	9.357	9.390	-9.422
101.750	2.276	74.491	9.444	8.521	8.571	-9.151
101.875	2.285	75.841	8.871	7.884	7.728	-8.902
102.000	2.303	79.798	8.478	7.407	6.851	-8.644
102.125	2.317	85.679	8.168	7.042	6.429	-8.394
102.250	2.324	90.975	7.870	6.729	6.039	-8.218
102.375	2.328	95.786	7.561	6.442	5.805	-8.146
102.500	2.331	99.636	7.208	6.149	5.739	-8.164
102.625	2.332	99.372	6.777	5.820	5.712	-8.265
102.750	2.330	99.030	6.335	5.484	5.598	-8.426
102.875	2.329	101.976	6.051	5.237	5.427	-8.679
103.000	2.334	103.253	6.199	5.247	5.426	-9.018
103.125	2.351	95.998	7.246	5.851	6.299	-9.458
103.250	2.384	85.708	9.254	7.172	8.534	-9.994
103.375	2.428	77.051	12.081	9.213	12.257	-10.608
103.500	2.473	68.981	15.203	11.704	17.280	-11.307
103.625	2.495	61.742	17.578	13.950	21.839	-12.083
103.750	2.482	56.710	18.469	15.210	23.797	-12.899
103.875	2.431	53.142	17.695	15.121	23.264	-13.734
104.000	2.356	51.358	15.764	13.908	19.591	-14.585
104.125	2.278	53.870	13.621	12.255	14.423	-15.386
104.250	2.215	58.248	11.975	10.838	10.855	-16.076
104.375	2.173	60.930	10.944	9.849	9.570	-16.644
104.500	2.152	60.390	10.412	9.277	9.102	-17.110
104.625	2.147	59.833	10.244	9.057	8.759	-17.464
104.750	2.149	61.589	10.237	8.998	8.451	-17.711
104.875	2.154	65.445	10.303	8.991	8.206	-17.855
105.000	2.159	68.118	10.388	8.969	8.126	-17.935
105.125	2.160	68.075	10.446	8.902	8.249	-18.026
105.250	2.158	68.015	10.450	8.811	8.397	-18.153
105.375	2.157	70.331	10.400	8.720	8.503	-18.295
105.500	2.157	73.314	10.322	8.659	8.579	-18.418
105.625	2.160	73.674	10.285	8.659	8.683	-18.545
105.750	2.163	74.077	10.339	8.730	8.872	-18.701
105.875	2.165	74.584	10.509	8.878	9.104	-18.884
106.000	2.168	71.837	10.791	9.102	9.354	-19.058
106.125	2.173	67.122	11.160	9.395	9.564	-19.175
106.250	2.181	65.755	11.545	9.707	9.724	-19.250
106.375	2.192	67.611	11.885	9.990	9.808	-19.330
106.500	2.202	68.204	12.125	10.194	9.803	-19.413
106.625	2.206	67.859	12.212	10.269	9.762	-19.443
106.750	2.205	69.705	12.184	10.242	9.710	-19.439
106.875	2.200	71.323	12.098	10.153	9.649	-19.403
107.000	2.195	70.494	12.016	10.048	9.608	-19.338
107.125	2.193	69.231	11.992	9.979	9.609	-19.252
107.250	2.194	69.877	12.028	9.959	9.628	-19.150
107.375	2.196	70.169	12.111	9.984	9.636	-19.042
107.500	2.199	67.490	12.216	10.038	9.663	-18.949
107.625	2.205	65.244	12.305	10.102	9.782	-18.885
107.750	2.212	65.644	12.350	10.160	9.964	-18.814
107.875	2.218	64.396	12.338	10.205	10.080	-18.750
108.000	2.220	59.657	12.276	10.236	10.083	-18.723
108.125	2.217	56.627	12.192	10.249	10.002	-18.762
108.250	2.207	58.093	12.125	10.247	9.896	-18.839
108.375	2.195	61.457	12.085	10.232	9.804	-18.892
108.500	2.183	62.864	12.064	10.208	9.749	-18.886
108.625	2.174	61.424	12.040	10.178	9.779	-18.889
108.750	2.168	58.992	11.999	10.146	9.879	-18.929
108.875	2.166	56.969	11.938	10.109	10.005	-18.965
109.000	2.167	56.821	11.863	10.066	10.094	-18.957
109.125	2.171	58.281	11.784	10.020	10.120	-18.929
109.250	2.174	59.985	11.720	9.981	10.012	-18.919
109.375	2.176	61.097	11.680	9.960	9.938	-18.924
109.500	2.179	61.496	11.669	9.961	9.921	-18.960
109.625	2.181	61.234	11.680	9.971	9.892	-19.005
109.750	2.180	60.061	11.691	9.970	9.912	-19.064
109.875	2.176	57.344	11.683	9.940	9.965	-19.162
110.000	2.169	56.027	11.647	9.880	10.005	-19.284
110.125	2.161	58.435	11.590	9.806	10.015	-19.382
110.250	2.154	61.411	11.541	9.745	10.078	-19.456
110.375	2.151	61.962	11.520	9.718	10.187	-19.545
110.500	2.150	59.854	11.534	9.733	10.282	-19.641
110.625	2.151	57.485	11.577	9.792	10.257	-19.724
110.750	2.151	56.722	11.624	9.874	10.251	-19.788
110.875	2.148	58.692	11.658	9.959	10.276	-19.820
111.000	2.144	62.203	11.667	10.028	10.305	-19.851
111.125	2.139	62.358	11.643	10.059	10.212	-19.859
111.250	2.136	59.087	11.591	10.045	9.996	-19.833
111.375	2.136	56.418	11.512	9.984	9.765	-19.781
111.500	2.141	56.860	11.408	9.884	9.611	-19.731
111.625	2.153	59.557	11.287	9.761	9.503	-19.686
111.750	2.168	62.631	11.171	9.647	9.424	-19.630
111.875	2.182	64.916	11.087	9.566	9.369	-19.552
112.000	2.189	65.172	11.060	9.540	9.350	-19.443
112.125	2.186	63.287	11.116	9.592	9.409	-19.342
112.250	2.178	61.583	11.231	9.709	9.524	-19.249
112.375	2.168	62.269	11.370	9.866	9.669	-19.128
112.500	2.161	63.518	11.480	10.019	9.801	-18.935
112.625	2.157	63.659	11.475	10.090	9.838	-18.677
112.750	2.154	62.703	11.314	10.021	9.742	-18.380
112.875	2.155	61.675	10.984	9.781	9.495	-18.037
113.000	2.160	64.147	10.523	9.386	9.100	-17.639
113.125	2.176	72.259	10.004	8.884	8.510	-17.185
113.250	2.200	81.124	9.503	8.364	7.827	-16.701
113.375	2.226	85.883	9.036	7.863	7.236	-16.248
113.500	2.248	86.040	8.589	7.395	6.921	-15.847
113.625	2.262	85.889	8.158	6.979	6.882	-15.480
113.750	2.272	87.260	7.787	6.645	6.808	-15.167
113.875	2.284	90.439	7.575	6.454	6.520	-14.979
114.000	2.297	92.381	7.628	6.475	6.345	-14.952
114.125	2.306	88.118	8.054	6.800	6.679	-15.077
114.250	2.307	80.219	8.740	7.360	7.349	-15.279
114.375	2.299	73.275	9.539	8.060	8.173	-15.531
114.500	2.289	68.738	10.261	8.753	8.945	-15.849
114.625	2.290	66.600	10.688	9.242	9.524	-16.206
114.750	2.309	65.952	10.814	9.479	9.689	-16.541
114.875	2.338	66.237	10.731	9.515	9.644	-16.806
115.000	2.358	66.774	10.607	9.479	9.546	-16.996
115.125	2.347	67.067	10.635	9.517	9.495	-17.083
115.250	2.308	65.579	10.823	9.647	9.504	-17.072
115.375	2.268	62.125	11.039	9.774	9.645	-16.923
115.500	2.254	59.594	11.074	9.749	9.960	-16.625
115.625	2.284	61.387	10.693	9.405	10.230	-16.274
115.750	2.333	66.330	9.981	8.806	10.330	-15.932
115.875	2.370	72.670	9.147	8.096	9.861	-15.602
116.000	2.374	77.464	8.455	7.463	8.429	-15.291
116.125	2.342	78.651	8.153	7.092	7.253	-15.071
116.250	2.300	77.469	8.187	6.976	6.823	-14.992
116.375	2.265	74.466	8.440	7.064	6.987	-15.051
116.500	2.246	72.346	8.768	7.271	7.211	-15.215
116.625	2.240	73.314	9.046	7.505	7.393	-15.462
116.750	2.238	73.901	9.248	7.705	7.445	-15.755
116.875	2.235	72.732	9.400	7.861	7.621	-16.055
117.000	2.227	71.267	9.527	7.980	7.947	-16.324
117.125	2.215	69.525	9.622	8.065	8.268	-16.529
117.250	2.204	67.141	9.682	8.122	8.391	-16.643
117.375	2.196	66.556	9.714	8.155	8.360	-16.697
117.500	2.191	69.582	9.740	8.171	8.320	-16.720
117.625	2.189	70.118	9.789	8.178	8.318	-16.661
117.750	2.187	67.234	9.853	8.180	8.418	-16.529
117.875	2.184	64.971	9.896	8.164	8.539	-16.351
118.000	2.181	64.949	9.864	8.107	8.653	-16.161
118.125	2.181	66.754	9.702	7.980	8.679	-15.930
118.250	2.185	67.876	9.457	7.801	8.582	-15.653
118.375	2.194	68.182	9.216	7.620	8.372	-15.344
118.500	2.205	68.522	9.097	7.513	8.104	-15.033
118.625	2.215	70.129	9.240	7.586	7.946	-14.746
118.750	2.223	71.757	9.599	7.831	8.092	-14.471
118.875	2.236	71.064	10.046	8.172	8.656	-14.180
119.000	2.261	69.257	10.383	8.475	9.485	-13.888
119.125	2.300	69.667	10.361	8.550	10.029	-13.664
119.250	2.338	70.907	9.964	8.353	9.995	-13.521
119.375	2.358	72.367	9.293	7.932	9.014	-13.429
119.500	2.351	76.364	8.556	7.418	7.378	-13.386
119.625	2.324	82.265	8.018	6.992	6.845	-13.409
119.750	2.295	83.942	7.787	6.751	6.903	-13.477
119.875	2.278	81.262	7.864	6.721	7.146	-13.617
120.000	2.274	79.205	8.162	6.874	7.374	-13.779
