#Depth	GR	RT	RI	RXO	AC	SP	R2M	R025	DEN
245.000	72.596	12.276	10.829	17.483	395.174	-40.856	9.873	9.624	2.250
245.125	69.765	12.650	11.219	18.325	393.579	-41.399	9.643	9.705	2.247
245.250	67.530	12.755	11.387	19.026	392.743	-41.946	9.412	10.141	2.247
245.375	66.139	12.675	11.355	19.172	387.352	-42.506	9.264	10.442	2.243
245.500	66.536	12.634	11.313	19.158	387.822	-43.096	9.461	10.506	2.236
245.625	69.258	12.590	11.239	19.290	387.480	-43.726	9.630	10.540	2.228
245.750	72.139	12.505	11.120	19.464	387.306	-44.407	9.765	10.593	2.222
245.875	72.864	12.365	10.960	19.362	389.144	-45.087	9.967	10.582	2.220
246.000	71.523	12.199	10.795	18.638	388.917	-45.592	10.168	10.332	2.224
246.125	72.020	12.065	10.650	17.967	391.384	-45.945	10.299	10.154	2.235
246.250	71.523	11.938	10.533	17.722	397.530	-46.272	10.335	10.050	2.244
246.375	71.821	11.889	10.490	17.545	399.259	-46.496	10.471	9.939	2.247
246.500	72.497	11.923	10.530	17.469	398.681	-46.639	10.621	9.866	2.242
246.625	73.053	12.019	10.636	17.707	397.323	-46.771	10.696	9.856	2.233
246.750	75.040	12.157	10.780	18.448	385.364	-46.960	10.871	9.764	2.226
246.875	78.516	12.196	10.853	18.917	381.184	-47.095	10.905	9.822	2.228
247.000	77.861	12.136	10.849	18.859	377.192	-47.159	10.804	9.704	2.230
247.125	75.695	12.030	10.800	18.447	377.956	-47.235	10.673	9.701	2.228
247.250	72.914	11.933	10.742	18.070	382.703	-47.293	10.593	9.670	2.224
247.375	70.232	11.883	10.696	18.164	387.244	-47.293	10.614	9.514	2.222
247.500	69.735	11.868	10.657	19.047	385.955	-47.293	10.749	9.681	2.222
247.625	69.934	11.891	10.644	19.449	384.436	-47.306	10.894	9.661	2.221
247.750	67.192	11.878	10.627	18.811	376.020	-47.437	11.110	9.936	2.220
247.875	64.609	11.859	10.617	18.551	373.698	-47.607	11.372	10.010	2.221
248.000	62.245	11.860	10.618	19.006	375.823	-47.746	11.516	10.066	2.222
248.125	60.447	11.902	10.636	19.782	378.655	-47.827	11.470	10.284	2.221
248.250	63.179	11.994	10.688	20.105	388.871	-47.894	11.482	10.170	2.214
248.375	63.179	12.079	10.750	19.913	394.642	-48.063	11.464	9.980	2.202
248.500	64.371	12.074	10.766	19.753	397.254	-48.251	11.313	9.565	2.194
248.625	63.179	12.006	10.722	19.728	398.258	-48.422	11.268	9.329	2.193
248.750	60.894	11.905	10.633	19.808	396.312	-48.645	11.355	9.220	2.194
248.875	59.235	11.800	10.524	19.914	392.933	-48.974	11.463	9.072	2.192
249.000	55.907	11.708	10.426	19.999	398.212	-49.323	11.422	8.965	2.181
249.125	55.411	11.593	10.336	19.883	396.161	-49.567	11.455	9.278	2.157
249.250	56.305	11.524	10.288	19.724	402.372	-49.747	11.380	9.491	2.140
249.375	59.066	11.517	10.282	19.417	402.543	-49.944	11.165	9.454	2.137
249.500	62.920	11.558	10.305	19.013	400.279	-50.167	10.987	9.345	2.149
249.625	65.454	11.615	10.335	18.692	401.342	-50.391	11.007	9.414	2.172
249.750	62.225	11.644	10.345	18.740	397.848	-50.606	11.147	9.724	2.192
249.875	60.288	11.613	10.309	18.675	401.378	-50.703	10.889	9.457	2.196
250.000	58.907	11.566	10.260	17.694	402.267	-50.759	11.004	9.439	2.192
250.125	59.007	11.529	10.227	16.992	401.857	-50.722	10.938	9.582	2.193
250.250	60.000	11.524	10.230	17.119	401.266	-50.609	10.779	9.757	2.201
250.375	60.239	11.563	10.273	17.964	400.696	-50.448	10.722	9.841	2.212
250.500	57.457	11.635	10.345	18.730	398.760	-50.212	10.536	9.758	2.216
250.625	54.477	11.658	10.416	19.354	400.200	-50.199	10.718	9.926	2.214
250.750	52.689	11.649	10.456	19.282	400.125	-50.167	10.473	10.075	2.206
250.875	53.285	11.605	10.479	19.161	401.332	-50.124	10.402	10.155	2.199
251.000	55.172	11.566	10.496	19.285	401.555	-50.098	10.355	10.130	2.195
251.125	56.811	11.563	10.515	19.579	399.564	-50.092	10.098	10.039	2.190
251.250	58.053	11.559	10.533	19.598	401.309	-50.050	9.985	10.058	2.186
251.375	55.868	11.592	10.554	19.454	401.309	-49.962	9.915	9.927	2.186
251.500	57.894	11.620	10.572	19.140	401.342	-49.887	10.156	9.913	2.193
251.625	59.573	11.638	10.593	19.009	398.940	-49.876	10.281	10.032	2.203
251.750	61.013	11.648	10.621	19.114	394.491	-49.885	10.369	10.231	2.213
251.875	63.179	11.657	10.662	19.315	391.027	-49.889	10.558	10.417	2.221
252.000	64.073	11.676	10.723	19.380	394.065	-49.990	10.602	10.473	2.225
252.125	66.556	11.707	10.799	19.261	392.356	-50.019	10.547	10.587	2.230
252.250	65.702	11.695	10.878	19.383	394.869	-50.069	10.477	10.364	2.233
252.375	63.984	11.706	10.961	19.400	392.789	-50.048	10.516	10.046	2.236
252.500	62.642	11.721	11.020	19.238	390.725	-49.976	10.605	9.781	2.237
252.625	62.632	11.693	11.032	18.966	393.337	-49.910	10.636	9.641	2.237
252.750	65.563	11.627	10.999	18.673	391.969	-49.864	10.594	9.648	2.236
252.875	67.997	11.461	10.906	18.146	392.654	-49.826	10.606	9.674	2.236
253.000	68.285	11.337	10.879	17.969	389.206	-49.764	10.438	9.850	2.238
253.125	70.122	11.305	10.961	18.165	387.277	-49.763	10.246	10.024	2.240
253.250	70.490	11.381	11.160	18.601	387.959	-49.795	10.103	10.155	2.239
253.375	67.142	11.546	11.436	19.171	389.705	-49.804	9.967	10.242	2.235
253.500	66.099	11.737	11.687	19.978	390.236	-49.783	9.643	10.266	2.229
253.625	58.401	11.762	11.701	20.048	389.327	-49.678	9.449	10.542	2.222
253.750	54.676	11.557	11.503	20.075	388.445	-49.640	9.328	10.722	2.213
253.875	51.378	11.079	11.133	19.952	389.918	-49.649	9.254	10.916	2.200
254.000	49.470	10.580	10.806	19.718	392.228	-49.727	9.062	11.371	2.183
254.125	50.861	10.468	10.885	19.644	393.117	-49.859	8.816	12.311	2.169
254.250	54.834	11.165	11.848	20.312	392.697	-49.909	9.177	13.776	2.160
254.375	55.828	13.502	14.283	28.533	383.967	-50.052	10.139	16.066	2.172
254.500	55.828	18.610	18.779	50.776	364.295	-50.138	12.353	18.470	2.212
254.625	54.537	27.065	26.008	80.224	333.419	-50.111	15.292	20.421	2.281
254.750	53.225	35.130	32.813	111.308	296.873	-50.012	18.764	21.493	2.365
254.875	53.483	35.315	32.880	119.865	266.296	-49.937	22.528	21.474	2.437
255.000	55.967	16.949	17.397	43.264	259.688	-50.000	25.902	20.431	2.458
255.125	56.513	13.227	13.800	22.888	316.529	-50.126	27.000	18.145	2.318
255.250	54.795	11.409	11.758	18.232	350.958	-50.165	26.079	14.504	2.240
255.375	54.924	10.741	10.834	17.975	375.518	-50.250	23.815	12.286	2.202
255.500	57.059	10.795	10.677	18.012	390.830	-50.365	18.948	11.486	2.190
255.625	59.702	11.220	10.936	17.937	396.709	-50.435	12.098	11.129	2.194
255.750	61.987	11.486	11.168	17.536	403.314	-50.414	9.587	11.083	2.199
255.875	64.967	11.518	11.243	17.403	406.430	-50.288	8.027	10.951	2.202
256.000	63.179	11.463	11.237	17.427	405.108	-50.283	7.047	10.953	2.207
256.125	62.583	11.460	11.263	17.483	401.106	-50.336	6.662	10.960	2.212
256.250	62.782	11.590	11.395	17.620	395.525	-50.337	6.713	10.948	2.215
256.375	62.086	11.866	11.648	18.290	390.617	-50.250	7.070	10.938	2.218
256.500	62.583	12.231	11.955	20.576	391.604	-50.237	7.847	10.951	2.222
256.625	61.341	12.544	12.170	21.099	385.453	-50.191	8.870	10.758	2.228
256.750	59.503	12.728	12.249	19.630	385.804	-49.997	10.111	10.633	2.235
256.875	57.815	12.700	12.132	19.132	384.406	-49.959	11.430	10.684	2.238
257.000	56.921	12.504	11.850	19.580	383.373	-50.027	12.674	10.745	2.234
257.125	57.278	12.207	11.456	19.716	385.925	-50.066	13.679	10.575	2.225
257.250	59.066	11.785	10.957	18.800	387.139	-50.141	14.267	10.042	2.216
257.375	63.288	11.418	10.513	17.945	382.467	-50.221	14.752	9.801	2.210
257.500	65.523	11.137	10.193	17.202	381.657	-50.193	14.854	9.749	2.212
257.625	67.232	11.028	10.048	16.681	376.932	-50.154	14.533	9.621	2.219
257.750	67.550	11.122	10.087	17.166	375.564	-50.116	13.999	9.499	2.224
257.875	65.762	11.391	10.286	18.834	382.119	-50.080	13.463	9.562	2.223
258.000	63.775	11.746	10.584	19.968	380.715	-50.101	12.903	9.841	2.213
258.125	61.043	11.985	10.813	19.705	382.917	-50.206	12.306	9.954	2.191
258.250	59.702	12.040	10.896	19.500	379.590	-50.392	11.775	10.161	2.172
258.375	58.858	11.962	10.853	19.443	376.955	-50.545	11.569	10.332	2.162
258.500	58.351	11.835	10.744	19.451	374.685	-50.682	11.527	10.390	2.160
258.625	58.828	11.745	10.646	19.472	371.617	-50.835	11.448	10.356	2.165
258.750	61.808	11.749	10.611	19.683	371.463	-50.944	11.474	10.387	2.170
258.875	62.553	11.770	10.597	20.124	375.715	-51.037	11.373	10.395	2.167
259.000	59.841	11.795	10.580	20.406	381.306	-51.116	11.301	10.229	2.158
259.125	57.815	11.816	10.562	20.461	384.678	-51.204	11.089	10.096	2.154
259.250	56.424	11.838	10.543	20.388	384.708	-51.289	10.910	10.015	2.155
259.375	55.430	11.871	10.524	20.310	380.988	-51.333	10.936	9.962	2.161
259.500	58.410	11.918	10.513	20.242	372.103	-51.282	10.982	10.028	2.167
259.625	59.007	11.999	10.546	20.130	370.052	-51.194	11.000	10.010	2.172
259.750	59.920	12.065	10.590	20.077	371.768	-51.112	11.041	10.210	2.177
259.875	58.828	12.077	10.621	20.269	374.154	-51.063	11.196	10.334	2.179
260.000	56.543	12.041	10.626	20.535	379.514	-51.025	11.362	10.442	2.175
260.125	54.209	11.970	10.599	20.682	386.457	-51.000	11.384	10.607	2.167
260.250	50.484	11.854	10.534	20.815	380.761	-51.080	11.197	10.571	2.160
260.375	52.967	11.770	10.481	21.268	386.227	-51.055	11.287	10.639	2.160
260.500	53.980	11.717	10.447	20.871	380.486	-51.040	11.153	10.569	2.159
260.625	56.116	11.700	10.439	20.803	377.799	-50.921	10.984	10.393	2.156
260.750	57.596	11.705	10.444	21.344	377.221	-50.769	10.846	10.215	2.151
260.875	56.354	11.704	10.445	21.909	375.285	-50.662	10.694	10.140	2.144
261.000	54.119	11.669	10.433	21.070	378.665	-50.515	10.367	10.202	2.140
261.125	52.530	11.621	10.404	20.086	384.511	-50.612	10.192	9.894	2.141
261.250	50.623	11.603	10.386	19.864	387.867	-50.577	10.285	9.858	2.142
261.375	48.934	11.567	10.342	20.280	391.512	-50.646	10.341	9.913	2.143
261.500	48.914	11.524	10.284	20.811	393.822	-50.769	10.344	9.998	2.145
261.625	51.179	11.474	10.214	20.760	394.186	-50.846	10.436	10.024	2.150
261.750	53.761	11.327	10.068	19.487	398.438	-50.964	10.782	9.723	2.155
261.875	57.238	11.156	9.902	17.858	396.844	-50.969	10.712	9.880	2.159
262.000	58.927	11.081	9.820	16.127	405.640	-51.077	10.716	9.794	2.160
262.125	59.662	11.125	9.843	16.623	407.054	-51.121	10.754	9.730	2.158
262.250	60.000	11.291	9.979	19.065	405.062	-51.079	10.666	9.689	2.155
262.375	59.593	11.535	10.202	21.620	405.292	-50.995	10.425	9.647	2.151
262.500	56.563	11.755	10.421	21.967	394.885	-50.899	10.384	9.809	2.147
262.625	54.825	11.893	10.597	22.238	395.722	-50.646	10.470	9.774	2.147
262.750	50.305	11.932	10.665	21.799	391.391	-50.390	10.362	9.761	2.149
262.875	48.457	11.911	10.664	21.483	387.959	-50.141	10.275	9.816	2.152
263.000	49.093	11.869	10.628	21.331	388.081	-49.929	10.322	9.883	2.155
263.125	50.334	11.827	10.588	21.168	390.541	-49.773	10.483	9.938	2.160
263.250	52.569	11.794	10.558	21.185	389.783	-49.646	10.574	10.112	2.164
263.375	52.470	11.673	10.469	20.864	387.959	-49.655	10.538	10.221	2.165
263.500	53.245	11.564	10.384	20.526	385.164	-49.556	10.398	10.300	2.166
263.625	54.566	11.503	10.332	20.231	386.457	-49.442	10.246	10.440	2.167
263.750	55.391	11.486	10.308	20.181	391.755	-49.312	10.077	10.503	2.169
263.875	54.944	11.486	10.300	20.454	398.045	-49.138	9.880	10.391	2.170
264.000	53.702	11.481	10.313	20.747	401.539	-48.945	9.724	10.324	2.170
264.125	51.666	11.652	10.479	20.487	403.133	-48.650	9.713	10.527	2.168
264.250	52.848	12.011	10.789	20.932	397.011	-48.520	9.741	10.589	2.172
264.375	54.119	12.484	11.161	22.662	391.263	-48.417	9.956	10.613	2.182
264.500	56.185	12.913	11.471	24.031	385.574	-48.352	10.327	10.717	2.194
264.625	59.761	13.137	11.619	23.217	379.757	-48.334	10.741	10.920	2.204
264.750	61.748	13.079	11.581	20.277	382.264	-48.212	11.090	11.009	2.212
264.875	62.444	12.878	11.443	19.623	381.467	-48.166	11.388	11.050	2.220
265.000	61.987	12.711	11.326	20.467	381.611	-48.063	11.806	11.229	2.233
265.125	60.199	12.638	11.255	22.140	384.587	-47.892	11.897	11.197	2.249
265.250	57.318	12.646	11.233	22.849	388.173	-47.714	11.785	11.033	2.261
265.375	54.387	12.649	11.214	21.581	390.876	-47.578	11.706	10.915	2.263
265.500	53.642	12.490	11.087	20.018	396.798	-47.435	11.564	10.786	2.247
265.625	53.493	12.176	10.846	19.867	395.433	-47.283	11.382	10.693	2.220
265.750	57.635	11.938	10.651	19.927	399.898	-47.142	11.010	10.407	2.200
265.875	61.063	11.834	10.558	20.378	400.308	-47.051	10.724	10.221	2.192
266.000	62.066	11.896	10.597	20.897	397.254	-46.916	10.505	10.218	2.194
266.125	60.666	12.088	10.746	21.208	393.625	-46.692	10.276	10.337	2.203
266.250	57.040	12.274	10.914	21.635	386.411	-46.561	10.148	10.439	2.218
266.375	55.053	12.404	11.030	22.528	381.854	-46.502	9.951	10.129	2.235
266.500	56.245	12.379	11.022	22.408	382.644	-46.450	10.110	10.226	2.245
266.625	57.427	12.233	10.900	21.555	383.540	-46.347	10.319	10.429	2.244
266.750	57.020	12.029	10.720	20.496	385.285	-46.211	10.395	10.527	2.235
266.875	55.361	11.844	10.555	19.790	389.039	-46.077	10.324	10.494	2.225
267.000	55.013	11.754	10.462	19.823	390.784	-45.925	10.298	10.588	2.221
267.125	57.497	11.797	10.473	20.862	390.102	-45.715	10.277	10.751	2.221
267.250	62.165	11.854	10.506	20.698	385.072	-45.451	10.320	10.682	2.217
267.375	65.205	11.889	10.540	19.961	378.025	-45.228	10.373	10.599	2.215
267.500	66.060	11.891	10.568	19.452	374.121	-45.065	10.544	10.599	2.216
267.625	65.235	11.892	10.608	19.648	375.164	-44.961	10.837	10.660	2.219
267.750	62.106	11.989	10.719	20.208	373.379	-44.961	10.884	10.643	2.222
267.875	63.348	12.232	10.948	20.708	375.807	-44.797	11.052	10.757	2.219
268.000	65.384	12.540	11.231	21.200	371.191	-44.737	10.902	10.936	2.217
268.125	66.666	12.822	11.491	21.539	371.463	-44.701	10.762	11.083	2.220
268.250	65.523	12.984	11.630	21.575	372.103	-44.656	10.735	11.077	2.227
268.375	62.066	12.946	11.572	21.083	368.488	-44.580	10.806	10.863	2.235
268.500	60.080	12.671	11.299	19.694	372.283	-44.420	10.936	10.549	2.245
268.625	62.314	12.192	10.879	17.309	367.575	-44.517	10.886	10.437	2.257
268.750	65.821	11.753	10.510	15.571	363.596	-44.473	11.080	10.361	2.273
268.875	68.573	11.451	10.263	14.892	354.239	-44.322	11.310	10.113	2.290
269.000	68.702	11.344	10.180	15.606	344.672	-44.156	11.312	9.814	2.302
269.125	66.268	11.434	10.264	17.250	342.785	-44.033	11.049	9.747	2.305
269.250	65.027	11.652	10.468	17.840	350.686	-43.890	10.983	10.186	2.297
269.375	61.749	11.872	10.701	18.218	358.356	-43.659	11.102	10.230	2.279
269.500	62.563	11.884	10.780	18.658	365.600	-43.542	10.833	10.305	2.264
269.625	64.490	12.007	10.943	18.011	361.850	-43.555	10.713	10.613	2.253
269.750	66.675	12.353	11.278	16.803	355.180	-43.640	10.859	11.198	2.247
269.875	68.245	12.957	11.805	17.307	353.648	-43.740	11.177	11.846	2.250
270.000	66.159	13.893	12.577	23.619	346.585	-43.870	11.569	11.994	2.264
270.125	62.931	14.647	13.234	25.671	353.117	-43.950	11.970	12.255	2.277
270.250	62.126	14.992	13.606	21.514	352.539	-44.043	12.508	12.442	2.276
270.375	61.450	14.849	13.580	19.068	355.561	-44.163	12.859	12.469	2.263
270.500	59.563	14.367	13.225	19.238	360.315	-44.298	13.045	12.348	2.245
270.625	56.225	13.798	12.718	19.624	362.608	-44.463	13.088	12.133	2.232
270.750	52.451	13.371	12.280	18.243	366.178	-44.754	12.658	11.867	2.231
270.875	54.735	13.183	12.023	19.193	369.974	-45.073	12.298	11.908	2.233
271.000	57.179	12.887	11.701	20.347	367.454	-45.407	12.124	11.879	2.239
271.125	60.854	12.564	11.377	20.596	366.588	-45.731	11.980	11.955	2.253
271.250	63.298	12.331	11.163	19.525	363.780	-46.003	11.895	11.950	2.271
271.375	62.225	12.311	11.168	18.215	356.867	-46.202	11.938	11.809	2.288
271.500	59.245	12.612	11.457	20.037	358.159	-46.375	12.061	12.099	2.293
271.625	55.023	13.262	12.059	23.945	355.768	-46.585	12.004	12.123	2.284
271.750	52.232	14.064	12.777	25.826	355.774	-46.704	11.896	12.350	2.272
271.875	51.735	14.698	13.384	25.986	356.063	-46.761	11.717	12.454	2.262
272.000	50.722	14.912	13.659	25.227	356.519	-46.772	11.562	12.571	2.255
272.125	47.791	14.635	13.506	24.520	358.114	-46.748	11.530	12.788	2.250
272.250	48.040	14.079	13.071	24.678	361.985	-46.698	11.618	12.642	2.246
272.375	49.828	13.700	12.725	23.558	359.101	-46.580	11.996	12.724	2.238
272.500	52.371	13.559	12.541	23.229	357.428	-46.543	12.249	12.639	2.229
272.625	54.209	13.563	12.475	23.741	355.036	-46.564	12.553	12.623	2.222
272.750	55.113	13.662	12.503	23.844	354.833	-46.646	12.709	12.668	2.219
272.875	55.778	13.822	12.608	22.873	357.444	-46.760	12.631	12.739	2.223
273.000	57.516	13.991	12.759	22.636	354.104	-46.794	12.836	13.008	2.231
273.125	55.530	14.266	12.987	24.421	353.533	-46.853	12.821	12.936	2.244
273.250	54.974	14.496	13.177	25.553	353.176	-46.844	12.878	12.794	2.254
273.375	55.937	14.699	13.338	25.075	352.736	-46.801	13.031	12.798	2.255
273.500	57.377	14.826	13.445	23.902	352.598	-46.753	13.224	12.875	2.249
273.625	57.914	14.800	13.434	23.398	352.464	-46.716	13.370	12.895	2.240
273.750	56.623	14.541	13.215	23.946	349.957	-46.683	13.406	12.894	2.236
273.875	54.090	14.225	12.936	23.710	349.957	-46.712	13.442	13.216	2.241
274.000	56.960	13.988	12.727	22.736	346.677	-46.735	13.507	13.298	2.250
274.125	59.692	13.866	12.631	22.782	345.400	-46.751	13.471	13.407	2.256
274.250	61.450	13.884	12.664	23.587	347.995	-46.780	13.525	13.488	2.256
274.375	62.732	14.053	12.820	24.143	352.477	-46.819	13.800	13.435	2.252
274.500	61.987	14.370	13.072	23.956	352.552	-46.794	13.985	13.361	2.247
274.625	63.973	14.788	13.429	24.187	353.009	-46.709	14.093	13.110	2.241
274.750	64.570	15.018	13.614	25.918	346.447	-46.726	14.196	13.219	2.234
274.875	62.076	14.964	13.571	26.935	343.986	-46.690	14.396	13.120	2.229
275.000	58.192	14.617	13.287	25.883	342.057	-46.580	14.421	12.859	2.226
275.125	55.411	14.061	12.823	23.159	337.835	-46.454	14.072	12.666	2.225
275.250	54.417	13.471	12.352	21.808	344.669	-46.395	13.664	12.534	2.224
275.375	56.404	13.069	12.024	21.254	346.112	-46.327	13.403	12.293	2.217
275.500	57.596	12.908	11.890	21.617	355.030	-46.189	13.138	12.002	2.212
275.625	57.397	12.953	11.907	22.283	358.842	-46.135	12.897	11.790	2.214
275.750	57.139	13.081	11.982	22.451	359.738	-46.201	12.768	11.627	2.221
275.875	58.261	13.146	12.011	21.625	361.811	-46.333	12.783	11.423	2.229
276.000	60.497	13.033	11.920	20.105	358.205	-46.405	12.797	11.132	2.238
276.125	61.639	12.787	11.692	19.603	357.825	-46.590	12.713	10.800	2.248
276.250	59.285	12.621	11.548	19.755	361.696	-46.681	12.503	10.786	2.261
276.375	56.950	12.592	11.514	20.294	363.602	-46.698	12.344	10.845	2.272
276.500	57.040	12.756	11.653	20.918	363.474	-46.630	12.286	10.975	2.277
276.625	60.298	13.104	11.965	21.815	362.001	-46.529	12.326	11.217	2.274
276.750	65.265	13.477	12.289	24.187	355.243	-46.597	12.494	11.473	2.269
276.875	64.272	13.796	12.555	25.734	357.218	-46.521	12.957	11.939	2.267
277.000	62.682	13.851	12.615	23.526	363.901	-46.637	13.515	12.075	2.264
277.125	59.901	13.733	12.541	21.531	366.496	-46.791	13.728	12.115	2.259
277.250	57.298	13.546	12.408	21.628	366.010	-46.905	13.724	12.133	2.250
277.375	56.265	13.378	12.283	23.417	365.079	-46.963	13.693	12.100	2.238
277.500	56.265	13.274	12.196	24.024	359.800	-47.001	13.397	11.933	2.229
277.625	56.513	13.219	12.120	24.792	366.102	-47.110	12.801	11.818	2.222
277.750	57.596	13.112	12.043	24.818	365.541	-47.196	12.236	11.496	2.214
277.875	55.431	12.935	11.932	24.372	367.910	-47.281	11.759	11.358	2.205
278.000	52.848	12.811	11.876	23.593	370.827	-47.408	11.384	11.398	2.195
278.125	52.997	12.887	11.978	22.913	370.915	-47.562	11.172	11.468	2.186
278.250	52.748	13.224	12.256	23.483	375.016	-47.591	11.316	11.525	2.181
278.375	57.715	13.827	12.701	25.984	368.793	-47.663	11.220	11.835	2.196
278.500	60.775	14.426	13.115	25.828	363.173	-47.559	11.491	12.199	2.215
278.625	63.149	14.776	13.348	25.011	358.386	-47.437	11.945	12.335	2.232
278.750	63.100	14.768	13.337	24.989	353.360	-47.305	12.402	12.285	2.239
278.875	60.000	14.446	13.114	25.626	347.982	-47.140	12.771	12.229	2.237
279.000	58.411	14.026	12.816	24.145	345.400	-47.006	13.142	12.299	2.227
279.125	58.311	13.838	12.668	23.430	342.933	-46.892	13.893	12.308	2.226
279.250	59.881	13.980	12.732	22.959	347.054	-46.809	14.030	12.183	2.239
279.375	60.527	14.290	12.926	22.676	347.313	-46.672	14.246	12.198	2.266
279.500	60.318	14.618	13.149	22.638	345.856	-46.551	14.528	12.374	2.299
279.625	60.795	14.823	13.299	22.666	345.869	-46.494	14.639	12.552	2.322
279.750	63.775	14.771	13.296	22.005	340.023	-46.359	14.598	12.478	2.328
279.875	63.626	14.496	13.102	20.585	347.920	-46.153	14.335	12.357	2.313
280.000	61.609	14.208	12.882	21.129	352.598	-46.125	14.115	12.365	2.284
280.125	57.934	13.964	12.672	22.345	358.179	-46.226	13.738	12.151	2.250
280.250	53.623	13.750	12.485	22.921	362.730	-46.337	13.328	11.811	2.217
280.375	50.573	13.535	12.319	22.375	362.913	-46.422	13.004	11.560	2.195
280.500	51.616	13.312	12.158	21.906	358.661	-46.657	12.560	11.412	2.194
280.625	52.113	13.099	11.991	21.817	360.443	-46.893	12.287	10.942	2.198
280.750	53.404	12.947	11.846	22.048	360.436	-47.125	12.244	10.714	2.196
280.875	53.821	12.846	11.728	22.121	365.994	-47.352	12.096	10.666	2.191
281.000	53.762	12.768	11.631	21.979	369.551	-47.617	11.997	10.635	2.185
281.125	54.298	12.652	11.523	21.753	366.519	-47.910	12.147	10.488	2.178
281.250	55.788	12.401	11.335	21.530	373.241	-48.066	12.349	10.257	2.173
281.375	53.553	12.107	11.112	21.127	370.279	-48.272	12.335	10.344	2.167
281.500	52.470	12.009	11.057	20.674	374.426	-48.270	12.422	10.251	2.163
281.625	54.089	12.086	11.136	21.186	374.813	-48.230	12.427	10.230	2.164
281.750	56.821	12.287	11.305	22.258	372.710	-48.090	12.324	10.303	2.170
281.875	58.411	12.505	11.485	22.536	373.212	-47.800	12.170	10.408	2.179
282.000	58.411	12.548	11.526	20.184	376.932	-47.581	12.030	10.549	2.185
282.125	53.941	12.298	11.341	19.532	375.945	-47.363	11.879	10.647	2.177
282.250	52.649	11.840	11.041	19.063	382.218	-47.241	11.650	10.831	2.163
282.375	51.407	11.486	10.802	19.080	381.079	-47.099	11.446	10.985	2.153
282.500	51.298	11.402	10.759	19.718	376.522	-46.950	11.183	11.028	2.154
282.625	53.463	11.651	10.987	20.831	373.097	-46.825	10.870	11.067	2.168
282.750	54.954	12.230	11.493	21.863	357.795	-46.652	10.884	11.551	2.186
282.875	54.457	12.988	12.183	22.603	357.756	-46.358	11.243	11.960	2.195
283.000	52.490	13.765	12.846	25.265	351.611	-46.087	11.741	12.253	2.198
283.125	49.858	14.389	13.368	26.937	348.041	-45.832	12.386	12.418	2.202
283.250	49.152	14.678	13.607	26.995	346.220	-45.622	13.169	12.553	2.215
283.375	51.139	14.519	13.473	26.143	343.153	-45.481	14.016	12.637	2.241
283.500	51.139	13.946	13.002	25.453	341.024	-45.380	14.748	12.305	2.267
283.625	54.318	13.398	12.562	22.581	342.848	-45.254	15.099	11.951	2.272
283.750	57.735	12.852	12.110	21.743	342.362	-45.164	15.016	11.875	2.265
283.875	60.616	12.464	11.790	22.288	345.945	-45.059	14.658	11.746	2.261
284.000	61.967	12.225	11.616	22.877	350.472	-44.944	14.135	11.628	2.262
284.125	61.182	12.169	11.637	22.726	352.310	-44.838	13.451	11.708	2.264
284.250	58.649	12.592	12.098	22.847	356.335	-44.728	12.436	12.018	2.259
284.375	60.387	13.529	12.973	23.813	354.741	-44.678	11.662	12.324	2.256
284.500	58.351	14.579	13.893	26.080	353.205	-44.486	11.384	12.427	2.276
284.625	56.295	15.300	14.488	26.815	350.184	-44.307	11.563	12.471	2.304
284.750	54.596	15.369	14.535	24.962	346.978	-44.112	11.959	12.523	2.324
284.875	53.473	14.671	13.972	21.729	346.053	-43.857	12.321	12.502	2.323
285.000	56.205	13.388	12.899	21.072	349.318	-43.638	12.581	12.117	2.295
285.125	60.427	12.455	12.053	21.027	353.192	-43.491	12.444	11.772	2.265
285.250	61.550	11.916	11.507	21.180	357.792	-43.390	12.330	11.544	2.247
285.375	61.450	11.812	11.338	21.319	360.118	-43.249	11.976	11.453	2.235
285.500	60.219	11.936	11.389	21.244	360.830	-43.123	11.480	11.432	2.225
285.625	58.232	12.038	11.455	20.821	361.608	-43.034	11.043	11.413	2.218
285.750	58.232	12.024	11.464	20.036	362.441	-42.790	10.716	11.418	2.214
285.875	57.387	11.967	11.425	20.386	362.215	-42.436	11.034	11.283	2.211
286.000	58.013	12.009	11.477	21.382	363.688	-42.190	11.139	11.343	2.213
286.125	57.964	12.212	11.663	22.313	362.487	-41.929	11.138	11.505	2.217
286.250	57.715	12.571	11.982	23.772	359.281	-41.660	11.153	11.524	2.222
286.375	57.914	13.014	12.373	26.043	355.016	-41.467	11.300	11.385	2.228
286.500	56.921	13.390	12.689	27.491	346.129	-41.446	11.678	11.678	2.231
286.625	58.411	13.522	12.771	25.677	350.837	-41.404	11.775	12.002	2.234
286.750	58.669	13.441	12.688	23.608	352.385	-41.302	11.988	11.965	2.237
286.875	58.202	13.252	12.529	22.696	360.003	-41.237	12.438	11.830	2.243
287.000	57.159	12.934	12.280	22.653	366.165	-41.162	12.789	11.880	2.255
287.125	56.771	12.554	11.992	22.454	363.671	-41.007	12.766	12.152	2.276
287.250	60.794	12.479	11.959	21.301	362.759	-40.805	12.675	12.168	2.300
287.375	61.043	12.955	12.392	20.052	348.369	-40.692	12.691	12.323	2.319
