#Depth	GR	RT	RI	RXO	AC	SP	R2M	R025	DEN
330.000	48.159	5.412	4.802	4.553	380.807	-15.887	5.789	3.179	2.276
330.125	45.179	5.158	4.633	4.159	378.678	-15.832	5.672	3.212	2.260
330.250	43.590	4.936	4.479	4.728	377.858	-15.815	5.544	3.396	2.236
330.375	43.450	4.830	4.425	5.607	378.642	-15.852	5.496	3.551	2.217
330.500	44.801	4.948	4.596	6.177	376.765	-15.939	5.482	3.791	2.213
330.625	47.870	5.400	5.096	6.402	370.249	-16.052	5.397	4.262	2.227
330.750	53.284	6.261	5.941	7.374	366.224	-16.145	5.177	4.874	2.251
330.875	62.224	7.947	7.318	11.811	356.086	-16.166	5.447	5.753	2.258
331.000	71.562	10.489	9.257	15.491	345.007	-16.297	6.259	6.586	2.246
331.125	78.496	13.556	11.616	16.744	331.913	-16.394	7.167	7.352	2.219
331.250	81.656	15.515	13.105	16.237	322.162	-16.438	8.107	7.818	2.186
331.375	81.358	14.883	12.554	14.819	321.401	-16.477	9.099	7.902	2.156
331.500	79.868	11.776	10.192	11.359	329.449	-16.553	9.956	8.040	2.130
331.625	72.914	9.110	8.197	7.184	344.564	-16.687	10.255	7.747	2.135
331.750	68.186	7.438	6.786	6.127	352.871	-16.732	9.840	7.183	2.169
331.875	64.282	6.733	6.114	6.382	355.787	-16.753	9.138	6.857	2.213
332.000	62.444	6.886	6.215	7.746	355.456	-16.755	8.271	6.972	2.248
332.125	62.980	7.860	7.021	11.123	352.523	-16.729	7.290	7.401	2.261
332.250	61.689	9.852	8.383	18.034	343.944	-16.704	6.416	7.674	2.254
332.375	60.546	12.118	9.987	18.858	337.031	-16.616	6.726	8.157	2.241
332.500	62.106	12.920	10.768	16.655	323.681	-16.497	7.097	8.267	2.235
332.625	64.341	12.374	10.530	13.887	317.011	-16.362	7.661	8.074	2.234
332.750	65.940	11.017	9.552	11.043	317.785	-16.259	8.338	7.611	2.237
332.875	65.613	9.435	8.286	8.332	323.868	-16.187	8.921	6.930	2.241
333.000	61.391	7.879	7.044	7.389	339.701	-16.012	9.155	6.149	2.241
333.125	57.418	6.663	5.958	6.215	356.106	-15.875	8.783	5.272	2.229
333.250	52.848	5.665	5.004	4.727	371.053	-15.737	8.825	4.669	2.210
333.375	46.938	4.880	4.264	3.804	387.388	-15.718	8.491	3.978	2.190
333.500	39.914	4.334	3.748	3.483	399.823	-15.742	7.801	3.349	2.176
333.625	33.120	4.039	3.430	3.472	405.276	-15.715	7.089	2.987	2.175
333.750	29.146	3.949	3.288	3.660	413.248	-15.711	6.501	2.692	2.189
333.875	30.387	4.079	3.339	3.970	407.631	-15.661	5.580	2.739	2.221
334.000	33.854	4.252	3.455	4.214	404.593	-15.617	4.527	2.837	2.259
334.125	37.996	4.364	3.570	4.304	396.572	-15.508	3.872	3.154	2.289
334.250	41.821	4.460	3.723	4.517	385.013	-15.376	3.563	3.554	2.307
334.375	44.950	4.658	4.019	5.165	372.497	-15.284	3.351	3.947	2.316
334.500	47.682	5.084	4.596	6.267	354.879	-15.234	3.189	4.645	2.330
334.625	48.924	6.239	5.835	10.342	335.512	-15.182	3.547	5.645	2.381
334.750	48.974	8.527	7.742	18.621	311.955	-15.144	4.389	6.868	2.461
334.875	48.576	12.400	10.628	27.725	284.843	-15.106	5.518	8.148	2.536
335.000	47.682	17.352	14.243	34.651	261.056	-15.052	6.819	9.212	2.576
335.125	46.937	21.391	17.210	35.930	246.155	-14.995	8.264	9.815	2.564
335.250	49.172	20.525	16.451	26.768	236.814	-15.018	9.910	9.861	2.506
335.375	55.132	14.439	12.047	15.319	245.699	-15.098	10.772	9.002	2.433
335.500	58.947	10.191	8.836	9.791	258.684	-15.255	11.004	7.947	2.373
335.625	60.407	7.478	6.570	6.812	275.043	-15.376	10.645	6.798	2.318
335.750	57.775	5.903	5.063	5.205	297.644	-15.452	9.664	5.748	2.271
335.875	51.722	5.084	4.168	4.696	324.984	-15.490	8.166	4.948	2.238
336.000	49.272	4.772	3.751	4.618	343.212	-15.423	6.588	4.366	2.219
336.125	47.782	4.837	3.718	4.632	364.741	-15.364	5.617	4.233	2.206
336.250	49.311	5.148	3.896	4.685	369.655	-15.234	4.602	4.058	2.194
336.375	51.417	5.498	4.147	4.948	372.146	-15.180	3.864	3.783	2.194
336.500	52.371	5.809	4.407	5.531	372.802	-15.179	3.601	3.557	2.214
336.625	51.090	6.065	4.642	6.243	369.111	-15.179	3.761	3.523	2.253
336.750	47.067	6.247	4.810	6.346	365.997	-15.247	3.912	3.599	2.294
336.875	44.252	6.220	4.829	6.462	361.896	-15.335	3.913	3.582	2.303
337.000	44.364	6.054	4.740	6.269	359.495	-15.376	4.278	3.698	2.295
337.125	45.894	5.866	4.623	5.981	359.183	-15.424	4.551	3.894	2.289
337.250	47.920	5.814	4.596	5.871	355.623	-15.496	4.758	4.047	2.283
337.375	50.036	6.022	4.744	6.201	346.204	-15.581	5.054	4.061	2.268
337.500	52.271	6.500	5.057	7.150	339.521	-15.635	5.362	3.962	2.262
337.625	54.506	7.034	5.314	8.986	333.143	-15.609	5.868	3.958	2.249
337.750	54.795	7.112	5.288	8.294	336.847	-15.682	6.367	3.765	2.240
337.875	51.884	6.597	4.934	6.322	345.719	-15.718	6.745	3.582	2.236
338.000	48.258	5.677	4.354	4.789	358.675	-15.685	6.936	3.378	2.244
338.125	46.639	4.707	3.722	4.603	375.791	-15.620	6.885	3.121	2.262
338.250	46.490	4.046	3.205	4.576	395.614	-15.599	6.522	3.012	2.262
338.375	47.613	3.779	2.974	4.469	410.118	-15.591	5.840	2.753	2.280
338.500	21.763	3.813	3.007	4.201	420.492	-15.569	5.096	2.686	2.262
338.625	8.722	4.081	3.246	4.293	422.385	-15.554	4.430	2.691	2.205
338.750	8.722	4.539	3.627	5.129	415.801	-15.542	3.989	2.714	2.133
338.875	8.722	5.115	4.066	6.469	402.497	-15.504	3.852	2.741	2.078
339.000	8.722	5.662	4.457	6.974	383.360	-15.382	3.961	2.783	2.079
339.125	8.722	5.799	4.610	5.867	367.297	-15.281	4.384	2.632	2.121
339.250	8.722	5.541	4.506	5.137	358.068	-15.147	4.521	2.524	2.151
339.375	8.722	5.132	4.257	4.744	358.750	-15.107	4.590	2.451	2.146
339.500	8.722	4.746	3.960	4.546	367.454	-15.155	4.542	2.462	2.112
339.625	8.722	4.467	3.694	4.469	380.007	-15.248	4.347	2.539	2.071
339.750	8.722	4.275	3.511	4.686	392.651	-15.411	4.294	2.476	2.047
339.875	8.722	4.175	3.427	4.681	394.324	-15.693	3.743	2.915	2.081
340.000	8.722	4.131	3.422	4.821	394.111	-15.921	3.493	3.264	2.143
340.125	8.722	4.238	3.580	5.322	390.282	-16.056	3.334	3.558	2.199
340.250	8.722	4.623	4.019	5.970	382.142	-16.175	3.265	3.901	2.229
340.375	8.722	5.414	4.812	6.662	368.973	-16.347	3.347	4.361	2.235
340.500	8.722	6.725	5.922	7.941	348.999	-16.499	3.551	4.863	2.246
340.625	8.722	8.927	7.459	11.116	331.191	-16.541	4.231	5.429	2.290
340.750	8.722	10.348	8.548	11.755	318.940	-16.681	4.772	5.592	2.352
340.875	8.722	9.783	8.292	10.549	312.956	-16.728	5.334	5.608	2.418
341.000	8.722	7.905	7.074	8.275	315.233	-16.682	5.825	5.422	2.466
341.125	8.722	6.032	5.720	5.878	326.191	-16.643	6.046	5.005	2.470
341.250	8.722	4.873	4.645	4.541	341.798	-16.735	5.837	4.677	2.401
341.375	8.722	4.506	4.205	4.817	360.404	-16.845	5.268	4.258	2.333
341.500	8.722	4.520	4.172	5.620	365.161	-16.921	4.702	4.139	2.292
341.625	8.722	4.885	4.486	6.121	361.509	-17.084	4.192	4.017	2.280
341.750	8.722	5.474	4.991	6.258	351.414	-17.306	3.673	3.938	2.281
341.875	8.722	6.107	5.514	6.430	338.809	-17.476	3.156	4.038	2.282
342.000	8.722	6.610	5.951	7.207	335.010	-17.468	2.908	4.290	2.279
342.125	8.722	6.675	6.032	7.523	330.607	-17.430	2.855	4.432	2.270
342.250	8.722	6.434	5.873	7.429	334.098	-17.402	2.806	4.462	2.265
342.375	8.722	5.923	5.515	6.736	340.069	-17.412	2.842	4.658	2.264
342.500	8.722	5.355	5.108	5.980	346.280	-17.466	2.980	4.995	2.268
342.625	8.722	5.026	4.903	5.977	351.368	-17.577	3.157	5.325	2.276
342.750	8.722	5.211	5.234	7.373	352.507	-17.796	3.221	5.550	2.271
342.875	8.722	6.078	6.165	13.546	344.154	-17.999	3.504	5.800	2.246
343.000	8.722	7.650	7.413	18.860	336.165	-18.192	4.238	6.239	2.215
343.125	8.722	9.182	8.599	21.228	329.633	-18.383	5.247	6.667	2.197
343.250	8.722	9.890	9.220	21.583	324.820	-18.552	6.146	7.050	2.200
343.375	8.722	9.437	9.003	21.631	321.978	-18.645	6.702	7.405	2.225
343.500	8.722	8.412	8.277	21.604	322.205	-18.590	7.196	7.691	2.260
343.625	8.722	7.978	7.867	21.579	316.890	-18.725	7.305	7.837	2.291
343.750	8.722	8.120	7.999	21.553	311.726	-18.766	6.909	8.190	2.316
343.875	8.722	8.819	8.612	21.513	305.348	-18.758	6.147	8.574	2.335
344.000	8.722	9.826	9.503	21.466	300.289	-18.715	5.564	8.977	2.347
344.125	8.722	10.871	10.449	21.420	298.648	-18.669	5.570	9.444	2.349
344.250	8.722	11.882	11.338	21.372	297.736	-18.724	5.912	9.955	2.341
344.375	8.722	12.435	11.818	21.330	297.585	-18.558	6.371	10.367	2.327
344.500	8.722	12.320	11.715	21.281	297.067	-18.501	7.083	10.275	2.310
344.625	8.722	11.770	11.270	21.224	296.916	-18.478	7.849	10.130	2.287
344.750	8.722	11.071	10.715	21.164	298.435	-18.447	8.451	10.074	2.267
344.875	8.722	10.501	10.252	21.109	301.854	-18.388	8.732	10.073	2.261
345.000	8.722	10.270	10.033	21.059	304.662	-18.293	8.678	10.050	2.274
345.125	8.722	10.601	10.268	20.996	307.700	-18.217	8.815	9.856	2.291
345.250	8.722	11.223	10.719	20.921	310.554	-18.097	8.982	10.167	2.287
345.375	8.722	11.774	11.143	20.698	313.707	-17.923	9.147	10.469	2.270
345.500	8.722	11.987	11.326	28.010	318.225	-17.790	9.391	10.552	2.252
345.625	8.722	11.800	11.190	68.769	324.180	-17.748	9.863	10.406	2.242
345.750	8.722	11.480	10.911	197.555	329.042	-17.653	10.741	10.131	2.240
345.875	8.722	11.385	10.725	289.437	333.711	-17.573	10.929	10.027	2.237
346.000	8.722	11.389	10.552	307.820	334.629	-17.504	11.017	9.640	2.238
346.125	8.722	10.980	10.025	307.820	334.941	-17.394	11.090	9.289	2.240
346.250	8.722	9.942	9.037	307.820	336.385	-17.202	11.151	9.070	2.242
346.375	8.722	8.303	7.666	307.820	340.853	-16.948	11.062	8.963	2.241
346.500	8.722	6.277	6.088	307.820	351.959	-16.757	10.485	8.947	2.234
346.625	8.722	4.930	4.802	307.820	363.278	-16.483	10.256	8.894	2.220
346.750	8.722	4.143	3.873	307.820	376.414	-16.132	9.542	9.051	2.202
346.875	8.722	3.780	3.373	307.820	390.997	-15.782	8.577	9.087	2.173
347.000	8.722	3.722	3.216	307.820	407.644	-15.416	7.601	9.075	2.137
347.125	8.722	3.841	3.247	307.820	424.882	-14.993	6.710	9.095	2.101
347.250	8.722	3.975	3.320	307.820	436.047	-14.524	5.704	8.836	2.077
347.375	8.722	4.028	3.356	307.820	431.289	-14.095	5.087	8.771	2.089
347.500	8.722	4.037	3.364	307.820	429.334	-13.750	4.895	8.573	2.114
347.625	8.722	4.024	3.351	307.820	426.289	-13.424	4.912	8.515	2.129
347.750	8.722	4.008	3.329	307.820	424.751	-13.170	4.947	8.561	2.113
347.875	8.722	4.013	3.313	307.820	425.640	-13.028	4.950	8.624	2.061
348.000	8.722	4.072	3.336	307.820	420.056	-12.898	5.133	8.827	1.984
348.125	8.722	4.214	3.420	307.820	413.986	-12.761	5.188	8.998	1.916
348.250	8.722	4.436	3.539	307.820	406.027	-12.582	5.077	9.134	1.877
348.375	8.722	4.680	3.660	307.820	397.392	-12.426	5.048	9.274	1.883
348.500	8.722	4.928	3.753	307.820	389.836	-12.277	5.291	9.285	1.933
348.625	8.722	5.143	3.803	307.820	385.220	-12.120	5.721	9.144	2.013
348.750	8.722	5.205	3.813	307.820	385.049	-12.027	5.765	9.223	2.088
348.875	8.722	5.239	3.808	307.820	389.856	-12.051	5.811	9.338	2.135
349.000	8.722	5.212	3.808	307.820	388.930	-12.126	5.876	9.412	2.161
349.125	8.722	5.215	3.814	307.820	379.616	-12.186	5.897	9.339	2.181
349.250	8.722	5.229	3.820	307.820	360.571	-12.258	5.902	9.282	2.204
349.375	8.722	5.207	3.819	307.820	336.289	-12.368	5.924	9.363	2.235
349.500	8.722	5.167	3.819	307.820	321.604	-12.443	5.918	9.358	2.277
349.625	8.722	5.144	3.818	307.820	319.554	-12.481	5.865	9.238	2.308
349.750	8.722	5.125	3.817	307.820	334.954	-12.465	5.854	9.179	2.314
349.875	8.722	5.118	3.817	307.820	355.463	-12.474	5.847	9.139	2.293
350.000	8.722	5.108	3.816	307.820	377.654	-12.469	5.830	9.093	2.257
350.125	8.722	5.114	3.816	307.820	398.458	-12.396	5.806	9.034	2.225
350.250	8.722	5.120	3.816	307.820	406.604	-12.287	5.774	8.976	2.213
350.375	8.722	5.124	3.816	307.820	411.673	-12.253	5.800	8.969	2.217
350.500	8.722	5.126	3.816	307.820	413.527	-12.213	5.813	8.871	2.219
350.625	8.722	5.125	3.816	307.820	415.177	-12.168	5.811	8.851	2.214
350.750	8.722	5.123	3.816	307.820	416.493	-12.125	5.785	8.865	2.193
350.875	8.722	5.124	3.817	307.820	416.253	-12.115	5.747	8.723	2.153
351.000	8.722	5.127	3.817	307.820	414.193	-12.216	5.756	8.163	2.114
351.125	8.722	5.117	3.818	253.398	409.088	-12.170	5.753	7.624	2.102
351.250	-3327.182	-3329.594	-3330.451	-3200.347	401.243	-12.117	5.741	7.161	2.123
351.375	-9999.000	-9999.000	-9999.000	-9999.000	394.173	-12.040	5.742	6.681	2.153
351.500	-9999.000	-9999.000	-9999.000	-9999.000	389.111	-11.947	5.778	6.171	2.175
351.625	-9999.000	-9999.000	-9999.000	-9999.000	386.555	-11.861	5.844	5.757	2.180
351.750	-9999.000	-9999.000	-9999.000	-9999.000	387.808	-11.802	5.899	5.757	2.168
351.875	-9999.000	-9999.000	-9999.000	-9999.000	384.892	-11.735	5.927	5.757	2.156
352.000	-9999.000	-9999.000	-9999.000	-9999.000	386.824	-11.782	5.933	5.757	2.153
352.125	-9999.000	-9999.000	-9999.000	-9999.000	388.868	-11.878	5.948	5.757	2.157
352.250	-9999.000	-9999.000	-9999.000	-9999.000	391.368	-11.944	5.945	5.757	2.163
352.375	-9999.000	-9999.000	-9999.000	-9999.000	394.121	-11.858	5.903	5.757	2.168
352.500	-9999.000	-9999.000	-9999.000	-9999.000	390.748	-11.429	5.864	5.757	2.168
352.625	-9999.000	-9999.000	-9999.000	-9999.000	392.743	-11.409	5.724	5.757	2.160
352.750	-9999.000	-9999.000	-9999.000	-9999.000	391.775	-11.487	5.590	5.757	2.148
352.875	-9999.000	-9999.000	-9999.000	-9999.000	390.433	-11.341	5.488	5.757	2.137
353.000	-9999.000	-9999.000	-9999.000	-9999.000	387.864	-10.895	5.438	5.757	2.130
353.125	-9999.000	-9999.000	-9999.000	-9999.000	384.032	-10.253	5.422	5.757	2.128
353.250	-9999.000	-9999.000	-9999.000	-9999.000	384.009	-9.633	5.367	5.757	2.130
353.375	-9999.000	-9999.000	-9999.000	-9999.000	386.138	-8.872	5.405	5.757	2.134
353.500	-9999.000	-9999.000	-9999.000	-9999.000	387.247	-8.126	5.306	5.757	2.136
353.625	-9999.000	-9999.000	-9999.000	-9999.000	386.906	-7.446	5.378	5.757	2.137
353.750	-9999.000	-9999.000	-9999.000	-9999.000	386.109	-7.187	5.184	5.757	2.137
353.875	-9999.000	-9999.000	-9999.000	-9999.000	385.988	-1672.001	-1662.016	-1661.003	2.136
354.000	-9999.000	-9999.000	-9999.000	-9999.000	386.509	-9998.301	-9998.301	-9998.301	2.137
354.125	-9999.000	-9999.000	-9999.000	-9999.000	387.342	-9999.000	-9999.000	-9999.000	2.139
354.250	-9999.000	-9999.000	-9999.000	-9999.000	344.590	-9999.000	-9999.000	-9999.000	2.138
354.375	-9999.000	-9999.000	-9999.000	-9999.000	291.329	-9999.000	-9999.000	-9999.000	2.133
354.500	-9999.000	-9999.000	-9999.000	-9999.000	238.796	-9999.000	-9999.000	-9999.000	2.125
354.625	-9999.000	-9999.000	-9999.000	-9999.000	207.034	-9999.000	-9999.000	-9999.000	2.117
354.750	-9999.000	-9999.000	-9999.000	-9999.000	255.656	-9999.000	-9999.000	-9999.000	2.114
354.875	-9999.000	-9999.000	-9999.000	-9999.000	303.730	-9999.000	-9999.000	-9999.000	2.114
355.000	-9999.000	-9999.000	-9999.000	-9999.000	268.422	-9999.000	-9999.000	-9999.000	2.116
355.125	-9999.000	-9999.000	-9999.000	-9999.000	184.393	-9999.000	-9999.000	-9999.000	2.118
355.250	-9999.000	-9999.000	-9999.000	-9999.000	81.883	-9999.000	-9999.000	-9999.000	2.131
355.375	-9999.000	-9999.000	-9999.000	-9999.000	0.000	-9999.000	-9999.000	-9999.000	2.194
355.500	-9999.000	-9999.000	-9999.000	-9999.000	0.000	-9999.000	-9999.000	-9999.000	2.393
355.625	-9999.000	-9999.000	-9999.000	-9999.000	0.000	-9999.000	-9999.000	-9999.000	2.017
355.750	-9999.000	-9999.000	-9999.000	-9999.000	0.000	-9999.000	-9999.000	-9999.000	1.596
355.875	-9999.000	-9999.000	-9999.000	-9999.000	0.000	-9999.000	-9999.000	-9999.000	1.423
356.000	-9999.000	-9999.000	-9999.000	-9999.000	0.000	-9999.000	-9999.000	-9999.000	-9999.000
