#Depth	DEN	GR	RT	RI	RXO	SP
56.750	2.001	35.859	8.123	1.148	1.272	101.294
56.875	1.984	37.857	8.038	1.128	1.373	102.105
57.000	1.978	41.098	7.791	1.110	1.484	102.478
57.125	1.977	44.180	7.451	1.106	1.544	102.415
57.250	1.977	43.752	7.149	1.115	1.591	102.078
57.375	1.979	41.091	6.912	1.129	1.660	101.484
57.500	1.987	40.184	6.668	1.138	1.762	100.592
57.625	2.000	39.793	6.314	1.136	1.902	99.295
57.750	2.020	37.895	5.879	1.124	1.998	97.769
57.875	2.045	37.904	5.477	1.105	2.023	96.184
58.000	2.074	40.687	5.262	1.087	2.058	94.671
58.125	2.096	40.559	5.320	1.080	2.139	93.295
58.250	2.105	37.310	5.439	1.083	2.206	91.983
58.375	2.101	35.564	5.428	1.087	2.207	90.744
58.500	2.094	36.866	5.219	1.082	2.140	89.624
58.625	2.106	37.229	4.863	1.064	2.022	88.617
58.750	2.147	36.016	4.505	1.036	1.949	87.634
58.875	2.212	36.137	4.208	0.995	1.923	86.564
59.000	2.287	38.281	3.894	0.924	1.935	85.235
59.125	2.350	38.798	3.337	0.781	1.980	83.519
59.250	2.388	37.233	2.568	0.574	2.075	81.393
59.375	2.400	36.903	1.758	0.354	2.192	78.709
59.500	2.401	40.155	1.071	0.176	2.133	75.311
59.625	2.431	43.563	0.617	0.075	1.846	70.888
59.750	2.487	43.968	0.354	0.031	1.942	65.481
59.875	2.516	43.032	0.262	0.034	2.793	59.068
60.000	2.470	42.819	0.346	0.091	4.426	51.800
60.125	2.349	43.276	0.699	0.271	5.273	43.707
60.250	2.209	43.477	1.411	0.660	5.557	35.342
60.375	2.098	43.809	2.628	1.384	5.454	27.119
60.500	2.047	44.230	4.382	2.534	5.340	19.336
60.625	2.073	45.804	6.206	4.036	5.665	12.332
60.750	2.132	48.293	7.449	5.488	6.565	6.238
60.875	2.180	50.556	8.172	6.656	11.003	1.160
61.000	2.195	51.528	8.772	7.517	12.856	-2.899
61.125	2.182	51.522	9.504	8.111	12.920	-5.843
61.250	2.166	51.043	10.222	8.519	12.812	-8.078
61.375	2.154	49.983	10.715	8.756	12.527	-9.842
61.500	2.150	49.391	10.885	8.854	12.119	-11.243
61.625	2.159	49.760	10.753	8.822	11.859	-12.268
61.750	2.182	49.526	10.503	8.696	11.694	-13.037
61.875	2.212	48.737	10.223	8.481	11.503	-13.582
62.000	2.239	48.887	9.923	8.196	11.218	-13.940
62.125	2.254	51.046	9.583	7.883	10.861	-14.133
62.250	2.262	53.587	9.253	7.599	10.564	-14.218
62.375	2.260	55.742	9.032	7.382	10.316	-14.253
62.500	2.243	56.671	9.024	7.246	10.118	-14.282
62.625	2.209	57.234	9.243	7.188	9.961	-14.349
62.750	2.173	58.743	9.474	7.147	9.866	-14.462
62.875	2.151	59.655	9.513	7.077	9.916	-14.626
63.000	2.152	58.572	9.287	6.979	9.983	-14.795
63.125	2.173	56.323	9.009	6.949	9.884	-14.934
63.250	2.205	55.927	9.036	7.131	9.665	-15.070
63.375	2.256	55.426	9.597	7.648	9.499	-15.182
63.500	2.342	53.379	10.761	8.545	9.631	-15.277
63.625	2.466	52.854	12.381	9.714	10.707	-15.318
63.750	2.563	54.948	13.797	10.721	12.310	-15.314
63.875	2.572	57.042	14.317	11.135	12.767	-15.222
64.000	2.486	57.830	13.721	10.781	11.246	-15.082
64.125	2.347	57.363	12.544	9.877	10.156	-14.883
64.250	2.208	57.274	11.574	8.969	9.844	-14.633
64.375	2.109	58.461	10.995	8.272	9.900	-14.310
64.500	2.078	61.668	10.620	7.769	10.029	-13.885
64.625	2.132	64.578	10.014	7.262	10.121	-13.296
64.750	2.222	64.743	8.961	6.581	9.791	-12.582
64.875	2.307	65.292	7.642	5.755	8.598	-11.827
65.000	2.355	70.032	6.476	4.969	6.540	-11.108
65.125	2.358	75.276	5.853	4.492	5.356	-10.538
65.250	2.333	77.433	5.761	4.404	5.070	-10.150
65.375	2.286	77.538	6.184	4.744	5.650	-9.941
65.500	2.221	75.453	7.104	5.516	6.823	-9.906
65.625	2.152	67.677	8.499	6.706	8.689	-10.063
65.750	2.106	57.898	9.982	8.004	10.142	-10.312
65.875	2.099	52.486	11.026	9.017	12.169	-10.556
66.000	2.135	53.317	11.114	9.348	15.561	-10.724
66.125	2.196	57.608	10.048	8.765	18.018	-10.783
66.250	2.255	62.834	8.593	7.736	13.031	-10.678
66.375	2.296	67.340	7.334	6.671	8.513	-10.463
66.500	2.315	70.746	6.555	5.835	6.412	-10.187
66.625	2.313	74.208	6.327	5.373	6.017	-9.940
66.750	2.306	76.612	6.416	5.210	6.288	-9.744
66.875	2.307	77.088	6.673	5.281	7.124	-9.659
67.000	2.318	76.717	6.997	5.501	8.442	-9.686
67.125	2.321	77.421	7.381	5.801	8.810	-9.824
67.250	2.292	78.442	7.847	6.127	8.187	-10.043
67.375	2.233	77.131	8.367	6.461	7.702	-10.318
67.500	2.181	71.783	8.823	6.772	8.465	-10.614
67.625	2.191	64.724	8.994	6.980	11.887	-10.890
67.750	2.260	63.074	8.828	7.025	15.930	-11.121
67.875	2.344	68.278	8.418	6.896	13.841	-11.291
68.000	2.389	74.394	7.977	6.657	8.907	-11.389
68.125	2.366	75.531	7.736	6.435	7.169	-11.395
68.250	2.316	74.726	7.690	6.303	7.493	-11.346
68.375	2.280	73.180	7.745	6.255	7.884	-11.261
68.500	2.273	70.039	7.804	6.248	8.358	-11.163
68.625	2.285	67.815	7.804	6.224	8.193	-11.072
68.750	2.293	70.112	7.761	6.159	7.510	-11.029
68.875	2.290	73.710	7.710	6.058	7.140	-11.060
69.000	2.282	74.079	7.701	5.948	7.112	-11.169
69.125	2.276	71.317	7.811	5.878	7.900	-11.343
69.250	2.265	70.826	8.077	5.906	7.899	-11.594
69.375	2.236	73.834	8.554	6.099	7.291	-11.926
69.500	2.186	77.238	9.286	6.520	7.093	-12.353
69.625	2.143	75.895	10.296	7.236	8.596	-12.859
69.750	2.140	69.486	11.446	8.140	10.938	-13.406
69.875	2.177	61.764	12.574	9.085	12.094	-13.940
70.000	2.221	57.308	13.466	9.878	11.905	-14.459
70.125	2.225	57.640	13.885	10.301	11.572	-14.949
70.250	2.187	58.593	13.942	10.418	11.606	-15.399
70.375	2.129	57.610	13.828	10.372	11.591	-15.771
70.500	2.082	56.045	13.737	10.316	11.522	-16.052
70.625	2.070	55.837	13.816	10.358	11.395	-16.220
70.750	2.083	55.876	14.056	10.495	11.391	-16.336
70.875	2.107	55.020	14.392	10.697	11.494	-16.402
71.000	2.128	54.039	14.726	10.910	11.659	-16.443
71.125	2.144	53.706	14.981	11.081	11.848	-16.406
71.250	2.158	54.003	15.195	11.202	11.882	-16.281
71.375	2.170	54.040	15.418	11.289	11.773	-16.055
71.500	2.177	53.865	15.643	11.355	11.637	-15.741
71.625	2.176	53.502	15.781	11.394	11.488	-15.376
71.750	2.170	53.546	15.780	11.406	11.478	-14.990
71.875	2.167	53.739	15.671	11.398	11.581	-14.609
72.000	2.173	54.357	15.601	11.407	11.655	-14.239
72.125	2.184	56.901	15.901	11.552	11.451	-13.959
72.250	2.195	57.792	16.777	11.954	11.277	-13.742
72.375	2.211	55.070	18.295	12.709	11.381	-13.621
72.500	2.246	51.735	20.283	13.800	12.015	-13.592
72.625	2.302	53.324	22.191	15.027	14.586	-13.628
72.750	2.348	57.605	23.252	15.949	19.566	-13.690
72.875	2.351	60.968	22.965	16.180	22.003	-13.817
73.000	2.304	62.917	21.428	15.606	16.911	-13.995
73.125	2.227	62.322	19.376	14.474	13.044	-14.212
73.250	2.155	60.300	17.715	13.350	11.656	-14.493
73.375	2.105	59.185	16.743	12.521	11.442	-14.824
73.500	2.074	59.536	16.400	12.091	11.423	-15.192
73.625	2.067	58.578	16.449	12.060	11.431	-15.608
73.750	2.080	56.298	16.566	12.203	11.506	-16.058
73.875	2.112	54.662	16.655	12.372	11.608	-16.508
74.000	2.147	54.780	16.712	12.478	11.522	-16.919
74.125	2.168	57.810	16.699	12.480	11.305	-17.262
74.250	2.174	62.333	16.562	12.402	11.161	-17.523
74.375	2.172	64.397	16.278	12.257	10.996	-17.720
74.500	2.167	60.778	15.872	12.050	10.820	-17.816
74.625	2.156	55.780	15.388	11.776	10.764	-17.786
74.750	2.138	56.676	14.897	11.472	10.771	-17.621
74.875	2.116	61.480	14.450	11.195	10.700	-17.351
75.000	2.102	65.123	14.122	11.014	10.529	-17.017
75.125	2.104	64.566	14.054	11.026	10.381	-16.673
75.250	2.116	61.387	14.247	11.227	10.528	-16.327
75.375	2.131	56.925	14.605	11.562	10.737	-15.971
75.500	2.148	53.545	14.902	11.883	10.691	-15.619
75.625	2.177	54.181	14.733	11.885	10.483	-15.257
75.750	2.217	57.883	13.948	11.409	10.228	-14.905
75.875	2.262	63.347	12.614	10.469	9.859	-14.506
76.000	2.298	71.632	11.008	9.256	9.115	-14.099
76.125	2.314	81.274	9.486	8.045	8.002	-13.664
76.250	2.317	88.784	8.261	7.021	7.133	-13.272
76.375	2.317	92.636	7.437	6.265	6.981	-12.921
76.500	2.317	94.142	7.064	5.812	7.157	-12.646
76.625	2.315	96.323	7.257	5.745	6.866	-12.474
76.750	2.305	96.226	7.968	6.039	6.411	-12.408
76.875	2.282	89.675	9.185	6.712	6.723	-12.457
77.000	2.243	76.995	10.764	7.715	8.086	-12.598
77.125	2.196	64.795	12.297	8.833	9.626	-12.798
77.250	2.158	58.378	13.308	9.700	10.086	-13.004
77.375	2.139	57.723	13.718	10.175	9.979	-13.205
77.500	2.153	59.857	13.996	10.472	9.838	-13.385
77.625	2.211	60.194	15.100	11.148	10.081	-13.519
77.750	2.300	57.600	17.457	12.566	12.529	-13.583
77.875	2.393	54.480	20.949	14.804	20.963	-13.551
78.000	2.450	53.591	24.732	17.482	45.623	-13.422
78.125	2.425	55.694	26.825	19.372	58.273	-13.187
78.250	2.343	56.997	26.236	19.521	39.765	-12.881
78.375	2.249	55.520	23.638	18.099	19.860	-12.535
78.500	2.181	52.580	20.706	16.128	12.418	-12.158
78.625	2.158	52.337	18.835	14.634	10.817	-11.775
78.750	2.183	54.356	17.891	13.769	10.525	-11.404
78.875	2.260	56.237	17.270	13.252	10.392	-11.111
79.000	2.372	59.060	16.352	12.661	10.413	-10.889
79.125	2.461	65.975	14.829	11.651	10.718	-10.791
79.250	2.477	75.306	13.096	10.376	10.626	-10.754
79.375	2.427	83.521	11.557	9.115	9.206	-10.786
79.500	2.346	87.446	10.436	8.108	8.026	-10.883
79.625	2.283	87.099	9.795	7.510	7.650	-11.044
79.750	2.253	86.253	9.437	7.224	7.651	-11.255
79.875	2.243	86.014	9.240	7.134	7.704	-11.493
80.000	2.242	86.259	9.092	7.091	7.795	-11.755
80.125	2.245	86.964	8.903	6.965	8.306	-11.992
80.250	2.257	89.285	8.700	6.779	8.529	-12.253
80.375	2.276	92.193	8.606	6.642	8.180	-12.491
80.500	2.291	93.129	8.790	6.677	7.371	-12.707
80.625	2.287	89.940	9.408	7.000	7.846	-12.868
80.750	2.273	81.532	10.287	7.530	10.190	-12.994
80.875	2.265	71.384	11.158	8.134	13.291	-13.103
81.000	2.272	66.427	11.716	8.629	12.516	-13.153
81.125	2.286	72.180	11.733	8.800	10.728	-13.152
81.250	2.290	79.141	11.437	8.683	9.257	-13.092
81.375	2.277	81.323	11.082	8.403	8.831	-12.964
81.500	2.258	80.892	10.821	8.099	9.042	-12.756
81.625	2.248	80.334	10.607	7.835	9.032	-12.512
81.750	2.252	77.126	10.285	7.560	8.627	-12.265
81.875	2.265	72.124	9.771	7.202	8.300	-11.990
82.000	2.280	71.826	9.092	6.729	8.170	-11.731
82.125	2.296	82.009	8.404	6.199	7.750	-11.484
82.250	2.309	93.733	7.900	5.746	6.849	-11.230
82.375	2.315	99.268	7.659	5.463	6.316	-11.005
82.500	2.311	97.341	7.654	5.383	6.324	-10.822
82.625	2.296	89.768	7.834	5.511	6.857	-10.692
82.750	2.281	82.689	8.095	5.756	7.382	-10.596
82.875	2.271	80.928	8.368	6.030	7.909	-10.559
83.000	2.266	84.148	8.554	6.231	7.965	-10.565
83.125	2.264	87.188	8.501	6.249	7.462	-10.612
83.250	2.264	88.830	8.206	6.098	7.488	-10.706
83.375	2.272	91.741	7.742	5.826	7.558	-10.840
83.500	2.289	96.595	7.258	5.513	6.879	-11.005
83.625	2.313	99.080	6.952	5.254	6.222	-11.180
83.750	2.335	97.238	6.852	5.090	6.014	-11.353
83.875	2.349	91.466	6.902	5.030	6.045	-11.488
84.000	2.353	87.490	7.025	5.058	6.125	-11.615
84.125	2.352	92.579	7.149	5.153	6.300	-11.728
84.250	2.350	99.760	7.248	5.279	6.447	-11.832
84.375	2.348	102.250	7.321	5.425	6.450	-11.917
84.500	2.346	100.414	7.363	5.578	6.541	-11.987
84.625	2.346	96.746	7.327	5.693	6.539	-12.012
84.750	2.345	93.692	7.181	5.725	6.605	-12.009
84.875	2.340	92.322	6.935	5.658	6.880	-11.987
85.000	2.332	92.446	6.665	5.515	7.048	-11.938
85.125	2.322	92.518	6.529	5.364	6.847	-11.926
85.250	2.314	91.400	6.637	5.285	6.349	-11.899
85.375	2.305	90.968	7.011	5.315	6.277	-11.867
85.500	2.291	90.889	7.569	5.456	6.717	-11.816
85.625	2.274	86.310	8.136	5.675	7.129	-11.786
85.750	2.259	78.027	8.577	5.918	7.676	-11.752
85.875	2.246	70.892	8.952	6.201	8.125	-11.710
86.000	2.236	68.994	9.519	6.618	8.278	-11.682
86.125	2.228	68.777	10.790	7.396	8.400	-11.624
86.250	2.227	67.460	12.974	8.670	9.956	-11.578
86.375	2.236	65.991	16.080	10.529	21.004	-11.537
86.500	2.253	64.635	19.752	12.882	34.615	-11.499
86.625	2.264	61.289	22.973	15.221	39.667	-11.472
86.750	2.256	57.790	24.670	16.754	33.826	-11.472
86.875	2.233	57.046	24.451	17.057	25.620	-11.549
87.000	2.209	57.238	22.845	16.329	20.689	-11.676
87.125	2.200	56.421	20.917	15.186	18.908	-11.871
87.250	2.204	55.825	19.479	14.231	18.020	-12.091
87.375	2.213	55.815	18.748	13.663	17.387	-12.311
87.500	2.215	57.214	18.715	13.519	16.877	-12.518
87.625	2.198	61.168	19.340	13.817	16.751	-12.729
87.750	2.176	66.021	20.314	14.381	17.358	-12.915
87.875	2.164	67.059	21.401	15.060	18.573	-13.046
88.000	2.177	61.467	22.357	15.685	19.579	-13.086
88.125	2.210	54.611	22.903	16.082	19.771	-12.997
88.250	2.238	51.943	23.052	16.263	19.426	-12.830
88.375	2.246	53.773	22.939	16.311	19.113	-12.607
88.500	2.235	56.675	22.748	16.330	19.413	-12.378
88.625	2.217	57.666	22.633	16.404	19.982	-12.126
88.750	2.204	57.389	22.638	16.530	20.229	-11.874
88.875	2.196	57.604	22.763	16.677	20.035	-11.609
89.000	2.184	58.887	22.959	16.815	19.820	-11.383
89.125	2.164	59.088	23.132	16.929	19.759	-11.192
89.250	2.148	56.985	23.221	17.022	19.641	-11.032
89.375	2.149	55.058	23.199	17.077	19.479	-10.936
89.500	2.173	56.346	23.068	17.062	19.343	-10.883
89.625	2.215	58.421	22.852	16.935	19.276	-10.895
89.750	2.254	57.023	22.597	16.711	19.152	-10.919
89.875	2.272	53.725	22.253	16.396	18.928	-10.930
90.000	2.262	53.536	21.711	15.975	18.951	-10.901
90.125	2.232	55.943	20.895	15.423	19.046	-10.854
90.250	2.204	56.458	19.996	14.822	18.656	-10.822
90.375	2.188	55.645	19.274	14.294	17.890	-10.757
90.500	2.185	56.000	18.956	13.972	17.023	-10.651
90.625	2.188	56.565	19.239	14.020	16.767	-10.469
90.750	2.189	57.327	19.960	14.414	17.682	-10.266
90.875	2.192	59.249	20.906	15.088	19.231	-10.077
91.000	2.198	61.699	21.838	15.901	19.782	-9.924
91.125	2.207	60.823	22.528	16.652	19.219	-9.767
91.250	2.210	57.391	22.944	17.208	19.035	-9.576
91.375	2.202	55.189	23.112	17.547	19.510	-9.367
91.500	2.189	54.669	23.102	17.725	19.858	-9.155
91.625	2.176	56.661	22.984	17.812	19.710	-8.972
91.750	2.166	59.260	22.831	17.871	19.350	-8.829
91.875	2.156	60.260	22.712	17.926	19.063	-8.717
92.000	2.146	58.392	22.666	17.977	18.977	-8.606
92.125	2.142	54.894	22.466	17.865	19.261	-8.594
92.250	2.149	54.707	21.660	17.310	20.050	-8.655
92.375	2.171	58.960	19.866	16.067	20.908	-8.803
92.500	2.209	64.530	17.127	14.162	21.339	-9.051
92.625	2.255	67.438	14.048	11.980	19.429	-9.396
92.750	2.296	71.341	11.462	10.066	13.115	-9.802
92.875	2.316	78.372	9.756	8.679	8.029	-10.254
93.000	2.312	83.839	8.972	7.889	7.430	-10.773
93.125	2.286	80.351	9.008	7.711	7.877	-11.282
93.250	2.258	72.903	9.446	7.922	8.635	-11.783
93.375	2.239	67.816	10.062	8.381	9.180	-12.251
93.500	2.231	66.110	10.732	8.961	9.478	-12.646
93.625	2.227	66.433	11.418	9.563	9.239	-12.990
93.750	2.226	66.866	12.113	10.130	9.004	-13.278
93.875	2.230	65.531	12.771	10.629	9.198	-13.512
94.000	2.241	63.616	13.265	10.996	10.042	-13.641
94.125	2.254	64.297	13.360	11.089	10.637	-13.710
94.250	2.259	66.753	13.074	10.918	10.358	-13.736
94.375	2.252	68.411	12.582	10.568	10.028	-13.739
94.500	2.236	68.256	12.141	10.194	10.172	-13.702
94.625	2.220	68.739	12.060	9.993	10.150	-13.560
94.750	2.209	69.372	12.429	10.048	10.205	-13.312
94.875	2.207	68.812	13.236	10.379	10.782	-13.008
95.000	2.210	66.544	14.368	10.937	11.439	-12.677
95.125	2.216	63.556	15.677	11.644	11.616	-12.274
95.250	2.217	62.731	17.027	12.407	11.837	-11.822
95.375	2.211	63.636	18.417	13.234	12.153	-11.325
95.500	2.203	64.150	19.932	14.195	12.507	-10.840
95.625	2.212	63.231	21.710	15.410	13.764	-10.393
95.750	2.249	63.309	23.595	16.803	17.800	-10.010
95.875	2.304	64.088	25.234	18.157	27.659	-9.654
96.000	2.352	63.448	26.187	19.137	39.038	-9.314
96.125	2.356	60.672	26.043	19.358	32.982	-9.055
96.250	2.316	58.741	25.173	18.984	21.229	-8.862
96.375	2.254	58.399	23.987	18.269	14.859	-8.757
96.500	2.193	59.404	22.694	17.376	12.583	-8.728
96.625	2.160	61.756	21.100	16.231	11.983	-8.798
96.750	2.165	65.334	19.028	14.763	11.805	-8.923
96.875	2.203	67.819	16.540	13.006	11.517	-9.131
97.000	2.253	68.078	13.965	11.161	10.502	-9.436
97.125	2.288	70.313	11.805	9.542	8.891	-9.779
97.250	2.300	76.054	10.211	8.265	7.937	-10.141
97.375	2.297	82.559	9.132	7.325	7.777	-10.461
97.500	2.295	86.639	8.425	6.667	7.681	-10.742
97.625	2.299	86.292	8.008	6.278	7.388	-10.959
97.750	2.303	83.864	7.796	6.083	7.173	-11.142
97.875	2.300	80.963	7.820	6.085	7.009	-11.233
98.000	2.290	79.607	8.158	6.320	7.303	-11.218
98.125	2.276	77.868	8.981	6.913	7.958	-11.072
98.250	2.258	73.004	10.284	7.872	8.529	-10.843
98.375	2.239	67.607	12.000	9.194	9.148	-10.587
98.500	2.222	64.381	13.868	10.748	10.304	-10.315
98.625	2.211	62.914	15.244	12.103	11.955	-10.031
98.750	2.215	61.551	15.549	12.726	12.892	-9.741
98.875	2.235	60.860	14.575	12.314	12.765	-9.497
99.000	2.265	62.026	12.689	11.016	11.512	-9.302
99.125	2.291	66.736	10.670	9.354	9.863	-9.232
99.250	2.306	73.362	9.103	7.900	8.672	-9.232
99.375	2.313	80.161	8.102	6.847	7.874	-9.300
99.500	2.316	84.755	7.583	6.204	7.023	-9.436
99.625	2.316	85.746	7.426	5.918	6.651	-9.636
99.750	2.317	84.780	7.421	5.801	6.667	-9.891
99.875	2.317	83.758	7.464	5.742	6.815	-10.168
100.000	2.314	85.381	7.494	5.678	7.144	-10.449
100.125	2.310	86.455	7.560	5.643	6.565	-10.718
100.250	2.309	83.940	7.823	5.745	6.698	-11.002
100.375	2.309	78.486	8.486	6.110	7.372	-11.272
100.500	2.306	72.296	9.729	6.857	8.160	-11.481
100.625	2.291	65.404	11.678	8.108	9.416	-11.623
100.750	2.265	59.651	13.895	9.628	11.948	-11.707
100.875	2.238	59.256	15.695	10.998	12.856	-11.786
101.000	2.224	63.229	16.315	11.688	12.304	-11.890
101.125	2.233	66.575	15.268	11.275	11.495	-12.018
101.250	2.256	69.085	13.402	10.225	10.363	-12.134
101.375	2.278	74.307	11.512	9.029	8.778	-12.222
101.500	2.290	80.243	10.106	8.033	7.965	-12.286
101.625	2.290	80.058	9.383	7.414	8.029	-12.340
101.750	2.287	78.370	9.120	7.099	8.132	-12.387
101.875	2.289	79.761	9.191	7.039	8.440	-12.389
102.000	2.293	80.827	9.491	7.170	8.537	-12.372
102.125	2.296	77.263	9.959	7.422	8.573	-12.276
102.250	2.292	73.970	10.497	7.704	8.550	-12.158
102.375	2.283	74.495	11.017	7.965	8.938	-12.050
102.500	2.271	76.985	11.404	8.157	9.399	-11.975
102.625	2.259	79.459	11.499	8.219	9.444	-11.925
102.750	2.255	81.087	11.299	8.162	9.063	-11.896
102.875	2.269	80.591	10.817	7.988	8.916	-11.913
103.000	2.306	79.338	10.100	7.704	9.024	-11.951
103.125	2.359	81.275	9.245	7.321	9.164	-12.085
103.250	2.398	84.070	8.438	6.914	9.074	-12.250
103.375	2.402	84.655	7.836	6.558	8.561	-12.447
103.500	2.367	81.946	7.566	6.336	7.647	-12.653
103.625	2.316	78.094	7.763	6.357	7.334	-12.866
103.750	2.275	75.536	8.316	6.593	7.797	-13.025
103.875	2.257	74.732	9.077	6.974	8.812	-13.110
104.000	2.259	74.686	9.809	7.370	9.616	-13.129
104.125	2.271	73.308	10.151	7.584	10.261	-13.065
104.250	2.286	72.375	10.006	7.543	10.805	-12.976
104.375	2.301	73.183	9.510	7.296	9.841	-12.865
104.500	2.309	75.235	8.952	6.979	8.559	-12.726
104.625	2.307	76.873	8.636	6.753	7.895	-12.553
104.750	2.296	78.445	8.592	6.656	7.595	-12.408
104.875	2.283	79.341	8.718	6.661	7.768	-12.318
105.000	2.276	78.949	8.866	6.706	8.222	-12.274
105.125	2.278	80.648	8.929	6.734	8.485	-12.279
105.250	2.278	82.935	8.970	6.753	8.181	-12.317
105.375	2.266	82.704	9.101	6.817	7.899	-12.387
105.500	2.240	78.308	9.413	6.986	8.120	-12.512
105.625	2.215	72.895	9.979	7.325	8.602	-12.694
105.750	2.207	69.782	10.749	7.826	9.351	-12.900
105.875	2.219	67.205	11.679	8.481	10.177	-13.060
106.000	2.235	66.261	12.732	9.262	10.354	-13.177
106.125	2.234	68.659	13.881	10.115	10.280	-13.202
106.250	2.216	71.832	15.017	10.928	10.608	-13.190
106.375	2.189	72.036	15.908	11.550	11.397	-13.132
106.500	2.162	68.472	16.196	11.777	11.720	-13.031
106.625	2.149	66.342	15.447	11.340	11.352	-12.878
106.750	2.153	67.679	13.996	10.436	10.958	-12.738
106.875	2.179	71.786	12.440	9.405	10.342	-12.639
107.000	2.228	77.735	11.456	8.647	9.404	-12.573
107.125	2.291	82.189	11.773	8.593	8.498	-12.547
107.250	2.335	80.975	13.398	9.309	8.980	-12.497
107.375	2.336	72.882	16.143	10.786	11.508	-12.419
107.500	2.297	61.826	19.430	12.794	14.708	-12.341
107.625	2.243	56.547	22.029	14.686	16.898	-12.286
107.750	2.199	56.568	23.064	15.760	17.407	-12.262
107.875	2.176	58.277	22.628	15.873	16.190	-12.238
108.000	2.168	59.861	21.589	15.453	13.808	-12.189
108.125	2.159	61.030	20.948	15.140	12.630	-12.093
108.250	2.142	58.779	20.975	15.209	13.100	-11.984
108.375	2.119	54.507	21.517	15.610	14.899	-11.894
108.500	2.098	52.787	22.262	16.145	16.560	-11.810
108.625	2.093	54.705	22.743	16.511	15.970	-11.737
108.750	2.108	56.067	22.668	16.536	14.265	-11.636
108.875	2.135	56.736	21.982	16.195	13.274	-11.526
109.000	2.162	58.456	20.849	15.582	12.915	-11.462
109.125	2.177	61.433	19.539	14.841	12.769	-11.493
109.250	2.182	62.958	18.322	14.129	12.396	-11.569
109.375	2.184	61.644	17.342	13.535	11.820	-11.682
109.500	2.185	58.803	16.721	13.139	11.315	-11.786
109.625	2.180	56.797	16.631	13.058	11.116	-11.874
109.750	2.165	56.977	16.957	13.233	11.276	-11.948
109.875	2.146	59.851	17.412	13.492	11.653	-12.057
110.000	2.135	65.135	17.494	13.525	12.369	-12.170
110.125	2.150	68.282	16.585	12.917	12.886	-12.285
110.250	2.187	69.924	14.904	11.769	12.850	-12.430
