#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
79.375	2.298	-20.147	7.844	4.906	7.844	139.541	8.276	5.554	6.353
79.500	2.270	-21.317	7.551	5.188	7.551	137.299	8.680	5.826	6.960
79.625	2.235	-22.566	7.301	5.490	7.301	129.590	9.050	6.107	7.398
79.750	2.199	-23.833	7.096	5.694	7.096	115.598	9.350	6.372	7.715
79.875	2.167	-25.059	6.977	5.759	6.977	97.368	9.566	6.601	8.435
80.000	2.139	-26.179	6.924	5.706	6.924	79.800	9.700	6.773	9.181
80.125	2.118	-27.146	6.881	5.605	6.881	69.292	9.752	6.859	9.509
80.250	2.104	-27.914	6.852	5.535	6.852	65.452	9.750	6.873	9.451
80.375	2.098	-28.481	6.847	5.532	6.847	66.454	9.703	6.834	9.273
80.500	2.098	-28.783	6.861	5.591	6.861	67.328	9.635	6.767	9.290
80.625	2.102	-28.822	6.886	5.665	6.886	64.605	9.576	6.696	9.423
80.750	2.108	-28.635	6.916	5.692	6.916	60.755	9.543	6.639	9.525
80.875	2.114	-28.284	6.907	5.660	6.907	59.256	9.541	6.611	9.563
81.000	2.122	-27.780	6.877	5.602	6.877	61.210	9.568	6.618	9.561
81.125	2.129	-27.105	6.905	5.593	6.905	64.760	9.630	6.668	9.588
81.250	2.135	-26.298	6.975	5.663	6.975	67.292	9.730	6.744	9.723
81.375	2.135	-25.355	7.066	5.787	7.066	68.799	9.864	6.836	9.814
81.500	2.128	-24.280	7.174	5.895	7.174	69.378	10.006	6.931	9.841
81.625	2.118	-23.011	7.306	5.888	7.306	68.019	10.084	7.002	9.907
81.750	2.115	-21.590	7.452	5.749	7.452	66.061	10.051	7.019	10.160
81.875	2.133	-20.036	7.606	5.509	7.606	66.200	9.886	6.957	10.326
82.000	2.177	-18.400	7.748	5.247	7.748	70.789	9.594	6.803	9.949
82.125	2.240	-16.788	7.850	5.071	7.850	80.569	9.197	6.563	8.645
82.250	2.297	-15.256	7.910	5.007	7.910	91.792	8.775	6.296	7.340
82.375	2.334	-13.870	7.948	5.014	7.948	99.523	8.393	6.045	6.416
82.500	2.353	-12.667	8.016	5.012	8.016	101.935	8.118	5.854	6.116
82.625	2.362	-11.743	8.087	4.915	8.087	103.354	8.036	5.775	5.916
82.750	2.367	-11.060	8.022	4.740	8.022	106.089	8.120	5.805	5.976
82.875	2.366	-10.611	7.902	4.559	7.902	107.444	8.307	5.921	6.065
83.000	2.356	-10.357	7.783	4.460	7.783	106.698	8.505	6.073	6.124
83.125	2.344	-10.225	7.659	4.512	7.659	104.833	8.603	6.179	6.403
83.250	2.338	-10.182	7.530	4.651	7.530	104.176	8.554	6.182	6.659
83.375	2.340	-10.185	7.378	4.789	7.378	104.667	8.360	6.065	6.229
83.500	2.345	-10.233	7.151	4.845	7.151	108.423	8.084	5.861	5.673
83.625	2.346	-10.306	6.872	4.785	6.872	113.060	7.843	5.645	5.453
83.750	2.348	-10.430	6.698	4.713	6.698	113.989	7.731	5.495	5.391
83.875	2.359	-10.605	6.559	4.745	6.559	112.462	7.774	5.448	5.385
84.000	2.377	-10.853	6.423	4.967	6.423	110.482	7.935	5.498	5.568
84.125	2.392	-11.187	6.299	5.420	6.299	107.736	8.139	5.619	6.306
84.250	2.394	-11.588	6.212	6.000	6.212	103.119	8.360	5.786	7.136
84.375	2.394	-12.062	6.267	6.630	6.267	97.336	8.717	6.050	7.525
84.500	2.407	-12.603	6.536	7.279	6.536	90.267	9.472	6.527	7.208
84.625	2.449	-13.229	7.049	7.988	7.049	81.800	11.102	7.483	7.757
84.750	2.512	-13.932	7.741	8.782	7.741	75.321	13.660	9.014	10.071
84.875	2.573	-14.694	8.601	9.618	8.601	72.539	16.869	11.068	14.561
85.000	2.598	-15.506	9.519	10.375	9.519	71.104	19.821	13.193	19.822
85.125	2.560	-16.337	10.218	10.831	10.218	69.164	20.635	14.173	23.446
85.250	2.475	-17.177	10.586	10.928	10.586	69.037	18.918	13.488	24.459
85.375	2.364	-17.958	10.632	10.724	10.632	72.491	15.781	11.693	20.728
85.500	2.262	-18.665	10.442	10.400	10.442	76.797	12.940	9.857	13.608
85.625	2.220	-19.215	10.145	10.261	10.145	76.872	11.780	8.871	10.754
85.750	2.261	-19.644	9.845	10.512	9.845	75.813	12.370	8.892	10.744
85.875	2.384	-19.985	9.529	11.188	9.529	78.014	14.680	10.034	13.545
86.000	2.551	-20.286	9.284	12.119	9.284	81.526	18.447	12.330	20.919
86.125	2.675	-20.597	9.391	12.879	9.391	80.663	22.669	15.456	32.324
86.250	2.702	-20.920	9.806	13.094	9.806	76.996	25.242	17.918	39.317
86.375	2.642	-21.325	10.289	12.606	10.289	73.754	24.634	18.270	40.410
86.500	2.530	-21.786	10.658	11.514	10.658	70.408	21.175	16.320	35.792
86.625	2.404	-22.359	10.831	10.133	10.831	65.775	16.868	13.307	25.839
86.750	2.295	-22.953	10.845	8.888	10.845	62.699	13.457	10.663	16.291
86.875	2.216	-23.525	10.745	7.982	10.745	62.999	11.274	8.759	11.198
87.000	2.174	-24.017	10.543	7.455	10.543	65.255	10.142	7.566	9.540
87.125	2.164	-24.386	10.263	7.241	10.263	67.339	9.873	7.032	9.355
87.250	2.165	-24.645	10.033	7.136	10.033	71.141	10.076	6.929	9.368
87.375	2.172	-24.771	10.032	7.033	10.032	76.066	10.548	7.142	9.487
87.500	2.189	-24.821	10.311	6.895	10.311	77.829	11.114	7.542	9.661
87.625	2.217	-24.780	10.663	6.752	10.663	76.751	11.607	7.986	11.095
87.750	2.246	-24.725	10.994	6.658	10.994	78.463	11.921	8.332	14.867
87.875	2.260	-24.665	11.298	6.639	11.298	82.724	11.990	8.492	18.812
88.000	2.251	-24.586	11.520	6.686	11.520	83.979	11.812	8.438	13.110
88.125	2.223	-24.481	11.634	6.730	11.634	78.972	11.447	8.199	10.095
88.250	2.193	-24.332	11.661	6.677	11.661	72.434	11.041	7.892	9.180
88.375	2.172	-24.170	11.570	6.485	11.570	68.062	10.671	7.588	9.222
88.500	2.162	-23.968	11.317	6.191	11.317	67.351	10.378	7.330	9.050
88.625	2.162	-23.769	10.994	5.907	10.994	69.457	10.174	7.143	8.721
88.750	2.162	-23.545	10.630	5.744	10.630	72.484	10.027	7.012	8.534
88.875	2.161	-23.318	10.229	5.738	10.229	75.128	9.931	6.927	8.328
89.000	2.160	-23.093	9.869	5.838	9.869	76.877	9.883	6.881	8.117
89.125	2.161	-22.883	9.571	5.928	9.571	76.702	9.884	6.877	8.260
89.250	2.166	-22.670	9.332	5.931	9.332	75.139	9.917	6.904	8.437
89.375	2.175	-22.453	9.138	5.845	9.138	73.944	9.982	6.956	8.493
89.500	2.183	-22.242	9.005	5.735	9.005	75.295	10.072	7.025	8.464
89.625	2.187	-22.032	8.981	5.710	8.981	79.817	10.166	7.093	8.513
89.750	2.189	-21.829	9.017	5.803	9.017	82.328	10.233	7.143	8.473
89.875	2.190	-21.625	9.068	5.974	9.068	80.524	10.264	7.170	8.342
90.000	2.192	-21.416	9.126	6.132	9.126	78.974	10.265	7.176	8.123
90.125	2.193	-21.200	9.206	6.167	9.206	80.378	10.245	7.164	8.032
90.250	2.186	-21.012	9.145	6.083	9.145	81.859	10.209	7.142	7.986
90.375	2.174	-20.847	8.951	5.946	8.951	81.692	10.151	7.107	7.974
90.500	2.164	-20.669	8.847	5.835	8.847	81.440	10.066	7.055	7.846
90.625	2.167	-20.488	8.700	5.815	8.700	82.043	9.952	6.980	7.640
90.750	2.182	-20.296	8.532	5.860	8.532	81.525	9.823	6.890	7.631
90.875	2.200	-20.080	8.372	5.922	8.372	80.300	9.683	6.792	7.767
91.000	2.211	-19.861	8.215	5.943	8.215	79.359	9.542	6.699	7.912
91.125	2.211	-19.642	8.054	5.890	8.054	78.713	9.443	6.637	7.772
91.250	2.207	-19.399	8.076	5.815	8.076	77.000	9.441	6.637	7.566
91.375	2.203	-19.106	8.298	5.781	8.298	73.019	9.584	6.730	7.389
91.500	2.200	-18.791	8.526	5.841	8.526	69.409	9.876	6.931	7.534
91.625	2.195	-18.390	8.841	6.014	8.841	70.892	10.261	7.217	7.780
91.750	2.189	-17.953	9.140	6.214	9.140	74.169	10.585	7.490	8.057
91.875	2.185	-17.475	9.352	6.344	9.352	74.620	10.710	7.653	8.406
92.000	2.187	-17.018	9.478	6.324	9.478	73.142	10.556	7.636	8.095
92.125	2.195	-16.578	9.529	6.120	9.529	76.658	10.119	7.409	7.130
92.250	2.204	-16.212	9.472	5.842	9.472	82.945	9.582	7.085	6.570
92.375	2.217	-15.941	9.293	5.611	9.293	86.754	9.089	6.758	6.591
92.500	2.233	-15.777	8.980	5.521	8.980	86.411	8.729	6.500	6.734
92.625	2.247	-15.755	8.515	5.614	8.515	85.662	8.560	6.363	6.566
92.750	2.248	-15.819	8.001	5.783	8.001	85.302	8.550	6.335	6.671
92.875	2.235	-15.951	7.727	5.924	7.727	82.746	8.699	6.422	7.003
93.000	2.220	-16.092	7.713	5.968	7.713	78.183	9.006	6.630	7.362
93.125	2.231	-16.211	7.775	5.915	7.775	74.483	9.446	6.961	7.471
93.250	2.274	-16.274	7.906	5.864	7.906	71.278	9.899	7.336	7.857
93.375	2.335	-16.265	8.003	5.878	8.003	67.946	10.222	7.651	9.558
93.500	2.383	-16.206	8.030	5.968	8.030	66.628	10.278	7.788	12.662
93.625	2.388	-16.073	8.076	6.077	8.076	72.510	9.976	7.637	11.113
93.750	2.362	-15.930	8.191	6.113	8.191	81.353	9.478	7.290	8.136
93.875	2.330	-15.829	8.153	6.029	8.153	87.294	8.943	6.862	6.630
94.000	2.310	-15.770	7.934	5.841	7.934	89.559	8.512	6.476	6.169
94.125	2.303	-15.794	7.697	5.662	7.697	89.545	8.309	6.246	6.267
94.250	2.296	-15.870	7.453	5.629	7.453	87.776	8.321	6.180	6.467
94.375	2.278	-15.996	7.269	5.822	7.269	83.569	8.542	6.270	6.698
94.500	2.248	-16.110	7.182	6.242	7.182	78.135	8.983	6.512	7.046
94.625	2.225	-16.239	7.285	6.787	7.285	73.445	9.634	6.911	7.762
94.750	2.231	-16.289	7.583	7.275	7.583	69.789	10.317	7.373	8.137
94.875	2.273	-16.256	7.970	7.623	7.970	68.430	10.839	7.787	8.797
95.000	2.338	-16.150	8.296	7.851	8.296	68.558	11.062	8.054	10.072
95.125	2.397	-16.026	8.566	8.108	8.566	70.730	11.012	8.153	11.058
95.250	2.436	-15.920	8.996	8.573	8.996	75.413	11.041	8.266	10.385
95.375	2.466	-15.870	9.649	9.342	9.649	80.562	11.524	8.611	9.366
95.500	2.506	-15.916	10.276	10.392	10.276	81.465	12.781	9.411	9.542
95.625	2.557	-16.117	10.848	11.570	10.848	75.443	15.136	10.969	12.560
95.750	2.602	-16.507	11.371	12.607	11.371	68.485	18.238	13.210	17.294
95.875	2.630	-17.076	11.835	13.294	11.835	64.293	21.395	15.794	21.867
96.000	2.625	-17.806	12.316	13.503	12.316	63.666	23.442	17.883	24.565
96.125	2.569	-18.686	12.673	13.176	12.673	64.485	22.944	18.144	24.980
96.250	2.474	-19.654	12.672	12.547	12.672	63.390	20.539	16.719	25.072
96.375	2.364	-20.678	12.338	11.810	12.338	61.024	17.456	14.461	22.518
96.500	2.265	-21.704	11.990	11.116	11.990	60.892	14.804	12.279	16.910
96.625	2.208	-22.704	11.622	10.547	11.622	65.824	13.240	10.778	11.733
96.750	2.196	-23.629	11.208	10.058	11.208	70.731	12.557	9.931	9.992
96.875	2.218	-24.457	10.813	9.616	10.813	72.081	12.510	9.626	9.733
97.000	2.249	-25.181	10.486	9.233	10.486	70.013	12.796	9.687	9.908
97.125	2.256	-25.755	10.347	8.982	10.347	67.266	13.080	9.897	10.104
97.250	2.241	-26.223	10.435	8.869	10.435	65.191	13.144	10.034	10.237
97.375	2.220	-26.586	10.731	8.856	10.731	63.152	12.981	10.031	10.333
97.500	2.206	-26.881	11.149	8.859	11.149	60.959	12.704	9.922	10.494
97.625	2.198	-27.078	11.590	8.781	11.590	58.470	12.463	9.793	10.693
97.750	2.192	-27.234	12.041	8.599	12.041	56.420	12.319	9.706	10.775
97.875	2.185	-27.308	12.555	8.346	12.555	55.449	12.256	9.661	10.735
98.000	2.182	-27.331	12.940	8.106	12.940	55.650	12.230	9.634	10.677
98.125	2.184	-27.280	13.245	8.021	13.245	58.080	12.205	9.596	10.649
98.250	2.191	-27.189	13.557	8.114	13.557	60.792	12.172	9.547	10.507
98.375	2.197	-27.053	13.727	8.315	13.727	61.924	12.141	9.499	10.310
98.500	2.197	-26.877	13.787	8.487	13.787	61.610	12.124	9.465	10.199
98.625	2.188	-26.649	13.746	8.480	13.746	61.127	12.130	9.459	10.181
98.750	2.175	-26.378	13.581	8.319	13.581	62.512	12.155	9.476	10.309
98.875	2.163	-26.103	13.327	8.111	13.327	65.448	12.196	9.506	10.474
99.000	2.161	-25.800	13.240	7.978	13.240	67.703	12.253	9.538	10.516
99.125	2.171	-25.463	13.237	8.006	13.237	68.926	12.322	9.558	10.465
99.250	2.187	-25.088	13.166	8.133	13.166	69.388	12.390	9.563	10.303
99.375	2.205	-24.668	13.121	8.282	13.121	68.360	12.441	9.559	10.082
99.500	2.218	-24.205	13.089	8.386	13.089	65.878	12.473	9.554	9.952
99.625	2.224	-23.692	13.080	8.388	13.080	65.119	12.509	9.574	9.889
99.750	2.222	-23.154	13.093	8.331	13.093	67.275	12.570	9.628	9.865
99.875	2.213	-22.589	13.092	8.288	13.092	69.544	12.660	9.707	9.837
100.000	2.200	-22.036	13.054	8.336	13.054	69.648	12.762	9.787	9.907
100.125	2.192	-21.524	13.012	8.512	13.012	68.418	12.871	9.847	10.192
100.250	2.194	-21.062	13.005	8.736	13.005	67.391	12.994	9.900	10.408
100.375	2.211	-20.667	12.987	8.911	12.987	66.444	13.133	9.966	10.512
100.500	2.234	-20.343	12.852	8.962	12.852	66.480	13.275	10.054	10.635
100.625	2.250	-20.131	12.811	8.869	12.811	68.003	13.378	10.155	11.400
100.750	2.250	-19.973	12.842	8.727	12.842	70.626	13.419	10.237	12.857
100.875	2.235	-19.898	12.832	8.628	12.832	72.175	13.389	10.272	13.622
101.000	2.213	-19.865	12.792	8.633	12.792	69.162	13.294	10.245	12.302
101.125	2.194	-19.877	12.743	8.735	12.743	62.872	13.140	10.156	11.239
101.250	2.181	-19.891	12.682	8.826	12.682	59.861	12.966	10.036	10.981
101.375	2.175	-19.906	12.657	8.820	12.657	61.148	12.808	9.911	11.066
101.500	2.173	-19.930	12.753	8.684	12.753	63.959	12.704	9.809	11.025
101.625	2.178	-19.934	12.747	8.464	12.747	65.448	12.672	9.755	10.668
101.750	2.184	-19.941	12.677	8.287	12.677	66.982	12.680	9.740	10.284
101.875	2.186	-19.934	12.661	8.228	12.661	67.422	12.698	9.753	10.213
102.000	2.181	-19.921	12.669	8.300	12.669	65.858	12.701	9.780	10.404
102.125	2.174	-19.900	12.682	8.446	12.682	64.395	12.677	9.810	10.770
102.250	2.171	-19.878	12.701	8.559	12.701	62.754	12.629	9.832	10.843
102.375	2.175	-19.869	12.723	8.577	12.723	60.272	12.568	9.849	10.766
102.500	2.183	-19.852	12.754	8.493	12.754	58.053	12.509	9.863	10.799
102.625	2.188	-19.859	12.816	8.357	12.816	56.487	12.475	9.884	11.019
102.750	2.187	-19.848	12.902	8.266	12.902	55.520	12.472	9.911	11.251
102.875	2.182	-19.832	13.008	8.279	13.008	56.277	12.493	9.939	11.416
103.000	2.176	-19.783	13.103	8.403	13.103	59.713	12.521	9.961	11.411
103.125	2.171	-19.735	13.140	8.594	13.140	62.098	12.534	9.968	11.196
103.250	2.167	-19.690	13.149	8.744	13.149	60.271	12.515	9.958	10.988
103.375	2.165	-19.645	13.162	8.787	13.162	57.894	12.464	9.935	10.686
103.500	2.162	-19.591	13.162	8.715	13.162	58.246	12.388	9.899	10.056
103.625	2.159	-19.508	13.118	8.575	13.118	60.615	12.292	9.844	9.760
103.750	2.158	-19.444	13.054	8.465	13.054	63.137	12.182	9.766	9.655
103.875	2.165	-19.374	12.970	8.448	12.970	66.652	12.068	9.671	9.682
104.000	2.183	-19.327	12.910	8.551	12.910	69.425	11.983	9.586	9.706
104.125	2.214	-19.260	12.973	8.756	12.973	67.515	12.028	9.590	9.748
104.250	2.244	-19.188	13.169	8.971	13.169	64.681	12.271	9.745	9.821
104.375	2.258	-19.093	13.518	9.115	13.518	64.500	12.715	10.071	10.087
104.500	2.252	-18.989	14.009	9.121	14.009	65.319	13.235	10.495	10.595
104.625	2.227	-18.881	14.485	8.947	14.485	63.507	13.527	10.797	11.025
104.750	2.202	-18.771	14.771	8.675	14.771	62.870	13.375	10.774	11.212
104.875	2.192	-18.706	14.816	8.395	14.816	66.874	12.758	10.376	10.637
105.000	2.204	-18.706	14.689	8.201	14.689	72.463	11.878	9.738	9.312
105.125	2.229	-18.797	14.446	8.172	14.446	75.893	11.107	9.127	8.224
105.250	2.252	-18.961	14.086	8.267	14.086	77.651	10.688	8.740	7.913
105.375	2.263	-19.194	13.506	8.420	13.506	75.755	10.683	8.649	8.643
105.500	2.262	-19.479	12.760	8.546	12.760	69.634	11.027	8.840	10.394
105.625	2.252	-19.809	12.103	8.564	12.103	63.748	11.575	9.245	11.145
105.750	2.238	-20.170	11.631	8.504	11.631	62.048	12.113	9.697	11.358
105.875	2.225	-20.513	11.436	8.456	11.436	63.575	12.544	10.093	11.483
106.000	2.217	-20.819	11.439	8.517	11.439	65.139	12.842	10.381	11.518
106.125	2.216	-21.052	11.515	8.742	11.515	65.774	12.996	10.546	11.541
106.250	2.217	-21.245	11.614	9.024	11.614	64.074	13.024	10.619	11.508
106.375	2.215	-21.388	11.791	9.238	11.791	62.005	12.916	10.600	11.616
106.500	2.209	-21.513	12.012	9.285	12.012	62.301	12.685	10.484	11.880
106.625	2.198	-21.602	12.177	9.128	12.177	63.758	12.376	10.276	11.948
106.750	2.185	-21.667	12.344	8.888	12.344	63.868	12.083	10.042	11.532
106.875	2.174	-21.709	12.466	8.674	12.466	62.676	11.873	9.836	10.816
107.000	2.169	-21.736	12.570	8.564	12.570	61.154	11.804	9.710	10.746
107.125	2.177	-21.763	12.695	8.619	12.695	59.989	11.931	9.710	10.973
107.250	2.194	-21.766	12.831	8.792	12.831	58.743	12.195	9.815	11.254
107.375	2.213	-21.777	12.966	9.010	12.966	56.944	12.520	9.990	11.439
107.500	2.225	-21.777	13.097	9.188	13.097	54.456	12.813	10.184	11.781
107.625	2.225	-21.791	13.240	9.231	13.240	52.176	12.964	10.331	12.009
107.750	2.221	-21.800	13.395	9.140	13.395	51.124	12.966	10.397	12.253
107.875	2.216	-21.827	13.573	8.958	13.573	50.721	12.849	10.373	12.412
108.000	2.213	-21.835	13.823	8.765	13.823	51.232	12.667	10.275	12.451
108.125	2.208	-21.850	13.908	8.655	13.908	54.850	12.479	10.131	12.036
108.250	2.199	-21.877	13.785	8.650	13.785	58.990	12.316	9.979	11.574
108.375	2.188	-21.895	13.706	8.708	13.706	59.663	12.179	9.837	11.492
108.500	2.180	-21.919	13.635	8.757	13.635	57.100	12.061	9.711	11.811
108.625	2.182	-21.917	13.528	8.729	13.528	55.043	11.976	9.620	11.766
108.750	2.186	-21.918	13.412	8.645	13.412	53.990	11.979	9.597	11.451
108.875	2.185	-21.886	13.288	8.565	13.288	53.624	12.123	9.679	11.323
109.000	2.180	-21.855	13.125	8.553	13.125	54.344	12.415	9.879	11.327
109.125	2.182	-21.775	13.135	8.652	13.135	54.979	12.802	10.165	11.453
109.250	2.194	-21.665	13.309	8.806	13.309	53.584	13.128	10.431	11.134
109.375	2.210	-21.513	13.383	8.953	13.383	52.568	13.254	10.578	10.902
109.500	2.219	-21.316	13.425	9.038	13.425	54.511	13.108	10.543	10.937
109.625	2.214	-21.076	13.501	9.002	13.501	55.752	12.734	10.329	11.189
109.750	2.203	-20.799	13.585	8.854	13.585	54.417	12.345	10.073	11.410
109.875	2.194	-20.490	13.682	8.637	13.682	53.391	12.078	9.875	11.524
110.000	2.188	-20.154	13.755	8.416	13.755	55.363	11.995	9.794	11.580
110.125	2.183	-19.783	13.760	8.281	13.760	57.459	12.088	9.843	11.449
110.250	2.180	-19.366	13.751	8.254	13.751	56.743	12.219	9.939	11.429
110.375	2.179	-18.916	13.756	8.297	13.756	56.481	12.285	9.998	11.396
110.500	2.179	-18.431	13.746	8.330	13.746	58.012	12.200	9.945	11.371
110.625	2.180	-17.899	13.684	8.253	13.684	59.351	11.867	9.686	11.119
110.750	2.192	-17.328	13.590	8.073	13.590	60.803	11.324	9.245	10.781
110.875	2.219	-16.747	13.298	7.861	13.298	63.956	10.669	8.694	10.445
111.000	2.248	-16.188	12.861	7.719	12.861	68.875	10.076	8.168	10.007
111.125	2.244	-15.710	12.584	7.748	12.584	73.001	9.828	7.877	8.732
111.250	2.202	-15.318	12.505	7.946	12.505	74.719	10.068	7.935	7.509
111.375	2.140	-14.994	12.632	8.281	12.632	73.346	10.834	8.398	7.527
111.500	2.084	-14.746	12.941	8.679	12.941	69.048	11.997	9.226	8.490
111.625	2.069	-14.580	13.280	9.009	13.280	64.474	13.185	10.229	9.350
111.750	2.102	-14.504	13.481	9.165	13.481	61.865	13.916	11.025	9.701
111.875	2.160	-14.477	13.678	9.100	13.678	60.816	13.930	11.328	9.765
112.000	2.209	-14.481	13.907	8.848	13.907	61.840	13.311	11.078	9.565
112.125	2.224	-14.451	13.964	8.527	13.964	63.374	12.463	10.476	9.454
112.250	2.226	-14.385	13.868	8.276	13.868	63.796	11.821	9.892	9.607
112.375	2.233	-14.301	13.612	8.139	13.612	62.579	11.516	9.489	10.089
112.500	2.249	-14.192	13.233	8.085	13.233	60.411	11.503	9.306	10.435
112.625	2.259	-14.037	12.907	8.017	12.907	60.824	11.620	9.287	10.342
112.750	2.248	-13.819	12.782	7.842	12.782	65.519	11.620	9.246	9.931
112.875	2.216	-13.563	12.813	7.525	12.813	72.357	11.360	9.042	9.369
113.000	2.177	-13.262	12.793	7.100	12.793	75.512	10.822	8.627	8.662
113.125	2.154	-12.953	12.506	6.692	12.506	73.113	10.095	8.066	7.708
113.250	2.161	-12.650	12.064	6.450	12.064	72.102	9.389	7.533	6.812
113.375	2.198	-12.380	11.730	6.452	11.730	73.369	8.865	7.151	6.258
113.500	2.243	-12.143	11.538	6.667	11.538	73.506	8.663	7.010	6.379
113.625	2.268	-12.112	11.499	6.729	11.499	71.459	8.912	7.198	7.738
113.750	2.279	-11.974	11.334	7.021	11.334	71.134	9.450	7.615	8.664
113.875	2.289	-11.900	11.249	7.211	11.249	72.983	10.048	8.118	9.499
114.000	2.308	-11.902	11.232	7.224	11.232	73.428	10.420	8.503	11.563
114.125	2.334	-12.018	11.247	7.054	11.247	72.584	10.294	8.536	15.467
114.250	2.348	-12.216	11.309	6.827	11.309	73.569	9.815	8.262	17.055
114.375	2.336	-12.482	11.366	6.651	11.366	76.565	9.244	7.836	12.003
114.500	2.306	-12.767	11.219	6.609	11.219	78.064	8.844	7.444	8.245
114.625	2.269	-13.084	10.913	6.760	10.913	73.927	8.808	7.256	7.401
114.750	2.237	-13.364	10.544	7.030	10.544	67.530	9.063	7.290	7.899
114.875	2.215	-13.626	10.052	7.326	10.052	62.580	9.513	7.526	8.072
115.000	2.202	-13.814	9.542	7.566	9.542	61.861	10.032	7.900	7.810
115.125	2.187	-13.892	9.250	7.721	9.250	63.860	10.511	8.334	7.879
115.250	2.162	-13.856	9.226	7.860	9.226	63.859	10.968	8.782	8.087
115.375	2.136	-13.697	9.414	8.053	9.414	62.833	11.491	9.276	8.546
115.500	2.132	-13.422	9.841	8.330	9.841	63.689	12.130	9.850	9.080
115.625	2.190	-13.014	10.578	8.632	10.578	67.152	12.781	10.450	9.461
115.750	2.303	-12.529	11.483	8.813	11.483	69.160	13.193	10.894	10.121
115.875	2.425	-11.981	12.483	8.764	12.483	68.617	13.122	10.979	12.179
116.000	2.489	-11.417	13.247	8.446	13.247	68.802	12.450	10.586	14.785
116.125	2.464	-10.877	13.484	7.901	13.484	72.338	11.279	9.743	15.916
116.250	2.407	-10.388	13.467	7.309	13.467	76.700	10.048	8.777	10.502
116.375	2.353	-9.972	13.251	6.787	13.251	79.529	9.031	7.908	7.680
116.500	2.318	-9.651	12.765	6.399	12.765	80.596	8.334	7.248	6.894
116.625	2.304	-9.466	11.927	6.168	11.927	82.362	7.962	6.837	6.920
116.750	2.303	-9.397	10.891	6.025	10.891	85.601	7.752	6.574	6.977
116.875	2.307	-9.456	9.703	5.918	9.703	89.907	7.612	6.396	6.951
117.000	2.313	-9.625	8.656	5.812	8.656	94.734	7.507	6.268	6.813
117.125	2.319	-9.908	8.041	5.702	8.041	97.471	7.475	6.202	6.534
117.250	2.321	-10.270	7.648	5.618	7.648	96.845	7.516	6.196	6.524
117.375	2.316	-10.720	7.390	5.612	7.390	94.644	7.614	6.239	6.803
117.500	2.311	-11.252	7.236	5.734	7.236	93.701	7.778	6.341	7.558
117.625	2.324	-11.888	7.270	6.026	7.270	93.857	8.087	6.563	8.279
117.750	2.357	-12.600	7.640	6.428	7.640	91.943	8.585	6.930	8.360
117.875	2.389	-13.376	8.388	6.879	8.388	88.599	9.283	7.453	8.091
118.000	2.387	-14.210	9.278	7.329	9.278	83.611	10.119	8.094	9.640
118.125	2.339	-15.050	9.969	7.745	9.969	74.574	10.896	8.733	13.581
118.250	2.274	-15.854	10.460	8.126	10.460	65.294	11.430	9.227	14.903
118.375	2.214	-16.561	10.834	8.482	10.834	61.167	11.739	9.556	11.911
118.500	2.176	-17.137	11.159	8.832	11.159	61.596	12.022	9.829	10.177
118.625	2.182	-17.502	11.643	9.184	11.643	60.503	12.520	10.212	10.423
118.750	2.226	-17.704	12.123	9.507	12.123	57.043	13.202	10.734	11.041
118.875	2.289	-17.732	12.369	9.734	12.369	54.145	13.840	11.285	14.450
119.000	2.332	-17.611	12.341	9.780	12.341	53.216	14.081	11.623	23.551
119.125	2.317	-17.359	12.180	9.553	12.180	55.599	13.570	11.428	29.843
119.250	2.259	-17.018	12.008	9.130	12.008	59.151	12.583	10.807	19.212
119.375	2.189	-16.604	11.831	8.607	11.831	60.857	11.483	9.989	11.665
119.500	2.140	-16.126	11.631	8.091	11.631	60.460	10.534	9.188	9.487
119.625	2.141	-15.600	11.135	7.670	11.135	61.818	9.866	8.552	9.063
119.750	2.179	-15.035	10.320	7.355	10.320	66.347	9.405	8.084	8.849
119.875	2.230	-14.466	9.430	7.127	9.430	72.717	9.102	7.767	8.454
120.000	2.272	-13.896	8.820	6.946	8.820	78.972	8.944	7.582	7.246
120.125	2.285	-13.392	8.672	6.766	8.672	83.568	8.975	7.553	6.386
120.250	2.288	-12.955	8.762	6.556	8.762	86.328	9.145	7.646	6.323
120.375	2.292	-12.605	8.945	6.316	8.945	86.328	9.360	7.798	6.834
120.500	2.298	-12.349	9.138	6.075	9.138	81.705	9.481	7.898	7.282
120.625	2.296	-12.233	9.313	5.900	9.313	77.617	9.348	7.799	7.114
120.750	2.284	-12.251	9.429	5.820	9.429	81.661	8.992	7.504	6.706
120.875	2.266	-12.378	9.459	5.825	9.459	90.707	8.513	7.085	6.500
121.000	2.250	-12.616	9.410	5.864	9.410	94.117	8.038	6.645	6.276
121.125	2.237	-12.931	9.325	5.877	9.325	88.490	7.702	6.295	6.405
121.250	2.227	-13.338	9.283	5.867	9.283	84.985	7.571	6.099	6.768
121.375	2.227	-13.845	9.311	5.889	9.311	86.085	7.674	6.098	7.005
121.500	2.250	-14.487	9.527	6.007	9.527	86.311	7.999	6.301	6.940
121.625	2.294	-15.282	9.945	6.290	9.945	80.219	8.567	6.728	7.174
121.750	2.323	-16.158	10.445	6.726	10.445	71.947	9.356	7.343	8.509
