#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
164.375	2.300	-10.249	26.855	6.644	26.855	81.936	7.914	6.847	6.956
164.500	2.292	-10.119	22.044	6.563	22.044	82.189	8.008	6.895	7.243
164.625	2.293	-9.990	18.473	6.529	18.473	81.849	8.227	7.144	7.330
164.750	2.319	-9.862	16.651	6.444	16.651	79.577	8.543	7.508	7.112
164.875	2.374	-9.751	16.059	6.318	16.059	74.605	8.945	7.966	7.401
165.000	2.435	-9.684	15.923	6.218	15.923	69.320	9.352	8.450	8.627
165.125	2.458	-9.717	15.821	6.223	15.821	68.474	9.572	8.782	10.301
165.250	2.439	-9.795	15.586	6.308	15.586	70.163	9.504	8.820	10.625
165.375	2.401	-9.934	15.397	6.400	15.397	70.818	9.158	8.537	9.688
165.500	2.367	-10.133	15.230	6.410	15.230	71.343	8.664	8.036	8.197
165.625	2.348	-10.370	14.763	6.255	14.763	74.295	8.210	7.503	7.513
165.750	2.333	-10.599	13.911	5.984	13.911	77.708	7.904	7.089	7.028
165.875	2.313	-10.859	12.806	5.686	12.806	79.380	7.755	6.838	6.853
166.000	2.291	-11.193	11.709	5.463	11.709	80.924	7.714	6.725	7.372
166.125	2.282	-11.517	10.820	5.412	10.820	83.347	7.717	6.691	7.085
166.250	2.291	-11.875	10.116	5.506	10.116	83.866	7.716	6.667	6.990
166.375	2.315	-12.284	9.536	5.685	9.536	80.781	7.708	6.637	6.891
166.500	2.337	-12.698	9.032	5.875	9.032	77.621	7.731	6.634	6.799
166.625	2.339	-13.193	8.591	6.018	8.591	77.831	7.888	6.743	6.588
166.750	2.322	-13.780	8.261	6.115	8.261	77.627	8.216	7.000	7.000
166.875	2.290	-14.344	8.094	6.197	8.094	73.528	8.687	7.387	7.538
167.000	2.253	-14.844	8.103	6.307	8.103	68.190	9.182	7.815	8.257
167.125	2.222	-15.282	8.276	6.491	8.276	67.135	9.485	8.115	9.394
167.250	2.201	-15.627	8.459	6.711	8.459	68.336	9.491	8.183	10.199
167.375	2.193	-15.886	8.598	6.906	8.598	68.854	9.223	8.014	9.926
167.500	2.196	-16.087	8.708	7.020	8.708	68.818	8.841	7.713	8.593
167.625	2.210	-16.254	8.816	7.026	8.816	68.365	8.614	7.465	7.255
167.750	2.225	-16.351	8.897	6.988	8.897	66.481	8.703	7.412	7.357
167.875	2.235	-16.389	8.952	6.981	8.952	63.828	9.165	7.632	7.796
168.000	2.235	-16.396	9.005	7.059	9.005	61.466	9.905	8.117	8.735
168.125	2.224	-16.403	9.112	7.233	9.112	59.933	10.581	8.689	9.236
168.250	2.215	-16.377	9.361	7.418	9.361	59.095	10.791	9.013	9.922
168.375	2.225	-16.327	9.668	7.528	9.668	59.828	10.385	8.889	11.625
168.500	2.259	-16.321	9.873	7.500	9.873	63.141	9.567	8.379	14.306
168.625	2.297	-16.325	9.942	7.320	9.942	68.271	8.826	7.790	14.598
168.750	2.310	-16.368	9.968	7.120	9.968	72.725	8.535	7.449	9.742
168.875	2.290	-16.526	9.971	7.026	9.971	74.498	8.800	7.493	7.068
169.000	2.251	-16.752	9.921	7.115	9.921	74.101	9.518	7.920	7.775
169.125	2.215	-16.986	9.752	7.387	9.752	71.629	10.399	8.599	9.078
169.250	2.199	-17.285	9.426	7.707	9.426	67.676	11.004	9.186	9.547
169.375	2.195	-17.592	8.967	7.971	8.967	63.306	11.051	9.401	9.297
169.500	2.193	-17.830	8.625	8.117	8.625	60.533	10.530	9.146	9.065
169.625	2.190	-18.018	8.513	8.137	8.513	60.566	9.751	8.584	9.019
169.750	2.189	-18.119	8.363	8.123	8.363	60.024	9.178	8.092	8.911
169.875	2.192	-18.109	8.200	8.158	8.200	58.438	9.041	7.881	8.658
170.000	2.200	-18.017	8.130	8.329	8.130	58.710	9.426	8.059	8.547
170.125	2.203	-17.909	8.253	8.741	8.253	60.620	10.432	8.742	9.139
170.250	2.191	-17.772	8.584	9.368	8.584	61.069	11.905	9.842	10.665
170.375	2.173	-17.624	9.186	10.131	9.186	59.545	13.643	11.250	13.164
170.500	2.167	-17.520	9.922	10.884	9.922	58.809	15.263	12.706	15.109
170.625	2.194	-17.379	10.690	11.416	10.690	59.727	16.120	13.682	15.600
170.750	2.241	-17.260	11.505	11.661	11.505	58.614	16.028	13.902	14.832
170.875	2.280	-17.154	12.178	11.653	12.178	56.929	15.163	13.407	13.633
171.000	2.288	-17.072	12.627	11.522	12.627	57.981	13.988	12.519	11.768
171.125	2.263	-17.035	12.892	11.456	12.892	62.445	13.075	11.685	10.860
171.250	2.230	-17.007	13.050	11.564	13.050	66.128	12.699	11.206	11.033
171.375	2.208	-17.025	13.140	11.854	13.140	67.397	12.948	11.214	12.657
171.500	2.214	-17.052	13.224	12.268	13.224	68.487	13.824	11.766	13.994
171.625	2.260	-17.115	13.351	12.716	13.351	69.407	15.309	12.930	14.931
171.750	2.325	-17.203	13.606	13.139	13.606	69.720	17.047	14.456	15.981
171.875	2.371	-17.282	14.000	13.532	14.000	70.639	18.677	16.055	16.580
172.000	2.369	-17.367	14.387	13.901	14.387	73.785	19.833	17.373	16.574
172.125	2.312	-17.447	14.824	14.219	14.824	78.792	20.124	17.984	16.409
172.250	2.243	-17.540	15.418	14.416	15.418	82.095	19.642	17.851	16.715
172.375	2.193	-17.637	16.089	14.401	16.089	83.198	18.577	17.077	16.809
172.500	2.175	-17.713	16.688	14.125	16.688	83.470	17.235	15.920	16.535
172.625	2.185	-17.779	17.014	13.591	17.014	85.715	15.910	14.669	15.421
172.750	2.205	-17.827	17.151	12.971	17.151	90.111	14.757	13.535	13.646
172.875	2.222	-17.848	17.183	12.724	17.183	93.770	13.868	12.625	12.532
173.000	2.227	-17.918	17.280	12.329	17.280	95.523	13.336	12.028	13.123
173.125	2.210	-17.971	17.499	12.102	17.499	95.850	13.320	11.893	13.932
173.250	2.178	-18.027	17.610	12.180	17.610	96.921	13.792	12.203	14.443
173.375	2.139	-18.096	17.558	12.526	17.558	97.582	14.741	12.964	15.296
173.500	2.106	-18.154	17.437	13.062	17.437	94.765	16.066	14.123	21.065
173.625	2.091	-18.269	17.401	13.694	17.401	87.480	17.581	15.563	21.711
173.750	2.093	-18.372	17.580	14.321	17.580	79.974	19.047	17.035	21.341
173.875	2.109	-18.480	17.972	14.897	17.972	74.689	20.330	18.364	21.333
174.000	2.131	-18.573	18.532	15.413	18.532	70.655	21.350	19.427	21.785
174.125	2.149	-18.653	19.245	15.877	19.245	65.584	22.043	20.144	21.607
174.250	2.159	-18.736	20.026	16.308	20.026	61.191	22.496	20.609	22.266
174.375	2.162	-18.810	20.814	16.681	20.814	60.801	22.735	20.864	23.291
174.500	2.157	-18.869	21.557	16.935	21.557	63.797	22.750	20.901	23.646
174.625	2.146	-18.921	22.220	16.970	22.220	66.216	22.494	20.666	22.918
174.750	2.136	-18.993	22.830	16.811	22.830	66.941	21.991	20.202	21.570
174.875	2.129	-19.089	23.331	16.526	23.331	66.276	21.254	19.533	20.759
175.000	2.129	-19.191	23.709	16.204	23.709	64.527	20.359	18.724	20.691
175.125	2.139	-19.309	23.968	15.930	23.968	62.383	19.448	17.873	20.499
175.250	2.153	-19.412	24.192	15.719	24.192	61.107	18.622	17.075	19.002
175.375	2.168	-19.474	24.464	15.543	24.464	61.622	17.913	16.378	17.708
175.500	2.180	-19.530	24.852	15.358	24.852	63.009	17.370	15.841	17.354
175.625	2.190	-19.542	25.348	15.137	25.348	64.976	17.184	15.626	19.109
175.750	2.199	-19.553	25.834	14.937	25.834	68.755	17.494	15.831	19.731
175.875	2.202	-19.519	26.391	14.857	26.391	72.004	18.417	16.561	18.489
176.000	2.195	-19.473	27.127	15.004	27.127	71.234	19.939	17.842	17.953
176.125	2.174	-19.424	28.113	15.454	28.113	66.351	21.854	19.582	21.915
176.250	2.146	-19.371	29.231	16.034	29.231	62.453	23.591	21.317	25.644
176.375	2.117	-19.369	30.312	16.530	30.312	60.086	24.574	22.516	27.609
176.500	2.098	-19.361	31.204	16.727	31.204	58.416	24.324	22.641	26.484
176.625	2.096	-19.368	31.866	16.434	31.866	59.456	22.539	21.240	25.007
176.750	2.107	-19.348	32.320	15.771	32.320	63.065	19.961	18.951	22.301
176.875	2.124	-19.309	32.319	14.902	32.319	65.217	17.312	16.488	20.149
177.000	2.144	-19.261	31.619	14.026	31.619	64.759	15.186	14.449	17.256
177.125	2.167	-19.170	30.245	13.354	30.245	62.856	14.116	13.302	13.815
177.250	2.198	-19.065	28.784	12.933	28.784	61.696	14.086	13.017	12.121
177.375	2.230	-18.917	27.494	12.746	27.494	62.803	14.974	13.528	12.816
177.500	2.249	-18.752	26.420	12.711	26.420	65.713	16.363	14.586	14.978
177.625	2.243	-18.581	25.783	12.674	25.783	67.071	17.309	15.525	15.088
177.750	2.221	-18.385	25.411	12.493	25.411	67.274	17.007	15.554	14.753
177.875	2.197	-18.207	25.206	12.120	25.206	68.244	15.413	14.459	16.293
178.000	2.187	-18.060	25.095	11.601	25.095	70.317	13.305	12.765	14.976
178.125	2.191	-17.985	25.038	11.073	25.038	73.466	11.790	11.347	12.162
178.250	2.193	-17.983	24.919	10.676	24.919	77.160	11.222	10.603	9.256
178.375	2.184	-18.063	24.751	10.460	24.751	79.168	11.488	10.546	9.923
178.500	2.166	-18.241	24.553	10.395	24.553	76.713	12.235	10.992	14.413
178.625	2.163	-18.436	24.029	10.406	24.029	71.826	12.953	11.604	17.547
178.750	2.182	-18.692	23.328	10.424	23.328	69.217	13.292	12.007	16.860
178.875	2.210	-18.975	22.691	10.440	22.691	69.334	13.269	12.104	14.112
179.000	2.225	-19.276	22.282	10.487	22.282	70.109	13.164	12.045	10.851
179.125	2.211	-19.616	22.053	10.617	22.053	70.087	13.362	12.122	10.319
179.250	2.182	-19.934	21.743	10.805	21.743	68.056	13.891	12.436	10.822
179.375	2.151	-20.257	21.251	10.971	21.251	64.062	14.495	12.848	14.068
179.500	2.131	-20.544	20.633	11.011	20.633	60.201	14.771	13.055	17.057
179.625	2.127	-20.838	19.814	10.815	19.814	58.939	14.302	12.681	17.563
179.750	2.128	-21.122	18.712	10.432	18.712	58.262	13.275	11.831	15.279
179.875	2.124	-21.352	17.658	9.942	17.658	57.405	12.036	10.770	12.587
180.000	2.111	-21.475	16.830	9.434	16.830	58.744	10.925	9.778	10.944
180.125	2.095	-21.482	16.004	8.993	16.004	61.948	10.182	9.066	10.520
180.250	2.097	-21.401	15.185	8.656	15.185	62.042	9.781	8.639	10.627
180.375	2.130	-21.182	14.372	8.415	14.372	59.077	9.714	8.502	11.053
180.500	2.188	-20.887	13.596	8.244	13.596	58.133	9.990	8.667	11.897
180.625	2.231	-20.522	13.133	8.139	13.133	60.198	10.646	9.173	11.477
180.750	2.234	-20.083	13.194	8.099	13.194	60.914	11.502	9.895	11.589
180.875	2.197	-19.640	13.493	8.128	13.493	59.113	12.295	10.640	15.015
181.000	2.140	-19.194	13.816	8.200	13.816	57.537	12.661	11.096	26.899
181.125	2.093	-18.739	14.222	8.210	14.222	59.156	12.173	10.839	36.603
181.250	2.075	-18.247	14.526	8.036	14.526	63.078	11.018	9.949	25.534
181.375	2.098	-17.746	14.660	7.612	14.660	67.819	9.548	8.704	13.182
181.500	2.160	-17.227	14.608	6.966	14.608	73.666	8.159	7.447	8.644
181.625	2.240	-16.744	14.305	6.228	14.305	82.484	7.191	6.482	7.542
181.750	2.298	-16.325	13.719	5.601	13.719	90.509	6.666	5.868	6.827
181.875	2.313	-16.021	12.866	5.216	12.866	92.687	6.554	5.601	6.012
182.000	2.294	-15.906	11.890	5.126	11.890	89.424	6.801	5.653	5.407
182.125	2.257	-15.980	11.056	5.323	11.056	86.872	7.371	6.021	5.686
182.250	2.220	-16.250	10.512	5.645	10.512	86.541	8.102	6.585	6.553
182.375	2.189	-16.657	10.268	5.985	10.268	83.192	8.840	7.233	7.986
182.500	2.164	-17.155	10.085	6.264	10.085	76.460	9.407	7.823	8.968
182.625	2.150	-17.696	9.956	6.431	9.956	70.948	9.614	8.178	9.677
182.750	2.148	-18.207	10.001	6.523	10.001	69.699	9.525	8.283	9.981
182.875	2.154	-18.644	10.123	6.589	10.123	71.938	9.293	8.203	9.844
183.000	2.159	-18.972	10.251	6.683	10.251	75.965	9.103	8.052	9.125
183.125	2.155	-19.179	10.277	6.827	10.277	78.257	9.092	7.932	9.153
183.250	2.150	-19.273	10.165	6.966	10.165	75.613	9.196	7.865	8.982
183.375	2.156	-19.270	9.921	7.024	9.921	70.421	9.311	7.825	8.926
183.500	2.179	-19.232	9.756	6.951	9.756	67.997	9.346	7.774	9.061
183.625	2.205	-19.138	9.677	6.752	9.677	71.357	9.255	7.674	8.956
183.750	2.218	-19.078	9.509	6.545	9.509	76.639	9.117	7.539	8.141
183.875	2.215	-19.045	9.327	6.421	9.327	80.263	9.004	7.403	7.183
184.000	2.203	-19.022	9.153	6.436	9.153	80.902	8.957	7.300	6.964
184.125	2.190	-19.018	9.003	6.585	9.003	80.157	8.978	7.253	7.757
184.250	2.182	-19.006	8.857	6.762	8.857	80.959	9.024	7.247	8.805
184.375	2.179	-19.034	8.718	6.887	8.718	81.057	9.069	7.276	9.377
184.500	2.180	-19.050	8.604	6.926	8.604	79.510	9.111	7.341	9.844
184.625	2.187	-19.070	8.499	6.918	8.499	78.641	9.212	7.483	10.208
184.750	2.199	-19.022	8.390	6.972	8.390	78.681	9.452	7.741	10.158
184.875	2.209	-18.873	8.415	7.163	8.415	78.297	9.901	8.153	10.160
185.000	2.207	-18.639	8.556	7.510	8.556	77.313	10.557	8.711	10.349
185.125	2.189	-18.275	8.812	7.940	8.812	78.970	11.305	9.326	12.311
185.250	2.165	-17.857	9.166	8.290	9.166	78.991	11.904	9.824	18.444
185.375	2.140	-17.351	9.531	8.452	9.531	74.709	12.151	10.044	28.876
185.500	2.117	-16.794	9.838	8.384	9.838	69.830	11.921	9.885	30.586
185.625	2.100	-16.204	10.061	8.113	10.061	69.022	11.183	9.321	19.637
185.750	2.091	-15.608	10.245	7.795	10.245	70.028	10.223	8.564	10.794
185.875	2.096	-15.049	10.245	7.550	10.245	70.968	9.274	7.783	8.938
186.000	2.118	-14.509	10.070	7.450	10.070	73.724	8.550	7.134	9.042
186.125	2.154	-14.008	9.766	7.524	9.766	78.728	8.332	6.826	8.676
186.250	2.203	-13.546	9.427	7.705	9.427	80.683	8.714	6.954	8.266
186.375	2.272	-13.121	9.243	7.953	9.243	77.420	9.803	7.622	8.733
186.500	2.373	-12.755	9.362	8.255	9.362	73.061	11.603	8.887	10.253
186.625	2.491	-12.435	9.918	8.628	9.918	72.062	13.896	10.713	13.711
186.750	2.572	-12.204	10.775	9.035	10.775	71.705	15.860	12.520	18.470
186.875	2.579	-12.051	11.758	9.387	11.758	70.532	16.587	13.535	22.452
187.000	2.521	-12.008	12.639	9.573	12.639	70.319	15.580	13.168	21.515
187.125	2.436	-12.094	13.208	9.449	13.208	71.681	13.213	11.505	16.305
187.250	2.365	-12.236	13.430	9.036	13.430	73.183	10.821	9.606	11.082
187.375	2.319	-12.436	13.300	8.403	13.300	76.442	9.060	8.051	8.395
187.500	2.292	-12.653	12.987	7.683	12.987	80.062	8.107	7.058	7.284
187.625	2.266	-12.914	12.244	7.071	12.244	81.366	7.969	6.695	6.961
187.750	2.232	-13.158	11.159	6.683	11.159	81.729	8.296	6.742	7.490
187.875	2.196	-13.365	10.037	6.537	10.037	82.376	8.825	7.024	8.555
188.000	2.171	-13.474	9.080	6.562	9.080	82.518	9.287	7.341	9.239
188.125	2.169	-13.402	8.433	6.634	8.433	82.590	9.405	7.480	8.500
188.250	2.190	-13.253	8.050	6.642	8.050	85.598	9.183	7.398	7.833
188.375	2.227	-13.054	7.842	6.550	7.842	89.657	8.756	7.162	7.225
188.500	2.270	-12.862	7.595	6.376	7.595	93.252	8.331	6.904	6.943
188.625	2.298	-12.702	7.518	6.198	7.518	96.664	8.130	6.778	7.088
188.750	2.302	-12.598	7.647	6.119	7.647	94.529	8.196	6.829	7.980
188.875	2.285	-12.581	7.872	6.222	7.872	85.377	8.509	7.048	8.770
189.000	2.260	-12.652	8.201	6.524	8.201	75.994	9.001	7.394	9.098
189.125	2.237	-12.885	8.588	6.962	8.588	74.796	9.591	7.823	9.602
189.250	2.216	-13.194	8.964	7.390	8.964	75.969	10.185	8.265	10.154
189.375	2.196	-13.549	9.350	7.727	9.350	74.116	10.746	8.686	10.381
189.500	2.175	-13.907	9.775	7.958	9.775	70.760	11.243	9.069	10.546
189.625	2.158	-14.170	10.189	8.131	10.189	68.331	11.588	9.369	11.240
189.750	2.147	-14.370	10.478	8.339	10.478	66.527	11.706	9.539	12.061
189.875	2.140	-14.441	10.547	8.640	10.547	65.513	11.591	9.556	11.928
190.000	2.139	-14.430	10.485	9.048	10.485	67.475	11.383	9.482	11.622
190.125	2.148	-14.290	10.575	9.530	10.575	72.390	11.431	9.520	11.634
190.250	2.164	-14.059	10.814	9.986	10.814	77.969	12.018	9.880	11.657
190.375	2.176	-13.760	11.158	10.344	11.158	79.199	13.280	10.718	12.492
190.500	2.174	-13.365	11.589	10.585	11.589	72.061	15.070	12.032	14.740
190.625	2.155	-12.925	12.120	10.710	12.120	61.837	16.683	13.442	18.721
190.750	2.138	-12.397	12.795	10.724	12.795	58.416	17.149	14.149	21.942
190.875	2.139	-11.818	13.553	10.567	13.553	62.385	15.970	13.599	22.669
191.000	2.167	-11.202	14.116	10.171	14.116	67.671	13.530	11.926	18.179
191.125	2.211	-10.572	14.092	9.481	14.092	71.259	10.901	9.881	12.411
191.250	2.246	-9.981	13.706	8.637	13.706	76.832	8.937	8.212	7.753
191.375	2.268	-9.431	13.097	7.783	13.097	82.847	7.837	7.151	6.386
191.500	2.291	-8.966	12.307	7.057	12.307	84.310	7.505	6.698	6.473
191.625	2.329	-8.552	11.452	6.575	11.452	80.950	7.795	6.805	6.912
191.750	2.367	-8.175	10.656	6.317	10.656	80.212	8.326	7.202	7.793
191.875	2.381	-7.843	9.968	6.248	9.968	83.376	8.805	7.663	9.231
192.000	2.362	-7.511	9.419	6.296	9.419	84.589	8.990	7.963	11.446
192.125	2.319	-7.224	9.115	6.349	9.115	81.103	8.753	7.925	8.755
192.250	2.282	-6.915	8.937	6.311	8.937	78.602	8.310	7.655	7.334
192.375	2.268	-6.570	8.713	6.147	8.713	80.072	7.844	7.285	6.789
192.500	2.276	-6.209	8.432	5.867	8.432	83.725	7.482	6.935	6.463
192.625	2.289	-5.859	8.179	5.552	8.179	86.242	7.319	6.702	6.448
192.750	2.291	-5.579	7.827	5.334	7.827	86.742	7.314	6.581	6.360
192.875	2.287	-5.364	7.385	5.305	7.385	87.270	7.434	6.555	6.360
193.000	2.283	-5.261	7.040	5.488	7.040	89.237	7.641	6.604	6.548
193.125	2.279	-5.208	6.848	5.831	6.848	88.735	7.842	6.690	6.720
193.250	2.272	-5.214	6.782	6.192	6.782	83.327	7.935	6.751	7.098
193.375	2.266	-5.279	6.894	6.507	6.894	77.589	7.954	6.795	7.832
193.500	2.276	-5.356	7.123	6.801	7.123	76.357	8.109	6.928	9.427
193.625	2.307	-5.452	7.354	7.239	7.354	78.579	8.898	7.437	10.088
193.750	2.338	-5.523	7.771	8.023	7.771	78.976	10.744	8.614	9.764
193.875	2.338	-5.594	8.467	9.358	8.467	77.555	14.102	10.859	12.029
194.000	2.300	-5.641	9.326	11.376	9.326	74.934	19.260	14.585	22.983
194.125	2.240	-5.694	10.314	14.082	10.314	70.736	26.153	20.167	36.412
194.250	2.189	-5.768	11.386	17.002	11.386	65.686	33.019	26.433	48.136
194.375	2.160	-5.851	12.490	19.669	12.490	61.007	37.653	31.514	51.401
194.500	2.152	-5.962	13.595	21.695	13.595	57.435	38.675	33.782	48.937
194.625	2.151	-6.094	14.605	22.801	14.605	56.392	36.892	33.235	43.438
194.750	2.149	-6.236	15.483	23.264	15.483	58.884	35.087	32.091	38.159
194.875	2.146	-6.386	16.271	23.300	16.271	62.575	34.404	31.488	33.153
195.000	2.143	-6.528	16.900	23.048	16.900	64.320	34.816	31.690	30.540
195.125	2.142	-6.699	17.554	22.452	17.554	63.934	35.108	31.971	34.782
195.250	2.146	-6.835	18.362	21.432	18.362	63.704	33.485	30.818	40.390
195.375	2.161	-6.965	19.350	19.866	19.350	63.313	29.073	27.272	37.438
195.500	2.193	-7.075	20.386	17.749	20.386	63.729	22.741	21.868	31.333
195.625	2.237	-7.182	20.928	15.246	20.928	66.929	16.692	16.442	23.124
195.750	2.278	-7.302	20.793	12.807	20.793	70.760	12.266	12.293	13.251
195.875	2.301	-7.409	20.217	10.770	20.217	73.290	9.572	9.602	7.327
196.000	2.299	-7.536	19.607	9.309	19.607	74.866	8.235	8.109	5.780
196.125	2.283	-7.623	18.869	8.438	18.869	75.182	7.929	7.585	6.430
196.250	2.274	-7.715	17.903	7.860	17.903	74.108	8.132	7.610	7.056
196.375	2.279	-7.794	16.797	7.430	16.797	73.048	8.565	7.968	7.205
196.500	2.293	-7.851	15.714	7.125	15.714	73.761	8.987	8.443	7.505
196.625	2.297	-7.897	15.043	7.039	15.043	74.273	9.193	8.801	8.114
196.750	2.280	-7.927	14.788	7.173	14.788	73.214	9.179	8.952	8.763
196.875	2.242	-7.943	14.699	7.481	14.699	71.367	9.057	8.951	8.788
197.000	2.200	-7.935	14.640	7.871	14.640	70.703	9.082	8.994	8.723
197.125	2.189	-7.923	14.844	8.263	14.844	73.107	9.748	9.465	9.043
197.250	2.228	-7.909	15.661	8.671	15.661	75.894	11.330	10.635	9.731
197.375	2.312	-7.876	17.221	9.194	17.221	76.573	13.918	12.701	11.635
197.500	2.415	-7.847	19.262	9.929	19.262	74.127	17.104	15.547	16.945
197.625	2.489	-7.784	21.380	10.867	21.380	69.526	19.359	18.068	26.945
197.750	2.516	-7.715	23.429	11.709	23.429	65.751	19.138	18.566	32.117
197.875	2.505	-7.659	25.086	12.113	25.086	64.418	16.405	16.599	28.025
198.000	2.476	-7.594	25.954	11.856	25.954	65.508	12.777	13.457	20.987
198.125	2.445	-7.572	25.613	10.936	25.613	68.057	10.149	10.869	12.211
198.250	2.425	-7.551	24.299	9.852	24.299	70.583	8.880	9.351	7.559
198.375	2.418	-7.584	22.135	8.994	22.135	70.951	8.687	8.790	7.531
198.500	2.419	-7.659	19.418	8.560	19.418	68.513	9.074	8.857	10.706
198.625	2.416	-7.766	16.536	8.505	16.536	65.262	9.404	9.064	16.669
198.750	2.402	-7.914	13.640	8.505	13.640	64.535	9.204	8.923	16.525
198.875	2.383	-8.045	11.059	8.398	11.059	67.737	8.480	8.349	10.639
199.000	2.371	-8.200	9.158	8.201	9.158	73.933	7.649	7.633	7.097
199.125	2.372	-8.329	8.159	8.132	8.159	78.341	7.408	7.314	6.187
199.250	2.389	-8.449	7.643	8.422	7.643	77.084	8.165	7.745	6.399
199.375	2.427	-8.542	7.392	9.227	7.392	72.964	10.209	9.230	8.346
199.500	2.491	-8.589	7.425	10.589	7.425	68.830	13.674	12.034	14.601
199.625	2.562	-8.641	7.999	12.470	7.999	64.474	18.467	16.385	29.017
199.750	2.605	-8.676	9.012	14.566	9.012	60.088	23.350	21.282	48.957
199.875	2.610	-8.706	10.177	16.642	10.177	59.803	26.920	25.252	55.743
200.000	2.584	-8.739	11.257	18.506	11.257	65.120	28.329	27.120	40.622
200.125	2.550	-8.789	12.363	20.006	12.363	68.656	27.997	26.971	26.297
200.250	2.525	-8.848	13.518	21.208	13.518	66.480	27.546	26.395	24.660
200.375	2.507	-8.934	14.571	22.153	14.571	61.638	27.664	26.135	27.066
200.500	2.490	-9.054	15.450	22.851	15.450	59.255	28.405	26.369	31.038
200.625	2.472	-9.168	16.098	23.269	16.098	61.488	29.454	26.955	34.062
200.750	2.459	-9.273	16.611	23.497	16.611	64.540	30.341	27.531	34.361
200.875	2.458	-9.391	17.219	23.627	17.219	66.013	30.881	27.923	29.879
201.000	2.464	-9.491	18.111	23.745	18.111	64.385	31.112	28.128	26.124
201.125	2.466	-9.575	19.101	23.884	19.101	62.059	31.116	28.200	26.936
201.250	2.459	-9.658	20.062	23.976	20.062	60.709	30.962	28.182	27.659
201.375	2.449	-9.691	21.241	23.932	21.241	59.951	30.660	28.070	25.450
201.500	2.439	-9.715	22.814	23.707	22.814	61.172	30.251	27.874	23.636
201.625	2.432	-9.690	24.780	23.306	24.780	65.555	29.770	27.580	22.949
201.750	2.423	-9.659	27.082	22.843	27.082	69.636	29.219	27.173	21.521
201.875	2.412	-9.641	29.689	22.388	29.689	70.677	28.563	26.631	19.754
202.000	2.404	-9.609	32.417	21.948	32.417	70.058	27.773	25.947	21.156
202.125	2.405	-9.593	35.011	21.464	35.011	69.666	26.843	25.115	22.416
202.250	2.414	-9.602	37.287	20.893	37.287	68.714	25.866	24.214	20.930
202.375	2.427	-9.619	39.110	20.256	39.110	66.931	24.930	23.326	19.525
202.500	2.438	-9.662	40.330	19.635	40.330	65.647	24.125	22.545	19.889
202.625	2.444	-9.757	40.814	19.175	40.814	66.552	23.601	22.017	20.714
202.750	2.442	-9.859	40.884	18.929	40.884	68.043	23.417	21.797	19.301
202.875	2.433	-9.974	40.597	18.875	40.597	68.534	23.597	21.905	18.428
203.000	2.421	-10.111	40.208	18.932	40.208	68.444	24.067	22.285	17.821
203.125	2.415	-10.248	40.034	18.987	40.034	69.277	24.699	22.838	19.608
203.250	2.416	-10.375	40.090	18.985	40.090	70.645	25.316	23.419	20.733
203.375	2.425	-10.526	40.222	18.962	40.222	69.891	25.830	23.952	19.997
203.500	2.434	-10.664	40.362	19.000	40.362	68.573	26.211	24.399	19.294
203.625	2.433	-10.761	40.659	19.176	40.659	70.151	26.503	24.774	19.786
203.750	2.424	-10.858	41.019	19.420	41.019	73.383	26.809	25.143	22.137
203.875	2.407	-10.910	41.423	19.625	41.423	75.489	27.140	25.510	24.521
204.000	2.387	-10.955	41.736	19.692	41.736	75.080	27.405	25.799	24.888
204.125	2.377	-10.957	41.810	19.567	41.810	74.232	27.382	25.820	25.416
204.250	2.384	-10.932	41.717	19.348	41.717	73.904	26.967	25.483	26.560
204.375	2.406	-10.880	41.534	19.128	41.534	74.194	26.175	24.789	25.893
204.500	2.434	-10.776	41.267	18.964	41.267	74.721	25.165	23.871	23.780
204.625	2.455	-10.696	40.778	18.842	40.778	74.109	24.208	22.955	20.545
204.750	2.468	-10.622	40.044	18.699	40.044	72.954	23.531	22.252	18.419
204.875	2.475	-10.571	39.183	18.511	39.183	72.584	23.247	21.876	16.929
205.000	2.482	-10.548	38.310	18.315	38.310	73.056	23.361	21.864	17.015
205.125	2.487	-10.541	37.588	18.230	37.588	74.444	23.814	22.213	17.668
205.250	2.485	-10.574	37.066	18.333	37.066	76.083	24.411	22.762	19.116
205.375	2.477	-10.657	36.728	18.620	36.728	76.010	25.043	23.412	21.352
205.500	2.467	-10.796	36.614	19.004	36.614	72.375	25.669	24.097	24.542
205.625	2.460	-10.984	36.828	19.354	36.828	68.489	26.333	24.798	25.982
205.750	2.455	-11.185	37.319	19.604	37.319	70.370	27.067	25.507	27.450
205.875	2.451	-11.381	38.028	19.776	38.028	76.994	27.815	26.181	28.060
206.000	2.448	-11.568	38.869	19.940	38.869	81.295	28.463	26.751	28.861
206.125	2.449	-11.762	39.674	20.182	39.674	79.422	28.894	27.156	29.363
206.250	2.455	-11.949	40.345	20.483	40.345	75.876	29.145	27.443	30.439
206.375	2.462	-12.104	40.910	20.759	40.910	73.443	29.253	27.640	28.137
206.500	2.467	-12.219	41.412	20.910	41.412	72.698	29.203	27.721	25.303
206.625	2.467	-12.281	41.838	20.831	41.838	72.564	28.815	27.513	25.123
206.750	2.468	-12.316	42.086	20.576	42.086	72.106	27.998	26.915	27.514
