#Depth	SP	GR	RI	RT	RXO	DEN
141.250	-17.341	75.277	7.712	8.822	6.281	2.125
141.375	-17.666	75.524	7.645	8.854	6.518	2.132
141.500	-17.532	76.225	7.649	8.926	6.927	2.134
141.625	-17.124	78.953	7.700	9.016	7.184	2.129
141.750	-16.392	79.438	7.789	9.131	7.133	2.123
141.875	-15.583	78.183	7.882	9.253	6.990	2.115
142.000	-14.919	73.225	7.962	9.345	6.992	2.106
142.125	-14.103	68.756	8.014	9.397	7.142	2.100
142.250	-12.680	66.974	8.036	9.407	7.219	2.099
142.375	-10.715	68.267	8.013	9.373	7.110	2.100
142.500	-8.991	70.856	7.956	9.300	6.864	2.094
142.625	-8.663	71.169	7.872	9.201	6.603	2.085
142.750	-8.964	70.572	7.787	9.099	6.480	2.080
142.875	-9.243	69.566	7.721	8.989	6.492	2.080
143.000	-9.472	69.954	7.686	8.845	6.550	2.090
143.125	-9.563	71.116	7.654	8.701	6.561	2.104
143.250	-9.720	72.956	7.632	8.581	6.496	2.116
143.375	-9.884	74.153	7.611	8.525	6.394	2.120
143.500	-10.078	75.261	7.567	8.489	6.312	2.121
143.625	-10.212	76.482	7.515	8.452	6.324	2.121
143.750	-10.284	78.363	7.464	8.430	6.409	2.120
143.875	-10.357	78.712	7.418	8.419	6.433	2.117
144.000	-10.502	77.580	7.386	8.419	6.347	2.115
144.125	-10.578	74.609	7.376	8.427	6.263	2.116
144.250	-10.605	72.793	7.381	8.434	6.240	2.123
144.375	-10.578	73.652	7.389	8.443	6.286	2.142
144.500	-10.769	77.252	7.392	8.458	6.401	2.165
144.625	-11.104	81.032	7.365	8.449	6.473	2.181
144.750	-11.120	83.847	7.321	8.422	6.382	2.173
144.875	-10.975	85.040	7.259	8.398	6.204	2.156
145.000	-11.146	84.776	7.191	8.412	6.080	2.133
145.125	-11.425	82.147	7.118	8.407	6.025	2.112
145.250	-11.802	79.438	7.054	8.364	6.012	2.092
145.375	-12.188	76.576	7.005	8.277	6.040	2.085
145.500	-12.588	75.640	6.969	8.189	6.088	2.086
145.625	-13.027	76.438	6.947	8.165	6.132	2.096
145.750	-13.504	78.825	6.945	8.194	6.175	2.105
145.875	-13.958	80.816	6.963	8.228	6.224	2.113
146.000	-14.221	81.686	6.984	8.215	6.280	2.112
146.125	-14.095	80.357	7.013	8.177	6.363	2.105
146.250	-13.885	78.837	7.032	8.117	6.516	2.094
146.375	-13.774	79.149	7.052	8.054	6.698	2.083
146.500	-13.752	80.947	7.108	8.054	6.800	2.081
146.625	-13.774	82.543	7.208	8.136	7.049	2.090
146.750	-13.797	81.661	7.357	8.301	8.113	2.110
146.875	-13.584	78.410	7.540	8.552	9.502	2.131
147.000	-13.115	75.271	7.608	8.673	9.673	2.148
147.125	-12.607	72.729	7.351	8.404	8.513	2.165
147.250	-11.802	72.781	6.579	7.527	7.352	2.180
147.375	-10.814	74.840	5.565	6.320	6.874	2.160
147.500	-10.234	79.286	4.536	5.101	6.345	2.076
147.625	-10.631	83.526	3.806	4.237	5.424	1.978
147.750	-11.905	85.563	3.607	4.034	4.649	1.955
147.875	-13.759	85.371	3.844	4.386	4.476	2.020
148.000	-16.006	84.522	4.506	5.253	5.061	2.110
148.125	-18.299	82.575	5.543	6.554	6.105	2.165
148.250	-20.488	79.092	6.726	7.961	7.084	2.183
148.375	-22.624	76.165	7.752	9.060	7.527	2.200
148.500	-24.429	75.564	8.442	9.705	7.415	2.227
148.625	-25.623	75.810	8.682	9.792	7.184	2.250
148.750	-26.142	74.876	8.591	9.543	7.318	2.252
148.875	-26.416	73.709	8.445	9.296	7.876	2.238
149.000	-26.515	73.754	8.320	9.122	8.377	2.219
149.125	-26.447	73.374	8.196	8.977	8.401	2.209
149.250	-26.287	71.926	8.067	8.862	8.068	2.203
149.375	-25.806	70.191	7.942	8.782	7.858	2.191
149.500	-25.047	69.868	7.840	8.736	7.830	2.161
149.625	-24.059	69.621	7.790	8.750	7.721	2.130
149.750	-23.036	69.330	7.826	8.840	7.483	2.114
149.875	-22.037	69.191	7.884	8.927	7.189	2.120
150.000	-20.885	68.791	7.933	8.993	6.926	2.135
150.125	-19.184	68.841	7.965	9.056	6.862	2.145
150.250	-16.716	68.893	7.984	9.130	7.121	2.144
150.375	-13.172	69.492	8.019	9.241	7.553	2.132
150.500	-8.571	68.526	8.083	9.382	7.876	2.121
150.625	-5.100	66.651	8.178	9.529	7.984	2.113
150.750	-4.535	65.179	8.301	9.664	7.939	2.108
150.875	-4.741	64.872	8.407	9.752	7.811	2.102
151.000	-4.913	65.850	8.470	9.764	7.678	2.104
151.125	-5.130	67.607	8.477	9.717	7.631	2.117
151.250	-5.485	70.588	8.462	9.666	7.714	2.136
151.375	-5.802	73.431	8.471	9.694	7.846	2.152
151.500	-5.927	74.392	8.525	9.817	7.942	2.158
151.625	-5.817	73.878	8.628	10.019	8.010	2.160
151.750	-5.535	73.407	8.777	10.258	7.976	2.165
151.875	-5.451	73.317	8.904	10.431	7.674	2.176
152.000	-5.363	73.516	8.954	10.492	7.119	2.182
152.125	-5.145	72.319	8.911	10.421	6.723	2.174
152.250	-4.836	71.082	8.753	10.208	6.831	2.159
152.375	-4.573	69.101	8.539	9.913	7.212	2.149
152.500	-4.455	67.966	8.314	9.628	7.374	2.148
152.625	-4.375	65.634	8.175	9.472	7.118	2.143
152.750	-4.268	64.253	8.144	9.464	6.744	2.129
152.875	-4.276	64.096	8.195	9.567	6.672	2.116
153.000	-4.466	64.928	8.295	9.703	6.891	2.113
153.125	-5.023	65.749	8.374	9.771	6.980	2.118
153.250	-5.424	66.061	8.406	9.752	6.842	2.129
153.375	-5.702	67.146	8.396	9.672	6.868	2.143
153.500	-5.836	68.328	8.366	9.566	7.133	2.150
153.625	-5.725	68.672	8.368	9.492	7.270	2.146
153.750	-5.466	68.963	8.436	9.500	7.311	2.140
153.875	-5.183	69.827	8.588	9.610	7.677	2.135
154.000	-4.855	71.235	8.812	9.835	8.291	2.136
154.125	-4.443	71.573	9.070	10.136	8.729	2.135
154.250	-4.035	70.524	9.177	10.265	9.053	2.137
154.375	-3.604	69.099	8.961	10.009	9.468	2.148
154.500	-3.192	68.387	8.266	9.189	9.527	2.174
154.625	-3.116	68.382	7.233	7.994	8.664	2.212
154.750	-3.692	72.297	6.202	6.816	7.103	2.251
154.875	-4.634	78.116	5.393	5.932	5.833	2.272
155.000	-5.771	84.224	5.023	5.599	5.541	2.268
155.125	-6.839	82.440	5.050	5.769	6.005	2.245
155.250	-7.556	77.871	5.366	6.288	6.670	2.213
155.375	-7.854	73.632	5.856	6.983	7.211	2.191
155.500	-8.086	75.360	6.353	7.555	7.595	2.183
155.625	-8.472	76.863	6.643	7.768	7.946	2.188
155.750	-8.617	76.835	6.879	7.865	8.366	2.196
155.875	-8.479	73.216	7.475	8.458	8.862	2.226
156.000	-8.380	69.617	8.851	10.103	11.327	2.300
156.125	-8.289	67.395	10.971	12.690	20.542	2.413
156.250	-8.090	68.432	13.202	15.420	35.469	2.511
156.375	-7.983	69.303	14.447	16.861	43.211	2.530
156.500	-7.930	68.983	13.759	15.903	34.837	2.440
156.625	-7.678	68.568	11.911	13.582	19.493	2.298
156.750	-7.373	68.674	9.706	10.900	10.220	2.187
156.875	-7.098	70.147	8.200	9.261	7.959	2.144
157.000	-6.923	71.683	7.702	8.924	7.741	2.153
157.125	-6.763	72.614	7.763	9.225	7.497	2.166
157.250	-6.534	70.933	8.042	9.707	7.273	2.165
157.375	-6.084	68.256	8.321	10.071	7.292	2.156
157.500	-5.450	67.177	8.501	10.238	7.495	2.149
157.625	-4.863	68.095	8.581	10.247	7.762	2.150
157.750	-4.394	69.989	8.569	10.139	8.115	2.149
157.875	-4.031	70.505	8.517	9.996	8.436	2.148
158.000	-3.867	70.450	8.485	9.900	8.566	2.147
158.125	-4.001	70.754	8.479	9.861	8.680	2.147
158.250	-4.359	71.990	8.489	9.868	9.070	2.143
158.375	-4.703	71.831	8.488	9.873	9.419	2.138
158.500	-4.909	70.400	8.452	9.843	9.250	2.139
158.625	-5.328	67.897	8.382	9.751	8.712	2.145
158.750	-6.072	65.947	8.289	9.614	8.192	2.155
158.875	-7.052	66.099	8.237	9.530	7.884	2.168
159.000	-7.667	68.153	8.298	9.584	7.891	2.196
159.125	-7.930	70.947	8.467	9.780	8.236	2.244
159.250	-7.983	72.798	8.700	10.055	8.717	2.287
159.375	-7.884	72.825	8.948	10.359	9.056	2.290
159.500	-7.487	72.498	9.242	10.736	9.267	2.256
159.625	-6.953	71.946	9.373	10.913	9.692	2.232
159.750	-6.354	74.252	9.124	10.633	10.589	2.243
159.875	-5.755	77.467	8.532	9.927	11.278	2.263
160.000	-5.237	81.799	7.688	8.920	10.606	2.274
160.125	-4.939	84.921	6.870	7.946	8.880	2.273
160.250	-5.004	87.085	6.245	7.222	7.590	2.275
160.375	-5.343	86.922	5.807	6.748	7.460	2.284
160.500	-5.671	85.620	5.652	6.632	7.790	2.303
160.625	-5.755	82.897	5.763	6.816	7.758	2.315
160.750	-5.862	80.798	5.996	7.113	7.453	2.301
160.875	-6.190	79.212	6.272	7.424	7.361	2.270
161.000	-6.724	77.445	6.543	7.709	7.580	2.237
161.125	-7.319	74.992	6.796	7.964	7.741	2.219
161.250	-8.029	72.653	7.041	8.201	7.792	2.207
161.375	-8.601	70.684	7.271	8.430	8.041	2.203
161.500	-8.948	69.516	7.544	8.747	8.633	2.196
161.625	-8.998	68.648	7.860	9.114	9.288	2.187
161.750	-9.086	68.707	8.091	9.385	9.663	2.181
161.875	-9.227	69.944	8.121	9.387	9.670	2.188
162.000	-9.345	72.948	7.916	9.090	9.296	2.200
162.125	-9.265	76.013	7.582	8.653	8.824	2.195
162.250	-8.841	76.196	7.269	8.258	8.560	2.170
162.375	-8.265	73.319	7.059	8.022	8.497	2.141
162.500	-8.185	68.262	7.024	8.010	8.451	2.130
162.625	-8.586	66.219	7.096	8.126	8.345	2.134
162.750	-9.074	66.123	7.248	8.309	8.293	2.144
162.875	-9.456	68.252	7.404	8.473	8.321	2.150
163.000	-9.322	69.039	7.547	8.594	8.380	2.146
163.125	-8.845	69.848	7.675	8.691	8.484	2.140
163.250	-8.147	70.441	7.761	8.744	8.641	2.133
163.375	-7.632	71.895	7.817	8.762	8.764	2.128
163.500	-7.083	73.357	7.866	8.785	8.787	2.124
163.625	-6.610	75.050	7.963	8.880	8.774	2.130
163.750	-6.308	73.375	8.095	9.047	8.797	2.143
163.875	-6.228	69.856	8.256	9.254	8.829	2.156
164.000	-6.507	66.618	8.356	9.393	8.839	2.164
164.125	-7.197	67.045	8.411	9.459	8.851	2.168
164.250	-7.884	68.233	8.479	9.528	8.890	2.171
164.375	-8.303	68.700	8.675	9.735	9.043	2.183
164.500	-8.254	68.256	9.234	10.391	9.709	2.219
164.625	-8.067	68.891	10.228	11.593	11.257	2.283
164.750	-7.624	70.533	11.977	13.729	13.663	2.358
164.875	-6.869	71.473	14.174	16.347	16.448	2.427
165.000	-5.828	69.728	16.353	18.865	19.706	2.467
165.125	-4.939	66.312	18.150	20.807	22.684	2.479
165.250	-4.451	63.606	18.894	21.428	23.245	2.471
165.375	-4.092	64.187	18.888	21.185	21.415	2.464
165.500	-3.646	66.761	18.389	20.461	19.593	2.457
165.625	-3.176	69.505	17.865	19.809	19.468	2.445
165.750	-2.841	70.662	17.522	19.419	20.052	2.429
165.875	-2.368	70.109	17.437	19.337	20.257	2.422
166.000	-1.799	68.272	17.408	19.264	20.516	2.421
166.125	-1.162	65.603	17.361	19.148	21.068	2.423
166.250	-0.739	64.226	17.340	19.024	21.179	2.429
166.375	-0.476	64.440	17.448	19.033	20.375	2.437
166.500	-0.666	65.625	17.926	19.440	19.401	2.445
166.625	-0.895	66.005	18.727	20.186	19.621	2.452
166.750	-1.120	65.783	19.933	21.347	21.613	2.462
166.875	-1.445	65.408	21.140	22.481	24.360	2.464
167.000	-1.677	64.526	22.093	23.313	27.090	2.454
167.125	-1.788	63.854	22.232	23.256	29.466	2.440
167.250	-1.979	64.860	21.448	22.276	30.196	2.426
167.375	-2.246	66.896	20.209	20.867	27.585	2.412
167.500	-2.207	67.384	18.904	19.508	22.361	2.405
167.625	-2.276	66.646	18.071	18.707	18.325	2.405
167.750	-2.661	66.505	17.546	18.239	18.117	2.410
167.875	-2.955	66.429	17.278	18.008	20.122	2.411
168.000	-3.222	66.517	17.288	18.034	21.290	2.409
168.125	-3.298	67.117	17.847	18.584	20.821	2.405
168.250	-3.005	70.391	19.008	19.747	20.650	2.414
168.375	-2.612	73.125	21.172	22.036	23.943	2.435
168.500	-2.043	73.627	24.309	25.486	30.668	2.463
168.625	-1.536	72.665	28.079	29.727	36.661	2.478
168.750	-1.208	72.823	31.517	33.429	39.644	2.482
168.875	-1.177	73.642	33.450	35.472	40.897	2.484
169.000	-1.265	72.858	34.078	36.038	40.676	2.492
169.125	-1.536	72.426	33.152	34.894	38.080	2.500
169.250	-1.692	71.537	31.473	33.128	34.365	2.512
169.375	-1.696	72.489	29.780	31.316	31.648	2.523
169.500	-1.700	72.444	27.666	29.033	29.977	2.521
169.625	-1.750	72.512	25.796	27.057	28.909	2.507
169.750	-1.776	71.051	24.058	25.224	28.040	2.489
169.875	-1.612	71.344	22.503	23.616	26.206	2.474
170.000	-1.311	72.080	21.214	22.290	23.616	2.458
170.125	-1.032	73.795	20.265	21.307	22.263	2.442
170.250	-0.842	73.888	19.648	20.620	22.423	2.435
170.375	-0.811	74.135	19.388	20.314	22.480	2.435
170.500	-0.876	75.026	19.394	20.279	21.433	2.440
170.625	-1.002	75.760	19.391	20.214	20.159	2.437
170.750	-0.983	77.412	19.200	19.929	19.365	2.428
170.875	-1.040	77.670	18.880	19.517	19.344	2.424
171.000	-1.147	75.656	18.631	19.197	19.383	2.427
171.125	-1.330	71.560	18.527	19.064	19.082	2.429
171.250	-1.566	68.395	18.535	19.125	18.743	2.424
171.375	-1.902	68.378	18.578	19.249	19.663	2.414
171.500	-2.276	69.206	18.264	18.967	20.693	2.410
171.625	-2.711	70.453	17.476	18.140	20.179	2.407
171.750	-3.184	69.229	16.375	16.980	17.520	2.408
171.875	-3.626	66.378	15.305	15.886	15.427	2.410
172.000	-4.302	62.993	14.806	15.474	15.000	2.420
172.125	-5.190	61.443	14.838	15.674	15.250	2.430
172.250	-6.022	62.287	15.412	16.431	15.366	2.436
172.375	-6.762	64.639	16.235	17.421	15.720	2.436
172.500	-7.159	66.683	16.930	18.195	16.545	2.433
172.625	-7.220	68.489	17.483	18.785	17.145	2.430
172.750	-7.246	69.191	17.780	19.111	17.173	2.423
172.875	-7.342	70.167	18.027	19.418	17.181	2.416
173.000	-7.521	68.828	18.295	19.775	17.818	2.412
173.125	-7.571	67.707	18.558	20.156	18.927	2.411
173.250	-7.552	67.356	18.943	20.678	19.806	2.410
173.375	-7.716	69.661	19.257	21.085	19.934	2.402
173.500	-7.887	72.524	19.167	20.999	19.712	2.395
173.625	-8.112	77.076	18.736	20.504	19.681	2.391
173.750	-8.456	81.338	18.061	19.706	19.422	2.391
173.875	-8.845	83.170	17.284	18.801	18.500	2.390
174.000	-9.272	82.468	16.792	18.226	17.277	2.383
174.125	-9.692	81.560	16.517	17.914	16.298	2.370
174.250	-10.146	81.794	16.520	17.921	15.571	2.351
174.375	-10.767	80.197	16.807	18.237	15.269	2.328
174.500	-11.294	77.535	17.140	18.572	15.334	2.304
174.625	-11.584	75.986	17.382	18.771	15.306	2.284
174.750	-11.645	76.889	17.528	18.870	15.185	2.278
174.875	-11.774	78.947	17.596	18.892	15.293	2.280
175.000	-11.851	79.698	17.531	18.795	15.726	2.278
175.125	-11.790	78.819	17.401	18.665	15.823	2.271
175.250	-11.694	76.654	17.226	18.476	15.033	2.272
175.375	-11.744	74.523	16.998	18.201	13.973	2.289
175.500	-11.805	72.705	16.797	18.017	13.519	2.315
175.625	-11.645	72.392	16.629	17.956	13.882	2.343
175.750	-10.912	72.677	16.468	17.962	14.938	2.372
175.875	-9.814	73.229	16.362	18.062	15.924	2.407
176.000	-8.452	71.795	16.497	18.411	16.058	2.446
176.125	-7.021	71.237	17.077	19.156	16.365	2.484
176.250	-5.261	70.632	18.167	20.418	18.579	2.515
176.375	-4.453	70.360	19.709	22.169	22.456	2.535
176.500	-4.010	69.387	21.669	24.359	26.097	2.547
176.625	-3.567	69.374	23.748	26.623	27.908	2.553
176.750	-3.228	68.205	25.823	28.870	29.482	2.554
176.875	-2.972	67.328	27.991	31.273	33.731	2.555
177.000	-2.591	67.880	30.334	34.162	40.028	2.560
177.125	-2.232	71.457	33.124	37.958	44.188	2.575
177.250	-1.832	74.426	36.069	42.068	44.821	2.592
177.375	-1.439	74.666	36.835	43.109	44.645	2.604
177.500	-1.183	72.563	32.722	38.070	44.184	2.600
177.625	-0.897	72.447	25.052	28.546	41.334	2.575
177.750	-0.714	75.063	16.123	17.866	33.496	2.519
177.875	-0.683	78.442	9.484	10.205	21.977	2.442
178.000	-0.832	79.904	5.931	6.306	11.361	2.358
178.125	-1.233	81.029	4.430	4.773	5.524	2.299
178.250	-1.897	83.176	3.741	4.169	4.252	2.270
178.375	-2.644	86.255	3.625	4.187	4.230	2.262
178.500	-3.396	86.295	3.833	4.510	4.298	2.258
178.625	-4.056	83.738	4.153	4.922	4.640	2.273
178.750	-4.574	78.279	4.493	5.334	5.307	2.299
178.875	-4.880	74.167	4.835	5.737	5.872	2.322
179.000	-5.215	71.803	5.135	6.082	6.046	2.324
179.125	-5.452	72.196	5.312	6.238	6.046	2.318
179.250	-5.608	73.128	5.386	6.263	6.126	2.319
179.375	-5.688	74.686	5.378	6.191	6.254	2.328
179.500	-5.643	75.497	5.337	6.124	6.403	2.338
179.625	-5.429	76.402	5.266	6.069	6.608	2.347
179.750	-5.208	77.071	5.154	5.986	6.590	2.357
179.875	-4.834	78.564	5.040	5.899	6.201	2.366
180.000	-4.510	82.049	4.956	5.847	5.756	2.374
180.125	-4.307	84.872	4.922	5.859	5.699	2.378
180.250	-4.227	85.914	4.935	5.953	6.065	2.381
180.375	-4.201	83.970	4.996	6.126	6.408	2.372
180.500	-4.216	82.901	5.073	6.333	6.484	2.360
180.625	-4.033	83.000	5.069	6.430	6.488	2.346
180.750	-3.815	85.958	4.921	6.339	6.502	2.343
180.875	-3.560	89.722	4.621	6.022	6.198	2.323
181.000	-3.304	93.062	4.246	5.565	5.398	2.257
181.125	-3.277	93.110	3.891	5.113	4.547	2.158
181.250	-3.617	89.438	3.626	4.789	4.116	2.094
181.375	-4.139	84.077	3.465	4.621	4.076	2.100
181.500	-4.567	80.234	3.396	4.567	4.188	2.157
181.625	-4.986	78.683	3.358	4.521	4.265	2.214
181.750	-5.093	80.936	3.323	4.438	4.223	2.255
181.875	-5.009	83.585	3.272	4.314	4.058	2.262
182.000	-4.845	84.819	3.224	4.218	3.819	2.228
182.125	-4.735	84.328	3.216	4.209	3.626	2.172
182.250	-4.548	85.355	3.265	4.335	3.611	2.149
182.375	-4.132	87.924	3.390	4.584	3.775	2.166
182.500	-3.598	89.875	3.609	4.932	4.057	2.213
182.625	-3.125	90.854	3.877	5.322	4.407	2.256
182.750	-2.869	90.447	4.158	5.682	4.764	2.282
182.875	-2.850	90.399	4.376	5.967	4.955	2.284
183.000	-2.961	90.996	4.500	6.119	4.867	2.271
183.125	-3.033	93.016	4.544	6.157	4.680	2.252
183.250	-3.296	94.152	4.487	6.087	4.574	2.240
183.375	-3.727	93.603	4.357	5.932	4.556	2.232
183.500	-4.235	91.498	4.202	5.751	4.551	2.230
183.625	-4.826	90.004	4.069	5.625	4.541	2.231
183.750	-5.261	88.610	4.013	5.621	4.584	2.234
183.875	-5.536	86.651	4.034	5.752	4.707	2.237
184.000	-5.730	85.308	4.130	5.978	4.875	2.235
184.125	-5.787	86.038	4.231	6.189	4.943	2.234
184.250	-5.669	88.911	4.249	6.219	4.778	2.244
184.375	-5.314	91.925	4.156	6.056	4.417	2.265
184.500	-5.215	92.603	3.964	5.719	4.003	2.271
184.625	-5.444	92.832	3.794	5.408	3.693	2.249
184.750	-6.199	90.828	3.809	5.399	3.648	2.225
184.875	-7.321	88.034	4.092	5.844	4.114	2.227
185.000	-8.805	83.564	4.667	6.791	5.319	2.262
185.125	-10.281	79.771	5.373	7.924	6.729	2.302
185.250	-11.517	78.023	5.917	8.697	7.348	2.322
185.375	-12.455	77.228	6.042	8.727	6.887	2.319
185.500	-12.795	76.265	5.803	8.153	5.932	2.293
185.625	-12.303	76.329	5.412	7.425	5.286	2.264
185.750	-11.155	79.221	5.201	7.080	5.134	2.247
185.875	-9.907	83.025	5.268	7.231	5.411	2.260
186.000	-8.915	83.229	5.511	7.683	6.232	2.296
186.125	-8.244	80.181	5.770	8.157	7.089	2.331
186.250	-7.939	76.424	5.725	8.149	7.301	2.338
186.375	-7.893	75.653	5.362	7.645	6.908	2.323
186.500	-7.962	77.839	4.792	6.823	6.217	2.290
186.625	-8.122	81.423	4.166	5.919	5.404	2.245
186.750	-8.557	83.515	3.739	5.303	4.603	2.192
186.875	-9.510	83.470	3.509	4.979	4.117	2.159
187.000	-11.013	82.496	3.519	5.003	3.943	2.166
187.125	-12.882	83.076	3.802	5.431	3.943	2.197
187.250	-14.881	85.858	4.283	6.150	4.326	2.220
187.375	-16.400	87.419	4.894	7.021	5.025	2.222
187.500	-16.518	86.656	5.517	7.847	5.654	2.211
187.625	-15.515	84.505	6.018	8.459	5.929	2.203
187.750	-13.783	85.452	6.283	8.696	5.894	2.207
187.875	-11.860	87.875	6.204	8.452	5.776	2.215
188.000	-10.086	91.023	5.800	7.805	5.542	2.224
188.125	-8.496	91.997	5.200	6.921	5.073	2.231
188.250	-7.214	91.395	4.558	6.024	4.477	2.241
188.375	-6.542	90.943	4.055	5.349	4.059	2.246
188.500	-6.329	92.604	3.737	4.942	4.003	2.235
188.625	-6.420	94.928	3.645	4.862	4.185	2.204
188.750	-6.672	95.687	3.744	5.038	4.384	2.167
188.875	-7.015	93.495	3.901	5.257	4.404	2.150
189.000	-7.549	90.628	4.013	5.367	4.268	2.156
189.125	-8.114	89.789	4.009	5.289	4.213	2.182
189.250	-8.671	92.883	3.891	5.066	4.279	2.205
189.375	-9.136	95.829	3.728	4.800	4.275	2.227
189.500	-9.499	96.142	3.576	4.578	4.160	2.244
189.625	-9.678	94.842	3.478	4.439	4.058	2.259
189.750	-9.796	93.989	3.455	4.407	3.987	2.270
189.875	-9.823	93.054	3.470	4.425	3.926	2.273
190.000	-10.067	91.956	3.495	4.456	3.933	2.272
190.125	-10.204	90.295	3.508	4.468	4.018	2.270
190.250	-10.426	89.602	3.489	4.450	4.113	2.277
190.375	-10.685	88.425	3.455	4.390	4.158	2.291
190.500	-10.891	87.493	3.426	4.322	4.160	2.311
190.625	-11.067	84.561	3.426	4.287	4.149	2.320
190.750	-11.181	81.700	3.484	4.319	4.184	2.310
190.875	-11.280	79.301	3.612	4.467	4.320	2.279
191.000	-11.524	80.053	3.857	4.761	4.481	2.235
191.125	-11.974	83.391	4.184	5.180	4.560	2.198
191.250	-12.570	88.101	4.580	5.707	4.723	2.198
191.375	-13.279	92.228	4.929	6.184	5.200	2.225
191.500	-14.038	93.288	5.157	6.500	5.850	2.255
191.625	-14.744	91.668	5.281	6.655	6.248	2.269
191.750	-15.389	89.265	5.321	6.669	6.269	2.274
191.875	-15.865	87.992	5.365	6.674	6.245	2.275
192.000	-16.243	86.776	5.472	6.783	6.442	2.270
192.125	-16.361	86.175	5.699	7.091	6.800	2.267
192.250	-16.110	85.579	5.991	7.492	7.121	2.265
192.375	-15.507	86.770	6.220	7.788	7.302	2.264
192.500	-14.511	88.558	6.241	7.777	7.342	2.263
192.625	-13.470	90.110	6.025	7.423	7.146	2.259
192.750	-12.505	89.326	5.664	6.904	6.614	2.249
192.875	-12.043	88.446	5.258	6.365	6.066	2.235
193.000	-12.245	89.487	4.954	6.001	5.873	2.237
193.125	-12.722	91.749	4.778	5.845	5.966	2.255
193.250	-13.062	91.697	4.725	5.823	6.067	2.272
193.375	-13.325	90.341	4.712	5.829	6.078	2.280
193.500	-13.557	88.390	4.683	5.787	6.019	2.277
193.625	-13.859	86.400	4.655	5.731	5.837	2.275
193.750	-14.030	85.800	4.698	5.760	5.642	2.274
193.875	-14.240	85.989	4.793	5.861	5.717	2.271
194.000	-14.370	87.869	4.921	5.985	6.207	2.264
194.125	-14.431	88.797	5.083	6.154	6.854	2.262
194.250	-14.297	90.505	5.310	6.432	7.176	2.271
194.375	-14.034	91.162	5.540	6.731	7.083	2.304
194.500	-13.550	89.953	5.700	6.996	7.021	2.349
194.625	-13.073	86.683	5.749	7.130	7.191	2.392
194.750	-12.905	85.174	5.617	6.984	7.280	2.392
194.875	-12.867	88.769	5.402	6.710	7.146	2.366
195.000	-12.836	96.298	5.143	6.367	7.036	2.335
195.125	-12.676	102.792	4.912	6.092	7.110	2.331
195.250	-12.501	103.321	4.774	5.957	7.070	2.334
195.375	-12.295	99.808	4.723	5.931	6.579	2.313
195.500	-12.211	95.589	4.721	5.930	5.670	2.244
195.625	-12.493	92.055	4.713	5.904	4.885	2.170
195.750	-12.951	88.717	4.703	5.865	4.762	2.149
195.875	-13.294	86.645	4.642	5.748	5.040	2.165
196.000	-13.458	88.231	4.519	5.542	5.131	2.185
196.125	-13.431	92.557	4.356	5.286	4.897	2.178
196.250	-13.401	95.174	4.173	5.033	4.592	2.170
196.375	-13.393	94.284	4.035	4.863	4.403	2.166
196.500	-13.302	91.730	3.971	4.820	4.267	2.180
196.625	-13.187	91.888	3.989	4.878	4.079	2.198
196.750	-13.191	94.497	4.002	4.922	3.895	2.221
196.875	-13.111	96.733	3.930	4.846	3.799	2.234
197.000	-12.833	95.585	3.725	4.580	3.723	2.233
197.125	-12.516	92.148	3.393	4.142	3.558	2.217
197.250	-12.344	88.126	3.037	3.673	3.296	2.208
197.375	-12.577	84.207	2.763	3.308	3.063	2.211
197.500	-12.962	81.393	2.632	3.146	2.996	2.221
197.625	-13.462	80.953	2.737	3.292	3.200	2.230
197.750	-13.981	82.783	3.091	3.758	3.795	2.257
197.875	-14.522	84.779	3.558	4.355	4.727	2.300
198.000	-14.942	86.166	4.026	4.916	5.640	2.332
198.125	-15.224	87.252	4.329	5.248	6.026	2.335
198.250	-15.190	87.564	4.390	5.269	5.808	2.317
198.375	-15.041	86.428	4.297	5.117	5.498	2.301
198.500	-14.759	86.370	4.117	4.887	5.411	2.293
198.625	-14.553	89.693	3.949	4.704	5.301	2.293
198.750	-14.343	94.035	3.868	4.622	5.005	2.274
198.875	-14.210	96.161	3.856	4.631	4.813	2.242
199.000	-14.435	95.190	3.897	4.703	4.943	2.212
199.125	-15.117	94.729	3.949	4.791	5.204	2.214
199.250	-15.720	94.385	4.001	4.867	5.371	2.237
199.375	-16.033	94.357	4.066	4.956	5.405	2.258
199.500	-16.079	92.744	4.179	5.109	5.460	2.269
199.625	-15.911	90.464	4.288	5.260	5.803	2.283
199.750	-15.865	88.189	4.369	5.376	6.358	2.299
199.875	-15.911	86.054	4.362	5.364	6.520	2.306
200.000	-16.128	84.599	4.214	5.161	5.982	2.293
200.125	-16.315	84.403	3.991	4.859	5.282	2.269
200.250	-16.395	86.481	3.775	4.577	4.945	2.250
200.375	-16.521	89.909	3.614	4.383	4.873	2.244
200.500	-16.849	93.715	3.569	4.336	4.857	2.245
200.625	-17.093	96.149	3.607	4.393	4.876	2.246
200.750	-17.196	96.419	3.700	4.501	4.922	2.248
200.875	-17.086	93.936	3.822	4.632	4.967	2.251
201.000	-16.903	90.303	3.949	4.776	5.066	2.255
201.125	-16.781	88.262	4.067	4.897	5.205	2.260
201.250	-16.739	87.979	4.134	4.958	5.224	2.267
