#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
286.375	1.800	-16.673	10.303	8.645	10.303	94.293	8.557	7.999	6.162
286.500	1.786	-16.763	10.323	8.645	10.323	94.293	8.557	7.999	6.036
286.625	1.785	-16.829	10.301	8.644	10.301	94.293	8.557	7.999	6.033
286.750	1.786	-16.885	10.226	8.645	10.226	94.293	8.557	7.999	6.034
286.875	1.785	-16.930	10.139	8.644	10.139	94.293	8.557	7.999	6.035
287.000	1.784	-16.940	10.090	8.642	10.090	94.293	8.557	7.999	6.035
287.125	1.785	-16.951	10.077	8.644	10.077	94.293	8.557	7.999	6.034
287.250	1.786	-7503.486	-7496.728	-7497.086	-7496.728	94.293	8.557	7.999	6.035
287.375	1.789	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.035
287.500	1.789	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.035
287.625	1.789	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.035
287.750	1.787	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.035
287.875	1.786	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.034
288.000	1.785	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.034
288.125	1.784	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.033
288.250	1.783	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.033
288.375	1.783	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.033
288.500	1.784	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.035
288.625	1.785	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.035
288.750	1.787	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.034
288.875	1.788	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.035
289.000	1.789	-9999.000	-9999.000	-9999.000	-9999.000	94.293	8.557	7.999	6.035
