#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
201.375	2.307	-18.669	126.927	59.931	126.927	74.595	77.131	73.915	61.527
201.500	2.281	-18.696	127.273	63.504	127.273	74.444	89.428	85.103	83.573
201.625	2.252	-18.694	129.976	66.729	129.976	72.001	104.793	99.192	104.500
201.750	2.230	-18.702	134.370	69.408	134.370	69.236	120.861	113.984	120.056
201.875	2.220	-18.700	139.997	71.342	139.997	68.317	135.012	127.231	144.033
202.000	2.220	-18.707	146.456	72.337	146.456	69.088	144.320	136.509	155.342
202.125	2.225	-18.734	153.242	72.026	153.242	68.364	145.166	138.730	164.294
202.250	2.232	-18.767	159.868	70.659	159.868	65.481	138.581	134.408	162.441
202.375	2.240	-18.796	165.948	68.520	165.948	63.541	126.686	124.870	136.710
202.500	2.253	-18.809	170.653	65.893	170.653	64.474	112.754	112.619	94.958
202.625	2.271	-18.790	172.685	63.372	172.685	67.244	100.326	100.779	66.622
202.750	2.288	-18.741	172.123	61.460	172.123	68.287	90.956	91.392	55.105
202.875	2.301	-18.673	169.505	60.022	169.505	68.342	84.782	85.052	52.096
203.000	2.307	-18.575	166.274	58.716	166.274	69.345	81.074	81.357	55.450
203.125	2.305	-18.439	164.259	57.288	164.259	70.431	78.615	79.251	62.945
203.250	2.303	-18.306	163.925	55.747	163.925	70.324	75.824	77.008	71.943
203.375	2.305	-18.200	164.694	54.177	164.694	71.009	72.007	73.765	71.079
203.500	2.315	-18.134	165.122	52.635	165.122	73.942	67.622	69.462	58.465
203.625	2.328	-18.120	163.310	51.516	163.310	77.005	64.319	64.988	43.280
203.750	2.337	-18.139	159.151	51.208	159.151	77.535	62.990	61.724	38.470
203.875	2.335	-18.181	153.373	51.841	153.373	76.482	62.707	60.784	41.125
204.000	2.322	-18.248	147.534	53.384	147.534	74.904	63.914	63.057	45.855
204.125	2.303	-18.337	143.958	55.812	143.958	72.233	69.704	69.900	52.852
204.250	2.285	-18.442	143.412	58.751	143.412	68.907	80.395	80.771	70.550
204.375	2.269	-18.547	145.846	61.961	145.846	66.001	94.302	94.593	94.588
204.500	2.255	-18.606	150.455	64.973	150.455	63.296	108.159	108.670	115.280
204.625	2.244	-18.603	155.976	66.975	155.976	62.491	116.487	117.851	123.512
204.750	2.241	-18.559	161.112	67.986	161.112	64.044	117.076	119.626	126.927
204.875	2.249	-18.484	164.887	68.309	164.887	66.959	111.105	114.547	120.228
205.000	2.263	-18.391	166.343	68.460	166.343	69.557	102.558	106.030	97.996
205.125	2.277	-18.274	164.819	69.317	164.819	70.211	96.619	99.112	73.602
205.250	2.283	-18.130	161.455	71.100	161.455	69.254	95.920	96.935	68.488
205.375	2.280	-17.973	157.767	73.644	157.767	66.755	101.080	100.570	81.823
205.500	2.273	-17.858	155.584	76.581	155.584	63.348	110.620	109.564	105.274
205.625	2.266	-17.775	156.292	79.281	156.292	60.960	123.698	122.251	123.527
205.750	2.263	-17.695	159.220	81.458	159.220	60.087	136.479	134.800	128.078
205.875	2.262	-17.634	163.657	83.075	163.657	59.670	146.097	144.484	124.843
206.000	2.260	-17.581	168.830	84.140	168.830	58.717	151.000	149.942	117.292
206.125	2.255	-17.547	174.621	84.756	174.621	56.856	151.368	151.083	113.814
206.250	2.247	-17.522	181.210	85.114	181.210	55.915	149.602	149.915	116.181
206.375	2.242	-17.502	188.527	85.202	188.527	57.259	146.663	147.229	121.327
206.500	2.244	-17.457	196.359	85.113	196.359	60.021	142.940	143.372	117.423
206.625	2.258	-17.411	203.887	84.985	203.887	62.631	139.056	138.966	104.764
206.750	2.276	-17.383	210.075	85.040	210.075	63.508	136.427	135.597	96.059
206.875	2.290	-17.364	214.613	85.563	214.613	61.754	136.756	135.083	91.220
207.000	2.290	-17.364	217.793	86.620	217.793	57.324	141.705	139.167	88.810
207.125	2.274	-17.379	220.967	88.076	220.967	53.784	153.121	149.762	91.228
207.250	2.250	-17.421	226.111	89.486	226.111	55.417	168.830	164.778	108.727
207.375	2.228	-17.495	234.152	90.391	234.152	59.410	184.986	180.660	135.815
207.500	2.212	-17.600	245.116	90.560	245.116	60.562	195.950	192.243	159.676
207.625	2.208	-17.714	258.176	89.862	258.176	58.826	195.177	193.251	175.445
207.750	2.213	-17.810	270.690	88.613	270.690	58.678	184.917	184.867	174.232
207.875	2.223	-17.901	280.995	87.261	280.995	61.606	170.125	170.984	151.055
208.000	2.234	-18.007	287.989	86.147	287.989	65.097	156.438	156.828	120.062
208.125	2.242	-18.152	290.636	85.466	290.636	65.995	148.736	147.537	104.301
208.250	2.245	-18.321	290.932	85.261	290.932	64.658	147.424	144.301	105.151
208.375	2.244	-18.499	290.543	85.480	290.543	61.727	152.120	147.083	113.438
208.500	2.241	-18.683	290.945	85.879	290.945	59.072	161.707	154.925	127.488
208.625	2.236	-18.887	294.019	86.138	294.019	58.224	174.374	166.179	153.398
208.750	2.232	-19.112	299.392	85.981	299.392	58.118	186.392	177.251	179.171
208.875	2.228	-19.342	306.482	85.268	306.482	58.112	194.558	185.135	191.973
209.000	2.224	-19.536	314.990	83.996	314.990	58.081	196.536	187.545	185.282
209.125	2.222	-19.683	323.939	81.953	323.939	57.907	190.937	182.928	162.817
209.250	2.222	-19.782	332.562	79.386	332.562	56.972	180.817	173.872	141.405
209.375	2.223	-19.826	340.393	76.569	340.393	56.949	168.689	162.668	125.584
209.500	2.225	-19.821	346.532	73.636	346.532	59.191	156.493	151.218	123.715
209.625	2.225	-19.773	350.449	70.709	350.449	61.541	145.170	140.537	127.884
209.750	2.224	-19.695	352.493	67.824	352.493	61.807	134.402	130.391	135.050
209.875	2.227	-19.584	352.329	64.839	352.329	61.185	123.872	120.450	126.995
210.000	2.237	-19.459	349.812	61.712	349.812	60.685	113.617	110.687	105.814
210.125	2.253	-19.326	344.335	58.625	344.335	60.917	104.232	101.603	88.193
210.250	2.272	-19.201	336.200	55.768	336.200	62.188	96.042	93.556	79.260
210.375	2.287	-19.077	326.355	53.218	326.355	64.134	89.057	86.633	75.148
210.500	2.294	-18.938	315.797	50.831	315.797	66.477	82.885	80.559	77.918
210.625	2.293	-18.777	305.019	48.427	305.019	67.063	76.921	74.879	80.385
210.750	2.291	-18.605	294.034	46.088	294.034	66.434	70.682	69.227	72.877
210.875	2.294	-18.436	281.805	43.910	281.805	66.519	64.155	63.720	60.400
211.000	2.303	-18.283	267.545	42.027	267.545	68.485	57.707	58.771	51.538
211.125	2.315	-18.141	251.295	40.692	251.295	70.639	53.948	55.160	47.606
211.250	2.323	-18.008	234.370	39.889	234.370	72.173	52.978	53.144	45.140
211.375	2.325	-17.911	218.227	39.594	218.227	73.516	53.592	52.807	44.306
211.500	2.319	-17.866	204.198	39.621	204.198	74.187	54.098	53.815	40.807
211.625	2.307	-17.877	193.315	39.472	193.315	72.643	54.229	55.246	49.651
211.750	2.295	-17.929	185.113	38.759	185.113	70.876	54.043	55.696	61.768
211.875	2.289	-18.014	178.658	37.352	178.658	71.102	52.532	54.208	71.179
212.000	2.293	-18.121	172.036	35.428	172.036	73.435	48.935	50.570	61.393
212.125	2.309	-18.227	162.800	33.568	162.800	75.582	43.889	45.429	42.424
212.250	2.327	-18.309	150.339	32.261	150.339	76.072	39.180	40.396	30.972
212.375	2.339	-18.359	135.377	31.695	135.377	75.731	35.754	36.505	28.439
212.500	2.342	-18.400	119.948	31.950	119.948	76.202	34.128	34.343	29.035
212.625	2.336	-18.471	106.747	33.036	106.747	77.885	34.780	34.407	30.749
212.750	2.328	-18.582	96.841	34.614	96.841	79.968	37.228	36.229	34.857
212.875	2.322	-18.711	90.352	36.544	90.352	80.441	41.091	39.458	40.139
213.000	2.318	-18.856	86.548	38.636	86.548	77.905	45.790	43.575	45.866
213.125	2.312	-19.022	84.647	40.633	84.647	75.379	50.577	47.930	51.688
213.250	2.300	-19.206	83.743	42.353	83.743	73.999	54.838	51.913	54.431
213.375	2.283	-19.404	83.616	43.692	83.616	72.034	58.323	55.245	54.315
213.500	2.269	-19.592	84.391	44.703	84.391	68.369	60.970	57.812	56.719
213.625	2.264	-19.738	86.356	45.316	86.356	64.956	62.534	59.356	61.811
213.750	2.270	-19.836	88.888	45.490	88.888	63.944	62.958	59.842	68.317
213.875	2.281	-19.914	91.274	45.297	91.274	65.991	62.116	59.166	65.875
214.000	2.292	-19.975	92.764	44.881	92.764	70.444	60.190	57.470	58.977
214.125	2.296	-20.002	92.647	44.422	92.647	73.554	57.811	55.264	53.880
214.250	2.295	-20.038	91.444	44.154	91.444	72.486	55.964	53.438	51.110
214.375	2.292	-20.074	89.802	44.102	89.802	68.940	55.264	52.585	50.795
214.500	2.288	-20.101	88.454	44.173	88.454	66.226	55.881	52.944	52.127
214.625	2.283	-20.107	88.414	44.217	88.414	66.761	57.425	54.322	55.498
214.750	2.276	-20.085	89.756	43.975	89.756	68.492	58.612	55.654	61.620
214.875	2.266	-20.031	92.245	43.238	92.245	69.287	58.295	55.902	66.090
215.000	2.256	-19.953	95.384	41.912	95.384	69.287	55.861	54.339	64.546
215.125	2.254	-19.866	98.099	40.033	98.099	70.970	51.593	50.863	57.564
215.250	2.264	-19.745	99.579	38.189	99.579	74.873	47.159	46.813	48.459
215.375	2.283	-19.610	99.666	36.857	99.666	78.708	43.693	43.270	38.955
215.500	2.303	-19.487	98.892	36.184	98.892	78.562	41.734	40.929	33.274
215.625	2.314	-19.397	98.520	36.048	98.520	74.144	41.344	40.145	35.405
215.750	2.313	-19.343	99.002	36.048	99.002	72.321	41.607	40.256	49.082
215.875	2.308	-19.326	99.624	35.959	99.624	75.195	41.802	40.623	56.508
216.000	2.307	-19.339	99.201	35.734	99.201	78.294	41.472	40.718	45.337
216.125	2.315	-19.389	96.342	35.563	96.342	77.260	40.625	40.345	38.269
216.250	2.327	-19.488	91.557	35.635	91.557	75.507	39.864	39.912	40.149
216.375	2.339	-19.614	86.006	35.974	86.006	75.238	39.703	39.882	36.783
216.500	2.344	-19.740	80.840	36.490	80.840	75.130	40.386	40.571	33.950
216.625	2.342	-19.846	76.933	37.048	76.933	73.491	41.776	41.967	41.477
216.750	2.337	-19.937	74.193	37.455	74.193	71.802	43.160	43.424	45.279
216.875	2.333	-20.019	72.294	37.541	72.294	71.131	44.006	44.383	44.590
217.000	2.329	-20.086	70.838	37.361	70.838	70.849	44.023	44.499	41.981
217.125	2.326	-20.130	69.318	37.164	69.318	69.359	43.135	43.633	39.680
217.250	2.322	-20.152	67.368	37.108	67.368	68.114	41.848	42.270	37.993
217.375	2.316	-20.175	65.070	37.277	65.070	68.247	40.655	40.882	37.438
217.500	2.314	-20.219	62.740	37.761	62.740	69.026	40.064	39.943	38.355
217.625	2.317	-20.287	60.970	38.719	60.970	69.665	40.699	40.019	39.510
217.750	2.322	-20.385	60.297	40.227	60.297	70.126	42.645	41.250	40.319
217.875	2.324	-20.512	61.000	42.339	61.000	69.823	45.967	43.781	41.043
218.000	2.320	-20.650	63.009	44.988	63.009	68.321	50.602	47.650	48.484
218.125	2.312	-20.798	66.088	48.043	66.088	67.598	56.558	52.940	62.980
218.250	2.304	-20.942	69.499	51.076	69.499	68.316	63.374	59.151	71.192
218.375	2.298	-21.082	72.948	53.858	72.948	68.326	70.675	65.858	68.751
218.500	2.294	-21.216	76.501	56.415	76.501	66.267	77.845	72.473	69.558
218.625	2.290	-21.356	80.363	58.639	80.363	62.847	83.777	78.075	80.539
218.750	2.288	-21.487	84.581	60.477	84.581	60.587	87.856	82.175	97.747
218.875	2.289	-21.599	88.955	61.851	88.955	60.728	89.881	84.562	116.606
219.000	2.293	-21.714	92.924	62.742	92.924	62.767	90.262	85.448	107.242
219.125	2.295	-21.832	95.893	63.602	95.893	64.556	89.999	85.499	85.546
219.250	2.294	-21.955	97.983	64.710	97.983	64.334	90.374	85.879	78.574
219.375	2.292	-22.087	99.560	65.871	99.560	62.969	91.951	87.278	86.903
219.500	2.289	-22.219	101.312	66.891	101.312	61.058	94.593	89.822	96.634
219.625	2.286	-22.344	103.991	67.526	103.991	59.684	97.390	92.935	105.205
219.750	2.284	-22.472	107.742	67.773	107.742	59.217	99.160	95.434	109.825
219.875	2.282	-22.599	112.692	67.634	112.692	59.263	99.394	96.622	108.547
220.000	2.280	-22.724	118.762	67.055	118.762	59.307	98.401	96.534	106.762
220.125	2.279	-22.859	125.849	66.176	125.849	58.865	97.167	95.957	104.080
220.250	2.278	-23.010	133.491	65.312	133.491	59.039	96.616	95.905	96.089
220.375	2.277	-23.170	141.283	64.518	141.283	59.233	96.887	96.647	88.336
220.500	2.281	-23.339	149.077	63.692	149.077	59.374	97.375	97.697	96.280
220.625	2.293	-23.509	156.968	62.403	156.968	60.510	96.439	97.513	111.651
220.750	2.312	-23.676	164.717	60.516	164.717	61.964	92.811	94.773	118.187
220.875	2.331	-23.844	171.695	58.163	171.695	63.141	86.071	88.897	110.608
221.000	2.344	-24.026	176.788	55.595	176.788	64.036	77.076	80.473	92.599
221.125	2.344	-24.221	178.080	53.304	178.080	65.437	67.935	71.297	77.413
221.250	2.335	-24.425	175.511	51.712	175.511	67.560	61.021	63.648	67.143
221.375	2.321	-24.638	169.455	51.169	169.455	68.528	57.622	58.909	58.202
221.500	2.307	-24.849	161.258	51.887	161.258	66.777	58.386	57.825	50.101
221.625	2.293	-25.047	153.351	53.744	153.351	63.857	61.571	61.302	50.057
221.750	2.277	-25.229	148.015	56.076	148.015	63.195	68.745	68.471	58.924
221.875	2.259	-25.412	146.388	58.597	146.388	63.872	79.030	78.551	86.827
222.000	2.244	-25.597	148.373	61.029	148.373	61.779	90.759	89.973	132.279
222.125	2.247	-25.785	153.070	62.780	153.070	57.553	100.701	99.848	128.058
222.250	2.269	-25.978	158.695	63.530	158.695	55.772	106.439	105.844	127.024
222.375	2.303	-26.171	164.257	63.413	164.257	56.267	107.047	106.982	133.714
222.500	2.335	-26.377	168.846	62.878	168.846	57.726	103.332	103.827	136.616
222.625	2.344	-26.602	171.325	62.217	171.325	59.052	97.118	97.889	114.641
222.750	2.332	-26.834	171.392	61.489	171.392	60.457	90.890	91.599	97.208
222.875	2.309	-27.051	169.124	60.765	169.124	61.908	85.834	86.187	93.204
223.000	2.285	-27.223	165.370	60.230	165.370	63.156	82.477	82.266	93.587
223.125	2.269	-27.331	161.337	59.934	161.337	63.800	81.071	80.187	90.184
223.250	2.260	-27.403	158.187	59.651	158.187	62.818	80.880	79.379	86.641
223.375	2.255	-27.465	156.566	59.314	156.566	60.807	81.321	79.387	90.688
223.500	2.254	-27.502	156.692	58.976	156.692	59.645	81.835	79.729	97.828
223.625	2.255	-27.551	158.707	58.610	158.707	60.706	81.930	79.927	103.675
223.750	2.257	-27.596	161.912	58.103	161.912	62.213	81.469	79.689	106.133
223.875	2.259	-27.628	165.646	57.394	165.646	62.226	80.443	78.903	103.490
224.000	2.260	-27.659	169.307	56.586	169.307	61.570	78.981	77.638	97.016
224.125	2.259	-27.727	172.463	55.830	172.463	62.064	77.339	76.131	94.514
224.250	2.257	-27.799	174.792	55.105	174.792	64.231	75.850	74.705	97.127
224.375	2.254	-27.838	176.071	54.410	176.071	68.203	74.662	73.471	93.241
224.500	2.253	-27.871	176.211	53.735	176.211	71.594	73.733	72.357	86.886
224.625	2.255	-27.861	175.250	53.020	175.250	69.226	72.764	71.110	88.200
224.750	2.259	-27.830	173.805	52.174	173.805	64.407	71.407	69.524	94.558
224.875	2.263	-27.804	172.025	51.128	172.025	63.102	69.526	67.545	91.728
225.000	2.267	-27.796	169.962	49.973	169.962	65.774	67.248	65.281	83.503
225.125	2.271	-27.802	167.333	48.807	167.333	66.558	64.900	62.958	79.061
225.250	2.274	-27.832	164.072	47.679	164.072	65.538	62.764	60.789	80.854
225.375	2.276	-27.885	160.508	46.624	160.508	64.778	60.869	58.847	79.623
225.500	2.279	-27.947	156.920	45.580	156.920	64.790	59.068	57.088	74.905
225.625	2.282	-28.021	153.433	44.409	153.433	65.224	57.130	55.368	70.773
225.750	2.288	-28.117	149.976	43.089	149.976	65.897	55.004	53.544	67.325
225.875	2.296	-28.226	146.294	41.715	146.294	67.179	52.787	51.577	61.687
226.000	2.305	-28.342	142.339	40.422	142.339	66.567	50.619	49.518	58.257
226.125	2.312	-28.463	138.184	39.182	138.184	63.891	48.602	47.466	57.463
226.250	2.315	-28.573	133.911	37.935	133.911	62.473	46.687	45.510	56.436
226.375	2.313	-28.687	129.674	36.697	129.674	63.230	44.818	43.680	55.962
226.500	2.309	-28.798	125.404	35.410	125.404	63.758	42.960	41.952	55.950
226.625	2.306	-28.910	120.911	34.060	120.911	62.051	41.093	40.236	54.494
226.750	2.307	-29.044	116.099	32.718	116.099	60.496	39.182	38.426	51.694
226.875	2.312	-29.191	110.786	31.384	110.786	60.008	37.182	36.476	49.109
227.000	2.320	-29.333	104.995	30.074	104.995	60.066	35.078	34.415	46.353
227.125	2.326	-29.473	98.762	28.822	98.762	61.905	32.932	32.357	42.943
227.250	2.328	-29.610	92.265	27.717	92.265	63.748	30.880	30.432	39.345
227.375	2.329	-29.746	85.775	26.858	85.775	64.847	29.038	28.719	37.401
227.500	2.328	-29.899	79.553	26.258	79.553	66.442	27.525	27.291	36.673
227.625	2.330	-30.058	73.917	25.965	73.917	68.139	26.611	26.371	34.844
227.750	2.334	-30.194	68.965	25.963	68.965	67.209	26.453	26.116	33.067
227.875	2.342	-30.311	64.805	26.363	64.805	63.748	27.208	26.694	32.607
228.000	2.355	-30.409	61.686	27.221	61.686	60.562	28.814	28.090	32.823
228.125	2.371	-30.439	60.088	28.167	60.088	57.849	30.793	29.938	38.060
228.250	2.383	-30.402	59.639	28.586	59.639	55.140	32.144	31.344	51.947
228.375	2.386	-30.292	59.689	28.205	59.689	54.669	32.087	31.554	70.167
228.500	2.378	-30.115	59.288	27.179	59.288	57.447	30.413	30.249	65.062
228.625	2.362	-29.865	57.423	26.079	57.423	60.440	27.706	27.757	46.462
228.750	2.344	-29.583	54.353	25.450	54.353	60.629	25.343	25.316	33.554
228.875	2.331	-29.291	50.872	25.548	50.872	59.905	24.266	23.862	27.874
229.000	2.329	-29.008	48.185	26.542	48.185	60.396	25.049	24.055	26.303
229.125	2.354	-28.763	47.907	28.540	47.907	59.005	28.192	26.501	28.094
229.250	2.401	-28.549	50.171	30.824	50.171	53.419	32.853	30.519	36.327
229.375	2.454	-28.372	54.353	32.427	54.353	47.695	37.710	34.980	67.663
229.500	2.491	-28.213	58.933	32.556	58.933	47.580	40.793	38.172	123.012
229.625	2.488	-28.101	61.494	31.069	61.494	52.571	39.916	38.087	91.576
229.750	2.453	-28.017	60.938	29.059	60.938	57.595	36.109	35.288	48.374
229.875	2.405	-27.932	57.290	27.287	57.290	61.436	31.212	31.143	32.626
230.000	2.364	-27.839	51.615	26.128	51.615	64.866	26.941	27.146	28.619
230.125	2.340	-27.728	45.563	25.566	45.563	67.396	24.423	24.467	28.260
230.250	2.327	-27.621	40.546	25.332	40.546	68.734	23.457	23.180	28.800
230.375	2.319	-27.505	37.093	25.412	37.093	67.342	23.837	23.199	29.429
230.500	2.313	-27.385	35.289	25.872	35.289	62.951	25.319	24.324	28.548
230.625	2.309	-27.237	35.206	26.655	35.206	59.538	27.599	26.270	29.728
230.750	2.314	-27.052	36.288	27.268	36.288	60.846	29.852	28.269	36.377
230.875	2.328	-26.821	38.126	27.277	38.126	65.525	31.287	29.627	47.343
231.000	2.350	-26.547	40.108	26.539	40.108	70.296	31.317	29.808	50.150
231.125	2.368	-26.220	41.386	25.370	41.386	73.575	29.783	28.560	39.375
231.250	2.375	-25.841	41.593	24.327	41.593	75.132	27.635	26.593	29.697
231.375	2.369	-25.407	40.765	23.587	40.765	74.995	25.599	24.515	26.714
231.500	2.356	-24.916	39.285	23.174	39.285	74.848	24.125	22.792	26.454
231.625	2.346	-24.343	37.581	23.121	37.581	76.995	23.462	21.768	26.472
231.750	2.345	-23.715	36.002	23.380	36.002	79.107	23.342	21.379	25.947
231.875	2.353	-23.042	34.729	24.013	34.729	78.484	23.500	21.581	26.240
232.000	2.367	-22.314	33.916	25.071	33.916	76.089	23.692	22.335	27.803
232.125	2.383	-21.530	34.036	26.578	34.036	74.285	24.857	23.734	30.265
232.250	2.401	-20.705	35.320	28.360	35.320	73.192	26.896	25.761	33.876
232.375	2.427	-19.851	37.879	30.347	37.879	71.839	29.844	28.519	37.963
232.500	2.462	-18.985	41.726	32.481	41.726	70.576	33.726	32.084	41.622
232.625	2.505	-18.138	46.967	34.449	46.967	69.967	38.654	36.499	46.496
232.750	2.543	-17.318	53.146	35.794	53.146	69.732	43.849	41.143	60.384
232.875	2.574	-16.535	59.852	36.160	59.852	70.485	47.917	44.953	76.918
233.000	2.600	-15.798	66.438	35.094	66.438	72.678	48.931	46.381	80.386
233.125	2.627	-15.126	71.748	31.889	71.748	74.822	44.847	43.494	67.526
233.250	2.652	-14.524	74.802	27.382	74.802	75.636	37.416	37.307	53.342
233.375	2.663	-13.991	74.425	22.837	74.425	76.634	29.034	29.653	36.939
233.500	2.644	-13.519	69.902	19.416	69.902	79.787	21.836	22.558	19.167
233.625	2.594	-13.108	61.093	17.581	61.093	83.784	17.267	17.648	13.281
233.750	2.535	-12.732	50.540	16.730	50.540	85.646	14.992	14.843	12.303
233.875	2.492	-12.391	40.706	16.665	40.706	85.503	14.701	13.892	13.043
234.000	2.482	-12.091	33.669	17.214	33.669	84.575	15.992	14.459	14.605
234.125	2.512	-11.821	30.965	17.924	30.965	81.357	18.228	16.112	19.629
234.250	2.561	-11.563	31.319	17.922	31.319	76.135	20.005	17.683	28.617
234.375	2.605	-11.319	33.224	16.660	33.224	74.305	20.152	18.123	34.432
234.500	2.626	-11.084	34.976	14.399	34.976	80.656	18.296	16.920	30.297
234.625	2.610	-10.862	34.789	12.174	34.789	90.484	15.231	14.463	18.812
234.750	2.573	-10.664	32.420	10.741	32.420	95.755	12.504	12.028	10.400
234.875	2.532	-10.484	28.586	10.141	28.586	97.150	10.801	10.293	7.531
235.000	2.504	-10.304	24.692	10.088	24.692	98.339	10.241	9.480	7.824
235.125	2.499	-10.131	22.473	10.172	22.473	97.322	10.665	9.558	9.550
235.250	2.514	-9.956	22.189	9.959	22.189	93.325	11.363	9.978	11.259
235.375	2.546	-9.776	23.183	9.297	23.183	90.281	11.738	10.256	13.338
235.500	2.586	-9.590	24.248	8.285	24.248	89.633	11.372	10.005	14.453
235.625	2.624	-9.384	24.006	7.185	24.006	91.120	10.201	9.091	12.248
235.750	2.648	-9.157	22.212	6.270	22.212	91.300	8.790	7.927	8.845
235.875	2.647	-8.921	19.227	5.651	19.227	87.630	7.509	6.842	6.830
236.000	2.617	-8.712	15.757	5.308	15.757	80.253	6.516	6.030	5.572
236.125	2.564	-8.547	12.618	5.118	12.618	76.177	6.035	5.579	5.010
236.250	2.510	-8.431	10.213	4.932	10.213	79.837	5.860	5.369	4.810
236.375	2.476	-8.366	8.645	4.735	8.645	87.354	5.875	5.317	4.979
236.500	2.468	-8.346	7.847	4.592	7.847	93.623	5.993	5.354	5.425
236.625	2.479	-8.378	7.668	4.595	7.668	95.893	6.167	5.439	5.579
236.750	2.488	-8.447	7.673	4.689	7.673	95.008	6.328	5.535	5.425
236.875	2.486	-8.548	7.597	4.797	7.597	92.049	6.431	5.619	5.224
237.000	2.475	-8.664	7.355	4.863	7.355	88.311	6.462	5.675	5.293
237.125	2.469	-8.782	7.049	4.922	7.049	86.238	6.435	5.687	5.658
237.250	2.471	-8.899	6.870	5.023	6.870	86.534	6.381	5.662	6.080
237.375	2.476	-9.021	6.912	5.125	6.912	88.507	6.307	5.604	6.158
237.500	2.474	-9.165	7.151	5.193	7.151	89.223	6.233	5.526	6.254
237.625	2.462	-9.333	7.499	5.279	7.499	87.140	6.226	5.465	5.951
237.750	2.447	-9.528	7.817	5.430	7.817	86.449	6.353	5.470	5.920
237.875	2.433	-9.742	8.035	5.640	8.035	88.453	6.649	5.580	6.113
238.000	2.425	-9.971	8.127	5.925	8.127	89.997	7.089	5.804	6.468
238.125	2.420	-10.228	8.104	6.307	8.104	89.198	7.586	6.122	6.921
238.250	2.417	-10.493	8.051	6.734	8.051	89.854	8.042	6.470	7.295
238.375	2.414	-10.764	8.018	7.181	8.018	91.354	8.449	6.819	7.811
238.500	2.413	-11.022	8.000	7.624	8.000	88.435	8.848	7.164	8.501
238.625	2.415	-11.261	7.960	7.971	7.960	83.319	9.260	7.512	9.107
238.750	2.416	-11.452	7.918	8.202	7.918	83.288	9.637	7.849	9.480
238.875	2.417	-11.593	7.923	8.370	7.923	86.644	9.906	8.135	9.606
239.000	2.414	-11.669	7.973	8.508	7.973	86.856	10.029	8.317	9.570
239.125	2.410	-11.666	7.950	8.558	7.950	81.732	10.013	8.323	9.369
239.250	2.404	-11.627	7.749	8.522	7.749	78.825	9.941	8.172	9.156
239.375	2.398	-11.550	7.413	8.474	7.413	80.991	9.844	7.913	9.145
239.500	2.395	-11.444	7.103	8.505	7.103	87.965	9.738	7.640	9.075
239.625	2.397	-11.317	7.016	8.695	7.016	96.768	9.685	7.506	8.667
239.750	2.404	-11.194	7.172	9.078	7.172	103.332	9.791	7.605	8.231
239.875	2.416	-11.084	7.515	9.661	7.515	105.622	10.166	7.989	8.458
240.000	2.427	-11.005	7.958	10.402	7.958	102.335	10.851	8.647	9.882
240.125	2.433	-10.964	8.449	11.148	8.449	94.238	11.784	9.514	11.898
240.250	2.433	-10.929	8.944	11.699	8.944	87.087	12.694	10.399	13.321
240.375	2.430	-10.894	9.406	11.994	9.406	84.553	13.358	11.158	13.992
240.500	2.428	-10.871	9.799	12.069	9.799	87.353	13.658	11.699	14.461
240.625	2.431	-10.848	10.116	12.005	10.116	90.316	13.620	11.983	13.131
240.750	2.437	-10.807	10.365	11.913	10.365	87.796	13.489	12.117	12.372
240.875	2.444	-10.743	10.490	11.789	10.490	82.240	13.399	12.167	12.052
241.000	2.448	-10.658	10.459	11.602	10.459	79.456	13.359	12.158	12.393
241.125	2.448	-10.556	10.285	11.316	10.285	82.332	13.243	12.057	11.507
241.250	2.443	-10.469	10.000	11.003	10.000	85.547	12.938	11.836	10.845
241.375	2.435	-10.414	9.577	10.765	9.577	88.205	12.435	11.476	9.931
241.500	2.426	-10.396	8.997	10.626	8.997	91.041	11.832	10.995	8.838
241.625	2.416	-10.442	8.313	10.550	8.313	90.865	11.315	10.478	7.574
241.750	2.410	-10.561	7.712	10.639	7.712	87.078	11.009	10.059	7.192
241.875	2.412	-10.763	7.367	11.063	7.367	82.458	10.964	9.847	7.173
242.000	2.424	-11.050	7.405	11.929	7.405	79.331	11.233	9.953	7.189
242.125	2.439	-11.393	7.924	13.369	7.924	77.276	12.041	10.625	7.908
242.250	2.449	-11.767	8.799	15.443	8.799	76.432	13.604	12.035	9.723
242.375	2.446	-12.168	9.962	18.542	9.962	75.319	16.334	14.538	13.658
242.500	2.433	-12.576	11.342	23.189	11.342	71.164	20.765	18.677	26.340
242.625	2.411	-12.982	12.866	29.854	12.866	65.502	28.181	25.671	59.647
242.750	2.387	-13.373	14.471	37.655	14.471	62.339	39.644	35.789	88.529
242.875	2.362	-13.727	16.217	45.484	16.217	61.891	55.941	48.979	83.495
243.000	2.339	-14.041	18.187	52.416	18.187	61.260	74.622	64.167	75.168
243.125	2.321	-14.339	20.446	58.008	20.446	62.009	92.180	78.900	92.891
243.250	2.309	-14.615	22.887	62.464	22.887	65.944	105.664	90.860	119.174
243.375	2.299	-14.864	25.360	65.804	25.360	69.917	114.248	99.203	129.449
243.500	2.287	-15.080	27.724	68.137	27.724	70.829	118.637	104.417	124.432
243.625	2.276	-15.252	29.864	69.414	29.864	69.085	120.437	107.501	118.471
243.750	2.266	-15.394	31.859	69.900	31.859	67.494	121.708	109.845	117.004
