#Depth	SP	GR	RI	RT	RXO	DEN
174.875	-28.647	84.933	3.340	4.253	3.871	2.196
175.000	-28.919	85.932	3.410	4.331	4.058	2.209
175.125	-29.058	88.435	3.467	4.385	4.341	2.225
175.250	-29.115	90.761	3.501	4.400	4.505	2.235
175.375	-29.117	90.619	3.512	4.383	4.422	2.234
175.500	-29.108	88.597	3.513	4.357	4.213	2.231
175.625	-29.036	85.133	3.521	4.348	4.171	2.230
175.750	-28.904	83.075	3.539	4.364	4.339	2.232
175.875	-28.720	82.574	3.563	4.390	4.506	2.231
176.000	-28.511	82.868	3.588	4.418	4.606	2.229
176.125	-28.308	83.508	3.612	4.446	4.649	2.227
176.250	-28.148	83.147	3.643	4.479	4.677	2.226
176.375	-28.023	82.965	3.683	4.528	4.709	2.223
176.500	-27.907	82.870	3.722	4.574	4.706	2.221
176.625	-27.794	84.006	3.742	4.592	4.639	2.221
176.750	-27.693	86.535	3.726	4.559	4.502	2.223
176.875	-27.562	89.016	3.676	4.471	4.402	2.228
177.000	-27.414	89.369	3.615	4.363	4.311	2.233
177.125	-27.274	87.260	3.585	4.297	4.267	2.238
177.250	-27.112	85.708	3.638	4.339	4.396	2.245
177.375	-26.899	85.058	3.749	4.460	4.607	2.256
177.500	-26.616	86.527	3.879	4.602	5.201	2.271
177.625	-26.406	88.629	3.978	4.698	6.055	2.283
177.750	-26.364	89.506	4.005	4.698	5.993	2.285
177.875	-26.430	87.132	3.976	4.635	5.205	2.278
178.000	-26.521	83.277	3.924	4.560	4.862	2.265
178.125	-26.560	82.127	3.886	4.517	4.878	2.254
178.250	-26.524	83.784	3.869	4.515	4.890	2.246
178.375	-26.440	84.134	3.861	4.524	4.939	2.246
178.500	-26.310	83.187	3.829	4.500	4.903	2.253
178.625	-26.159	81.639	3.770	4.438	4.662	2.260
178.750	-25.901	83.860	3.695	4.353	4.398	2.260
178.875	-25.492	86.036	3.628	4.275	4.380	2.252
179.000	-24.994	89.085	3.585	4.226	4.562	2.241
179.125	-24.503	91.404	3.577	4.215	4.643	2.232
179.250	-24.137	92.763	3.603	4.233	4.551	2.227
179.375	-23.966	91.504	3.659	4.290	4.495	2.227
179.500	-23.935	87.361	3.771	4.421	4.563	2.232
179.625	-23.972	83.024	3.947	4.642	4.728	2.243
179.750	-24.029	80.270	4.200	4.966	5.098	2.261
179.875	-24.081	80.703	4.480	5.318	5.684	2.286
180.000	-24.155	82.872	4.687	5.569	6.408	2.313
180.125	-24.225	84.113	4.767	5.654	6.895	2.330
180.250	-24.273	82.681	4.658	5.496	6.387	2.329
180.375	-24.303	82.545	4.437	5.205	5.309	2.314
180.500	-24.318	84.646	4.184	4.889	4.784	2.296
180.625	-24.308	86.531	3.998	4.670	4.757	2.286
180.750	-24.295	86.059	3.937	4.613	4.805	2.282
180.875	-24.253	84.861	4.005	4.712	4.861	2.269
181.000	-24.192	85.067	4.243	5.010	4.816	2.238
181.125	-24.138	85.972	4.609	5.457	4.529	2.201
181.250	-24.170	86.058	5.044	5.982	4.177	2.184
181.375	-24.213	84.276	5.418	6.409	4.290	2.193
181.500	-24.144	81.701	5.583	6.559	4.775	2.201
181.625	-23.959	80.647	5.511	6.406	4.624	2.185
181.750	-23.871	82.714	5.240	6.023	4.287	2.158
181.875	-23.866	85.022	4.931	5.631	4.056	2.157
182.000	-23.866	86.027	4.738	5.420	4.156	2.196
182.125	-23.866	85.826	4.733	5.460	4.110	2.249
182.250	-23.881	84.769	4.932	5.742	4.418	2.292
182.375	-23.886	83.581	5.268	6.169	5.129	2.317
182.500	-23.910	82.042	5.700	6.689	5.839	2.322
182.625	-24.092	80.988	6.254	7.353	7.125	2.308
182.750	-24.314	78.860	7.036	8.298	8.104	2.277
182.875	-24.604	75.726	7.948	9.385	9.431	2.241
183.000	-24.924	72.926	8.756	10.319	12.702	2.217
183.125	-24.968	72.824	9.264	10.838	16.474	2.215
183.250	-24.673	75.203	9.203	10.608	15.775	2.236
183.375	-24.368	79.043	8.774	9.933	11.568	2.267
183.500	-24.274	83.319	8.175	9.096	9.101	2.293
183.625	-24.270	86.535	7.632	8.400	8.799	2.308
183.750	-24.225	87.321	7.333	8.059	8.779	2.314
183.875	-23.985	86.298	7.225	7.948	8.599	2.318
184.000	-23.655	85.521	7.246	7.968	8.592	2.325
184.125	-23.618	85.808	7.302	8.013	8.681	2.329
184.250	-23.992	84.201	7.351	8.043	8.437	2.323
184.375	-24.582	84.201	7.359	8.026	8.098	2.309
184.500	-25.242	83.898	7.282	7.909	7.898	2.294
184.625	-26.049	82.990	7.090	7.660	7.783	2.280
184.750	-26.630	82.990	6.803	7.301	7.625	2.269
184.875	-26.610	82.385	6.492	6.908	7.227	2.258
185.000	-25.960	82.385	6.269	6.622	6.872	2.248
185.125	-25.321	82.385	6.260	6.590	6.696	2.241
185.250	-25.340	81.153	6.662	7.039	6.629	2.236
185.375	-25.714	79.312	7.664	8.171	7.472	2.235
185.500	-25.941	75.667	9.503	10.212	11.022	2.235
185.625	-26.138	71.705	12.310	13.314	16.068	2.236
185.750	-26.649	71.054	15.710	17.574	18.935	2.236
185.875	-27.319	71.821	19.153	21.308	20.449	2.234
186.000	-27.929	72.658	21.896	24.050	23.358	2.228
186.125	-28.303	72.644	23.698	25.750	26.797	2.215
186.250	-28.382	72.005	24.248	26.136	28.829	2.201
186.375	-28.382	72.485	23.885	25.578	29.188	2.194
186.500	-28.382	73.892	22.759	24.202	27.646	2.198
186.625	-28.382	76.225	21.404	22.698	24.680	2.209
186.750	-28.254	76.502	20.619	21.949	20.855	2.218
186.875	-27.890	74.407	20.760	22.261	16.611	2.221
187.000	-27.629	70.512	22.283	24.018	17.200	2.218
187.125	-27.703	67.399	25.135	27.118	23.902	2.210
187.250	-28.057	67.937	29.035	31.391	30.184	2.201
187.375	-28.333	70.701	33.626	38.647	35.558	2.192
187.500	-28.441	74.205	38.595	45.314	44.593	2.186
187.625	-28.874	74.453	43.623	50.828	52.236	2.182
187.750	-29.671	72.395	48.116	55.597	52.678	2.180
187.875	-30.311	69.005	51.916	59.618	54.692	2.180
188.000	-30.970	66.203	55.268	63.221	62.186	2.178
188.125	-31.768	63.897	58.401	66.652	67.463	2.176
188.250	-32.575	62.545	61.529	70.237	71.405	2.173
188.375	-33.382	64.276	65.294	74.644	74.631	2.170
188.500	-34.268	66.942	70.155	80.311	73.832	2.167
188.625	-35.232	69.204	76.914	88.215	77.883	2.164
188.750	-36.177	67.456	86.308	99.331	100.138	2.158
188.875	-37.358	64.243	98.343	113.666	122.985	2.147
189.000	-38.451	60.978	113.274	130.970	136.860	2.132
189.125	-38.904	59.035	127.338	146.695	139.237	2.117
189.250	-39.209	56.999	138.441	158.465	133.735	2.112
189.375	-39.750	56.580	145.395	165.201	123.966	2.118
189.500	-40.483	56.073	148.746	168.149	123.526	2.129
189.625	-41.099	55.952	151.765	171.062	136.043	2.135
189.750	-41.423	54.332	156.986	176.647	142.570	2.129
189.875	-41.965	53.254	166.753	187.271	144.273	2.115
190.000	-42.614	52.608	181.763	203.298	154.644	2.103
190.125	-42.890	52.119	198.123	220.263	196.375	2.098
190.250	-42.910	52.932	211.281	233.137	225.970	2.100
190.375	-42.949	54.277	216.317	236.583	206.242	2.104
190.500	-43.155	55.786	211.123	229.095	177.412	2.104
190.625	-43.420	55.265	199.676	215.492	156.610	2.101
190.750	-43.552	55.168	187.259	201.713	147.188	2.096
190.875	-43.656	55.772	179.044	193.355	140.294	2.094
191.000	-43.712	57.388	180.102	195.441	148.587	2.096
191.125	-43.756	58.612	190.400	207.498	196.998	2.097
191.250	-43.981	58.388	209.366	228.153	229.671	2.096
191.375	-44.325	59.050	231.619	251.134	328.880	2.094
191.500	-44.499	59.953	249.469	268.051	401.581	2.092
191.625	-44.524	59.849	257.749	273.945	305.404	2.092
191.750	-44.524	57.550	252.393	265.591	259.511	2.096
191.875	-44.524	55.889	236.768	247.406	222.775	2.101
192.000	-44.530	56.673	216.592	225.760	182.785	2.106
192.125	-44.624	57.805	198.502	207.647	157.881	2.110
192.250	-44.927	58.923	189.156	199.576	158.865	2.111
192.375	-45.231	59.300	190.685	203.202	180.332	2.108
192.500	-45.325	59.637	200.504	215.538	179.571	2.103
192.625	-45.331	58.139	214.621	232.241	181.124	2.097
192.750	-45.331	56.419	229.708	249.649	180.002	2.093
192.875	-45.331	55.959	242.777	264.749	216.255	2.091
193.000	-45.331	56.338	254.717	278.796	318.681	2.090
193.125	-45.331	58.295	267.463	293.981	399.084	2.088
193.250	-45.331	61.101	282.297	311.817	323.051	2.082
193.375	-45.329	63.236	300.486	333.394	410.813	2.071
193.500	-45.262	62.162	319.859	355.579	531.386	2.059
193.625	-45.026	58.396	335.670	373.219	490.047	2.051
193.750	-44.880	54.298	345.961	384.174	597.922	2.052
193.875	-45.088	52.172	349.095	387.244	749.013	2.056
194.000	-45.433	52.807	342.984	380.138	599.817	2.061
194.125	-45.807	54.117	321.569	354.759	389.926	2.066
194.250	-46.068	53.605	281.085	307.377	303.434	2.071
194.375	-46.137	51.845	226.351	244.899	260.083	2.081
194.500	-46.138	51.706	171.791	184.823	176.789	2.099
194.625	-46.138	54.269	131.575	142.430	123.294	2.126
194.750	-46.138	58.386	111.234	122.389	105.294	2.148
194.875	-46.138	59.784	108.871	121.577	131.972	2.149
195.000	-46.138	57.304	122.657	138.821	290.437	2.122
195.125	-46.127	52.759	152.127	173.893	463.592	2.083
195.250	-45.989	50.548	189.973	215.992	490.293	2.053
195.375	-45.661	50.449	210.862	235.539	401.515	2.040
195.500	-45.401	51.682	200.357	219.122	289.880	2.042
195.625	-45.332	52.365	163.495	174.536	222.941	2.058
195.750	-45.331	53.653	117.078	122.805	141.307	2.087
195.875	-45.331	56.069	83.888	87.991	77.599	2.118
196.000	-45.331	58.874	66.338	69.787	59.421	2.136
196.125	-45.331	60.798	57.702	60.781	49.459	2.138
196.250	-45.347	60.110	54.517	57.393	55.272	2.132
196.375	-45.519	57.949	53.028	55.637	61.410	2.132
196.500	-46.068	56.637	51.933	54.163	64.582	2.144
196.625	-46.677	56.761	50.728	52.545	57.259	2.159
196.750	-46.917	59.154	49.417	50.876	50.577	2.173
196.875	-46.944	61.164	48.112	49.337	49.597	2.184
197.000	-46.897	62.517	46.914	48.078	52.154	2.193
197.125	-46.642	62.027	46.218	47.518	50.353	2.198
197.250	-46.074	61.881	46.516	48.136	47.796	2.196
197.375	-45.454	62.465	47.965	50.099	45.907	2.185
197.500	-44.953	63.081	50.575	53.435	47.796	2.170
197.625	-44.624	62.231	53.581	57.199	53.004	2.154
197.750	-44.530	61.042	55.638	59.774	68.083	2.140
197.875	-44.524	60.642	55.884	60.255	79.042	2.131
198.000	-44.530	60.601	54.901	59.430	72.379	2.126
198.125	-44.624	60.732	54.284	59.186	57.657	2.124
198.250	-44.927	62.494	55.995	61.732	58.959	2.118
198.375	-45.231	65.264	61.568	68.674	83.757	2.107
198.500	-45.325	65.609	71.416	80.231	96.956	2.095
198.625	-45.331	61.948	82.393	92.146	87.049	2.083
198.750	-45.331	58.248	89.863	99.461	94.527	2.078
198.875	-45.331	57.323	91.293	99.833	111.941	2.086
199.000	-45.331	60.210	87.353	94.629	103.543	2.105
199.125	-45.331	63.516	81.706	88.371	79.053	2.125
199.250	-45.325	64.273	76.493	82.817	62.424	2.132
199.375	-45.225	62.910	70.533	76.175	63.186	2.130
199.500	-44.793	61.018	62.287	66.985	63.437	2.129
199.625	-44.022	60.874	52.760	56.569	49.505	2.135
199.750	-43.289	60.611	44.653	47.960	36.163	2.145
199.875	-42.955	60.620	39.564	42.930	32.791	2.143
200.000	-42.921	59.797	39.006	42.995	47.034	2.118
200.125	-43.022	58.984	42.166	47.239	75.645	2.080
200.250	-43.313	55.922	49.394	55.936	99.104	2.048
200.375	-43.604	54.137	58.532	66.396	107.038	2.039
200.500	-43.722	53.127	66.860	75.674	96.853	2.056
200.625	-43.866	54.831	72.529	81.910	76.147	2.085
200.750	-44.190	55.149	73.991	83.717	53.883	2.110
200.875	-44.454	55.060	73.219	83.354	54.053	2.126
201.000	-44.524	53.872	71.378	81.839	92.277	2.136
201.125	-44.593	52.656	69.155	79.844	107.778	2.145
201.250	-44.858	52.289	67.160	78.094	81.106	2.157
201.375	-45.182	52.614	66.010	77.388	71.857	2.163
201.500	-45.315	54.792	66.765	79.066	86.136	2.156
201.625	-45.292	56.160	70.205	83.997	101.797	2.139
201.750	-45.067	55.759	77.346	93.223	107.381	2.120
201.875	-44.722	53.658	87.833	106.413	127.099	2.100
202.000	-44.549	51.765	99.766	121.230	272.898	2.079
202.125	-44.524	48.768	108.465	131.364	416.653	2.060
202.250	-44.524	46.602	106.589	128.057	322.792	2.057
202.375	-44.524	45.553	94.126	111.947	156.624	2.074
202.500	-44.524	48.816	75.582	89.132	80.169	2.106
202.625	-44.523	52.105	58.183	68.743	50.478	2.138
202.750	-44.498	55.511	48.407	58.038	44.258	2.153
202.875	-44.357	54.959	45.257	55.353	51.114	2.143
203.000	-44.056	55.040	48.466	60.348	68.454	2.120
203.125	-43.779	53.167	55.887	70.427	81.748	2.102
203.250	-43.492	52.446	65.657	83.129	81.130	2.093
203.375	-42.936	49.916	76.170	96.479	76.857	2.079
203.500	-42.144	48.201	84.415	106.433	98.876	2.052
203.625	-41.434	47.461	85.406	106.885	225.446	2.023
203.750	-40.893	48.489	78.721	97.975	395.519	2.018
203.875	-40.378	49.837	67.593	83.577	350.833	2.047
204.000	-39.727	51.041	55.455	68.300	141.609	2.094
204.125	-38.807	52.523	46.948	57.828	42.921	2.130
204.250	-37.757	54.610	40.589	50.318	44.426	2.144
204.375	-36.747	58.655	35.172	44.236	40.455	2.154
204.500	-35.676	63.823	29.785	38.000	32.390	2.180
204.625	-34.498	68.847	24.015	29.098	31.981	2.223
204.750	-33.167	71.120	17.989	20.769	33.458	2.269
204.875	-31.888	72.442	12.277	13.979	26.752	2.305
205.000	-30.950	72.800	8.768	9.931	14.922	2.322
205.125	-30.254	73.649	6.819	7.700	8.243	2.324
205.250	-29.558	73.976	5.623	6.369	6.512	2.318
205.375	-28.881	75.375	4.972	5.690	5.514	2.310
205.500	-28.463	78.035	4.778	5.534	5.573	2.308
205.625	-28.236	79.559	4.845	5.643	6.315	2.310
205.750	-28.006	79.384	5.011	5.830	6.835	2.315
205.875	-27.790	77.683	5.167	5.986	6.926	2.318
206.000	-27.609	76.471	5.271	6.072	6.735	2.321
206.125	-27.596	77.518	5.312	6.086	6.578	2.327
206.250	-27.778	79.227	5.312	6.060	6.567	2.332
206.375	-27.892	80.371	5.293	6.023	6.648	2.333
206.500	-27.902	79.044	5.263	5.990	6.724	2.326
206.625	-27.911	77.380	5.227	5.969	6.654	2.316
206.750	-28.029	76.545	5.196	5.982	6.506	2.310
206.875	-28.305	76.931	5.200	6.067	6.527	2.312
207.000	-28.581	78.132	5.269	6.247	6.809	2.321
207.125	-28.689	79.409	5.399	6.509	7.360	2.333
207.250	-28.586	78.735	5.581	6.830	8.043	2.345
207.375	-28.354	75.770	5.750	7.113	8.533	2.354
207.500	-28.172	72.570	5.832	7.250	8.955	2.354
207.625	-28.226	72.433	5.805	7.220	9.095	2.345
207.750	-28.482	73.715	5.710	7.087	8.467	2.331
207.875	-28.669	75.023	5.647	7.002	7.692	2.320
208.000	-28.709	76.326	5.710	7.109	7.708	2.311
208.125	-28.718	78.763	5.967	7.488	8.705	2.305
208.250	-28.832	79.539	6.422	8.127	10.133	2.301
208.375	-29.102	78.192	6.966	8.867	11.127	2.295
208.500	-29.575	74.878	7.494	9.554	11.489	2.288
208.625	-30.096	73.230	7.878	10.017	11.742	2.281
208.750	-30.421	73.197	8.074	10.221	12.177	2.280
208.875	-30.638	72.825	8.187	10.320	12.571	2.281
209.000	-30.721	72.292	8.272	10.396	12.634	2.283
209.125	-30.687	71.381	8.359	10.501	12.704	2.282
209.250	-30.461	71.068	8.435	10.601	13.207	2.275
209.375	-30.116	71.214	8.467	10.642	13.778	2.266
209.500	-29.945	74.092	8.464	10.640	13.669	2.258
209.625	-29.945	77.324	8.487	10.669	12.638	2.250
209.750	-30.090	79.121	8.560	10.766	11.718	2.240
209.875	-30.389	77.453	8.733	11.001	12.490	2.227
210.000	-30.735	75.274	9.022	11.383	14.642	2.214
210.125	-31.129	73.352	9.375	11.830	15.661	2.207
210.250	-31.625	72.232	9.803	12.352	14.971	2.203
210.375	-32.138	70.453	10.326	12.989	14.363	2.197
210.500	-32.626	69.804	10.950	13.760	14.956	2.185
210.625	-33.052	67.606	11.645	14.631	16.923	2.172
210.750	-33.359	66.060	12.303	15.429	18.833	2.164
210.875	-33.516	63.719	12.765	15.912	18.879	2.165
211.000	-33.550	65.470	12.942	15.981	17.640	2.176
211.125	-33.551	67.387	12.879	15.731	16.914	2.189
211.250	-33.551	67.875	12.704	15.383	17.180	2.197
211.375	-33.582	65.388	12.593	15.171	18.187	2.198
211.500	-33.924	62.931	12.622	15.176	19.146	2.193
211.625	-34.281	61.932	12.677	15.216	19.438	2.186
211.750	-34.358	62.361	12.608	15.089	19.635	2.183
211.875	-34.358	63.319	12.375	14.768	19.263	2.184
212.000	-34.343	64.726	11.909	14.137	17.720	2.188
212.125	-34.048	65.425	11.117	13.088	16.156	2.192
212.250	-33.474	65.156	9.999	11.656	15.583	2.195
212.375	-32.884	64.597	8.829	10.177	14.852	2.199
212.500	-32.744	66.676	7.884	9.005	11.501	2.206
212.625	-32.744	69.507	7.414	8.441	8.157	2.215
212.750	-32.744	71.498	7.575	8.664	9.440	2.224
212.875	-32.744	69.212	8.319	9.603	12.878	2.232
213.000	-32.744	64.795	9.436	10.950	16.084	2.233
213.125	-32.775	60.407	10.596	12.275	18.800	2.224
213.250	-33.070	59.136	11.407	13.082	18.389	2.206
213.375	-33.148	59.555	11.629	13.151	15.799	2.189
213.500	-33.148	59.827	11.462	12.797	14.066	2.179
213.625	-33.148	60.079	11.089	12.256	13.298	2.178
213.750	-33.153	59.614	10.741	11.822	12.848	2.183
213.875	-33.293	59.908	10.569	11.650	12.795	2.192
214.000	-33.520	60.129	10.558	11.690	13.376	2.200
214.125	-33.551	61.638	10.625	11.820	14.061	2.203
214.250	-33.551	62.221	10.692	11.937	14.116	2.199
214.375	-33.551	61.889	10.692	11.952	13.605	2.192
214.500	-33.551	60.947	10.624	11.861	12.898	2.186
214.625	-33.590	61.393	10.568	11.767	12.267	2.185
214.750	-33.805	62.572	10.643	11.821	11.906	2.186
214.875	-34.092	62.117	11.058	12.284	12.133	2.185
215.000	-34.529	60.179	11.941	13.312	13.119	2.179
215.125	-34.762	57.566	13.166	14.745	14.835	2.175
215.250	-34.762	54.609	14.714	16.542	18.321	2.181
215.375	-34.762	51.665	16.259	18.295	22.680	2.201
215.500	-34.860	50.307	17.398	19.508	25.483	2.227
215.625	-35.191	50.839	17.747	19.763	27.124	2.247
215.750	-35.522	51.777	17.218	19.164	26.429	2.248
215.875	-35.569	51.876	16.198	18.029	21.308	2.230
216.000	-35.569	52.079	15.083	16.706	15.442	2.201
216.125	-35.569	52.958	14.248	15.761	13.063	2.176
216.250	-35.569	55.330	13.782	15.261	12.994	2.165
216.375	-35.569	57.467	13.635	15.136	13.104	2.167
216.500	-35.569	58.385	13.755	15.279	13.006	2.177
216.625	-35.569	58.593	13.866	15.354	13.263	2.190
216.750	-35.561	59.754	13.755	15.139	14.050	2.200
216.875	-35.367	60.676	13.443	14.687	14.197	2.203
217.000	-35.173	61.234	13.064	14.183	13.333	2.203
217.125	-35.150	61.507	12.783	13.823	12.289	2.203
217.250	-34.964	63.580	12.705	13.728	12.031	2.203
217.375	-34.777	64.328	12.840	13.897	12.737	2.201
217.500	-34.762	62.545	13.180	14.292	13.602	2.195
217.625	-34.762	60.645	13.619	14.767	13.972	2.189
217.750	-34.762	59.384	14.069	15.232	13.851	2.185
217.875	-34.762	58.485	14.515	15.686	13.983	2.181
218.000	-34.762	55.805	14.977	16.178	14.782	2.178
218.125	-34.762	54.350	15.481	16.726	15.604	2.176
218.250	-34.762	54.263	16.010	17.291	16.126	2.178
218.375	-34.801	54.750	16.460	17.747	16.416	2.181
218.500	-35.010	55.345	16.784	18.036	16.371	2.184
218.625	-35.158	55.688	16.954	18.147	16.175	2.184
218.750	-35.184	56.719	16.979	18.101	16.184	2.184
218.875	-35.327	56.427	16.901	17.947	16.383	2.186
219.000	-35.510	56.176	16.715	17.678	16.230	2.189
219.125	-35.569	56.045	16.439	17.320	15.935	2.194
219.250	-35.569	56.793	16.111	16.920	16.275	2.204
219.375	-35.569	57.208	15.792	16.540	16.690	2.218
219.500	-35.569	57.346	15.531	16.237	15.973	2.230
219.625	-35.693	58.742	15.361	16.038	14.538	2.235
219.750	-35.957	59.780	15.197	15.837	13.823	2.235
219.875	-35.973	60.673	14.953	15.547	14.094	2.234
220.000	-36.004	60.110	14.727	15.275	14.408	2.235
220.125	-36.231	60.206	14.693	15.213	14.105	2.232
220.250	-36.379	60.298	15.074	15.627	14.141	2.222
220.375	-36.578	59.265	16.308	17.034	15.934	2.208
220.500	-36.772	56.861	18.815	20.491	19.704	2.207
220.625	-36.780	53.585	22.398	24.771	23.041	2.224
220.750	-36.780	51.394	26.550	29.571	24.813	2.245
220.875	-36.780	48.635	30.415	34.053	27.260	2.245
221.000	-36.780	46.046	32.901	36.824	29.645	2.214
221.125	-36.780	44.501	33.735	37.616	30.533	2.172
221.250	-36.772	46.235	33.061	36.674	31.103	2.140
221.375	-36.578	48.005	31.624	34.953	31.726	2.124
221.500	-36.384	48.788	30.428	33.660	32.586	2.118
221.625	-36.299	48.281	30.026	33.282	33.296	2.119
221.750	-36.019	48.577	30.206	33.448	32.974	2.126
221.875	-35.817	49.249	29.976	33.045	32.509	2.140
222.000	-35.243	50.622	28.593	31.315	32.034	2.156
222.125	-34.871	52.942	26.201	28.961	29.534	2.169
222.250	-34.483	56.653	23.096	25.515	23.527	2.181
222.375	-34.079	59.928	20.077	21.965	17.769	2.193
222.500	-33.955	63.203	17.581	19.091	16.022	2.203
222.625	-33.955	63.352	15.795	17.083	16.001	2.209
222.750	-33.955	62.521	14.969	16.170	15.686	2.212
222.875	-33.955	60.507	14.851	16.013	15.849	2.211
223.000	-33.955	60.778	15.008	16.100	17.087	2.207
223.125	-33.955	61.089	15.089	16.075	18.477	2.201
223.250	-33.955	61.711	15.117	16.002	18.821	2.198
223.375	-33.955	61.714	15.271	16.099	17.140	2.201
223.500	-33.955	60.911	15.694	16.535	15.134	2.205
223.625	-33.955	58.351	16.592	17.552	17.523	2.208
223.750	-33.955	56.101	18.065	19.229	24.268	2.208
223.875	-33.955	55.152	19.703	21.044	30.009	2.209
224.000	-33.955	56.112	20.814	22.210	31.651	2.212
224.125	-33.831	58.250	20.894	22.215	29.966	2.215
224.250	-33.582	60.107	20.036	21.227	26.496	2.216
224.375	-33.831	60.617	18.977	20.095	22.789	2.211
224.500	-33.960	58.678	18.503	19.669	20.919	2.195
224.625	-34.100	56.769	19.010	20.318	23.060	2.172
224.750	-34.467	55.251	20.688	22.210	29.017	2.149
224.875	-34.762	54.508	23.094	24.850	34.388	2.133
225.000	-35.026	53.758	25.671	27.598	36.951	2.122
225.125	-35.243	52.734	27.749	29.755	37.481	2.116
225.250	-35.771	52.867	28.967	30.962	35.942	2.113
225.375	-36.314	52.367	29.605	31.551	33.709	2.115
225.500	-36.640	52.830	29.889	31.787	32.331	2.120
225.625	-36.935	51.899	30.031	31.913	32.084	2.121
225.750	-37.494	51.759	30.114	32.025	32.868	2.116
225.875	-37.587	51.492	30.151	32.128	33.662	2.106
226.000	-37.587	51.341	30.142	32.214	33.376	2.097
226.125	-37.587	50.279	30.165	32.364	33.233	2.096
226.250	-37.587	48.924	30.401	32.733	34.371	2.105
226.375	-37.587	48.145	30.884	33.347	36.189	2.124
226.500	-37.587	47.735	32.011	34.727	42.354	2.153
226.625	-37.556	47.584	34.508	37.778	50.968	2.194
226.750	-37.113	47.249	38.844	43.097	52.681	2.255
226.875	-36.578	47.077	43.902	49.199	78.003	2.344
227.000	-36.089	45.707	45.428	50.859	190.206	2.462
227.125	-35.714	43.191	40.889	45.607	341.282	2.581
227.250	-35.378	40.880	30.914	34.020	414.967	2.664
227.375	-34.741	41.010	19.736	20.843	334.253	2.689
227.500	-34.281	45.121	11.814	12.034	142.646	2.653
227.625	-33.551	53.012	7.722	7.900	24.030	2.581
227.750	-32.744	64.051	6.057	6.282	8.197	2.502
227.875	-32.015	75.533	5.197	5.480	6.603	2.438
228.000	-31.580	83.867	4.783	5.111	5.299	2.393
228.125	-31.378	87.977	4.592	4.945	4.739	2.365
228.250	-30.571	89.296	4.521	4.878	4.736	2.352
228.375	-29.997	91.307	4.502	4.854	4.883	2.350
228.500	-29.912	92.041	4.554	4.918	4.772	2.353
228.625	-29.718	91.270	4.676	5.068	4.618	2.354
228.750	-29.524	87.352	4.853	5.290	4.696	2.351
228.875	-29.516	84.011	5.025	5.499	4.967	2.343
229.000	-29.516	81.756	5.135	5.627	5.359	2.330
229.125	-29.516	82.247	5.214	5.714	5.423	2.318
229.250	-29.516	82.707	5.315	5.836	5.534	2.315
229.375	-29.531	83.065	5.554	6.144	6.497	2.327
229.500	-29.826	80.194	6.004	6.711	8.976	2.354
229.625	-30.385	76.179	6.656	7.525	11.552	2.381
229.750	-30.975	72.168	7.536	8.632	13.800	2.399
229.875	-31.130	69.555	8.476	9.839	14.837	2.408
230.000	-31.363	68.291	9.407	11.134	15.388	2.420
230.125	-31.823	66.774	10.223	12.380	16.942	2.439
230.250	-32.335	66.790	10.414	12.806	18.872	2.460
230.375	-32.713	67.694	9.492	11.737	19.392	2.473
230.500	-32.744	70.360	7.536	9.188	19.063	2.461
230.625	-32.744	73.264	5.258	5.982	15.955	2.423
230.750	-32.744	74.044	3.444	3.812	8.469	2.371
230.875	-32.744	73.142	2.506	2.784	3.100	2.328
231.000	-32.659	72.101	2.171	2.488	2.076	2.309
231.125	-32.139	73.568	2.085	2.503	2.369	2.308
231.250	-31.464	75.721	2.197	2.734	2.673	2.316
231.375	-30.742	79.606	2.366	2.983	2.931	2.327
231.500	-30.137	84.075	2.470	3.096	3.046	2.342
231.625	-29.857	87.006	2.480	3.061	2.971	2.355
231.750	-29.267	86.723	2.406	2.929	2.694	2.356
231.875	-29.112	84.384	2.288	2.761	2.287	2.347
232.000	-29.112	83.171	2.168	2.613	2.062	2.334
232.125	-29.112	82.886	2.057	2.491	2.126	2.323
232.250	-29.252	82.071	1.969	2.402	2.182	2.314
232.375	-29.578	81.275	1.912	2.354	2.128	2.304
232.500	-29.880	79.727	1.876	2.340	2.098	2.296
232.625	-30.074	78.841	1.855	2.346	2.106	2.289
232.750	-30.289	78.017	1.854	2.374	2.185	2.279
232.875	-30.468	77.239	1.897	2.454	2.231	2.268
233.000	-30.897	76.838	1.999	2.602	2.143	2.260
233.125	-31.254	75.431	2.151	2.820	2.261	2.257
233.250	-31.518	74.940	2.334	3.089	2.930	2.257
233.375	-31.533	74.937	2.511	3.341	3.680	2.257
233.500	-31.533	76.153	2.650	3.521	3.950	2.256
233.625	-31.533	77.038	2.742	3.617	3.848	2.252
233.750	-31.607	77.982	2.793	3.653	3.547	2.249
233.875	-31.828	80.050	2.858	3.711	3.402	2.246
234.000	-31.980	82.066	3.039	3.961	3.747	2.241
234.125	-32.263	82.768	3.401	4.488	4.213	2.238
234.250	-32.341	80.504	3.861	5.158	4.903	2.252
234.375	-32.341	77.001	4.296	5.793	7.957	2.283
234.500	-32.310	74.117	4.638	6.266	12.402	2.311
234.625	-32.066	74.225	4.818	6.461	12.179	2.318
234.750	-31.632	76.679	4.769	6.318	7.946	2.312
234.875	-30.928	79.030	4.550	5.972	6.152	2.309
