0	0	0
25.6	0.92	78
31	2.82	78.52
34.6	4.09	78.6
43.96	8.22	82.03
52.86	12.22	83.88
62.03	15.65	83.96
70.97	18.95	82.47
80.17	23.03	80.18
89.35	26.37	81.5
98.3	29.49	82.65
107.67	33.23	82.91
116.57	36.7	82.38
125.68	40.93	82.38
134.62	44.47	82.12
144.02	47.31	82.29
155	51.67	81.85
162.4	51.98	81.85
169	52.14	81.96
171.67	52.2	81.73
174	52.41	81.65
177	53.33	80.45
180.79	54.15	79.57
190.29	58.33	78.08
199.24	62.07	76.5
208.41	66.42	75.19
217.71	69.85	74.21
226.2	73.76	74.21
236.08	77.93	72.01
245.08	81.3	70.1
254.17	83.39	68.69
263.11	86.51	66.1
271	89.83	65.06
273.47	90.07	65.06
282.89	90.36	65.06
286	90.34	65
292.55	90.29	64.87
301.96	89.51	64.56
311.49	89.37	64.46
320.9	89.26	65.21
330.2	89.08	65.37
339.67	89.89	65.44
348.47	90.03	65.51
357.65	90.51	66.1
367	90.77	65.83
376.27	90.95	65.42
385.45	90.95	64.87
394.8	90.46	64.53
404.32	90.15	64.22
413.91	90.04	64.89
423.57	89.91	64.97
433.03	89.8	65.22
442.66	89.66	65.2
452.3	90.48	65.39
461.92	90.32	65.95
471.48	89.67	66.21
481.08	89.36	66.37
490.68	89.27	65.85
500.24	88.85	66.1
509.15	89.3	66.32
518.06	89.62	66.4
528.27	89.71	66.28
537.9	89.98	66.12
547.54	90.8	65.81
557.16	91.17	65.43
566.72	91.06	65.33
576.32	90.89	65.07
585.92	90.31	64.95
595.48	89.98	65.19
604.73	89.49	65.21
613.98	89.21	65.33
623.19	90.05	65.56
632.4	90.18	65.73
641.63	90.26	65.88
650.86	90.37	65.97
660.06	89.77	66.06
669.26	89.61	65.71
678.36	89.42	65.55
687.46	89.58	65.68
693.5	89.5	65.6
709	89.5	65.6
