0	0	0
25.19	1.05	70.93
32	1.89	70.93
34.42	2.19	68.42
43.8	4.55	63.05
53.24	7.62	62
62.58	11.11	61.03
71.79	14.79	61.5
81.07	18.82	61.21
90.23	22.74	61.74
99.69	26.88	61.65
108.98	30.9	61.83
118.04	34.61	60.93
127.27	38.6	60.83
136.57	42.54	61.22
145.94	46.65	61.76
154	50.01	61.81
155.21	50.52	61.82
164.41	54.19	61.84
173.76	58.01	61.78
183.05	58.45	61.81
192.43	59.01	61.83
194	59.09	61.87
201.55	59.49	62.09
205	59.77	62.1
210.95	61.91	62.64
220.12	65.61	63.17
229.52	69.41	63.89
239.14	73.51	64.48
248.72	77.62	64.59
259.24	81.77	65.18
268.64	85.47	65.65
277.81	87.46	65.73
285	89.52	65.62
287.21	89.67	65.6
296.86	89.9	65.82
306.51	90.02	65.96
316.1	90.07	65.97
325.74	90.14	66.03
335.3	90.42	65.99
348.69	90.36	65.5
354	90.22	65.8
357.9	90.16	66.06
367.26	89.97	66.11
376.57	90.02	66.26
385.84	90.46	66.54
395	89.89	66.64
404.46	89.52	66.88
413.75	89.58	66.64
422.82	89.06	66.56
432.03	89.26	66.01
441.31	89.49	66.48
450.55	89.68	65.89
459.92	90.18	65.62
469.15	90.64	65.16
478.54	90.72	65.5
487.82	90.3	65.74
497.1	90.28	65.76
506.34	90.12	65.78
515.77	90.06	65.82
525.15	90.03	65.79
534.44	89.93	65.86
543.65	89.89	66.1
553.01	89.52	65.93
562.57	89.9	66.19
572.04	90.7	66.23
581.65	90.57	66.37
591.24	90.1	66.05
600.85	90.64	66.45
612.2	90.73	66.68
621.44	90.85	66.41
630.86	90.55	66
640.25	90.11	66.06
649.54	89.98	66
658.79	89.81	65.66
668.11	89.72	66.16
677.67	89.57	65.89
687.14	89.43	65.86
696.75	89.82	65.86
707.23	90.05	65.87
716.44	90.02	66.07
725.8	90.18	65.9
735.38	90.38	66.34
745.04	90.4	65.97
754.61	90.58	66.18
758.6	90.5	66
774	90.3	66
