0	0	0
31	2	290
35.5	3.96	286.73
44.81	7.47	288.5
54.09	9.54	268.18
63.24	12.7	251.69
72.66	16.66	243.75
81.43	19.96	240.5
90.91	23.82	243.01
100.13	28.1	244.13
109.17	31.96	245.01
118.39	35.7	245.08
127.82	39.08	244.98
137.1	42.89	246.5
146.52	46.2	246.91
155.97	50.39	246.88
158	51.38	246.97
165.12	54.85	247.26
174.5	58.23	246.2
180	58.23	246.8
183.71	58.23	247.2
193.26	58.92	247.53
203	59.1	246.81
212.42	63.49	246.11
222.06	67.52	245.89
232.24	71.32	245.7
241.12	75.01	245.87
250.97	78.5	245.67
260.63	82.41	245.88
270.31	86.66	246.02
280.02	91.06	246.16
289.5	91.3	246.01
300.5	89.95	246.2
306	90.47	246.32
309.97	90.85	246.4
319.2	91.7	246.2
328.48	91.24	245.88
337.9	91.18	245.64
347.35	90.8	246.2
356.5	90.37	245.88
365.74	89.96	245.79
375.13	90.24	246.53
384.63	90.33	246.15
394.19	89.91	246.58
403.69	89.8	246.66
413.29	89.76	246.39
422.96	90.09	246.39
442.09	89.97	245.58
461.07	90.64	246.35
480.24	89.63	246.28
489.82	89.75	246.11
502.04	89.57	246.74
511.26	90.31	246.92
520.69	90.02	246.73
529.97	89.65	246.63
539.39	90.29	246.44
548.84	91.04	246.3
557.99	90.86	246.49
567.23	90.25	246.67
576.62	90.39	246.06
586.16	90.3	246.14
595.72	90	246.05
605.42	90.02	246.01
614.9	89.78	246.5
624.39	89.54	246.06
633.93	89.8	246.47
643.54	89.45	246.55
653.1	89.98	246.18
662.59	89.76	246.2
672.14	89.71	246.61
681.79	89.68	246.02
691.48	89.8	245.96
701.13	89.72	246.1
715.5	89.88	246.3
731	89.9	246.18
