0	0	0
31	1.8	280
33.05	2.64	279.78
42.83	6.55	270.91
51.95	9.85	255
61.08	13.12	248.58
70.02	15.87	245
79.17	19.78	244.92
88.32	24.04	245.4
97.44	28.2	245.3
106.59	32.18	245.74
115.64	35.82	245.7
124.79	38.95	245.3
133.78	42.81	244.72
142.81	47.12	244.19
151.95	50.11	244.51
161.08	54.06	245.55
170	58.14	245.58
174	58.46	245.71
179.14	58.88	245.88
188.08	59.11	246.02
197.2	59.49	246.03
201	59.78	245.93
201.7	60	245.71
206.29	61.71	245.86
215.74	65.35	246
225.31	69.05	245.91
234.92	72.61	245.92
244.57	76.04	246.02
254.45	79.55	245.97
263.94	83.76	245.98
273.47	87.94	245.96
279	89.72	246
283	90.07	246.01
298	90.43	246.14
299.1	90.47	246.11
308.15	90.82	245.87
317.3	91.02	245.76
326.29	90.96	245.65
335.32	90.83	245.25
344.46	90.62	245.05
353.59	90.23	244.96
362.51	90	245.11
371.65	90.15	245.34
380.59	90.3	245.32
389.71	90.39	245.96
398.8	90.52	246.09
408.27	90.85	246.25
417.78	91.28	246.37
427.32	91.72	246.21
436.84	92.2	246.18
446.44	91.39	245.95
456.04	90.2	246.56
465.57	89.91	246.56
475.07	89.72	247.35
484.48	89.68	246.85
494.01	90.02	246.53
503.51	90.16	246.22
513.02	90.32	245.97
522.69	90.46	245.69
532.37	90.52	245.41
542.29	89.95	245.38
551.76	90.2	245.26
561.69	90.38	245.19
571.42	89.62	245.03
580.98	89.68	244.96
590.54	90.52	244.76
600.12	90.8	244.58
618	91	244.5
