0	0	0
35.22	1.63	212.99
40	1.8	220
44.3	3.4	226.62
53.7	6.7	232.67
63.08	10.46	238.12
72.23	14.32	242.08
81.66	18.33	245.77
91.07	22.38	245.95
100.47	26.16	246.12
109.9	30.06	246.21
119.17	33.98	244.72
128.59	37.62	243.57
137.85	41.57	242.96
147.13	45.45	242.87
156.56	48.79	242.69
166	52.55	242.96
175.3	56.13	243.01
181	57.6	242.89
182	57.68	242.89
185.22	57.79	242.99
195.13	58.61	242.93
204.76	59.3	242.89
214.35	59.7	242.89
218	60	242.89
223.87	62.37	243.22
233.52	66.75	243.67
243.24	71.22	244.03
252.75	75.52	244.35
262.32	79.72	244.68
271.94	84.01	244.99
283	88.13	245.5
289	89.37	245.5
292.43	89.51	245.5
301.7	89.83	245.03
311.12	90.5	244.89
320.38	90.57	244.89
329.66	90.82	244.83
339.09	90.95	244.98
348.52	90.77	245.62
357.83	90.6	245.95
367	90.24	246.12
376.55	90	245.87
386.07	89.58	245.43
395.57	89.66	245.23
405.12	89.8	245.26
414.72	89.82	245.31
424.38	89.99	245.42
433.74	90.02	245.49
442.68	90.23	245.33
452.27	90.21	245.42
461.93	89.64	245.68
471.62	89.42	245.81
481.17	89.53	246.12
490.85	89.37	245.95
500.32	89.87	245.95
509.81	89.78	245.42
519.37	90.04	245.68
528.99	90.23	246.39
538.67	90.24	246.21
548.31	90.32	246.12
557.85	90.78	245.86
567.38	90.81	245.51
576.95	90.52	245.77
586.29	90.47	245.77
595.78	90.2	245.45
605.51	89.63	245.37
615.18	89.89	245.77
624.65	89.85	245.33
634.14	89.92	245.43
643.64	90.12	245.41
659	89.8	245.37
