0	0	0
29	0	0
34.92	2.24	79.66
44.61	5.85	74.47
53.88	9.32	68.49
63.08	13.1	69.46
72.33	17.05	71.92
81.5	21.01	73.24
90.9	25.14	73.94
100.3	29.58	73.07
109.7	34.2	72.19
119	38.73	71.52
128.38	43.38	71.92
137.73	47.91	72.54
146.85	51.91	73.68
155.95	55.25	74.21
163	58.6	74.21
165.29	58.81	74.21
174.69	59.15	73.23
183	59.65	73.3
183.92	60	73.24
187.38	61.32	73
196.55	63.9	72.63
205.95	67.77	71.13
215.35	71.38	69
224.75	75.37	68.23
234.09	78.84	65.77
243.33	82.73	66.47
252.78	86.51	67.44
261.9	88.24	67.32
268	89.2	66.7
271	89.23	66.51
280.34	89.7	66.32
289.74	90.55	65.98
299.18	89.72	65.88
308.55	89.7	66.45
317.89	89.2	66.12
327.32	89.4	65.69
335.1	90.02	65.39
351	90.11	65.24
361.21	90.87	65.28
370.31	91.58	65.12
379.63	91.55	65.21
389.03	91.22	65.05
398.13	90.97	64.93
407.55	90.44	64.79
416.9	90.01	64.36
426.24	89.88	64.45
435.67	89.93	64.67
445.01	90.04	64.89
454.21	89.86	65.02
463.61	90.07	65.14
472.73	90.15	65.11
482.13	90.03	65.27
491.38	89.77	65.32
500.72	89.71	65.18
510.15	90.01	65.29
519.32	90.14	65.33
528.59	90.22	65.46
537.89	90.09	65.16
547.31	89.83	65.19
556.69	89.89	65.16
566.11	90.51	64.98
575.04	90.63	64.28
584.62	90.2	64.36
594.27	89.89	64.36
603.9	89.14	64.36
613.45	89.52	64.45
623.04	89.67	64.45
632.64	89.85	64.93
646.36	90.13	65.07
655.76	90.28	65.15
664.88	90.14	65.01
674.28	90.03	65.26
683.53	90.17	65.34
692.87	90.06	65.29
702.3	89.98	65.44
711.47	90.24	65.44
720.74	90.29	65.15
730.04	90	65.27
739.46	90.1	65.01
748.84	89.95	65.23
758.26	90.07	65.34
774	90.07	65.34
