0	0	0
35.49	1.19	200.68
40	1.89	230.92
44.76	3.6	238.92
54.2	7.25	239.18
63.35	11.04	242.96
72.73	15.07	243.21
82.16	19.02	243.05
91.56	22.64	242.69
100.99	25.94	243.06
110.17	29.34	243.22
119.6	33.04	243.27
128.88	36.75	243.25
138.3	40.71	243.25
147.38	44.8	243.25
150	45.98	243.25
151	46.02	243.25
164	46.92	243.12
165.98	47.1	243.09
171	47.22	242.83
180	50.89	243.16
184.72	52.89	243.33
194.14	56.92	243.63
204.01	61.15	243.93
213.6	65.16	244.28
222.96	69.19	244.48
232.64	73.46	244.61
242.82	78.09	244.84
251.85	82.2	245.04
257.5	84.81	245.19
264.7	88.34	245.2
272	90.49	245.48
274.26	90.29	245.57
283.78	90.43	245.6
293.28	90.02	245.72
302.95	89.97	245.66
312.41	89.22	245.34
321.84	89.98	245.3
331.11	90.25	245.52
340.55	90.38	245.29
349.7	90.54	245.46
359.08	90.47	245.4
368.51	90.6	245.67
377.91	90.45	245.12
387.34	90.33	244.93
396.52	90.46	244.85
405.95	90.37	245.42
415.23	90.03	245.33
424.65	89.97	245.46
433.73	89.76	245.46
443.01	89.68	245.63
452.33	89.64	245.79
461.73	89.75	245.72
471.42	89.68	245.65
481.09	89.51	245.88
490.72	89.6	245.8
500.28	89.63	245.77
509.86	89.76	245.69
519.51	89.8	245.6
529.15	89.98	245.78
539.08	90.12	245.65
548.73	90.35	245.83
558.25	90.46	245.34
567.73	90.1	245.64
577.31	90.24	245.77
586.81	90.08	245.98
596.42	89.86	245.8
605.91	89.9	245.61
615.46	90.18	245.67
625.04	90.25	245.79
642	90.2	245.65
