0.00	0.00	0.00
29.00	2.50	71.00
35.59	5.05	71.75
44.91	8.75	71.92
54.33	12.13	69.64
63.68	15.60	69.84
72.84	19.43	69.93
82.26	23.38	70.20
91.62	27.38	70.82
100.71	31.25	70.17
110.10	35.17	71.57
119.02	39.03	71.57
128.35	42.95	71.40
137.45	46.80	70.34
146.88	51.07	69.73
152.00	53.30	70.32
156.28	55.16	70.78
165.48	58.57	71.48
174.81	62.11	72.10
184.36	63.96	68.70
185.00	64.19	68.54
193.93	67.48	66.30
203.52	71.39	65.13
213.22	75.38	65.51
222.80	78.55	66.39
232.40	81.48	66.47
242.00	84.38	66.68
253.55	88.11	67.10
258.00	89.30	66.85
262.88	89.64	66.58
271.98	89.80	66.13
281.41	90.18	65.33
290.81	89.44	65.59
300.01	89.93	65.51
309.34	90.14	65.16
323.00	90.03	65.13
332.87	89.96	65.08
342.07	89.89	64.91
351.41	89.68	64.95
360.84	89.77	64.83
370.24	90.01	64.98
379.57	90.14	65.09
388.67	89.96	65.14
398.06	89.89	65.31
406.98	90.11	65.17
416.35	90.23	65.25
425.45	90.34	64.33
434.62	90.29	65.24
444.04	90.11	65.30
453.44	90.01	65.10
462.86	89.98	65.43
472.21	89.93	65.52
481.51	89.89	64.98
490.63	89.83	65.19
500.03	89.63	65.19
509.45	89.71	65.45
518.79	89.71	65.12
528.04	90.59	65.25
537.31	90.35	65.38
546.72	90.42	65.18
556.06	90.12	65.12
571.98	90.15	65.17
581.38	89.88	65.04
590.71	89.79	64.92
599.81	89.93	65.12
609.20	89.81	65.23
618.12	89.92	65.11
627.49	90.16	65.28
636.59	89.97	65.17
645.76	90.24	65.25
655.18	90.06	65.38
664.58	89.92	65.23
674.00	89.86	65.14
683.35	89.65	65.30
692.65	89.98	65.19
701.77	90.17	65.31
711.17	90.24	65.22
720.59	89.89	65.15
729.93	90.07	65.23
746.00	90.07	65.23
