0	0	0
23.93	0.6	57.35
33.37	1.4	57.35
35	1.7	58.25
42.58	3.1	60.15
52	6	65.05
61.23	9.2	64.25
70.52	12.4	65.15
79.79	15.9	65.15
89.16	19.6	65.25
98.5	23.2	65.25
107.9	26.9	65.65
117.19	30.7	65.05
126.57	34.5	65.05
135.93	38.4	65.15
145.05	42.1	64.85
154.21	45.5	65.25
163.61	48.7	65.05
172.89	51.8	64.85
180	54.62	65.09
181.96	55.4	65.15
191.17	58.1	65.45
196	58.15	65.19
200.56	58.2	64.95
209.79	58.4	65.45
214	58.7	65.65
217.1	60	65.77
219.01	60.8	65.85
228.36	64.9	66.15
237.57	69	66.35
246.99	72.9	66.05
256.28	76.7	65.75
265.56	80.5	65.95
272.54	83.6	66.05
281.02	87.2	65.85
290	89.3	65.9
299.76	89.4	65.65
309.05	90.1	65.45
318.43	90.3	65.75
327.79	90.4	65.75
336.91	90.3	65.55
346.07	90.1	65.95
355.47	89.6	65.95
364.75	89.7	65.75
373.82	89.5	65.55
383.03	89.4	65.85
392.42	90.1	65.95
401.65	90.6	66.15
410.86	90.7	66.35
420.22	90.5	66.05
429.39	90.3	65.85
438.85	90.1	65.95
448.14	90	66.25
457.42	90.7	66.05
466.8	90.6	66.15
476.08	90.8	66.15
485.38	90.9	66.05
494.63	90.6	65.85
506.97	91.1	66.15
516.33	90.3	66.05
525.5	90.8	66.25
534.96	90.1	66.45
544.5	89.9	66.05
553.53	89.2	66.25
562.91	89	66.45
572.19	89.4	66.25
581.49	89.6	66.05
590.74	89.3	66.35
600.31	89.2	65.95
609.97	90.1	65.85
619.58	90.1	65.65
629.18	89.9	66.05
638.81	90.5	65.95
648.46	90.6	66.15
653.02	90.7	65.85
670	90.7	65.85
