0	0	0
24.02	0.5	28.85
33	1.56	28.85
33.32	1.6	28.85
42.72	5.1	34.75
52.08	9.3	36.55
61.25	12.9	36.75
70.46	16.5	37.85
72	17.1	37.85
79.83	17.05	37.95
89.12	17	37.85
97	17.2	38.9
107.69	21.2	44.25
116.9	25.1	47.85
126.32	28.9	50.85
135.76	32.5	54.05
145.15	36.7	55.85
154.22	40.6	57.25
163.5	44.7	58.55
172.66	48.5	59.65
175	49.53	59.97
181.94	52.6	60.85
190	55.44	61.45
191.32	55.9	61.55
200.57	60	62.25
209.85	63.8	63.05
219.21	68	63.25
228.48	72.1	63.45
237.6	76.3	63.45
246.98	80.7	64.55
250.86	82.6	64.65
262.64	87.1	65.75
269	89.3	65.75
271.76	89.5	65.75
281.16	89.7	66.15
290.52	89.9	65.95
299.91	90.3	65.75
309.24	90.2	65.95
318.68	90	65.85
327.69	90.3	66.05
337.36	90.1	65.95
346.48	89.8	66.25
355.71	90.2	66.05
365.1	90.5	65.85
374.27	90.4	65.55
383.52	89.9	65.75
392.79	90.2	65.45
402.07	89.8	65.65
411.45	90.2	65.95
420.74	90.3	66.05
429.95	90.3	65.95
439.38	90.2	66.05
448.45	90.3	66.15
457.66	90.6	66.05
466.95	90.8	66.15
476.32	91	66.15
485.72	91.1	66.05
495.02	90.9	65.85
507.89	90.5	66.05
517.17	90.2	66.15
526.55	89.9	66.25
535.84	89.5	66.35
545.05	89.3	66.15
554.48	89.2	66.25
563.55	89.4	65.95
572.76	89.5	65.75
582.05	89.7	65.65
591.42	89.4	66.05
600.82	89.5	65.95
610.12	90.1	65.85
619.68	90.4	65.65
629.34	90.6	66.05
631.51	90.5	65.95
649	90.5	65.95
