0	0	0
31	2.87	70.63
35.11	3.25	70.63
44.17	6.14	67.04
53.44	9.09	65.74
62.67	12.03	63.31
71.81	15.29	59.2
81.04	19.01	58.74
90.42	22.92	57.89
99.45	26.58	57.34
108.55	30.43	58.97
117.95	34.03	57.74
127.14	37.5	58.15
136.47	41.13	58.32
142	43	58.2
145.6	43.26	58.17
154.49	43.97	58.33
163	44.75	58.5
166	46	58.67
176	50.15	59.19
182.21	52.57	59.68
191.6	55.93	59.93
200.89	59.66	61.1
210.19	63.5	61.97
219.16	67.39	62.3
228.59	71.5	63
238.07	75.8	63.22
247.45	80.05	63.9
256.84	84.4	64.1
271	89.74	64.15
282.98	90.03	64.21
292.47	89.8	65.11
301.5	89.85	65.56
310.56	90.02	65.37
319.83	90.46	65.33
329.06	90.57	65.33
338.2	90.63	65.23
347.43	90.78	65.19
356.81	90.18	65.16
365.84	90.23	64.82
374.94	89.97	65.05
384.34	90.19	64.96
393.53	90.03	64.89
402.86	89.84	65.11
411.99	89.7	65.24
420.88	89.92	65.09
429.9	90.07	65.22
439.11	89.99	65.33
448.6	89.78	65.51
457.99	89.85	65.24
467.28	90.09	65.02
476.58	89.88	64.91
485.55	89.9	64.95
494.98	90.19	65.12
509.88	90.19	65.12
504.46	89.86	65.24
513.84	89.81	65.41
523.23	90.11	65.49
532.54	90.25	65.19
542.09	90.19	65.23
551.71	90.38	64.94
561.21	90.55	65.09
570.7	90.15	65.18
580.24	90.03	65.26
589.69	89.91	65.27
599.18	89.86	65.33
608.78	90.28	65.37
618.36	90.19	65.18
627.84	90.06	65.07
636.1	89.8	65
651	89.8	65
