#WellName	 Depth.M	 INCL	 AZIM 
WellName	 Depth.M	 INCL	 AZIM 
FD10554	0.000 	 0.000 	 0.000
FD10554	0.125 	 0.458 	 90.000
FD10554	0.250 	 0.458 	 180.000
FD10554	0.375 	 0.458 	 90.000
FD10554	0.500 	 0.000 	 90.000
FD10554	0.625 	 0.648 	 135.000
FD10554	0.750 	 0.458 	 90.000
FD10554	0.875 	 0.000 	 90.000
FD10554	1.000 	 0.648 	 135.000
FD10554	1.125 	 0.000 	 90.000
FD10554	1.250 	 0.458 	 90.000
FD10554	1.375 	 0.000 	 90.000
FD10554	1.500 	 0.648 	 135.000
FD10554	1.625 	 0.458 	 90.000
FD10554	1.750 	 0.000 	 90.000
FD10554	1.875 	 0.648 	 135.000
FD10554	2.000 	 0.000 	 90.000
FD10554	2.125 	 0.458 	 90.000
FD10554	2.250 	 0.648 	 135.000
FD10554	2.375 	 0.000 	 90.000
FD10554	2.500 	 0.458 	 90.000
FD10554	2.625 	 0.458 	 180.000
FD10554	2.750 	 0.458 	 90.000
FD10554	2.875 	 0.000 	 90.000
FD10554	3.000 	 0.648 	 135.000
FD10554	3.125 	 0.458 	 90.000
FD10554	3.250 	 0.000 	 90.000
FD10554	3.375 	 0.648 	 135.000
FD10554	3.500 	 0.000 	 90.000
FD10554	3.625 	 0.458 	 90.000
FD10554	3.750 	 0.458 	 90.000
FD10554	3.875 	 0.458 	 180.000
FD10554	4.000 	 0.458 	 90.000
FD10554	4.125 	 0.000 	 90.000
FD10554	4.250 	 0.648 	 135.000
FD10554	4.375 	 0.000 	 90.000
FD10554	4.500 	 0.458 	 90.000
FD10554	4.625 	 0.648 	 135.000
FD10554	4.750 	 0.000 	 90.000
FD10554	4.875 	 0.458 	 90.000
FD10554	5.000 	 0.458 	 180.000
FD10554	5.125 	 0.458 	 90.000
FD10554	5.250 	 0.458 	 90.000
FD10554	5.375 	 0.458 	 180.000
FD10554	5.500 	 0.458 	 90.000
FD10554	5.625 	 0.000 	 90.000
FD10554	5.750 	 0.648 	 135.000
FD10554	5.875 	 0.000 	 90.000
FD10554	6.000 	 0.458 	 90.000
FD10554	6.125 	 0.458 	 90.000
FD10554	6.250 	 0.458 	 180.000
FD10554	6.375 	 0.458 	 90.000
FD10554	6.500 	 0.000 	 90.000
FD10554	6.625 	 0.648 	 135.000
FD10554	6.750 	 0.458 	 90.000
FD10554	6.875 	 0.000 	 90.000
FD10554	7.000 	 0.648 	 135.000
FD10554	7.125 	 0.000 	 90.000
FD10554	7.250 	 0.458 	 90.000
FD10554	7.375 	 0.458 	 180.000
FD10554	7.500 	 0.458 	 90.000
FD10554	7.625 	 0.458 	 90.000
FD10554	7.750 	 0.458 	 180.000
FD10554	7.875 	 0.458 	 90.000
FD10554	8.000 	 0.000 	 90.000
FD10554	8.125 	 0.648 	 135.000
FD10554	8.250 	 0.458 	 90.000
FD10554	8.375 	 0.000 	 90.000
FD10554	8.500 	 0.458 	 90.000
FD10554	8.625 	 0.458 	 180.000
FD10554	8.750 	 0.458 	 90.000
FD10554	8.875 	 0.000 	 90.000
FD10554	9.000 	 0.648 	 135.000
FD10554	9.125 	 0.458 	 90.000
FD10554	9.250 	 0.000 	 90.000
FD10554	9.375 	 0.648 	 135.000
FD10554	9.500 	 0.000 	 90.000
FD10554	9.625 	 0.458 	 90.000
FD10554	9.750 	 0.648 	 135.000
FD10554	9.875 	 0.000 	 90.000
FD10554	10.000 	 0.458 	 90.000
FD10554	10.125 	 0.458 	 180.000
FD10554	10.250 	 0.458 	 90.000
FD10554	10.375 	 0.458 	 90.000
FD10554	10.500 	 0.458 	 180.000
FD10554	10.625 	 0.458 	 90.000
FD10554	10.750 	 0.000 	 90.000
FD10554	10.875 	 0.458 	 90.000
FD10554	11.000 	 0.458 	 180.000
FD10554	11.125 	 0.458 	 90.000
FD10554	11.250 	 0.458 	 90.000
FD10554	11.375 	 0.458 	 180.000
FD10554	11.500 	 0.458 	 90.000
FD10554	11.625 	 0.000 	 90.000
FD10554	11.750 	 0.648 	 135.000
FD10554	11.875 	 0.458 	 90.000
FD10554	12.000 	 0.000 	 90.000
FD10554	12.125 	 0.648 	 135.000
FD10554	12.250 	 0.000 	 90.000
FD10554	12.375 	 0.458 	 90.000
FD10554	12.500 	 0.458 	 180.000
FD10554	12.625 	 0.458 	 90.000
FD10554	12.750 	 0.458 	 90.000
FD10554	12.875 	 0.458 	 180.000
FD10554	13.000 	 0.458 	 90.000
FD10554	13.125 	 0.000 	 90.000
FD10554	13.250 	 0.458 	 90.000
FD10554	13.375 	 0.648 	 135.000
FD10554	13.500 	 0.000 	 90.000
FD10554	13.625 	 0.458 	 90.000
FD10554	13.750 	 0.458 	 180.000
FD10554	13.875 	 0.458 	 90.000
FD10554	14.000 	 0.000 	 90.000
FD10554	14.125 	 0.648 	 135.000
FD10554	14.250 	 0.458 	 90.000
FD10554	14.375 	 0.000 	 90.000
FD10554	14.500 	 0.648 	 135.000
FD10554	14.625 	 0.000 	 90.000
FD10554	14.750 	 0.458 	 90.000
FD10554	14.875 	 0.648 	 135.000
FD10554	15.000 	 0.000 	 90.000
FD10554	15.125 	 0.458 	 90.000
FD10554	15.250 	 0.458 	 180.000
FD10554	15.375 	 0.458 	 90.000
FD10554	15.500 	 0.000 	 90.000
FD10554	15.625 	 0.458 	 90.000
FD10554	15.750 	 0.648 	 135.000
FD10554	15.875 	 0.000 	 90.000
FD10554	16.000 	 0.458 	 90.000
FD10554	16.125 	 0.458 	 180.000
FD10554	16.250 	 0.458 	 90.000
FD10554	16.375 	 0.458 	 90.000
FD10554	16.500 	 0.458 	 180.000
FD10554	16.625 	 0.458 	 90.000
FD10554	16.750 	 0.000 	 90.000
FD10554	16.875 	 0.648 	 135.000
FD10554	17.000 	 0.000 	 90.000
FD10554	17.125 	 0.458 	 90.000
FD10554	17.250 	 0.648 	 135.000
FD10554	17.375 	 0.000 	 90.000
FD10554	17.500 	 0.458 	 90.000
FD10554	17.625 	 0.458 	 180.000
FD10554	17.750 	 0.458 	 90.000
FD10554	17.875 	 0.458 	 90.000
FD10554	18.000 	 0.000 	 90.000
FD10554	18.125 	 0.648 	 135.000
FD10554	18.250 	 0.000 	 90.000
FD10554	18.375 	 0.458 	 90.000
FD10554	18.500 	 0.458 	 180.000
FD10554	18.625 	 0.458 	 90.000
FD10554	18.750 	 0.458 	 90.000
FD10554	18.875 	 0.458 	 180.000
FD10554	19.000 	 0.458 	 90.000
FD10554	19.125 	 0.000 	 90.000
FD10554	19.250 	 0.648 	 135.000
FD10554	19.375 	 0.458 	 90.000
FD10554	19.500 	 0.000 	 90.000
FD10554	19.625 	 0.648 	 135.000
FD10554	19.750 	 0.000 	 90.000
FD10554	19.875 	 0.458 	 90.000
FD10554	20.000 	 0.458 	 180.000
FD10554	20.125 	 0.458 	 90.000
FD10554	20.250 	 0.458 	 90.000
FD10554	20.375 	 0.458 	 180.000
FD10554	20.500 	 0.458 	 90.000
FD10554	20.625 	 0.000 	 90.000
FD10554	20.750 	 0.458 	 90.000
FD10554	20.875 	 0.648 	 135.000
FD10554	21.000 	 0.000 	 90.000
FD10554	21.125 	 0.458 	 90.000
FD10554	21.250 	 0.458 	 180.000
FD10554	21.375 	 0.458 	 90.000
FD10554	21.500 	 0.458 	 90.000
FD10554	21.625 	 0.458 	 180.000
FD10554	21.750 	 0.458 	 90.000
FD10554	21.875 	 0.000 	 90.000
FD10554	22.000 	 0.648 	 135.000
FD10554	22.125 	 0.000 	 90.000
FD10554	22.250 	 0.458 	 90.000
FD10554	22.375 	 0.648 	 135.000
FD10554	22.500 	 0.000 	 90.000
FD10554	22.625 	 0.458 	 90.000
FD10554	22.750 	 0.458 	 180.000
FD10554	22.875 	 0.458 	 90.000
FD10554	23.000 	 0.458 	 90.000
FD10554	23.125 	 0.000 	 90.000
FD10554	23.250 	 0.648 	 135.000
FD10554	23.375 	 0.000 	 90.000
FD10554	23.500 	 0.458 	 90.000
FD10554	23.625 	 0.458 	 180.000
FD10554	23.750 	 0.458 	 90.000
FD10554	23.875 	 0.458 	 90.000
FD10554	24.000 	 0.458 	 180.000
FD10554	24.125 	 0.458 	 90.000
FD10554	24.250 	 0.000 	 90.000
FD10554	24.375 	 0.648 	 135.000
FD10554	24.500 	 0.458 	 90.000
FD10554	24.625 	 0.000 	 90.000
FD10554	24.750 	 0.648 	 135.000
FD10554	24.875 	 0.000 	 90.000
FD10554	25.000 	 0.458 	 90.000
FD10554	25.125 	 0.458 	 180.000
FD10554	25.250 	 0.458 	 90.000
FD10554	25.375 	 0.458 	 90.000
FD10554	25.500 	 0.000 	 90.000
FD10554	25.625 	 0.648 	 135.000
FD10554	25.750 	 0.000 	 90.000
FD10554	25.875 	 0.458 	 90.000
FD10554	26.000 	 0.648 	 135.000
FD10554	26.125 	 0.000 	 90.000
FD10554	26.250 	 0.458 	 90.000
FD10554	26.375 	 0.458 	 180.000
FD10554	26.500 	 0.458 	 90.000
FD10554	26.625 	 0.000 	 90.000
FD10554	26.750 	 0.648 	 135.000
FD10554	26.875 	 0.458 	 90.000
FD10554	27.000 	 0.000 	 90.000
FD10554	27.125 	 0.648 	 135.000
FD10554	27.250 	 0.000 	 90.000
FD10554	27.375 	 0.458 	 90.000
FD10554	27.500 	 0.648 	 135.000
FD10554	27.625 	 0.000 	 90.000
FD10554	27.750 	 0.458 	 90.000
FD10554	27.875 	 0.000 	 90.000
FD10554	28.000 	 0.648 	 135.000
FD10554	28.125 	 0.000 	 90.000
