#WellName	 Depth.M	 INCL	 AZIM 
WellName	 Depth.M	 INCL	 AZIM 
FHW11348	0.000 	 0.000 	 0.000
FHW11348	0.125 	 0.334 	 0.000
FHW11348	0.250 	 0.334 	 0.000
FHW11348	0.375 	 0.334 	 0.000
FHW11348	0.500 	 0.334 	 0.000
FHW11348	0.625 	 0.334 	 0.000
FHW11348	0.750 	 0.334 	 0.000
FHW11348	0.875 	 0.334 	 0.000
FHW11348	1.000 	 0.334 	 0.000
FHW11348	1.125 	 0.334 	 0.000
FHW11348	1.250 	 0.334 	 0.000
FHW11348	1.375 	 0.334 	 0.000
FHW11348	1.500 	 0.334 	 0.000
FHW11348	1.625 	 0.334 	 0.000
FHW11348	1.750 	 0.334 	 0.000
FHW11348	1.875 	 0.334 	 0.000
FHW11348	2.000 	 0.334 	 0.000
FHW11348	2.125 	 0.334 	 0.000
FHW11348	2.250 	 0.334 	 0.000
FHW11348	2.375 	 0.334 	 0.000
FHW11348	2.500 	 0.334 	 0.000
FHW11348	2.625 	 0.334 	 0.000
FHW11348	2.750 	 0.334 	 0.000
FHW11348	2.875 	 0.334 	 0.000
FHW11348	3.000 	 0.334 	 0.000
FHW11348	3.125 	 0.334 	 0.000
FHW11348	3.250 	 0.334 	 0.000
FHW11348	3.375 	 0.334 	 0.000
FHW11348	3.500 	 0.334 	 0.000
FHW11348	3.625 	 0.334 	 0.000
FHW11348	3.750 	 0.334 	 0.000
FHW11348	3.875 	 0.334 	 0.000
FHW11348	4.000 	 0.334 	 0.000
FHW11348	4.125 	 0.334 	 0.000
FHW11348	4.250 	 0.334 	 0.000
FHW11348	4.375 	 0.334 	 0.000
FHW11348	4.500 	 0.334 	 0.000
FHW11348	4.625 	 0.334 	 0.000
FHW11348	4.750 	 0.334 	 0.000
FHW11348	4.875 	 0.334 	 0.000
FHW11348	5.000 	 0.334 	 0.000
FHW11348	5.125 	 0.334 	 0.000
FHW11348	5.250 	 0.334 	 0.000
FHW11348	5.375 	 0.334 	 0.000
FHW11348	5.500 	 0.334 	 0.000
FHW11348	5.625 	 0.334 	 0.000
FHW11348	5.750 	 0.334 	 0.000
FHW11348	5.875 	 0.334 	 0.000
FHW11348	6.000 	 0.334 	 0.000
FHW11348	6.125 	 0.334 	 0.000
FHW11348	6.250 	 0.334 	 0.000
FHW11348	6.375 	 0.334 	 0.000
FHW11348	6.500 	 0.334 	 0.000
FHW11348	6.625 	 0.334 	 0.000
FHW11348	6.750 	 0.334 	 0.000
FHW11348	6.875 	 0.334 	 0.000
FHW11348	7.000 	 0.334 	 0.000
FHW11348	7.125 	 0.334 	 0.000
FHW11348	7.250 	 0.334 	 0.000
FHW11348	7.375 	 0.334 	 0.000
FHW11348	7.500 	 0.334 	 0.000
FHW11348	7.625 	 0.334 	 0.000
FHW11348	7.750 	 0.334 	 0.000
FHW11348	7.875 	 0.334 	 0.000
FHW11348	8.000 	 0.334 	 0.000
FHW11348	8.125 	 0.334 	 0.000
FHW11348	8.250 	 0.334 	 0.000
FHW11348	8.375 	 0.334 	 0.000
FHW11348	8.500 	 0.334 	 0.000
FHW11348	8.625 	 0.334 	 0.000
FHW11348	8.750 	 0.334 	 0.000
FHW11348	8.875 	 0.334 	 0.000
FHW11348	9.000 	 0.334 	 0.000
FHW11348	9.125 	 0.334 	 0.000
FHW11348	9.250 	 0.334 	 0.000
FHW11348	9.375 	 0.334 	 0.000
FHW11348	9.500 	 0.334 	 0.000
FHW11348	9.625 	 0.334 	 0.000
FHW11348	9.750 	 0.334 	 0.000
FHW11348	9.875 	 0.334 	 0.000
FHW11348	10.000 	 0.334 	 0.000
FHW11348	10.125 	 0.334 	 0.000
FHW11348	10.250 	 0.334 	 0.000
FHW11348	10.375 	 0.334 	 0.000
FHW11348	10.500 	 0.334 	 0.000
FHW11348	10.625 	 0.334 	 0.000
FHW11348	10.750 	 0.334 	 0.000
FHW11348	10.875 	 0.334 	 0.000
FHW11348	11.000 	 0.334 	 0.000
FHW11348	11.125 	 0.334 	 0.000
FHW11348	11.250 	 0.334 	 0.000
FHW11348	11.375 	 0.334 	 0.000
FHW11348	11.500 	 0.334 	 0.000
FHW11348	11.625 	 0.334 	 0.000
FHW11348	11.750 	 0.334 	 0.000
